year,total_pr,scenario,model
1991,34.73,ssp585,FGOALS-g3
1992,25.45,ssp585,FGOALS-g3
1993,31.76,ssp585,FGOALS-g3
1994,29.01,ssp585,FGOALS-g3
1995,33.3,ssp585,FGOALS-g3
1996,32.71,ssp585,FGOALS-g3
1997,29.96,ssp585,FGOALS-g3
1998,26.9,ssp585,FGOALS-g3
1999,30.78,ssp585,FGOALS-g3
2000,29.64,ssp585,FGOALS-g3
2001,35.18,ssp585,FGOALS-g3
2002,33.13,ssp585,FGOALS-g3
2003,33.31,ssp585,FGOALS-g3
2004,31.42,ssp585,FGOALS-g3
2005,28.51,ssp585,FGOALS-g3
2006,32.33,ssp585,FGOALS-g3
2007,29.7,ssp585,FGOALS-g3
2008,30.26,ssp585,FGOALS-g3
2009,32.37,ssp585,FGOALS-g3
2010,29.13,ssp585,FGOALS-g3
2011,33.38,ssp585,FGOALS-g3
2012,32.72,ssp585,FGOALS-g3
2013,31.33,ssp585,FGOALS-g3
2014,31.15,ssp585,FGOALS-g3
2015,28.49,ssp585,FGOALS-g3
2016,31.91,ssp585,FGOALS-g3
2017,28.36,ssp585,FGOALS-g3
2018,34.42,ssp585,FGOALS-g3
2019,31.32,ssp585,FGOALS-g3
2020,31.99,ssp585,FGOALS-g3
2021,32.03,ssp585,FGOALS-g3
2022,35.12,ssp585,FGOALS-g3
2023,36.22,ssp585,FGOALS-g3
2024,26.97,ssp585,FGOALS-g3
2025,37.87,ssp585,FGOALS-g3
2026,34.6,ssp585,FGOALS-g3
2027,28.7,ssp585,FGOALS-g3
2028,33.97,ssp585,FGOALS-g3
2029,28.68,ssp585,FGOALS-g3
2030,33.53,ssp585,FGOALS-g3
2031,34.9,ssp585,FGOALS-g3
2032,32.97,ssp585,FGOALS-g3
2033,33.63,ssp585,FGOALS-g3
2034,33.58,ssp585,FGOALS-g3
2035,30.76,ssp585,FGOALS-g3
2036,33.32,ssp585,FGOALS-g3
2037,34.3,ssp585,FGOALS-g3
2038,31.79,ssp585,FGOALS-g3
2039,31.8,ssp585,FGOALS-g3
2040,30.77,ssp585,FGOALS-g3
2041,34.17,ssp585,FGOALS-g3
2042,32.06,ssp585,FGOALS-g3
2043,32.26,ssp585,FGOALS-g3
2044,28.36,ssp585,FGOALS-g3
2045,38.86,ssp585,FGOALS-g3
2046,28.13,ssp585,FGOALS-g3
2047,35.64,ssp585,FGOALS-g3
2048,33.49,ssp585,FGOALS-g3
2049,31.74,ssp585,FGOALS-g3
2050,36.83,ssp585,FGOALS-g3
2051,39.03,ssp585,FGOALS-g3
2052,32.25,ssp585,FGOALS-g3
2053,38.17,ssp585,FGOALS-g3
2054,33.86,ssp585,FGOALS-g3
2055,36.28,ssp585,FGOALS-g3
2056,31.11,ssp585,FGOALS-g3
2057,33.88,ssp585,FGOALS-g3
2058,29.66,ssp585,FGOALS-g3
2059,32.99,ssp585,FGOALS-g3
2060,34.48,ssp585,FGOALS-g3
2061,36.69,ssp585,FGOALS-g3
2062,35.71,ssp585,FGOALS-g3
2063,33.82,ssp585,FGOALS-g3
2064,36.51,ssp585,FGOALS-g3
2065,35.7,ssp585,FGOALS-g3
2066,31.12,ssp585,FGOALS-g3
2067,35.71,ssp585,FGOALS-g3
2068,37.4,ssp585,FGOALS-g3
2069,34.63,ssp585,FGOALS-g3
2070,39.93,ssp585,FGOALS-g3
2071,36.45,ssp585,FGOALS-g3
2072,33.2,ssp585,FGOALS-g3
2073,34.44,ssp585,FGOALS-g3
2074,33.41,ssp585,FGOALS-g3
2075,36.98,ssp585,FGOALS-g3
2076,35.63,ssp585,FGOALS-g3
2077,36.04,ssp585,FGOALS-g3
2078,32.61,ssp585,FGOALS-g3
2079,37.04,ssp585,FGOALS-g3
2080,36.94,ssp585,FGOALS-g3
2081,33.22,ssp585,FGOALS-g3
2082,35.94,ssp585,FGOALS-g3
2083,36.97,ssp585,FGOALS-g3
2084,34.93,ssp585,FGOALS-g3
2085,37.69,ssp585,FGOALS-g3
2086,39.38,ssp585,FGOALS-g3
2087,40.81,ssp585,FGOALS-g3
2088,37.14,ssp585,FGOALS-g3
2089,37.26,ssp585,FGOALS-g3
2090,34.28,ssp585,FGOALS-g3
2091,33.46,ssp585,FGOALS-g3
2092,34.66,ssp585,FGOALS-g3
2093,38.73,ssp585,FGOALS-g3
2094,33.13,ssp585,FGOALS-g3
2095,35.72,ssp585,FGOALS-g3
2096,34.33,ssp585,FGOALS-g3
2097,36.83,ssp585,FGOALS-g3
2098,34.35,ssp585,FGOALS-g3
2099,34.42,ssp585,FGOALS-g3
2100,35.73,ssp585,FGOALS-g3
1950,30.69,ssp585,GFDL-ESM4
1951,25.95,ssp585,GFDL-ESM4
1952,28.35,ssp585,GFDL-ESM4
1953,34.64,ssp585,GFDL-ESM4
1954,30.14,ssp585,GFDL-ESM4
1955,25.5,ssp585,GFDL-ESM4
1956,29.2,ssp585,GFDL-ESM4
1957,23.43,ssp585,GFDL-ESM4
1958,31.37,ssp585,GFDL-ESM4
1959,34.65,ssp585,GFDL-ESM4
1960,30.5,ssp585,GFDL-ESM4
1961,33.95,ssp585,GFDL-ESM4
1962,33.17,ssp585,GFDL-ESM4
1963,29.24,ssp585,GFDL-ESM4
1964,30.02,ssp585,GFDL-ESM4
1965,27.57,ssp585,GFDL-ESM4
1966,29.55,ssp585,GFDL-ESM4
1967,31.88,ssp585,GFDL-ESM4
1968,32.68,ssp585,GFDL-ESM4
1969,29.8,ssp585,GFDL-ESM4
1970,31.93,ssp585,GFDL-ESM4
1971,27.37,ssp585,GFDL-ESM4
1972,32.43,ssp585,GFDL-ESM4
1973,28.09,ssp585,GFDL-ESM4
1974,28.23,ssp585,GFDL-ESM4
1975,29.95,ssp585,GFDL-ESM4
1976,28.66,ssp585,GFDL-ESM4
1977,34.86,ssp585,GFDL-ESM4
1978,34.78,ssp585,GFDL-ESM4
1979,31.0,ssp585,GFDL-ESM4
1980,25.75,ssp585,GFDL-ESM4
1981,32.3,ssp585,GFDL-ESM4
1982,29.04,ssp585,GFDL-ESM4
1983,30.75,ssp585,GFDL-ESM4
1984,29.81,ssp585,GFDL-ESM4
1985,29.96,ssp585,GFDL-ESM4
1986,29.9,ssp585,GFDL-ESM4
1987,31.7,ssp585,GFDL-ESM4
1988,30.43,ssp585,GFDL-ESM4
1989,30.81,ssp585,GFDL-ESM4
1990,29.54,ssp585,GFDL-ESM4
1991,30.18,ssp585,GFDL-ESM4
1992,29.78,ssp585,GFDL-ESM4
1993,30.28,ssp585,GFDL-ESM4
1994,32.13,ssp585,GFDL-ESM4
1995,28.05,ssp585,GFDL-ESM4
1996,30.79,ssp585,GFDL-ESM4
1997,29.39,ssp585,GFDL-ESM4
1998,29.85,ssp585,GFDL-ESM4
1999,28.81,ssp585,GFDL-ESM4
2000,30.67,ssp585,GFDL-ESM4
2001,33.65,ssp585,GFDL-ESM4
2002,32.28,ssp585,GFDL-ESM4
2003,29.95,ssp585,GFDL-ESM4
2004,25.42,ssp585,GFDL-ESM4
2005,33.96,ssp585,GFDL-ESM4
2006,30.2,ssp585,GFDL-ESM4
2007,28.3,ssp585,GFDL-ESM4
2008,29.52,ssp585,GFDL-ESM4
2009,31.4,ssp585,GFDL-ESM4
2010,28.75,ssp585,GFDL-ESM4
2011,33.62,ssp585,GFDL-ESM4
2012,33.05,ssp585,GFDL-ESM4
2013,27.94,ssp585,GFDL-ESM4
2014,25.88,ssp585,GFDL-ESM4
2015,27.32,ssp585,GFDL-ESM4
2016,27.8,ssp585,GFDL-ESM4
2017,32.55,ssp585,GFDL-ESM4
2018,31.34,ssp585,GFDL-ESM4
2019,28.04,ssp585,GFDL-ESM4
2020,31.52,ssp585,GFDL-ESM4
2021,27.49,ssp585,GFDL-ESM4
2022,31.04,ssp585,GFDL-ESM4
2023,31.56,ssp585,GFDL-ESM4
2024,28.73,ssp585,GFDL-ESM4
2025,34.01,ssp585,GFDL-ESM4
2026,28.47,ssp585,GFDL-ESM4
2027,27.52,ssp585,GFDL-ESM4
2028,31.75,ssp585,GFDL-ESM4
2029,30.13,ssp585,GFDL-ESM4
2030,28.66,ssp585,GFDL-ESM4
2031,29.95,ssp585,GFDL-ESM4
2032,32.2,ssp585,GFDL-ESM4
2033,33.64,ssp585,GFDL-ESM4
2034,26.51,ssp585,GFDL-ESM4
2035,28.38,ssp585,GFDL-ESM4
2036,33.48,ssp585,GFDL-ESM4
2037,33.35,ssp585,GFDL-ESM4
2038,29.46,ssp585,GFDL-ESM4
2039,32.53,ssp585,GFDL-ESM4
2040,28.05,ssp585,GFDL-ESM4
2041,29.68,ssp585,GFDL-ESM4
2042,31.25,ssp585,GFDL-ESM4
2043,28.58,ssp585,GFDL-ESM4
2044,35.19,ssp585,GFDL-ESM4
2045,30.45,ssp585,GFDL-ESM4
2046,29.3,ssp585,GFDL-ESM4
2047,32.61,ssp585,GFDL-ESM4
2048,31.22,ssp585,GFDL-ESM4
2049,32.38,ssp585,GFDL-ESM4
2050,25.84,ssp585,GFDL-ESM4
2051,32.26,ssp585,GFDL-ESM4
2052,29.36,ssp585,GFDL-ESM4
2053,33.55,ssp585,GFDL-ESM4
2054,33.04,ssp585,GFDL-ESM4
2055,29.64,ssp585,GFDL-ESM4
2056,31.24,ssp585,GFDL-ESM4
2057,32.76,ssp585,GFDL-ESM4
2058,33.22,ssp585,GFDL-ESM4
2059,32.58,ssp585,GFDL-ESM4
2060,31.8,ssp585,GFDL-ESM4
2061,33.14,ssp585,GFDL-ESM4
2062,28.22,ssp585,GFDL-ESM4
2063,30.87,ssp585,GFDL-ESM4
2064,33.68,ssp585,GFDL-ESM4
2065,32.88,ssp585,GFDL-ESM4
2066,31.27,ssp585,GFDL-ESM4
2067,34.07,ssp585,GFDL-ESM4
2068,32.2,ssp585,GFDL-ESM4
2069,35.55,ssp585,GFDL-ESM4
2070,35.85,ssp585,GFDL-ESM4
2071,33.14,ssp585,GFDL-ESM4
2072,31.95,ssp585,GFDL-ESM4
2073,35.95,ssp585,GFDL-ESM4
2074,32.69,ssp585,GFDL-ESM4
2075,33.57,ssp585,GFDL-ESM4
2076,31.75,ssp585,GFDL-ESM4
2077,30.16,ssp585,GFDL-ESM4
2078,35.98,ssp585,GFDL-ESM4
2079,31.9,ssp585,GFDL-ESM4
2080,31.06,ssp585,GFDL-ESM4
2081,36.29,ssp585,GFDL-ESM4
2082,36.23,ssp585,GFDL-ESM4
2083,29.6,ssp585,GFDL-ESM4
2084,34.37,ssp585,GFDL-ESM4
2085,34.28,ssp585,GFDL-ESM4
2086,34.42,ssp585,GFDL-ESM4
2087,34.97,ssp585,GFDL-ESM4
2088,35.35,ssp585,GFDL-ESM4
2089,32.81,ssp585,GFDL-ESM4
2090,29.12,ssp585,GFDL-ESM4
2091,35.73,ssp585,GFDL-ESM4
2092,29.9,ssp585,GFDL-ESM4
2093,28.17,ssp585,GFDL-ESM4
2094,35.33,ssp585,GFDL-ESM4
2095,36.84,ssp585,GFDL-ESM4
2096,29.34,ssp585,GFDL-ESM4
2097,26.83,ssp585,GFDL-ESM4
2098,27.42,ssp585,GFDL-ESM4
2099,34.4,ssp585,GFDL-ESM4
2100,31.65,ssp585,GFDL-ESM4
1950,30.09,ssp585,INM-CM4-8
1951,32.11,ssp585,INM-CM4-8
1952,30.93,ssp585,INM-CM4-8
1953,29.67,ssp585,INM-CM4-8
1954,32.26,ssp585,INM-CM4-8
1955,29.62,ssp585,INM-CM4-8
1956,27.83,ssp585,INM-CM4-8
1957,31.3,ssp585,INM-CM4-8
1958,28.85,ssp585,INM-CM4-8
1959,31.5,ssp585,INM-CM4-8
1960,32.85,ssp585,INM-CM4-8
1961,29.35,ssp585,INM-CM4-8
1962,30.96,ssp585,INM-CM4-8
1963,34.28,ssp585,INM-CM4-8
1964,28.87,ssp585,INM-CM4-8
1965,28.59,ssp585,INM-CM4-8
1966,31.09,ssp585,INM-CM4-8
1967,29.24,ssp585,INM-CM4-8
1968,34.07,ssp585,INM-CM4-8
1969,30.94,ssp585,INM-CM4-8
1970,26.17,ssp585,INM-CM4-8
1971,30.38,ssp585,INM-CM4-8
1972,29.49,ssp585,INM-CM4-8
1973,30.41,ssp585,INM-CM4-8
1974,32.88,ssp585,INM-CM4-8
1975,26.87,ssp585,INM-CM4-8
1976,30.65,ssp585,INM-CM4-8
1977,28.65,ssp585,INM-CM4-8
1978,32.27,ssp585,INM-CM4-8
1979,32.55,ssp585,INM-CM4-8
1980,29.93,ssp585,INM-CM4-8
1981,28.19,ssp585,INM-CM4-8
1982,26.75,ssp585,INM-CM4-8
1983,26.64,ssp585,INM-CM4-8
1984,30.24,ssp585,INM-CM4-8
1985,29.86,ssp585,INM-CM4-8
1986,29.8,ssp585,INM-CM4-8
1987,30.23,ssp585,INM-CM4-8
1988,29.91,ssp585,INM-CM4-8
1989,28.51,ssp585,INM-CM4-8
1990,32.91,ssp585,INM-CM4-8
1991,27.26,ssp585,INM-CM4-8
1992,31.66,ssp585,INM-CM4-8
1993,29.29,ssp585,INM-CM4-8
1994,30.2,ssp585,INM-CM4-8
1995,26.62,ssp585,INM-CM4-8
1996,28.29,ssp585,INM-CM4-8
1997,32.51,ssp585,INM-CM4-8
1998,33.64,ssp585,INM-CM4-8
1999,35.19,ssp585,INM-CM4-8
2000,27.39,ssp585,INM-CM4-8
2001,31.66,ssp585,INM-CM4-8
2002,32.13,ssp585,INM-CM4-8
2003,26.09,ssp585,INM-CM4-8
2004,28.53,ssp585,INM-CM4-8
2005,28.27,ssp585,INM-CM4-8
2006,32.95,ssp585,INM-CM4-8
2007,27.53,ssp585,INM-CM4-8
2008,33.12,ssp585,INM-CM4-8
2009,33.93,ssp585,INM-CM4-8
2010,33.72,ssp585,INM-CM4-8
2011,32.23,ssp585,INM-CM4-8
2012,29.11,ssp585,INM-CM4-8
2013,31.82,ssp585,INM-CM4-8
2014,29.55,ssp585,INM-CM4-8
2015,28.5,ssp585,INM-CM4-8
2016,29.99,ssp585,INM-CM4-8
2017,34.05,ssp585,INM-CM4-8
2018,29.99,ssp585,INM-CM4-8
2019,31.41,ssp585,INM-CM4-8
2020,29.94,ssp585,INM-CM4-8
2021,34.09,ssp585,INM-CM4-8
2022,36.83,ssp585,INM-CM4-8
2023,33.36,ssp585,INM-CM4-8
2024,35.82,ssp585,INM-CM4-8
2025,33.96,ssp585,INM-CM4-8
2026,34.84,ssp585,INM-CM4-8
2027,27.43,ssp585,INM-CM4-8
2028,29.58,ssp585,INM-CM4-8
2029,33.45,ssp585,INM-CM4-8
2030,31.9,ssp585,INM-CM4-8
2031,29.06,ssp585,INM-CM4-8
2032,30.57,ssp585,INM-CM4-8
2033,29.28,ssp585,INM-CM4-8
2034,30.8,ssp585,INM-CM4-8
2035,33.99,ssp585,INM-CM4-8
2036,30.74,ssp585,INM-CM4-8
2037,32.86,ssp585,INM-CM4-8
2038,31.97,ssp585,INM-CM4-8
2039,34.85,ssp585,INM-CM4-8
2040,29.7,ssp585,INM-CM4-8
2041,24.84,ssp585,INM-CM4-8
2042,30.65,ssp585,INM-CM4-8
2043,30.88,ssp585,INM-CM4-8
2044,34.64,ssp585,INM-CM4-8
2045,32.67,ssp585,INM-CM4-8
2046,30.57,ssp585,INM-CM4-8
2047,34.04,ssp585,INM-CM4-8
2048,33.3,ssp585,INM-CM4-8
2049,27.04,ssp585,INM-CM4-8
2050,29.93,ssp585,INM-CM4-8
2051,30.95,ssp585,INM-CM4-8
2052,33.48,ssp585,INM-CM4-8
2053,28.8,ssp585,INM-CM4-8
2054,34.79,ssp585,INM-CM4-8
2055,34.65,ssp585,INM-CM4-8
2056,31.89,ssp585,INM-CM4-8
2057,29.75,ssp585,INM-CM4-8
2058,31.15,ssp585,INM-CM4-8
2059,30.12,ssp585,INM-CM4-8
2060,34.84,ssp585,INM-CM4-8
2061,36.32,ssp585,INM-CM4-8
2062,31.61,ssp585,INM-CM4-8
2063,28.04,ssp585,INM-CM4-8
2064,28.48,ssp585,INM-CM4-8
2065,32.11,ssp585,INM-CM4-8
2066,34.12,ssp585,INM-CM4-8
2067,33.5,ssp585,INM-CM4-8
2068,31.02,ssp585,INM-CM4-8
2069,29.73,ssp585,INM-CM4-8
2070,28.89,ssp585,INM-CM4-8
2071,34.43,ssp585,INM-CM4-8
2072,36.01,ssp585,INM-CM4-8
2073,28.42,ssp585,INM-CM4-8
2074,32.88,ssp585,INM-CM4-8
2075,35.07,ssp585,INM-CM4-8
2076,31.25,ssp585,INM-CM4-8
2077,31.16,ssp585,INM-CM4-8
2078,33.1,ssp585,INM-CM4-8
2079,33.68,ssp585,INM-CM4-8
2080,33.65,ssp585,INM-CM4-8
2081,34.51,ssp585,INM-CM4-8
2082,32.12,ssp585,INM-CM4-8
2083,31.35,ssp585,INM-CM4-8
2084,30.83,ssp585,INM-CM4-8
2085,28.99,ssp585,INM-CM4-8
2086,28.57,ssp585,INM-CM4-8
2087,31.79,ssp585,INM-CM4-8
2088,33.26,ssp585,INM-CM4-8
2089,29.47,ssp585,INM-CM4-8
2090,27.52,ssp585,INM-CM4-8
2091,33.81,ssp585,INM-CM4-8
2092,31.95,ssp585,INM-CM4-8
2093,30.77,ssp585,INM-CM4-8
2094,30.85,ssp585,INM-CM4-8
2095,29.61,ssp585,INM-CM4-8
2096,33.68,ssp585,INM-CM4-8
2097,37.74,ssp585,INM-CM4-8
2098,36.34,ssp585,INM-CM4-8
2099,32.07,ssp585,INM-CM4-8
2100,30.83,ssp585,INM-CM4-8
1950,31.23,ssp585,INM-CM5-0
1951,32.7,ssp585,INM-CM5-0
1952,31.28,ssp585,INM-CM5-0
1953,24.51,ssp585,INM-CM5-0
1954,29.23,ssp585,INM-CM5-0
1955,29.07,ssp585,INM-CM5-0
1956,35.32,ssp585,INM-CM5-0
1957,34.78,ssp585,INM-CM5-0
1958,33.68,ssp585,INM-CM5-0
1959,29.5,ssp585,INM-CM5-0
1960,25.06,ssp585,INM-CM5-0
1961,33.3,ssp585,INM-CM5-0
1962,29.15,ssp585,INM-CM5-0
1963,27.06,ssp585,INM-CM5-0
1964,28.96,ssp585,INM-CM5-0
1965,29.26,ssp585,INM-CM5-0
1966,30.56,ssp585,INM-CM5-0
1967,28.9,ssp585,INM-CM5-0
1968,31.88,ssp585,INM-CM5-0
1969,29.1,ssp585,INM-CM5-0
1970,29.19,ssp585,INM-CM5-0
1971,30.04,ssp585,INM-CM5-0
1972,29.55,ssp585,INM-CM5-0
1973,31.05,ssp585,INM-CM5-0
1974,26.59,ssp585,INM-CM5-0
1975,27.02,ssp585,INM-CM5-0
1976,35.21,ssp585,INM-CM5-0
1977,29.83,ssp585,INM-CM5-0
1978,30.24,ssp585,INM-CM5-0
1979,30.35,ssp585,INM-CM5-0
1980,31.79,ssp585,INM-CM5-0
1981,30.35,ssp585,INM-CM5-0
1982,33.1,ssp585,INM-CM5-0
1983,31.66,ssp585,INM-CM5-0
1984,28.42,ssp585,INM-CM5-0
1985,29.21,ssp585,INM-CM5-0
1986,29.99,ssp585,INM-CM5-0
1987,30.08,ssp585,INM-CM5-0
1988,31.37,ssp585,INM-CM5-0
1989,27.44,ssp585,INM-CM5-0
1990,32.09,ssp585,INM-CM5-0
1991,32.27,ssp585,INM-CM5-0
1992,32.79,ssp585,INM-CM5-0
1993,30.87,ssp585,INM-CM5-0
1994,26.56,ssp585,INM-CM5-0
1995,29.88,ssp585,INM-CM5-0
1996,30.17,ssp585,INM-CM5-0
1997,28.58,ssp585,INM-CM5-0
1998,31.87,ssp585,INM-CM5-0
1999,30.02,ssp585,INM-CM5-0
2000,30.27,ssp585,INM-CM5-0
2001,30.83,ssp585,INM-CM5-0
2002,28.94,ssp585,INM-CM5-0
2003,34.64,ssp585,INM-CM5-0
2004,32.49,ssp585,INM-CM5-0
2005,32.66,ssp585,INM-CM5-0
2006,33.46,ssp585,INM-CM5-0
2007,30.7,ssp585,INM-CM5-0
2008,28.48,ssp585,INM-CM5-0
2009,29.5,ssp585,INM-CM5-0
2010,28.56,ssp585,INM-CM5-0
2011,30.48,ssp585,INM-CM5-0
2012,33.21,ssp585,INM-CM5-0
2013,32.21,ssp585,INM-CM5-0
2014,29.99,ssp585,INM-CM5-0
2015,29.01,ssp585,INM-CM5-0
2016,32.15,ssp585,INM-CM5-0
2017,33.64,ssp585,INM-CM5-0
2018,25.64,ssp585,INM-CM5-0
2019,32.59,ssp585,INM-CM5-0
2020,25.72,ssp585,INM-CM5-0
2021,28.01,ssp585,INM-CM5-0
2022,30.78,ssp585,INM-CM5-0
2023,34.78,ssp585,INM-CM5-0
2024,30.53,ssp585,INM-CM5-0
2025,32.52,ssp585,INM-CM5-0
2026,28.02,ssp585,INM-CM5-0
2027,33.32,ssp585,INM-CM5-0
2028,31.3,ssp585,INM-CM5-0
2029,30.26,ssp585,INM-CM5-0
2030,26.88,ssp585,INM-CM5-0
2031,26.98,ssp585,INM-CM5-0
2032,33.11,ssp585,INM-CM5-0
2033,29.81,ssp585,INM-CM5-0
2034,29.42,ssp585,INM-CM5-0
2035,31.77,ssp585,INM-CM5-0
2036,31.22,ssp585,INM-CM5-0
2037,35.34,ssp585,INM-CM5-0
2038,31.84,ssp585,INM-CM5-0
2039,26.92,ssp585,INM-CM5-0
2040,29.61,ssp585,INM-CM5-0
2041,33.79,ssp585,INM-CM5-0
2042,28.93,ssp585,INM-CM5-0
2043,28.14,ssp585,INM-CM5-0
2044,32.52,ssp585,INM-CM5-0
2045,33.07,ssp585,INM-CM5-0
2046,27.68,ssp585,INM-CM5-0
2047,32.84,ssp585,INM-CM5-0
2048,31.22,ssp585,INM-CM5-0
2049,33.11,ssp585,INM-CM5-0
2050,28.82,ssp585,INM-CM5-0
2051,30.39,ssp585,INM-CM5-0
2052,31.21,ssp585,INM-CM5-0
2053,37.51,ssp585,INM-CM5-0
2054,26.57,ssp585,INM-CM5-0
2055,29.99,ssp585,INM-CM5-0
2056,31.01,ssp585,INM-CM5-0
2057,35.65,ssp585,INM-CM5-0
2058,31.63,ssp585,INM-CM5-0
2059,33.93,ssp585,INM-CM5-0
2060,32.85,ssp585,INM-CM5-0
2061,30.08,ssp585,INM-CM5-0
2062,24.31,ssp585,INM-CM5-0
2063,38.16,ssp585,INM-CM5-0
2064,30.75,ssp585,INM-CM5-0
2065,27.94,ssp585,INM-CM5-0
2066,31.74,ssp585,INM-CM5-0
2067,33.8,ssp585,INM-CM5-0
2068,30.74,ssp585,INM-CM5-0
2069,31.79,ssp585,INM-CM5-0
2070,36.17,ssp585,INM-CM5-0
2071,32.99,ssp585,INM-CM5-0
2072,31.61,ssp585,INM-CM5-0
2073,33.33,ssp585,INM-CM5-0
2074,31.08,ssp585,INM-CM5-0
2075,34.92,ssp585,INM-CM5-0
2076,27.25,ssp585,INM-CM5-0
2077,34.45,ssp585,INM-CM5-0
2078,31.73,ssp585,INM-CM5-0
2079,32.16,ssp585,INM-CM5-0
2080,32.86,ssp585,INM-CM5-0
2081,27.79,ssp585,INM-CM5-0
2082,40.78,ssp585,INM-CM5-0
2083,36.28,ssp585,INM-CM5-0
2084,31.78,ssp585,INM-CM5-0
2085,31.7,ssp585,INM-CM5-0
2086,33.3,ssp585,INM-CM5-0
2087,30.9,ssp585,INM-CM5-0
2088,33.47,ssp585,INM-CM5-0
2089,32.2,ssp585,INM-CM5-0
2090,29.25,ssp585,INM-CM5-0
2091,35.86,ssp585,INM-CM5-0
2092,35.3,ssp585,INM-CM5-0
2093,30.18,ssp585,INM-CM5-0
2094,33.01,ssp585,INM-CM5-0
2095,35.87,ssp585,INM-CM5-0
2096,31.25,ssp585,INM-CM5-0
2097,31.93,ssp585,INM-CM5-0
2098,35.49,ssp585,INM-CM5-0
2099,35.74,ssp585,INM-CM5-0
2100,34.27,ssp585,INM-CM5-0
1950,28.96,ssp585,IPSL-CM6A-LR
1951,32.32,ssp585,IPSL-CM6A-LR
1952,31.64,ssp585,IPSL-CM6A-LR
1953,29.56,ssp585,IPSL-CM6A-LR
1954,28.07,ssp585,IPSL-CM6A-LR
1955,31.44,ssp585,IPSL-CM6A-LR
1956,29.7,ssp585,IPSL-CM6A-LR
1957,28.13,ssp585,IPSL-CM6A-LR
1958,30.82,ssp585,IPSL-CM6A-LR
1959,26.38,ssp585,IPSL-CM6A-LR
1960,30.97,ssp585,IPSL-CM6A-LR
1961,30.96,ssp585,IPSL-CM6A-LR
1962,30.18,ssp585,IPSL-CM6A-LR
1963,30.91,ssp585,IPSL-CM6A-LR
1964,30.29,ssp585,IPSL-CM6A-LR
1965,31.55,ssp585,IPSL-CM6A-LR
1966,29.81,ssp585,IPSL-CM6A-LR
1967,27.31,ssp585,IPSL-CM6A-LR
1968,34.86,ssp585,IPSL-CM6A-LR
1969,29.86,ssp585,IPSL-CM6A-LR
1970,27.59,ssp585,IPSL-CM6A-LR
1971,31.82,ssp585,IPSL-CM6A-LR
1972,32.91,ssp585,IPSL-CM6A-LR
1973,29.8,ssp585,IPSL-CM6A-LR
1974,30.39,ssp585,IPSL-CM6A-LR
1975,28.15,ssp585,IPSL-CM6A-LR
1976,28.66,ssp585,IPSL-CM6A-LR
1977,25.93,ssp585,IPSL-CM6A-LR
1978,29.23,ssp585,IPSL-CM6A-LR
1979,33.43,ssp585,IPSL-CM6A-LR
1980,36.16,ssp585,IPSL-CM6A-LR
1981,32.71,ssp585,IPSL-CM6A-LR
1982,28.67,ssp585,IPSL-CM6A-LR
1983,31.14,ssp585,IPSL-CM6A-LR
1984,26.41,ssp585,IPSL-CM6A-LR
1985,26.49,ssp585,IPSL-CM6A-LR
1986,27.92,ssp585,IPSL-CM6A-LR
1987,31.27,ssp585,IPSL-CM6A-LR
1988,32.27,ssp585,IPSL-CM6A-LR
1989,31.99,ssp585,IPSL-CM6A-LR
1990,27.21,ssp585,IPSL-CM6A-LR
1991,32.29,ssp585,IPSL-CM6A-LR
1992,28.98,ssp585,IPSL-CM6A-LR
1993,32.17,ssp585,IPSL-CM6A-LR
1994,29.99,ssp585,IPSL-CM6A-LR
1995,27.8,ssp585,IPSL-CM6A-LR
1996,30.87,ssp585,IPSL-CM6A-LR
1997,28.97,ssp585,IPSL-CM6A-LR
1998,30.21,ssp585,IPSL-CM6A-LR
1999,30.61,ssp585,IPSL-CM6A-LR
2000,33.71,ssp585,IPSL-CM6A-LR
2001,30.93,ssp585,IPSL-CM6A-LR
2002,32.81,ssp585,IPSL-CM6A-LR
2003,27.31,ssp585,IPSL-CM6A-LR
2004,27.75,ssp585,IPSL-CM6A-LR
2005,31.45,ssp585,IPSL-CM6A-LR
2006,33.29,ssp585,IPSL-CM6A-LR
2007,25.03,ssp585,IPSL-CM6A-LR
2008,28.59,ssp585,IPSL-CM6A-LR
2009,34.95,ssp585,IPSL-CM6A-LR
2010,30.16,ssp585,IPSL-CM6A-LR
2011,33.15,ssp585,IPSL-CM6A-LR
2012,31.64,ssp585,IPSL-CM6A-LR
2013,28.89,ssp585,IPSL-CM6A-LR
2014,30.17,ssp585,IPSL-CM6A-LR
2015,29.34,ssp585,IPSL-CM6A-LR
2016,35.1,ssp585,IPSL-CM6A-LR
2017,32.4,ssp585,IPSL-CM6A-LR
2018,32.86,ssp585,IPSL-CM6A-LR
2019,28.19,ssp585,IPSL-CM6A-LR
2020,33.23,ssp585,IPSL-CM6A-LR
2021,31.78,ssp585,IPSL-CM6A-LR
2022,30.34,ssp585,IPSL-CM6A-LR
2023,27.74,ssp585,IPSL-CM6A-LR
2024,33.28,ssp585,IPSL-CM6A-LR
2025,31.15,ssp585,IPSL-CM6A-LR
2026,29.21,ssp585,IPSL-CM6A-LR
2027,34.14,ssp585,IPSL-CM6A-LR
2028,31.69,ssp585,IPSL-CM6A-LR
2029,36.36,ssp585,IPSL-CM6A-LR
