year,season,scenario,model,snc_mile2
2098,2,ssp585,fgoals_g3,1820738.54894401
2098,3,ssp126,fgoals_g3,255897.922401356
2098,3,ssp245,fgoals_g3,161409.20973287
2098,3,ssp370,fgoals_g3,143892.788006766
2098,3,ssp585,fgoals_g3,84514.0136565985
2098,4,ssp126,fgoals_g3,1451510.23393213
2098,4,ssp245,fgoals_g3,1075863.79262416
2098,4,ssp370,fgoals_g3,806077.392089748
2098,4,ssp585,fgoals_g3,718599.435329573
2099,1,ssp126,fgoals_g3,4333884.61562336
2099,1,ssp245,fgoals_g3,3958825.81977243
2099,1,ssp370,fgoals_g3,4188280.9318069
2099,1,ssp585,fgoals_g3,3552160.3921538
2099,2,ssp126,fgoals_g3,2490283.37993922
2099,2,ssp245,fgoals_g3,2080151.97850182
2099,2,ssp370,fgoals_g3,1702697.40516347
2099,2,ssp585,fgoals_g3,1666241.22880799
2099,3,ssp126,fgoals_g3,228486.998946718
2099,3,ssp245,fgoals_g3,176968.226368554
2099,3,ssp370,fgoals_g3,73588.0631898487
2099,3,ssp585,fgoals_g3,99696.5520586941
2099,4,ssp126,fgoals_g3,1604001.04951461
2099,4,ssp245,fgoals_g3,793202.04327568
2099,4,ssp370,fgoals_g3,774714.544695776
2099,4,ssp585,fgoals_g3,399591.821783381
2100,1,ssp126,fgoals_g3,4449099.09764283
2100,1,ssp245,fgoals_g3,3577913.46267257
2100,1,ssp370,fgoals_g3,3676030.69966956
2100,1,ssp585,fgoals_g3,3279343.3429109
2100,2,ssp126,fgoals_g3,3145564.78521721
2100,2,ssp245,fgoals_g3,2218711.47536388
2100,2,ssp370,fgoals_g3,2345290.22437574
2100,2,ssp585,fgoals_g3,1717992.84128139
2100,3,ssp126,fgoals_g3,306943.831804623
2100,3,ssp245,fgoals_g3,179983.855676785
2100,3,ssp370,fgoals_g3,40478.186576253
2100,3,ssp585,fgoals_g3,70626.9133496297
2100,4,ssp126,fgoals_g3,1640088.39735762
2100,4,ssp245,fgoals_g3,1221644.02391994
2100,4,ssp370,fgoals_g3,914971.249642732
2100,4,ssp585,fgoals_g3,586892.161991754
1850,1,historical,inm_cm4_8,4773484.87655767
1850,2,historical,inm_cm4_8,2769426.05804557
1850,3,historical,inm_cm4_8,124044.886763761
1850,4,historical,inm_cm4_8,1821945.77580862
1851,1,historical,inm_cm4_8,4860803.63260061
1851,2,historical,inm_cm4_8,3037772.58301086
1851,3,historical,inm_cm4_8,125102.852979219
1851,4,historical,inm_cm4_8,1621353.79966133
1852,1,historical,inm_cm4_8,4304295.54888147
1852,2,historical,inm_cm4_8,2934807.87723758
1852,3,historical,inm_cm4_8,99383.7568103216
1852,4,historical,inm_cm4_8,1687888.16051021
1853,1,historical,inm_cm4_8,4806887.06903502
1853,2,historical,inm_cm4_8,2989925.77465404
1853,3,historical,inm_cm4_8,107656.331093581
1853,4,historical,inm_cm4_8,1830860.35711326
1854,1,historical,inm_cm4_8,4838410.62928424
1854,2,historical,inm_cm4_8,3007443.12688298
1854,3,historical,inm_cm4_8,89183.1830293403
1854,4,historical,inm_cm4_8,2090237.78716122
1855,1,historical,inm_cm4_8,4694799.91320228
1855,2,historical,inm_cm4_8,2955779.15065673
1855,3,historical,inm_cm4_8,105104.764450226
1855,4,historical,inm_cm4_8,1703682.1381337
1856,1,historical,inm_cm4_8,5126615.29214492
1856,2,historical,inm_cm4_8,3179221.54099041
1856,3,historical,inm_cm4_8,116781.663240582
1856,4,historical,inm_cm4_8,1823463.04412961
1857,1,historical,inm_cm4_8,4397319.94980079
1857,2,historical,inm_cm4_8,2688042.90294713
1857,3,historical,inm_cm4_8,118096.240723136
1857,4,historical,inm_cm4_8,1723888.09288149
1858,1,historical,inm_cm4_8,4504746.72649693
1858,2,historical,inm_cm4_8,2567492.33643793
1858,3,historical,inm_cm4_8,99320.7450498688
1858,4,historical,inm_cm4_8,1920439.40775298
1859,1,historical,inm_cm4_8,4727934.31229107
1859,2,historical,inm_cm4_8,2760144.91004612
1859,3,historical,inm_cm4_8,114570.112120639
1859,4,historical,inm_cm4_8,1547130.05345051
1860,1,historical,inm_cm4_8,4484959.64866127
1860,2,historical,inm_cm4_8,2568060.48994906
1860,3,historical,inm_cm4_8,101285.627104374
1860,4,historical,inm_cm4_8,1746654.56861734
1861,1,historical,inm_cm4_8,4951214.05068351
1861,2,historical,inm_cm4_8,2709501.3024214
1861,3,historical,inm_cm4_8,133200.982689605
1861,4,historical,inm_cm4_8,1845833.21314461
1862,1,historical,inm_cm4_8,4486425.76265288
1862,2,historical,inm_cm4_8,2650098.10619666
1862,3,historical,inm_cm4_8,123234.121159263
1862,4,historical,inm_cm4_8,1762811.74998132
1863,1,historical,inm_cm4_8,4629751.52722878
1863,2,historical,inm_cm4_8,2887101.92777569
1863,3,historical,inm_cm4_8,95469.567523007
1863,4,historical,inm_cm4_8,1865327.33718004
1864,1,historical,inm_cm4_8,4714039.62157983
1864,2,historical,inm_cm4_8,3182980.63538119
1864,3,historical,inm_cm4_8,134570.831826471
1864,4,historical,inm_cm4_8,1713482.58923835
1865,1,historical,inm_cm4_8,4736995.7704251
1865,2,historical,inm_cm4_8,2848582.56898176
1865,3,historical,inm_cm4_8,122417.311811641
1865,4,historical,inm_cm4_8,1722473.35399412
1866,1,historical,inm_cm4_8,4780721.91514399
1866,2,historical,inm_cm4_8,2779397.95418874
1866,3,historical,inm_cm4_8,104143.838913607
1866,4,historical,inm_cm4_8,1751369.77951633
1867,1,historical,inm_cm4_8,4607024.89012234
1867,2,historical,inm_cm4_8,2833051.94049437
1867,3,historical,inm_cm4_8,114250.900603173
1867,4,historical,inm_cm4_8,1597673.75525606
1868,1,historical,inm_cm4_8,4636384.63433374
1868,2,historical,inm_cm4_8,2485191.50287956
1868,3,historical,inm_cm4_8,90340.1220476008
1868,4,historical,inm_cm4_8,1812013.84926319
1869,1,historical,inm_cm4_8,5135335.99193439
1869,2,historical,inm_cm4_8,2901429.47645127
1869,3,historical,inm_cm4_8,128311.043238116
1869,4,historical,inm_cm4_8,1590636.95944357
1870,1,historical,inm_cm4_8,4958694.95842832
1870,2,historical,inm_cm4_8,2701866.52030009
1870,3,historical,inm_cm4_8,99303.2843794588
1870,4,historical,inm_cm4_8,1718733.52602902
1871,1,historical,inm_cm4_8,4701521.4919734
1871,2,historical,inm_cm4_8,2918718.99542551
1871,3,historical,inm_cm4_8,116690.04385284
1871,4,historical,inm_cm4_8,1646946.82791672
1872,1,historical,inm_cm4_8,4711536.13357083
1872,2,historical,inm_cm4_8,2853725.21123603
1872,3,historical,inm_cm4_8,109301.705245679
1872,4,historical,inm_cm4_8,1728875.60125634
1873,1,historical,inm_cm4_8,4581365.68063815
1873,2,historical,inm_cm4_8,2826201.6725921
1873,3,historical,inm_cm4_8,150643.766802488
1873,4,historical,inm_cm4_8,1916719.9029383
1874,1,historical,inm_cm4_8,4167621.26310621
1874,2,historical,inm_cm4_8,2810211.17174754
1874,3,historical,inm_cm4_8,149726.615858432
1874,4,historical,inm_cm4_8,1686156.03723139
1875,1,historical,inm_cm4_8,4907900.46306655
1875,2,historical,inm_cm4_8,2882840.48955942
1875,3,historical,inm_cm4_8,110485.094717713
1875,4,historical,inm_cm4_8,2180980.13718724
1876,1,historical,inm_cm4_8,5112180.92702823
1876,2,historical,inm_cm4_8,2921960.19978989
1876,3,historical,inm_cm4_8,121315.80312861
1876,4,historical,inm_cm4_8,1994036.22018831
1877,1,historical,inm_cm4_8,4634125.28820426
1877,2,historical,inm_cm4_8,2840004.12670672
1877,3,historical,inm_cm4_8,117211.380461171
1877,4,historical,inm_cm4_8,1677451.43079253
1878,1,historical,inm_cm4_8,4410438.03855573
1878,2,historical,inm_cm4_8,2633966.92317275
1878,3,historical,inm_cm4_8,93260.0888108731
1878,4,historical,inm_cm4_8,1474323.7084499
1879,1,historical,inm_cm4_8,5036846.76216798
1879,2,historical,inm_cm4_8,2783185.59438651
1879,3,historical,inm_cm4_8,129697.829927406
1879,4,historical,inm_cm4_8,1902278.13016247
1880,1,historical,inm_cm4_8,5067124.60867023
1880,2,historical,inm_cm4_8,3044298.7755963
1880,3,historical,inm_cm4_8,158082.171519795
1880,4,historical,inm_cm4_8,1910843.31782228
1881,1,historical,inm_cm4_8,4711770.5174792
1881,2,historical,inm_cm4_8,2678721.06211388
1881,3,historical,inm_cm4_8,124586.499098525
1881,4,historical,inm_cm4_8,1850761.47514646
1882,1,historical,inm_cm4_8,4799435.51920702
1882,2,historical,inm_cm4_8,2867347.86338124
1882,3,historical,inm_cm4_8,141477.236122283
1882,4,historical,inm_cm4_8,1579057.09083079
1883,1,historical,inm_cm4_8,4420221.01387613
1883,2,historical,inm_cm4_8,2903554.90467617
1883,3,historical,inm_cm4_8,129344.311664624
1883,4,historical,inm_cm4_8,2009936.86039387
1884,1,historical,inm_cm4_8,4986989.60541388
1884,2,historical,inm_cm4_8,3213635.29601487
1884,3,historical,inm_cm4_8,156762.361577233
1884,4,historical,inm_cm4_8,1950791.28275844
1885,1,historical,inm_cm4_8,5029951.9617039
1885,2,historical,inm_cm4_8,2935478.74870168
1885,3,historical,inm_cm4_8,126128.823826797
1885,4,historical,inm_cm4_8,1846662.84096354
1886,1,historical,inm_cm4_8,4492104.35514687
1886,2,historical,inm_cm4_8,2669039.41407706
1886,3,historical,inm_cm4_8,85176.8430352897
1886,4,historical,inm_cm4_8,1811418.6429362
1887,1,historical,inm_cm4_8,4602146.84651425
1887,2,historical,inm_cm4_8,2794331.34502008
1887,3,historical,inm_cm4_8,119505.772153112
1887,4,historical,inm_cm4_8,1789621.80900677
1888,1,historical,inm_cm4_8,5031689.68072348
1888,2,historical,inm_cm4_8,2924055.89871715
1888,3,historical,inm_cm4_8,102486.959034615
1888,4,historical,inm_cm4_8,1752390.12996969
1889,1,historical,inm_cm4_8,4850919.55583322
1889,2,historical,inm_cm4_8,3094785.91893663
1889,3,historical,inm_cm4_8,132391.779851054
1889,4,historical,inm_cm4_8,1793411.61584152
1890,1,historical,inm_cm4_8,4550377.87810475
1890,2,historical,inm_cm4_8,2724161.41063858
1890,3,historical,inm_cm4_8,116790.852600893
1890,4,historical,inm_cm4_8,2173916.5548544
1891,1,historical,inm_cm4_8,4823462.31196945
1891,2,historical,inm_cm4_8,2975410.45830379
1891,3,historical,inm_cm4_8,121154.051158132
1891,4,historical,inm_cm4_8,1759275.6301554
1892,1,historical,inm_cm4_8,5095743.71229174
1892,2,historical,inm_cm4_8,2957337.10000223
1892,3,historical,inm_cm4_8,118525.446167169
1892,4,historical,inm_cm4_8,1773883.67937353
1893,1,historical,inm_cm4_8,4972287.93746016
1893,2,historical,inm_cm4_8,2973074.87697393
1893,3,historical,inm_cm4_8,115501.020134229
1893,4,historical,inm_cm4_8,1832944.19308143
1894,1,historical,inm_cm4_8,4669466.27904861
1894,2,historical,inm_cm4_8,2963636.34542493
1894,3,historical,inm_cm4_8,124773.751394918
1894,4,historical,inm_cm4_8,1627633.70357202
1895,1,historical,inm_cm4_8,4986532.18334621
1895,2,historical,inm_cm4_8,2852629.90237298
1895,3,historical,inm_cm4_8,131259.703781459
1895,4,historical,inm_cm4_8,1666724.40558131
1896,1,historical,inm_cm4_8,4739651.84803408
1896,2,historical,inm_cm4_8,2945631.34126768
1896,3,historical,inm_cm4_8,94333.4130354671
1896,4,historical,inm_cm4_8,1930847.59202671
1897,1,historical,inm_cm4_8,4589030.55415894
1897,2,historical,inm_cm4_8,2773314.68546101
1897,3,historical,inm_cm4_8,101307.23065586
1897,4,historical,inm_cm4_8,1675085.74141513
1898,1,historical,inm_cm4_8,4643790.33197536
1898,2,historical,inm_cm4_8,2880672.77103812
1898,3,historical,inm_cm4_8,133153.679991011
1898,4,historical,inm_cm4_8,1811172.1263764
1899,1,historical,inm_cm4_8,4796573.82710104
1899,2,historical,inm_cm4_8,2850606.25769788
1899,3,historical,inm_cm4_8,104298.612386506
1899,4,historical,inm_cm4_8,1616278.28399805
1900,1,historical,inm_cm4_8,4969919.36514717
1900,2,historical,inm_cm4_8,2645773.93458708
1900,3,historical,inm_cm4_8,95073.2380072121
1900,4,historical,inm_cm4_8,1717016.29479643
1901,1,historical,inm_cm4_8,4876800.06025614
1901,2,historical,inm_cm4_8,2778800.6044469
1901,3,historical,inm_cm4_8,126538.833169763
1901,4,historical,inm_cm4_8,1895984.28224281
1902,1,historical,inm_cm4_8,4860868.12100965
1902,2,historical,inm_cm4_8,2993531.22990037
1902,3,historical,inm_cm4_8,116126.336836187
1902,4,historical,inm_cm4_8,1899974.63121721
1903,1,historical,inm_cm4_8,4942949.78676086
1903,2,historical,inm_cm4_8,3095168.72071306
1903,3,historical,inm_cm4_8,141214.673561665
1903,4,historical,inm_cm4_8,1797571.02810805
1904,1,historical,inm_cm4_8,4297467.25105427
1904,2,historical,inm_cm4_8,3188432.74756414
1904,3,historical,inm_cm4_8,114140.083256281
1904,4,historical,inm_cm4_8,1764581.10775952
1905,1,historical,inm_cm4_8,5106366.31758307
1905,2,historical,inm_cm4_8,2931921.4698577
1905,3,historical,inm_cm4_8,126347.496386454
1905,4,historical,inm_cm4_8,1840627.80596407
1906,1,historical,inm_cm4_8,4365546.82443929
1906,2,historical,inm_cm4_8,2794544.59042789
1906,3,historical,inm_cm4_8,109934.892048551
1906,4,historical,inm_cm4_8,1733556.26003893
1907,1,historical,inm_cm4_8,4716949.88809147
1907,2,historical,inm_cm4_8,2842733.80445509
1907,3,historical,inm_cm4_8,104871.96786719
1907,4,historical,inm_cm4_8,1953235.15260824
1908,1,historical,inm_cm4_8,4920802.75731445
1908,2,historical,inm_cm4_8,2832958.80127716
1908,3,historical,inm_cm4_8,116680.980072426
1908,4,historical,inm_cm4_8,1615770.76353146
1909,1,historical,inm_cm4_8,5113468.68146899
1909,2,historical,inm_cm4_8,2859542.81633715
1909,3,historical,inm_cm4_8,83598.2094124265
1909,4,historical,inm_cm4_8,1783068.43324066
1910,1,historical,inm_cm4_8,5100718.65487938
1910,2,historical,inm_cm4_8,2723994.68090688
1910,3,historical,inm_cm4_8,105685.301693514
1910,4,historical,inm_cm4_8,1744104.12021211
1911,1,historical,inm_cm4_8,4667367.32064984
1911,2,historical,inm_cm4_8,2838206.35848289
1911,3,historical,inm_cm4_8,111004.541303838
1911,4,historical,inm_cm4_8,1961916.38409839
1912,1,historical,inm_cm4_8,4734094.81149792
1912,2,historical,inm_cm4_8,2658601.10898113
1912,3,historical,inm_cm4_8,88844.8151091428
1912,4,historical,inm_cm4_8,1789814.46132132
1913,1,historical,inm_cm4_8,4850463.23743514
1913,2,historical,inm_cm4_8,2844642.18001822
1913,3,historical,inm_cm4_8,129614.508762896
1913,4,historical,inm_cm4_8,1628690.40128035
1914,1,historical,inm_cm4_8,4951398.56088479
1914,2,historical,inm_cm4_8,3079510.62800604
1914,3,historical,inm_cm4_8,106869.424467718
1914,4,historical,inm_cm4_8,1773179.39850488
1915,1,historical,inm_cm4_8,5086468.34635684
1915,2,historical,inm_cm4_8,2942110.23858207
1915,3,historical,inm_cm4_8,122407.330768449
1915,4,historical,inm_cm4_8,1983071.74499811
1916,1,historical,inm_cm4_8,5293767.09550529
1916,2,historical,inm_cm4_8,3265506.63724927
1916,3,historical,inm_cm4_8,98242.1713280105
1916,4,historical,inm_cm4_8,1441238.46444615
1917,1,historical,inm_cm4_8,4583704.49600436
1917,2,historical,inm_cm4_8,2759047.72026262
1917,3,historical,inm_cm4_8,103028.70953396
1917,4,historical,inm_cm4_8,1731055.94345356
1918,1,historical,inm_cm4_8,4628092.57278039
1918,2,historical,inm_cm4_8,2776037.36882075
1918,3,historical,inm_cm4_8,128055.166606963
1918,4,historical,inm_cm4_8,1737525.53031814
1919,1,historical,inm_cm4_8,4694547.57344364
1919,2,historical,inm_cm4_8,3017109.55409013
1919,3,historical,inm_cm4_8,151848.123230342
1919,4,historical,inm_cm4_8,2083800.5028325
1920,1,historical,inm_cm4_8,4848384.19803259
1920,2,historical,inm_cm4_8,2804243.12064417
1920,3,historical,inm_cm4_8,115955.199021511
1920,4,historical,inm_cm4_8,1669636.75062789
1921,1,historical,inm_cm4_8,4792044.77252869
1921,2,historical,inm_cm4_8,2863074.06255153
1921,3,historical,inm_cm4_8,78479.1888752906
1921,4,historical,inm_cm4_8,1694188.47953891
1922,1,historical,inm_cm4_8,4869700.2498196
1922,2,historical,inm_cm4_8,2586672.68321106
1922,3,historical,inm_cm4_8,94786.0003500839
1922,4,historical,inm_cm4_8,1462234.54274826
1923,1,historical,inm_cm4_8,4413992.99240521
1923,2,historical,inm_cm4_8,2919733.13781169
1923,3,historical,inm_cm4_8,95121.4363276321
1923,4,historical,inm_cm4_8,1718701.57540188
1924,1,historical,inm_cm4_8,5252346.04561544
1924,2,historical,inm_cm4_8,2775515.10178097
1924,3,historical,inm_cm4_8,104690.418158682
1924,4,historical,inm_cm4_8,1566401.72323834
1925,1,historical,inm_cm4_8,4965102.55563377
1925,2,historical,inm_cm4_8,2817446.68374128
1925,3,historical,inm_cm4_8,109417.969420577
1925,4,historical,inm_cm4_8,1886645.35227706
1926,1,historical,inm_cm4_8,4780986.66104076
1926,2,historical,inm_cm4_8,2994063.14342456
1926,3,historical,inm_cm4_8,130180.478110883
1926,4,historical,inm_cm4_8,1723809.63688888
1927,1,historical,inm_cm4_8,4584146.15493755
1927,2,historical,inm_cm4_8,2909727.69466308
1927,3,historical,inm_cm4_8,117744.375137834
1927,4,historical,inm_cm4_8,1829915.57700752
1928,1,historical,inm_cm4_8,4823510.23271551
1928,2,historical,inm_cm4_8,2798497.51358983
1928,3,historical,inm_cm4_8,77521.0585721429
1928,4,historical,inm_cm4_8,1506488.2800327
1929,1,historical,inm_cm4_8,4588186.5940086
1929,2,historical,inm_cm4_8,2923825.72170216
1929,3,historical,inm_cm4_8,115260.791636133
1929,4,historical,inm_cm4_8,1660856.70630984
1930,1,historical,inm_cm4_8,4610720.75562304
1930,2,historical,inm_cm4_8,3109335.25494572
1930,3,historical,inm_cm4_8,103890.00981116
1930,4,historical,inm_cm4_8,1714811.43776278
1931,1,historical,inm_cm4_8,4759732.45349928
1931,2,historical,inm_cm4_8,2684016.16512972
1931,3,historical,inm_cm4_8,94624.4332710105
1931,4,historical,inm_cm4_8,1818792.20614689
1932,1,historical,inm_cm4_8,4747027.12662915
1932,2,historical,inm_cm4_8,2666163.52815407
1932,3,historical,inm_cm4_8,95825.2862150814
1932,4,historical,inm_cm4_8,1786308.42454813
1933,1,historical,inm_cm4_8,4923385.46144367
1933,2,historical,inm_cm4_8,2946851.22157991
1933,3,historical,inm_cm4_8,140700.153099501
1933,4,historical,inm_cm4_8,1649294.17669254
1934,1,historical,inm_cm4_8,4547679.68102542
1934,2,historical,inm_cm4_8,2853577.31910178
1934,3,historical,inm_cm4_8,105169.221306584
1934,4,historical,inm_cm4_8,1887861.31067398
1935,1,historical,inm_cm4_8,4700334.89610268
1935,2,historical,inm_cm4_8,2784177.27096118
1935,3,historical,inm_cm4_8,70132.9366050639
1935,4,historical,inm_cm4_8,1637560.86457738
1936,1,historical,inm_cm4_8,4376021.24749945
1936,2,historical,inm_cm4_8,2712466.37310912
1936,3,historical,inm_cm4_8,110841.55987393
1936,4,historical,inm_cm4_8,1627192.55253972
1937,1,historical,inm_cm4_8,4401804.8715816
1937,2,historical,inm_cm4_8,2869671.5304915
1937,3,historical,inm_cm4_8,90467.8737478013
1937,4,historical,inm_cm4_8,1721627.38277347
1938,1,historical,inm_cm4_8,4955470.19617017
1938,2,historical,inm_cm4_8,2891229.89843819
1938,3,historical,inm_cm4_8,88834.4756969875
1938,4,historical,inm_cm4_8,1834528.05766086
1939,1,historical,inm_cm4_8,4919152.38080881
1939,2,historical,inm_cm4_8,2941941.78582206
1939,3,historical,inm_cm4_8,113237.996884083
1939,4,historical,inm_cm4_8,1825565.61641156
1940,1,historical,inm_cm4_8,4677474.49608321
1940,2,historical,inm_cm4_8,2888285.48625915
1940,3,historical,inm_cm4_8,141069.453458492
1940,4,historical,inm_cm4_8,1753026.34830428
1941,1,historical,inm_cm4_8,4476223.92454734
1941,2,historical,inm_cm4_8,2787410.46954233
1941,3,historical,inm_cm4_8,90255.7302483424
1941,4,historical,inm_cm4_8,1650476.48426746
1942,1,historical,inm_cm4_8,4814069.51860142
1942,2,historical,inm_cm4_8,2619078.43989071
1942,3,historical,inm_cm4_8,88404.9872800493
1942,4,historical,inm_cm4_8,1717997.59156215
1943,1,historical,inm_cm4_8,4315813.41782905
1943,2,historical,inm_cm4_8,2563936.5877874
1943,3,historical,inm_cm4_8,93122.7590466799
1943,4,historical,inm_cm4_8,1705731.04705559
1944,1,historical,inm_cm4_8,5170192.36002007
1944,2,historical,inm_cm4_8,2512401.05712938
1944,3,historical,inm_cm4_8,100418.400328769
1944,4,historical,inm_cm4_8,1642568.37090602
1945,1,historical,inm_cm4_8,5024610.08188767
1945,2,historical,inm_cm4_8,2777358.16838249
1945,3,historical,inm_cm4_8,88041.1891551435
1945,4,historical,inm_cm4_8,1675808.97412387
1946,1,historical,inm_cm4_8,4863058.95302513
1946,2,historical,inm_cm4_8,2907869.19992773
1946,3,historical,inm_cm4_8,126354.751218685
1946,4,historical,inm_cm4_8,1534884.59433536
1947,1,historical,inm_cm4_8,4739104.23441622
1947,2,historical,inm_cm4_8,2829502.98582697
1947,3,historical,inm_cm4_8,98920.4256155192
1947,4,historical,inm_cm4_8,1553026.97299873
1948,1,historical,inm_cm4_8,4449856.68981656
1948,2,historical,inm_cm4_8,2644606.43704798
1948,3,historical,inm_cm4_8,106797.871025418
1948,4,historical,inm_cm4_8,1755661.20074373
1949,1,historical,inm_cm4_8,4771227.16285817
1949,2,historical,inm_cm4_8,2795044.35785265
1949,3,historical,inm_cm4_8,98446.5505035861
1949,4,historical,inm_cm4_8,1664213.64352994
1950,1,historical,inm_cm4_8,4518301.07247217
1950,2,historical,inm_cm4_8,2620442.65193988
1950,3,historical,inm_cm4_8,85573.9300052577
1950,4,historical,inm_cm4_8,1760374.84372726
1951,1,historical,inm_cm4_8,4636091.21389606
1951,2,historical,inm_cm4_8,2575873.07540207
1951,3,historical,inm_cm4_8,82077.709438895
1951,4,historical,inm_cm4_8,1543134.85106101
1952,1,historical,inm_cm4_8,4371664.05179049
1952,2,historical,inm_cm4_8,2729032.62990138
1952,3,historical,inm_cm4_8,105765.595114769
1952,4,historical,inm_cm4_8,1634680.24572857
1953,1,historical,inm_cm4_8,4803845.55303309
1953,2,historical,inm_cm4_8,3047215.52891929
1953,3,historical,inm_cm4_8,138153.276475917
1953,4,historical,inm_cm4_8,1693299.6366514
1954,1,historical,inm_cm4_8,4963120.50592049
1954,2,historical,inm_cm4_8,2862521.63594703
1954,3,historical,inm_cm4_8,126966.310908806
1954,4,historical,inm_cm4_8,1547302.43909205
1955,1,historical,inm_cm4_8,4129233.75211574
1955,2,historical,inm_cm4_8,2511495.76241888
1955,3,historical,inm_cm4_8,101101.235515865
1955,4,historical,inm_cm4_8,1507004.39329774
1956,1,historical,inm_cm4_8,5089736.30733883
1956,2,historical,inm_cm4_8,3072875.78274838
1956,3,historical,inm_cm4_8,94507.688025367
1956,4,historical,inm_cm4_8,1556214.90678842
1957,1,historical,inm_cm4_8,4760296.36779357
1957,2,historical,inm_cm4_8,2869313.80405439
1957,3,historical,inm_cm4_8,83588.6050861887
1957,4,historical,inm_cm4_8,1724110.5045974
1958,1,historical,inm_cm4_8,4989827.37626471
1958,2,historical,inm_cm4_8,2940102.88202025
1958,3,historical,inm_cm4_8,92965.9853783176
1958,4,historical,inm_cm4_8,1773766.30659369
1959,1,historical,inm_cm4_8,4522410.46393053
1959,2,historical,inm_cm4_8,2699422.68523059
1959,3,historical,inm_cm4_8,120851.596903189
1959,4,historical,inm_cm4_8,1675942.28698759
1960,1,historical,inm_cm4_8,4790076.74280975
1960,2,historical,inm_cm4_8,3058745.03542743
1960,3,historical,inm_cm4_8,101279.573381504
1960,4,historical,inm_cm4_8,1579862.14561713
1961,1,historical,inm_cm4_8,4244086.56043715
1961,2,historical,inm_cm4_8,2689223.72211221
1961,3,historical,inm_cm4_8,104866.80890913
1961,4,historical,inm_cm4_8,1483820.3983236
1962,1,historical,inm_cm4_8,4529287.56201196
1962,2,historical,inm_cm4_8,2786620.98757065
1962,3,historical,inm_cm4_8,85306.2317334905
1962,4,historical,inm_cm4_8,1680275.22263429
1963,1,historical,inm_cm4_8,4578681.8981738
1963,2,historical,inm_cm4_8,2976218.51327437
1963,3,historical,inm_cm4_8,129103.836720655
1963,4,historical,inm_cm4_8,1639355.45314234
1964,1,historical,inm_cm4_8,4792829.51429178
1964,2,historical,inm_cm4_8,2952806.89787246
1964,3,historical,inm_cm4_8,130508.998016775
1964,4,historical,inm_cm4_8,1545101.83655661
1965,1,historical,inm_cm4_8,4823171.93362565
1965,2,historical,inm_cm4_8,3120457.32671222
1965,3,historical,inm_cm4_8,129456.857816621
1965,4,historical,inm_cm4_8,1613599.83636342
1966,1,historical,inm_cm4_8,4929614.24806718
1966,2,historical,inm_cm4_8,2640571.19566175
1966,3,historical,inm_cm4_8,111536.550243834
1966,4,historical,inm_cm4_8,1561696.17864092
1967,1,historical,inm_cm4_8,5032852.76569017
1967,2,historical,inm_cm4_8,2626170.10337521
