year,scenario,model,snc_mile2
2081,ssp585,ipsl_cm6a_lr,1706887.92834313
2082,ssp585,ipsl_cm6a_lr,1739835.43224406
2083,ssp585,ipsl_cm6a_lr,1750444.99144201
2084,ssp585,ipsl_cm6a_lr,1777023.97997846
2085,ssp585,ipsl_cm6a_lr,1886995.84228048
2086,ssp585,ipsl_cm6a_lr,1824326.18148137
2087,ssp585,ipsl_cm6a_lr,1642219.24514533
2088,ssp585,ipsl_cm6a_lr,1735994.06353353
2089,ssp585,ipsl_cm6a_lr,1641938.14149325
2090,ssp585,ipsl_cm6a_lr,1458303.28369033
2091,ssp585,ipsl_cm6a_lr,1585025.31938024
2092,ssp585,ipsl_cm6a_lr,1626081.3305463
2093,ssp585,ipsl_cm6a_lr,1636689.39129565
2094,ssp585,ipsl_cm6a_lr,1494276.0537311
2095,ssp585,ipsl_cm6a_lr,1498959.95156398
2096,ssp585,ipsl_cm6a_lr,1470428.42012369
2097,ssp585,ipsl_cm6a_lr,1538479.341551
2098,ssp585,ipsl_cm6a_lr,1586795.65016158
2099,ssp585,ipsl_cm6a_lr,1382894.60187191
2100,ssp585,ipsl_cm6a_lr,1318271.57670585
1850,historical,miroc6,2715987.04450878
1851,historical,miroc6,2730072.44609536
1852,historical,miroc6,2619253.09340577
1853,historical,miroc6,2791507.19314201
1854,historical,miroc6,2490281.83453661
1855,historical,miroc6,2507407.88258308
1856,historical,miroc6,2584330.93890969
1857,historical,miroc6,2667837.31643611
1858,historical,miroc6,2825271.12743521
1859,historical,miroc6,2651264.62405865
1860,historical,miroc6,2742950.05209605
1861,historical,miroc6,2597914.52477183
1862,historical,miroc6,2690889.32574679
1863,historical,miroc6,2557243.90755192
1864,historical,miroc6,2657559.66097924
1865,historical,miroc6,2761405.59819149
1866,historical,miroc6,2692920.91833325
1867,historical,miroc6,2753205.52128017
1868,historical,miroc6,2527778.94060167
1869,historical,miroc6,2526610.84760022
1870,historical,miroc6,2599726.72589067
1871,historical,miroc6,2663246.87114237
1872,historical,miroc6,2662550.08748802
1873,historical,miroc6,2617479.94278344
1874,historical,miroc6,2714557.92783271
1875,historical,miroc6,2687649.67206894
1876,historical,miroc6,2553377.08152439
1877,historical,miroc6,2666742.81279554
1878,historical,miroc6,2676073.57903456
1879,historical,miroc6,2853051.11918018
1880,historical,miroc6,2855645.95741004
1881,historical,miroc6,2635660.87831909
1882,historical,miroc6,2684565.94636877
1883,historical,miroc6,2621819.00837657
1884,historical,miroc6,2647256.33714355
1885,historical,miroc6,2811221.36964365
1886,historical,miroc6,2834134.8797977
1887,historical,miroc6,2613637.97344591
1888,historical,miroc6,2564047.78684259
1889,historical,miroc6,2562857.23988764
1890,historical,miroc6,2647875.69173033
1891,historical,miroc6,2687964.52059191
1892,historical,miroc6,2702802.86559918
1893,historical,miroc6,2498048.55156937
1894,historical,miroc6,2615111.29781476
1895,historical,miroc6,2639485.10153612
1896,historical,miroc6,2738188.23342566
1897,historical,miroc6,2671544.92710972
1898,historical,miroc6,2656598.66475124
1899,historical,miroc6,2620582.41355322
1900,historical,miroc6,2568136.180969
1901,historical,miroc6,2603089.58007068
1902,historical,miroc6,2590318.6596764
1903,historical,miroc6,2624249.23650258
1904,historical,miroc6,2827179.18749576
1905,historical,miroc6,2646882.75131655
1906,historical,miroc6,2757358.91682495
1907,historical,miroc6,2732777.34465877
1908,historical,miroc6,2632121.87702686
1909,historical,miroc6,2533883.79366176
1910,historical,miroc6,2746276.15134244
1911,historical,miroc6,2804615.20591009
1912,historical,miroc6,2711744.41093359
1913,historical,miroc6,2648116.62259837
1914,historical,miroc6,2713672.83786802
1915,historical,miroc6,2747605.01773736
1916,historical,miroc6,2541903.2261098
1917,historical,miroc6,2537846.52831538
1918,historical,miroc6,2686752.7268703
1919,historical,miroc6,2743015.19078302
1920,historical,miroc6,2636098.16943534
1921,historical,miroc6,2729930.76264286
1922,historical,miroc6,2631124.95742195
1923,historical,miroc6,2672790.30388386
1924,historical,miroc6,2643443.99550942
1925,historical,miroc6,2581307.10014749
1926,historical,miroc6,2641660.35468346
1927,historical,miroc6,2731891.92444512
1928,historical,miroc6,2777814.41255823
1929,historical,miroc6,2654741.48526989
1930,historical,miroc6,2615715.85877272
1931,historical,miroc6,2727362.16370747
1932,historical,miroc6,2780250.91008911
1933,historical,miroc6,2783322.66905979
1934,historical,miroc6,2605241.88333726
1935,historical,miroc6,2469122.69954658
1936,historical,miroc6,2630911.47986972
1937,historical,miroc6,2554784.31454467
1938,historical,miroc6,2556630.43001427
1939,historical,miroc6,2540761.90425704
1940,historical,miroc6,2510420.34049679
1941,historical,miroc6,2582897.38076671
1942,historical,miroc6,2596845.85699546
1943,historical,miroc6,2430441.39171495
1944,historical,miroc6,2496987.35607122
1945,historical,miroc6,2543447.69640572
1946,historical,miroc6,2476129.68574298
1947,historical,miroc6,2662554.64847
1948,historical,miroc6,2653753.01393392
1949,historical,miroc6,2567818.06650789
1950,historical,miroc6,2680111.5520933
1951,historical,miroc6,2587703.35990491
1952,historical,miroc6,2755242.58133517
1953,historical,miroc6,2831687.70801337
1954,historical,miroc6,2814782.04426371
1955,historical,miroc6,2607343.32593346
1956,historical,miroc6,2510136.3022732
1957,historical,miroc6,2389940.33741532
1958,historical,miroc6,2697787.2187797
1959,historical,miroc6,2629307.46634787
1960,historical,miroc6,2903731.60977324
1961,historical,miroc6,2629821.83365655
1962,historical,miroc6,2730688.51960192
1963,historical,miroc6,2694449.46815716
1964,historical,miroc6,2717680.3925906
1965,historical,miroc6,2783358.80983877
1966,historical,miroc6,2653226.95877655
1967,historical,miroc6,2698895.04635549
1968,historical,miroc6,2699847.22355536
1969,historical,miroc6,2789027.94643196
1970,historical,miroc6,2641403.23242756
1971,historical,miroc6,2647456.04869838
1972,historical,miroc6,2673980.50458478
1973,historical,miroc6,2549707.55214241
1974,historical,miroc6,2565357.82560985
1975,historical,miroc6,2597217.88157178
1976,historical,miroc6,2734314.10638287
1977,historical,miroc6,2438065.74747508
1978,historical,miroc6,2457710.07307637
1979,historical,miroc6,2445537.16845702
1980,historical,miroc6,2676340.24174357
1981,historical,miroc6,2553180.07889662
1982,historical,miroc6,2603329.40146793
1983,historical,miroc6,2776724.17283393
1984,historical,miroc6,2560549.16937626
1985,historical,miroc6,2534216.39182818
1986,historical,miroc6,2814760.81147005
1987,historical,miroc6,2556588.8883989
1988,historical,miroc6,2730434.31231856
1989,historical,miroc6,2666641.96654138
1990,historical,miroc6,2596323.33669328
1991,historical,miroc6,2691654.15846536
1992,historical,miroc6,2556051.02750451
1993,historical,miroc6,2397791.46983767
1994,historical,miroc6,2555661.94757247
1995,historical,miroc6,2598603.72656582
1996,historical,miroc6,2672745.12440425
1997,historical,miroc6,2675300.5257812
1998,historical,miroc6,2767629.26587622
1999,historical,miroc6,2477311.9841664
2000,historical,miroc6,2414824.71643576
2001,historical,miroc6,2453627.97562966
2002,historical,miroc6,2634565.60927462
2003,historical,miroc6,2576818.41108353
2004,historical,miroc6,2513966.03907933
2005,historical,miroc6,2384453.28356045
2006,historical,miroc6,2540636.02961263
2007,historical,miroc6,2546061.16059181
2008,historical,miroc6,2407055.18773239
2009,historical,miroc6,2420189.20625277
2010,historical,miroc6,2565797.5962239
2011,historical,miroc6,2395789.75019628
2012,historical,miroc6,2493509.39506341
2013,historical,miroc6,2477541.9655924
2014,historical,miroc6,2466717.32737535
2015,ssp126,miroc6,2429029.09804902
2016,ssp126,miroc6,2475149.25303024
2017,ssp126,miroc6,2497900.54434094
2018,ssp126,miroc6,2489040.32692993
2019,ssp126,miroc6,2327263.21000948
2020,ssp126,miroc6,2332598.54975502
2021,ssp126,miroc6,2472404.45406912
2022,ssp126,miroc6,2412831.77540354
2023,ssp126,miroc6,2340340.64118618
2024,ssp126,miroc6,2257230.42810916
2025,ssp126,miroc6,2248564.2542211
2026,ssp126,miroc6,2418398.43346255
2027,ssp126,miroc6,2505256.28295966
2028,ssp126,miroc6,2417323.33957116
2029,ssp126,miroc6,2197570.17902607
2030,ssp126,miroc6,2156317.95694193
2031,ssp126,miroc6,2241623.07520849
2032,ssp126,miroc6,2240055.068625
2033,ssp126,miroc6,2437102.29885759
2034,ssp126,miroc6,2481177.82524633
2035,ssp126,miroc6,2403429.7021176
2036,ssp126,miroc6,2225507.78585669
2037,ssp126,miroc6,2169168.58657493
2038,ssp126,miroc6,2326126.91828466
2039,ssp126,miroc6,2323336.89222704
2040,ssp126,miroc6,2298098.46132303
2041,ssp126,miroc6,2418320.97956194
2042,ssp126,miroc6,2429908.02651206
2043,ssp126,miroc6,2106717.65880971
2044,ssp126,miroc6,2238607.34857966
2045,ssp126,miroc6,2340170.26290664
2046,ssp126,miroc6,1911400.67505408
2047,ssp126,miroc6,2090457.0761682
2048,ssp126,miroc6,2330586.06420941
2049,ssp126,miroc6,2269486.17304313
2050,ssp126,miroc6,2153970.44543522
2051,ssp126,miroc6,2115308.47055137
2052,ssp126,miroc6,2331041.30884988
2053,ssp126,miroc6,2311219.31316655
2054,ssp126,miroc6,2272487.78567678
2055,ssp126,miroc6,2208722.76529479
2056,ssp126,miroc6,2201519.96656064
2057,ssp126,miroc6,2284506.63919748
2058,ssp126,miroc6,2269412.60915091
2059,ssp126,miroc6,2353796.32142144
2060,ssp126,miroc6,2324922.00471132
2061,ssp126,miroc6,2273305.52445039
2062,ssp126,miroc6,2184749.43111643
2063,ssp126,miroc6,2157516.56083413
2064,ssp126,miroc6,2342511.87056989
2065,ssp126,miroc6,2207756.07530471
2066,ssp126,miroc6,2132509.75813631
2067,ssp126,miroc6,2096786.09709084
2068,ssp126,miroc6,2245316.74029413
2069,ssp126,miroc6,2295359.71303067
2070,ssp126,miroc6,2159108.86081675
2071,ssp126,miroc6,2174005.06931926
2072,ssp126,miroc6,2113235.5973747
2073,ssp126,miroc6,2112155.97379465
2074,ssp126,miroc6,2063395.3896678
2075,ssp126,miroc6,2404778.10333427
2076,ssp126,miroc6,2184369.10675277
2077,ssp126,miroc6,2108711.20085915
2078,ssp126,miroc6,2114403.31935908
2079,ssp126,miroc6,2293438.86925759
2080,ssp126,miroc6,2277168.80359645
2081,ssp126,miroc6,2336132.34876489
2082,ssp126,miroc6,2293703.27309988
2083,ssp126,miroc6,2323581.89716445
2084,ssp126,miroc6,2391511.33997521
2085,ssp126,miroc6,2196448.94007361
2086,ssp126,miroc6,2107388.62644124
2087,ssp126,miroc6,2239098.56948336
2088,ssp126,miroc6,2439123.78202626
2089,ssp126,miroc6,2260764.67907041
2090,ssp126,miroc6,2425902.69079577
2091,ssp126,miroc6,2312998.52075745
2092,ssp126,miroc6,2060789.3342624
2093,ssp126,miroc6,1974175.15547654
2094,ssp126,miroc6,2335583.60164459
2095,ssp126,miroc6,2221183.53483589
2096,ssp126,miroc6,2206340.79414521
2097,ssp126,miroc6,2354848.60024132
2098,ssp126,miroc6,2344056.38720566
2099,ssp126,miroc6,2250430.21163001
2100,ssp126,miroc6,2243634.63583308
2015,ssp245,miroc6,2424346.03135667
2016,ssp245,miroc6,2479684.02402147
2017,ssp245,miroc6,2622177.55714986
2018,ssp245,miroc6,2458187.389807
2019,ssp245,miroc6,2384202.05153184
2020,ssp245,miroc6,2535062.5834286
2021,ssp245,miroc6,2572504.3072319
2022,ssp245,miroc6,2350032.72708728
2023,ssp245,miroc6,2359431.31376593
2024,ssp245,miroc6,2274599.65270325
2025,ssp245,miroc6,2479875.67884661
2026,ssp245,miroc6,2484291.19275567
2027,ssp245,miroc6,2159158.86544024
2028,ssp245,miroc6,2239155.89366532
2029,ssp245,miroc6,2246860.2231951
2030,ssp245,miroc6,2425324.99491314
2031,ssp245,miroc6,2095851.18002182
2032,ssp245,miroc6,2341817.32033653
2033,ssp245,miroc6,2168343.85492675
2034,ssp245,miroc6,2328407.07314563
2035,ssp245,miroc6,2447020.13515124
2036,ssp245,miroc6,2287572.32694939
2037,ssp245,miroc6,2251639.50550692
2038,ssp245,miroc6,2314934.69928555
2039,ssp245,miroc6,2136849.18082093
2040,ssp245,miroc6,2329172.07096344
2041,ssp245,miroc6,2276680.57926821
2042,ssp245,miroc6,2256133.18007253
2043,ssp245,miroc6,2102954.987361
2044,ssp245,miroc6,2120249.20052959
2045,ssp245,miroc6,2108968.29980242
2046,ssp245,miroc6,2414473.43489998
2047,ssp245,miroc6,2125779.83986733
2048,ssp245,miroc6,2183635.32248176
2049,ssp245,miroc6,2177852.59846191
2050,ssp245,miroc6,2395299.7752339
2051,ssp245,miroc6,2405687.08128383
2052,ssp245,miroc6,2164461.67634704
2053,ssp245,miroc6,2080073.39716155
2054,ssp245,miroc6,2209636.63675051
2055,ssp245,miroc6,2116869.97371442
2056,ssp245,miroc6,2147240.74624866
2057,ssp245,miroc6,2098680.87973004
2058,ssp245,miroc6,2271245.6796426
2059,ssp245,miroc6,2045496.71582698
2060,ssp245,miroc6,2004989.39334954
2061,ssp245,miroc6,2080196.61625644
2062,ssp245,miroc6,2328499.55933812
2063,ssp245,miroc6,2272735.41125905
2064,ssp245,miroc6,2238516.48878848
2065,ssp245,miroc6,1956233.91247221
2066,ssp245,miroc6,2130442.94137042
2067,ssp245,miroc6,2237551.88470107
2068,ssp245,miroc6,2138606.57426659
2069,ssp245,miroc6,2004191.13061916
2070,ssp245,miroc6,2139538.48535961
2071,ssp245,miroc6,2171683.01025931
2072,ssp245,miroc6,2112932.18654697
2073,ssp245,miroc6,2150375.21736006
2074,ssp245,miroc6,2189907.63817228
2075,ssp245,miroc6,2258502.90217199
2076,ssp245,miroc6,2094184.09822149
2077,ssp245,miroc6,1988571.9532034
2078,ssp245,miroc6,2142933.74242307
2079,ssp245,miroc6,2239748.49249698
2080,ssp245,miroc6,2107897.09335779
2081,ssp245,miroc6,2196561.11370192
2082,ssp245,miroc6,1918941.33904962
2083,ssp245,miroc6,2108404.68241409
2084,ssp245,miroc6,2154422.24845178
2085,ssp245,miroc6,2094000.54388534
2086,ssp245,miroc6,1986115.44459446
2087,ssp245,miroc6,2148848.14331412
2088,ssp245,miroc6,2078507.58443364
2089,ssp245,miroc6,2193534.89969157
2090,ssp245,miroc6,2113285.74714851
2091,ssp245,miroc6,2037524.31806031
2092,ssp245,miroc6,1829737.36336308
2093,ssp245,miroc6,1967260.09661329
2094,ssp245,miroc6,2082928.90335508
2095,ssp245,miroc6,2126871.56407148
2096,ssp245,miroc6,2106074.80917626
2097,ssp245,miroc6,1994994.54306043
2098,ssp245,miroc6,2000408.41356872
2099,ssp245,miroc6,2057409.83548924
2100,ssp245,miroc6,1816941.69415907
2015,ssp370,miroc6,2580837.36914702
2016,ssp370,miroc6,2566585.44192731
2017,ssp370,miroc6,2438278.73233139
2018,ssp370,miroc6,2188860.08807864
2019,ssp370,miroc6,2509494.12992083
2020,ssp370,miroc6,2474199.86848421
2021,ssp370,miroc6,2235691.10471133
2022,ssp370,miroc6,2486841.9301398
2023,ssp370,miroc6,2352693.8751594
2024,ssp370,miroc6,2467851.01446868
2025,ssp370,miroc6,2437519.48917958
2026,ssp370,miroc6,2317618.13018825
2027,ssp370,miroc6,2231272.0235112
2028,ssp370,miroc6,2249789.3809848
2029,ssp370,miroc6,2524495.63914403
2030,ssp370,miroc6,2423799.42461911
2031,ssp370,miroc6,2392264.15165966
2032,ssp370,miroc6,2374602.1577941
2033,ssp370,miroc6,2298469.52920026
2034,ssp370,miroc6,2313513.3745833
2035,ssp370,miroc6,2279957.22203001
2036,ssp370,miroc6,2232577.64185481
2037,ssp370,miroc6,2341771.84462202
2038,ssp370,miroc6,2278510.519538
2039,ssp370,miroc6,2330333.89700885
2040,ssp370,miroc6,2246674.22112571
2041,ssp370,miroc6,2253098.4695778
2042,ssp370,miroc6,2380111.56532336
2043,ssp370,miroc6,2311917.2845011
2044,ssp370,miroc6,2296798.25662689
2045,ssp370,miroc6,2152363.61065944
2046,ssp370,miroc6,1998970.29337313
2047,ssp370,miroc6,2266178.06086835
2048,ssp370,miroc6,2046460.07359428
2049,ssp370,miroc6,2119869.66840956
2050,ssp370,miroc6,2259330.58251418
2051,ssp370,miroc6,1985458.7036919
2052,ssp370,miroc6,2102484.23452309
2053,ssp370,miroc6,2062155.3004933
2054,ssp370,miroc6,2154723.76106767
2055,ssp370,miroc6,2084822.47518955
2056,ssp370,miroc6,1966303.94596176
2057,ssp370,miroc6,2299321.71685203
2058,ssp370,miroc6,2333591.07123118
2059,ssp370,miroc6,2216597.86351824
2060,ssp370,miroc6,2064799.298546
2061,ssp370,miroc6,1951766.36439308
2062,ssp370,miroc6,2093810.46243441
2063,ssp370,miroc6,1890603.53837517
2064,ssp370,miroc6,2046776.10387859
2065,ssp370,miroc6,2033783.47379307
2066,ssp370,miroc6,2139675.83158483
2067,ssp370,miroc6,2155967.54632699
2068,ssp370,miroc6,2194663.74215931
2069,ssp370,miroc6,1737686.54417198
2070,ssp370,miroc6,1791767.30959102
2071,ssp370,miroc6,2072546.05202054
2072,ssp370,miroc6,1918932.7096593
2073,ssp370,miroc6,1930521.96016555
2074,ssp370,miroc6,2114248.45622343
2075,ssp370,miroc6,1990242.8230709
2076,ssp370,miroc6,1831245.76990817
2077,ssp370,miroc6,1821221.51676381
2078,ssp370,miroc6,1782877.63276401
2079,ssp370,miroc6,1708449.01604972
2080,ssp370,miroc6,1739250.22077072
2081,ssp370,miroc6,2047130.99178503
2082,ssp370,miroc6,1996601.54588965
2083,ssp370,miroc6,2049977.2545895
2084,ssp370,miroc6,1977015.37778808
2085,ssp370,miroc6,1804281.1377055
2086,ssp370,miroc6,1975258.19068332
2087,ssp370,miroc6,1874746.86225253
2088,ssp370,miroc6,1802087.80314895
2089,ssp370,miroc6,1922189.95219476
2090,ssp370,miroc6,1898218.52572841
2091,ssp370,miroc6,1792937.99791053
2092,ssp370,miroc6,1619133.1482802
2093,ssp370,miroc6,1964440.20593002
2094,ssp370,miroc6,1929515.96240909
2095,ssp370,miroc6,1598320.89035497
2096,ssp370,miroc6,1566574.29705773
2097,ssp370,miroc6,1865766.91112518
2098,ssp370,miroc6,1829938.51408289
2099,ssp370,miroc6,1836732.57759608
2100,ssp370,miroc6,1684405.69677081
2015,ssp585,miroc6,2548571.40338507
2016,ssp585,miroc6,2650666.10791979
2017,ssp585,miroc6,2528334.93381486
2018,ssp585,miroc6,2501731.6215357
2019,ssp585,miroc6,2465569.78503781
2020,ssp585,miroc6,2256979.35806712
2021,ssp585,miroc6,2397044.33711508
2022,ssp585,miroc6,2459133.6866366
2023,ssp585,miroc6,2515834.62735674
2024,ssp585,miroc6,2364120.1370912
2025,ssp585,miroc6,2196461.39473108
2026,ssp585,miroc6,2343917.27518582
2027,ssp585,miroc6,2482043.29667116
2028,ssp585,miroc6,2325536.60662523
2029,ssp585,miroc6,2199744.13321759
2030,ssp585,miroc6,2390566.57526451
2031,ssp585,miroc6,2374083.64094547
2032,ssp585,miroc6,2244185.99692349
2033,ssp585,miroc6,2535676.43142288
2034,ssp585,miroc6,2231918.44736094
2035,ssp585,miroc6,2246285.56817867
2036,ssp585,miroc6,2181029.23554461
2037,ssp585,miroc6,2163189.22416155
2038,ssp585,miroc6,2438452.47014524
2039,ssp585,miroc6,2487241.92456746
2040,ssp585,miroc6,2224427.51051696
2041,ssp585,miroc6,2396360.70764894
2042,ssp585,miroc6,2156685.84061079
2043,ssp585,miroc6,2148164.98233998
2044,ssp585,miroc6,2173166.15154401
2045,ssp585,miroc6,2159940.31425418
2046,ssp585,miroc6,2151333.49524633
2047,ssp585,miroc6,2333372.51312078
2048,ssp585,miroc6,2149964.6535584
2049,ssp585,miroc6,2085158.90102899
2050,ssp585,miroc6,1967306.24663508
2051,ssp585,miroc6,1984913.72175347
2052,ssp585,miroc6,2200407.09319936
2053,ssp585,miroc6,2302581.00121835
2054,ssp585,miroc6,2176587.65504712
2055,ssp585,miroc6,2080459.50746047
2056,ssp585,miroc6,1919458.391664
2057,ssp585,miroc6,1955144.18328298
2058,ssp585,miroc6,2303748.41869398
2059,ssp585,miroc6,1979999.23593825
2060,ssp585,miroc6,2090126.38370074
2061,ssp585,miroc6,2191356.81420529
2062,ssp585,miroc6,2000009.31779053
2063,ssp585,miroc6,1972476.83810021
2064,ssp585,miroc6,2046584.34351285
2065,ssp585,miroc6,2112363.23884251
2066,ssp585,miroc6,1905738.53447455
2067,ssp585,miroc6,1893480.27607253
2068,ssp585,miroc6,2018110.37168187
2069,ssp585,miroc6,1944349.87987461
2070,ssp585,miroc6,1856547.96233956
2071,ssp585,miroc6,2091597.19166231
2072,ssp585,miroc6,1861473.4130175
2073,ssp585,miroc6,1872951.71894714
2074,ssp585,miroc6,1755356.62510551
2075,ssp585,miroc6,1736501.31697568
2076,ssp585,miroc6,1866440.95832074
2077,ssp585,miroc6,1863980.70252046
2078,ssp585,miroc6,1958559.30784187
2079,ssp585,miroc6,1981734.88387596
2080,ssp585,miroc6,1582910.12326226
2081,ssp585,miroc6,1567488.80104323
2082,ssp585,miroc6,1572851.34073593
2083,ssp585,miroc6,1719692.11988064
2084,ssp585,miroc6,1794141.82113658
2085,ssp585,miroc6,1598066.60316491
2086,ssp585,miroc6,1489233.79219351
2087,ssp585,miroc6,1493998.44328083
2088,ssp585,miroc6,1752511.15850751
2089,ssp585,miroc6,1511322.00742378
2090,ssp585,miroc6,1423760.84811504
2091,ssp585,miroc6,1790214.0794433
2092,ssp585,miroc6,1777669.52884671
2093,ssp585,miroc6,1610987.68449229
2094,ssp585,miroc6,1491207.41145171
2095,ssp585,miroc6,1598315.97841251
2096,ssp585,miroc6,1565991.59228559
2097,ssp585,miroc6,1644442.18758349
2098,ssp585,miroc6,1518391.19396847
2099,ssp585,miroc6,1552934.52218583
2100,ssp585,miroc6,1535021.56537802
1850,historical,mpi_esm1_2_hr,1889220.29257911
1851,historical,mpi_esm1_2_hr,1986994.20138763
1852,historical,mpi_esm1_2_hr,1960534.38334689
1853,historical,mpi_esm1_2_hr,1712384.90069848
1854,historical,mpi_esm1_2_hr,1804153.14231783
1855,historical,mpi_esm1_2_hr,1858595.83117022
1856,historical,mpi_esm1_2_hr,1881664.57384055
1857,historical,mpi_esm1_2_hr,1851426.11273868
1858,historical,mpi_esm1_2_hr,1839174.50518667
1859,historical,mpi_esm1_2_hr,1845786.48378778
1860,historical,mpi_esm1_2_hr,1885520.99556863
1861,historical,mpi_esm1_2_hr,1862514.60263794
1862,historical,mpi_esm1_2_hr,1928665.06271418
1863,historical,mpi_esm1_2_hr,2039400.8637521
1864,historical,mpi_esm1_2_hr,1934623.2025384
1865,historical,mpi_esm1_2_hr,1816417.62670427
1866,historical,mpi_esm1_2_hr,1781396.1338342
1867,historical,mpi_esm1_2_hr,1801476.99991804
1868,historical,mpi_esm1_2_hr,1811320.24328489
1869,historical,mpi_esm1_2_hr,1998839.15025771
1870,historical,mpi_esm1_2_hr,1948379.14489198
1871,historical,mpi_esm1_2_hr,1672303.46782565
1872,historical,mpi_esm1_2_hr,1848007.24137297
1873,historical,mpi_esm1_2_hr,2008303.62769806
1874,historical,mpi_esm1_2_hr,1592291.40891102
1875,historical,mpi_esm1_2_hr,1756767.62444744
1876,historical,mpi_esm1_2_hr,1849355.28890314
1877,historical,mpi_esm1_2_hr,1902890.83193854
1878,historical,mpi_esm1_2_hr,1799669.78241192
1879,historical,mpi_esm1_2_hr,1973564.65215289
1880,historical,mpi_esm1_2_hr,1926396.54169109
1881,historical,mpi_esm1_2_hr,1898434.18681408
1882,historical,mpi_esm1_2_hr,1795504.83040345
1883,historical,mpi_esm1_2_hr,1783661.2501662
1884,historical,mpi_esm1_2_hr,1708362.30562053
1885,historical,mpi_esm1_2_hr,1913612.29189854
1886,historical,mpi_esm1_2_hr,1971372.42151347
1887,historical,mpi_esm1_2_hr,2005281.10937246
1888,historical,mpi_esm1_2_hr,1889531.42952443
1889,historical,mpi_esm1_2_hr,1783387.46177671
1890,historical,mpi_esm1_2_hr,1846154.89662166
1891,historical,mpi_esm1_2_hr,1859902.67766405
1892,historical,mpi_esm1_2_hr,1793820.26730625
1893,historical,mpi_esm1_2_hr,1977733.71847229
1894,historical,mpi_esm1_2_hr,1704936.11040803
1895,historical,mpi_esm1_2_hr,1864400.47695775
1896,historical,mpi_esm1_2_hr,1756951.37381581
1897,historical,mpi_esm1_2_hr,2016055.27647668
1898,historical,mpi_esm1_2_hr,1908240.60480534
1899,historical,mpi_esm1_2_hr,1848332.98672616
1900,historical,mpi_esm1_2_hr,1825205.18544822
1901,historical,mpi_esm1_2_hr,1854633.24800701
1902,historical,mpi_esm1_2_hr,1582081.49240356
1903,historical,mpi_esm1_2_hr,1806455.40872395
1904,historical,mpi_esm1_2_hr,1893310.09168816
1905,historical,mpi_esm1_2_hr,1773060.00788468
1906,historical,mpi_esm1_2_hr,1995170.70030122
1907,historical,mpi_esm1_2_hr,2005651.6302342
1908,historical,mpi_esm1_2_hr,1775115.18226775
1909,historical,mpi_esm1_2_hr,1776531.94353375
1910,historical,mpi_esm1_2_hr,1813692.76368781
1911,historical,mpi_esm1_2_hr,1792830.98936011
1912,historical,mpi_esm1_2_hr,1824496.4989998
1913,historical,mpi_esm1_2_hr,1844888.0110768
1914,historical,mpi_esm1_2_hr,1877924.86375373
1915,historical,mpi_esm1_2_hr,1972058.9571674
1916,historical,mpi_esm1_2_hr,1901767.83341309
1917,historical,mpi_esm1_2_hr,1867305.78912316
1918,historical,mpi_esm1_2_hr,1712838.58307689
1919,historical,mpi_esm1_2_hr,1795602.53166514
1920,historical,mpi_esm1_2_hr,1739922.07788989
1921,historical,mpi_esm1_2_hr,1952550.60949027
1922,historical,mpi_esm1_2_hr,1779202.4907555
1923,historical,mpi_esm1_2_hr,1999863.36517138
1924,historical,mpi_esm1_2_hr,1681000.00299539
1925,historical,mpi_esm1_2_hr,1712993.42324832
1926,historical,mpi_esm1_2_hr,1785943.72539129
1927,historical,mpi_esm1_2_hr,1633594.48772267
1928,historical,mpi_esm1_2_hr,1769398.01263486
1929,historical,mpi_esm1_2_hr,1734415.49727152
1930,historical,mpi_esm1_2_hr,1795672.95224151
1931,historical,mpi_esm1_2_hr,1916440.68387399
1932,historical,mpi_esm1_2_hr,1765549.56008493
1933,historical,mpi_esm1_2_hr,1729209.22946724
