year,season,scenario,snc_mile2
2071,4,ssp126,1384880
2072,1,ssp126,4431558
2072,2,ssp126,2796176
2072,3,ssp126,260289
2072,4,ssp126,1444967
2073,1,ssp126,4337447
2073,2,ssp126,2719876
2073,3,ssp126,269564
2073,4,ssp126,1336125
2074,1,ssp126,4245683
2074,2,ssp126,2615360
2074,3,ssp126,257958
2074,4,ssp126,1338983
2075,1,ssp126,4462114
2075,2,ssp126,2820788
2075,3,ssp126,252224
2075,4,ssp126,1435678
2076,1,ssp126,4370344
2076,2,ssp126,2753769
2076,3,ssp126,244720
2076,4,ssp126,1424074
2077,1,ssp126,4378718
2077,2,ssp126,2745019
2077,3,ssp126,260993
2077,4,ssp126,1393499
2078,1,ssp126,4332598
2078,2,ssp126,2683953
2078,3,ssp126,264738
2078,4,ssp126,1390125
2079,1,ssp126,4403105
2079,2,ssp126,2761130
2079,3,ssp126,235774
2079,4,ssp126,1428232
2080,1,ssp126,4325267
2080,2,ssp126,2834478
2080,3,ssp126,260650
2080,4,ssp126,1369749
2081,1,ssp126,4326611
2081,2,ssp126,2769720
2081,3,ssp126,260380
2081,4,ssp126,1382703
2082,1,ssp126,4422345
2082,2,ssp126,2819134
2082,3,ssp126,259446
2082,4,ssp126,1438398
2083,1,ssp126,4464191
2083,2,ssp126,2800417
2083,3,ssp126,251602
2083,4,ssp126,1390322
2084,1,ssp126,4463082
2084,2,ssp126,2743526
2084,3,ssp126,261853
2084,4,ssp126,1446600
2085,1,ssp126,4365508
2085,2,ssp126,2773217
2085,3,ssp126,272415
2085,4,ssp126,1379614
2086,1,ssp126,4446902
2086,2,ssp126,2737754
2086,3,ssp126,258419
2086,4,ssp126,1408487
2087,1,ssp126,4403722
2087,2,ssp126,2842912
2087,3,ssp126,244013
2087,4,ssp126,1393101
2088,1,ssp126,4333649
2088,2,ssp126,2800933
2088,3,ssp126,260856
2088,4,ssp126,1408086
2089,1,ssp126,4291833
2089,2,ssp126,2840219
2089,3,ssp126,283566
2089,4,ssp126,1393980
2090,1,ssp126,4492126
2090,2,ssp126,2888718
2090,3,ssp126,282437
2090,4,ssp126,1440766
2091,1,ssp126,4397170
2091,2,ssp126,2836740
2091,3,ssp126,274510
2091,4,ssp126,1449094
2092,1,ssp126,4382756
2092,2,ssp126,2701743
2092,3,ssp126,263622
2092,4,ssp126,1396726
2093,1,ssp126,4356294
2093,2,ssp126,2801354
2093,3,ssp126,250244
2093,4,ssp126,1337825
2094,1,ssp126,4442165
2094,2,ssp126,2798983
2094,3,ssp126,286187
2094,4,ssp126,1358005
2095,1,ssp126,4376668
2095,2,ssp126,2831497
2095,3,ssp126,271641
2095,4,ssp126,1386855
2096,1,ssp126,4346686
2096,2,ssp126,2913153
2096,3,ssp126,279432
2096,4,ssp126,1415859
2097,1,ssp126,4439751
2097,2,ssp126,2720175
2097,3,ssp126,272349
2097,4,ssp126,1483529
2098,1,ssp126,4480942
2098,2,ssp126,2827392
2098,3,ssp126,275558
2098,4,ssp126,1439521
2099,1,ssp126,4385691
2099,2,ssp126,2732542
2099,3,ssp126,265315
2099,4,ssp126,1466710
2100,1,ssp126,4524301
2100,2,ssp126,2900201
2100,3,ssp126,262778
2100,4,ssp126,1447556
2015,1,ssp245,4142610
2015,2,ssp245,3011887
2015,3,ssp245,308958
2015,4,ssp245,1522340
2016,1,ssp245,4646062
2016,2,ssp245,2927642
2016,3,ssp245,315719
2016,4,ssp245,1528001
2017,1,ssp245,4632155
2017,2,ssp245,2874774
2017,3,ssp245,303417
2017,4,ssp245,1617579
2018,1,ssp245,4636205
2018,2,ssp245,3019183
2018,3,ssp245,341668
2018,4,ssp245,1482991
2019,1,ssp245,4590850
2019,2,ssp245,2993585
2019,3,ssp245,313554
2019,4,ssp245,1536548
2020,1,ssp245,4588160
2020,2,ssp245,2967909
2020,3,ssp245,317286
2020,4,ssp245,1559763
2021,1,ssp245,4599720
2021,2,ssp245,2987875
2021,3,ssp245,324007
2021,4,ssp245,1490659
2022,1,ssp245,4467692
2022,2,ssp245,2950573
2022,3,ssp245,323985
2022,4,ssp245,1526932
2023,1,ssp245,4473803
2023,2,ssp245,2968669
2023,3,ssp245,317245
2023,4,ssp245,1485204
2024,1,ssp245,4602956
2024,2,ssp245,2822912
2024,3,ssp245,306400
2024,4,ssp245,1504749
2025,1,ssp245,4490357
2025,2,ssp245,3008167
2025,3,ssp245,326958
2025,4,ssp245,1551445
2026,1,ssp245,4593171
2026,2,ssp245,3035728
2026,3,ssp245,298592
2026,4,ssp245,1498235
2027,1,ssp245,4478123
2027,2,ssp245,2920844
2027,3,ssp245,317529
2027,4,ssp245,1509930
2028,1,ssp245,4500413
2028,2,ssp245,2923306
2028,3,ssp245,290520
2028,4,ssp245,1418390
2029,1,ssp245,4567288
2029,2,ssp245,2886358
2029,3,ssp245,284030
2029,4,ssp245,1427776
2030,1,ssp245,4471323
2030,2,ssp245,2883876
2030,3,ssp245,311901
2030,4,ssp245,1530343
2031,1,ssp245,4378872
2031,2,ssp245,2835462
2031,3,ssp245,288886
2031,4,ssp245,1506108
2032,1,ssp245,4506508
2032,2,ssp245,2835058
2032,3,ssp245,286165
2032,4,ssp245,1470996
2033,1,ssp245,4512335
2033,2,ssp245,2896894
2033,3,ssp245,291818
2033,4,ssp245,1466534
2034,1,ssp245,4395635
2034,2,ssp245,2819917
2034,3,ssp245,305090
2034,4,ssp245,1536601
2035,1,ssp245,4472154
2035,2,ssp245,2862551
2035,3,ssp245,298236
2035,4,ssp245,1448967
2036,1,ssp245,4420538
2036,2,ssp245,2868925
2036,3,ssp245,307191
2036,4,ssp245,1441980
2037,1,ssp245,4442171
2037,2,ssp245,2852868
2037,3,ssp245,285081
2037,4,ssp245,1441719
2038,1,ssp245,4415742
2038,2,ssp245,2816653
2038,3,ssp245,278190
2038,4,ssp245,1408508
2039,1,ssp245,4378601
2039,2,ssp245,2807050
2039,3,ssp245,266039
2039,4,ssp245,1368621
2040,1,ssp245,4354696
2040,2,ssp245,2757656
2040,3,ssp245,253278
2040,4,ssp245,1419388
2041,1,ssp245,4419541
2041,2,ssp245,2747625
2041,3,ssp245,239488
2041,4,ssp245,1411131
2042,1,ssp245,4428015
2042,2,ssp245,2751863
2042,3,ssp245,259155
2042,4,ssp245,1418101
2043,1,ssp245,4347827
2043,2,ssp245,2731733
2043,3,ssp245,276309
2043,4,ssp245,1406291
2044,1,ssp245,4348647
2044,2,ssp245,2667824
2044,3,ssp245,260867
2044,4,ssp245,1406361
2045,1,ssp245,4332093
2045,2,ssp245,2813259
2045,3,ssp245,253150
2045,4,ssp245,1355336
2046,1,ssp245,4417828
2046,2,ssp245,2800972
2046,3,ssp245,259371
2046,4,ssp245,1363815
2047,1,ssp245,4375575
2047,2,ssp245,2796890
2047,3,ssp245,269471
2047,4,ssp245,1350364
2048,1,ssp245,4343835
2048,2,ssp245,2750085
2048,3,ssp245,255568
2048,4,ssp245,1408765
2049,1,ssp245,4300383
2049,2,ssp245,2601796
2049,3,ssp245,248813
2049,4,ssp245,1276780
2050,1,ssp245,4316097
2050,2,ssp245,2759193
2050,3,ssp245,251440
2050,4,ssp245,1406904
2051,1,ssp245,4380383
2051,2,ssp245,2766155
2051,3,ssp245,262162
2051,4,ssp245,1372036
2052,1,ssp245,4489455
2052,2,ssp245,2761902
2052,3,ssp245,254925
2052,4,ssp245,1284801
2053,1,ssp245,4341626
2053,2,ssp245,2706375
2053,3,ssp245,290232
2053,4,ssp245,1348003
2054,1,ssp245,4358546
2054,2,ssp245,2779891
2054,3,ssp245,265960
2054,4,ssp245,1334658
2055,1,ssp245,4299124
2055,2,ssp245,2701263
2055,3,ssp245,262817
2055,4,ssp245,1323738
2056,1,ssp245,4245473
2056,2,ssp245,2751989
2056,3,ssp245,270174
2056,4,ssp245,1315632
2057,1,ssp245,4362866
2057,2,ssp245,2708210
2057,3,ssp245,244796
2057,4,ssp245,1275985
2058,1,ssp245,4250858
2058,2,ssp245,2575022
2058,3,ssp245,243013
2058,4,ssp245,1283440
2059,1,ssp245,4099442
2059,2,ssp245,2570190
2059,3,ssp245,255999
2059,4,ssp245,1244249
2060,1,ssp245,4269779
2060,2,ssp245,2542576
2060,3,ssp245,224160
2060,4,ssp245,1262897
2061,1,ssp245,4321528
2061,2,ssp245,2637308
2061,3,ssp245,231771
2061,4,ssp245,1383493
2062,1,ssp245,4337665
2062,2,ssp245,2726148
2062,3,ssp245,233809
2062,4,ssp245,1295085
2063,1,ssp245,4197358
2063,2,ssp245,2586994
2063,3,ssp245,246246
2063,4,ssp245,1383341
2064,1,ssp245,4281310
2064,2,ssp245,2696579
2064,3,ssp245,230061
2064,4,ssp245,1266368
2065,1,ssp245,4338904
2065,2,ssp245,2659638
2065,3,ssp245,246210
2065,4,ssp245,1285287
2066,1,ssp245,4298930
2066,2,ssp245,2616205
2066,3,ssp245,245877
2066,4,ssp245,1300821
2067,1,ssp245,4302857
2067,2,ssp245,2605191
2067,3,ssp245,243868
2067,4,ssp245,1239506
2068,1,ssp245,4196667
2068,2,ssp245,2586325
2068,3,ssp245,226962
2068,4,ssp245,1245668
2069,1,ssp245,4298862
2069,2,ssp245,2694558
2069,3,ssp245,235392
2069,4,ssp245,1265634
2070,1,ssp245,4296057
2070,2,ssp245,2656952
2070,3,ssp245,252289
2070,4,ssp245,1223126
2071,1,ssp245,4142605
2071,2,ssp245,2643677
2071,3,ssp245,230762
2071,4,ssp245,1261158
2072,1,ssp245,4143180
2072,2,ssp245,2560115
2072,3,ssp245,238843
2072,4,ssp245,1255864
2073,1,ssp245,4179942
2073,2,ssp245,2622108
2073,3,ssp245,232848
2073,4,ssp245,1188186
2074,1,ssp245,4218428
2074,2,ssp245,2488657
2074,3,ssp245,229615
2074,4,ssp245,1247811
2075,1,ssp245,4314987
2075,2,ssp245,2682183
2075,3,ssp245,235823
2075,4,ssp245,1250726
2076,1,ssp245,4198756
2076,2,ssp245,2593871
2076,3,ssp245,219968
2076,4,ssp245,1221933
2077,1,ssp245,4144178
2077,2,ssp245,2541381
2077,3,ssp245,229351
2077,4,ssp245,1243849
2078,1,ssp245,4108434
2078,2,ssp245,2597560
2078,3,ssp245,232983
2078,4,ssp245,1202728
2079,1,ssp245,4273864
2079,2,ssp245,2553097
2079,3,ssp245,232527
2079,4,ssp245,1322651
2080,1,ssp245,4267690
2080,2,ssp245,2753990
2080,3,ssp245,208524
2080,4,ssp245,1272650
2081,1,ssp245,4248749
2081,2,ssp245,2680574
2081,3,ssp245,233351
2081,4,ssp245,1224911
2082,1,ssp245,4147866
2082,2,ssp245,2528369
2082,3,ssp245,230321
2082,4,ssp245,1211365
2083,1,ssp245,4088538
2083,2,ssp245,2607639
2083,3,ssp245,207463
2083,4,ssp245,1177030
2084,1,ssp245,4071608
2084,2,ssp245,2564685
2084,3,ssp245,223013
2084,4,ssp245,1207023
2085,1,ssp245,4172129
2085,2,ssp245,2460772
2085,3,ssp245,225534
2085,4,ssp245,1198908
2086,1,ssp245,4066434
2086,2,ssp245,2491752
2086,3,ssp245,211849
2086,4,ssp245,1204735
2087,1,ssp245,4174022
2087,2,ssp245,2528965
2087,3,ssp245,214671
2087,4,ssp245,1139089
2088,1,ssp245,4250415
2088,2,ssp245,2505950
2088,3,ssp245,203479
2088,4,ssp245,1212859
2089,1,ssp245,4194144
2089,2,ssp245,2672739
2089,3,ssp245,226897
2089,4,ssp245,1176634
2090,1,ssp245,4062321
2090,2,ssp245,2594096
2090,3,ssp245,204306
2090,4,ssp245,1195601
2091,1,ssp245,4176361
2091,2,ssp245,2491398
2091,3,ssp245,190843
2091,4,ssp245,1197283
2092,1,ssp245,4031445
2092,2,ssp245,2511167
2092,3,ssp245,199201
2092,4,ssp245,1199664
2093,1,ssp245,4083926
2093,2,ssp245,2574625
2093,3,ssp245,197505
2093,4,ssp245,1246979
2094,1,ssp245,4185425
2094,2,ssp245,2615851
2094,3,ssp245,199599
2094,4,ssp245,1151408
2095,1,ssp245,4174161
2095,2,ssp245,2494559
2095,3,ssp245,195040
2095,4,ssp245,1110549
2096,1,ssp245,4066841
2096,2,ssp245,2529737
2096,3,ssp245,194596
2096,4,ssp245,1153147
2097,1,ssp245,4098323
2097,2,ssp245,2543819
2097,3,ssp245,204923
2097,4,ssp245,1145958
2098,1,ssp245,4104808
2098,2,ssp245,2503191
2098,3,ssp245,204909
2098,4,ssp245,1191175
2099,1,ssp245,4057442
2099,2,ssp245,2424307
2099,3,ssp245,212217
2099,4,ssp245,1209192
2100,1,ssp245,4072635
2100,2,ssp245,2431918
2100,3,ssp245,191299
2100,4,ssp245,1168654
2015,1,ssp370,4171859
2015,2,ssp370,2992802
2015,3,ssp370,321988
2015,4,ssp370,1622561
2016,1,ssp370,4678233
2016,2,ssp370,3055511
2016,3,ssp370,337761
2016,4,ssp370,1600629
2017,1,ssp370,4558793
2017,2,ssp370,3026213
2017,3,ssp370,329910
2017,4,ssp370,1604769
2018,1,ssp370,4653202
2018,2,ssp370,2899415
2018,3,ssp370,316427
2018,4,ssp370,1472841
2019,1,ssp370,4560427
2019,2,ssp370,2816823
2019,3,ssp370,319570
2019,4,ssp370,1572305
2020,1,ssp370,4550729
2020,2,ssp370,2957715
2020,3,ssp370,323003
2020,4,ssp370,1548198
2021,1,ssp370,4595330
2021,2,ssp370,2880293
2021,3,ssp370,314793
2021,4,ssp370,1607721
2022,1,ssp370,4556496
2022,2,ssp370,2952029
2022,3,ssp370,313688
2022,4,ssp370,1553737
2023,1,ssp370,4607082
2023,2,ssp370,2975431
2023,3,ssp370,312578
2023,4,ssp370,1570572
2024,1,ssp370,4528091
2024,2,ssp370,2850154
2024,3,ssp370,325590
2024,4,ssp370,1487920
2025,1,ssp370,4516654
2025,2,ssp370,2907064
2025,3,ssp370,313801
2025,4,ssp370,1549880
2026,1,ssp370,4551795
2026,2,ssp370,2898517
2026,3,ssp370,282722
2026,4,ssp370,1504878
2027,1,ssp370,4593462
2027,2,ssp370,2826820
2027,3,ssp370,306276
2027,4,ssp370,1511549
2028,1,ssp370,4561006
2028,2,ssp370,2821504
2028,3,ssp370,276009
2028,4,ssp370,1443875
2029,1,ssp370,4580094
2029,2,ssp370,2956962
2029,3,ssp370,282785
2029,4,ssp370,1523221
2030,1,ssp370,4481459
2030,2,ssp370,2937337
2030,3,ssp370,318454
2030,4,ssp370,1521537
2031,1,ssp370,4407091
2031,2,ssp370,2837360
2031,3,ssp370,295637
2031,4,ssp370,1396629
2032,1,ssp370,4540954
2032,2,ssp370,2994837
2032,3,ssp370,294426
2032,4,ssp370,1531445
2033,1,ssp370,4546806
2033,2,ssp370,2826365
2033,3,ssp370,257032
2033,4,ssp370,1445292
2034,1,ssp370,4352993
2034,2,ssp370,2747665
2034,3,ssp370,284612
2034,4,ssp370,1499785
2035,1,ssp370,4471703
2035,2,ssp370,2866853
2035,3,ssp370,273124
2035,4,ssp370,1393117
2036,1,ssp370,4310090
2036,2,ssp370,2745329
2036,3,ssp370,273166
2036,4,ssp370,1467509
2037,1,ssp370,4475406
2037,2,ssp370,2812957
2037,3,ssp370,300369
2037,4,ssp370,1429029
2038,1,ssp370,4564113
2038,2,ssp370,2874354
2038,3,ssp370,273963
2038,4,ssp370,1517280
2039,1,ssp370,4455676
2039,2,ssp370,2831162
2039,3,ssp370,298430
2039,4,ssp370,1408412
2040,1,ssp370,4300460
2040,2,ssp370,2814969
2040,3,ssp370,300558
2040,4,ssp370,1424610
2041,1,ssp370,4405256
2041,2,ssp370,2807196
2041,3,ssp370,293701
2041,4,ssp370,1354935
2042,1,ssp370,4387782
2042,2,ssp370,2827837
2042,3,ssp370,282745
2042,4,ssp370,1388548
2043,1,ssp370,4487433
2043,2,ssp370,2851301
2043,3,ssp370,267449
2043,4,ssp370,1385267
2044,1,ssp370,4483877
2044,2,ssp370,2826667
2044,3,ssp370,304818
2044,4,ssp370,1380530
2045,1,ssp370,4365580
2045,2,ssp370,2779560
2045,3,ssp370,289955
2045,4,ssp370,1402910
2046,1,ssp370,4284861
2046,2,ssp370,2720896
2046,3,ssp370,254732
2046,4,ssp370,1311247
2047,1,ssp370,4382477
2047,2,ssp370,2707003
2047,3,ssp370,234635
2047,4,ssp370,1390712
2048,1,ssp370,4409762
2048,2,ssp370,2706276
2048,3,ssp370,249834
2048,4,ssp370,1358095
2049,1,ssp370,4320254
2049,2,ssp370,2671236
2049,3,ssp370,255591
2049,4,ssp370,1378684
2050,1,ssp370,4412134
2050,2,ssp370,2788320
2050,3,ssp370,244444
2050,4,ssp370,1402902
2051,1,ssp370,4317424
2051,2,ssp370,2646261
2051,3,ssp370,254214
2051,4,ssp370,1238963
2052,1,ssp370,4244268
2052,2,ssp370,2642093
2052,3,ssp370,240163
2052,4,ssp370,1332637
2053,1,ssp370,4332174
2053,2,ssp370,2647049
2053,3,ssp370,231661
2053,4,ssp370,1278881
2054,1,ssp370,4176937
2054,2,ssp370,2702197
2054,3,ssp370,230494
2054,4,ssp370,1255853
2055,1,ssp370,4328650
2055,2,ssp370,2725806
2055,3,ssp370,238795
2055,4,ssp370,1272739
2056,1,ssp370,4062500
2056,2,ssp370,2473899
2056,3,ssp370,241617
2056,4,ssp370,1257850
2057,1,ssp370,4170223
2057,2,ssp370,2578328
2057,3,ssp370,226793
2057,4,ssp370,1288412
2058,1,ssp370,4197253
2058,2,ssp370,2623801
2058,3,ssp370,221612
2058,4,ssp370,1236600
2059,1,ssp370,4273447
2059,2,ssp370,2647925
2059,3,ssp370,229211
2059,4,ssp370,1245806
2060,1,ssp370,4349865
2060,2,ssp370,2655737
2060,3,ssp370,236429
2060,4,ssp370,1213276
2061,1,ssp370,4224876
2061,2,ssp370,2515802
2061,3,ssp370,227238
2061,4,ssp370,1254635
2062,1,ssp370,4228969
2062,2,ssp370,2619361
2062,3,ssp370,213168
2062,4,ssp370,1225953
2063,1,ssp370,4101310
2063,2,ssp370,2551604
2063,3,ssp370,240314
2063,4,ssp370,1177149
2064,1,ssp370,4235435
2064,2,ssp370,2618741
2064,3,ssp370,237558
2064,4,ssp370,1158754
2065,1,ssp370,4201852
2065,2,ssp370,2573800
2065,3,ssp370,218428
2065,4,ssp370,1202125
2066,1,ssp370,4213371
2066,2,ssp370,2560909
2066,3,ssp370,216550
2066,4,ssp370,1188024
2067,1,ssp370,4119388
2067,2,ssp370,2582686
2067,3,ssp370,223477
2067,4,ssp370,1141152
2068,1,ssp370,4144172
2068,2,ssp370,2542504
2068,3,ssp370,218527
2068,4,ssp370,1129171
2069,1,ssp370,4054737
2069,2,ssp370,2447427
2069,3,ssp370,196015
2069,4,ssp370,1070838
2070,1,ssp370,4005805
2070,2,ssp370,2475818
2070,3,ssp370,204370
2070,4,ssp370,1123056
2071,1,ssp370,4096268
2071,2,ssp370,2453229
2071,3,ssp370,198006
2071,4,ssp370,1164961
2072,1,ssp370,3882562
2072,2,ssp370,2353969
2072,3,ssp370,179931
2072,4,ssp370,1163180
2073,1,ssp370,4084133
2073,2,ssp370,2458552
2073,3,ssp370,196768
2073,4,ssp370,1078994
2074,1,ssp370,3999995
2074,2,ssp370,2422575
2074,3,ssp370,194401
2074,4,ssp370,1081406
2075,1,ssp370,4056279
2075,2,ssp370,2424272
2075,3,ssp370,183112
2075,4,ssp370,1110691
2076,1,ssp370,4098411
2076,2,ssp370,2455531
2076,3,ssp370,186284
2076,4,ssp370,1041517
2077,1,ssp370,4142656
2077,2,ssp370,2496166
2077,3,ssp370,174369
2077,4,ssp370,1138225
2078,1,ssp370,4090058
2078,2,ssp370,2517597
2078,3,ssp370,191147
2078,4,ssp370,1114477
2079,1,ssp370,3988137
2079,2,ssp370,2357481
2079,3,ssp370,188108
2079,4,ssp370,1053967
2080,1,ssp370,3892848
2080,2,ssp370,2274273
2080,3,ssp370,183958
2080,4,ssp370,1009052
2081,1,ssp370,4056628
2081,2,ssp370,2397137
2081,3,ssp370,184010
2081,4,ssp370,1040452
2082,1,ssp370,3834233
2082,2,ssp370,2408394
2082,3,ssp370,194253
2082,4,ssp370,1053991
2083,1,ssp370,3982318
2083,2,ssp370,2341566
2083,3,ssp370,185396
2083,4,ssp370,1002148
2084,1,ssp370,3806675
2084,2,ssp370,2320138
2084,3,ssp370,161556
2084,4,ssp370,1028729
2085,1,ssp370,3820358
2085,2,ssp370,2286227
2085,3,ssp370,163897
2085,4,ssp370,1092447
2086,1,ssp370,3962084
2086,2,ssp370,2385741
2086,3,ssp370,170760
2086,4,ssp370,1030203
2087,1,ssp370,3958428
2087,2,ssp370,2285952
2087,3,ssp370,169506
2087,4,ssp370,972324
2088,1,ssp370,3752697
2088,2,ssp370,2212984
2088,3,ssp370,176985
2088,4,ssp370,972657
2089,1,ssp370,3871920
2089,2,ssp370,2302378
2089,3,ssp370,149864
2089,4,ssp370,969781
2090,1,ssp370,3851087
2090,2,ssp370,2270063
2090,3,ssp370,151682
2090,4,ssp370,939728
2091,1,ssp370,3740335
2091,2,ssp370,2345297
2091,3,ssp370,163609
2091,4,ssp370,1047699
2092,1,ssp370,3782821
2092,2,ssp370,2228381
2092,3,ssp370,155440
2092,4,ssp370,970447
2093,1,ssp370,4034303
2093,2,ssp370,2338054
2093,3,ssp370,145636
2093,4,ssp370,941179
2094,1,ssp370,3754648
2094,2,ssp370,2253779
2094,3,ssp370,157567
2094,4,ssp370,947423
2095,1,ssp370,3749762
2095,2,ssp370,2123714
2095,3,ssp370,149163
2095,4,ssp370,923083
2096,1,ssp370,3741919
2096,2,ssp370,2289112
2096,3,ssp370,155453
2096,4,ssp370,917767
2097,1,ssp370,3789434
2097,2,ssp370,2309817
2097,3,ssp370,136201
2097,4,ssp370,871342
2098,1,ssp370,3829011
2098,2,ssp370,2213075
2098,3,ssp370,141225
2098,4,ssp370,892134
2099,1,ssp370,3850908
2099,2,ssp370,2148113
2099,3,ssp370,131706
2099,4,ssp370,871254
2100,1,ssp370,3796729
2100,2,ssp370,2275003
2100,3,ssp370,127081
2100,4,ssp370,892463
2015,1,ssp585,4205743
2015,2,ssp585,2974549
2015,3,ssp585,319045
2015,4,ssp585,1599110
2016,1,ssp585,4586985
2016,2,ssp585,2996626
2016,3,ssp585,327675
2016,4,ssp585,1602356
2017,1,ssp585,4533270
2017,2,ssp585,2942539
2017,3,ssp585,329511
2017,4,ssp585,1561671
2018,1,ssp585,4632361
2018,2,ssp585,2977719
2018,3,ssp585,337613
2018,4,ssp585,1526345
2019,1,ssp585,4576729
2019,2,ssp585,2902356
2019,3,ssp585,313763
2019,4,ssp585,1534284
2020,1,ssp585,4435908
2020,2,ssp585,2842352
2020,3,ssp585,327500
2020,4,ssp585,1501249
2021,1,ssp585,4540085
2021,2,ssp585,2964013
2021,3,ssp585,325608
2021,4,ssp585,1510073
2022,1,ssp585,4518891
2022,2,ssp585,2858326
2022,3,ssp585,313217
2022,4,ssp585,1509957
2023,1,ssp585,4523496
2023,2,ssp585,2922228
2023,3,ssp585,297977
2023,4,ssp585,1468111
2024,1,ssp585,4421896
2024,2,ssp585,2865221
2024,3,ssp585,296858
2024,4,ssp585,1468311
2025,1,ssp585,4476686
2025,2,ssp585,2840562
2025,3,ssp585,291851
2025,4,ssp585,1454921
2026,1,ssp585,4511111
2026,2,ssp585,2885852
2026,3,ssp585,314768
2026,4,ssp585,1496982
2027,1,ssp585,4508921
2027,2,ssp585,2927877
2027,3,ssp585,310134
2027,4,ssp585,1585357
2028,1,ssp585,4401434
2028,2,ssp585,2745875
2028,3,ssp585,296939
2028,4,ssp585,1492982
2029,1,ssp585,4407606
2029,2,ssp585,2847530
2029,3,ssp585,273035
2029,4,ssp585,1405856
2030,1,ssp585,4464911
2030,2,ssp585,2880169
2030,3,ssp585,285493
2030,4,ssp585,1502179
2031,1,ssp585,4478360
2031,2,ssp585,2817161
2031,3,ssp585,292560
2031,4,ssp585,1452524
2032,1,ssp585,4305171
2032,2,ssp585,2783432
2032,3,ssp585,276815
2032,4,ssp585,1423447
2033,1,ssp585,4454942
2033,2,ssp585,2902884
2033,3,ssp585,300978
2033,4,ssp585,1411046
2034,1,ssp585,4422073
2034,2,ssp585,2752287
2034,3,ssp585,269816
2034,4,ssp585,1465619
2035,1,ssp585,4526346
2035,2,ssp585,2815013
2035,3,ssp585,278176
2035,4,ssp585,1425921
2036,1,ssp585,4359652
2036,2,ssp585,2746990
2036,3,ssp585,294320
2036,4,ssp585,1431461
2037,1,ssp585,4277701
2037,2,ssp585,2723249
2037,3,ssp585,285837
2037,4,ssp585,1427670
2038,1,ssp585,4490459
2038,2,ssp585,2774182
2038,3,ssp585,289709
2038,4,ssp585,1438499
2039,1,ssp585,4359717
2039,2,ssp585,2821550
2039,3,ssp585,261536
2039,4,ssp585,1478675
2040,1,ssp585,4368661
2040,2,ssp585,2661166
2040,3,ssp585,281224
2040,4,ssp585,1515386
2041,1,ssp585,4407813
2041,2,ssp585,2761091
2041,3,ssp585,257422
2041,4,ssp585,1358360
2042,1,ssp585,4241524
2042,2,ssp585,2625367
2042,3,ssp585,255934
2042,4,ssp585,1357632
2043,1,ssp585,4240937
2043,2,ssp585,2682265
2043,3,ssp585,255621
2043,4,ssp585,1332295
2044,1,ssp585,4226895
2044,2,ssp585,2626244
2044,3,ssp585,265197
2044,4,ssp585,1310368
2045,1,ssp585,4186978
2045,2,ssp585,2620687
2045,3,ssp585,223001
2045,4,ssp585,1326173
2046,1,ssp585,4268642
2046,2,ssp585,2690601
2046,3,ssp585,236849
2046,4,ssp585,1333434
2047,1,ssp585,4374091
2047,2,ssp585,2813931
2047,3,ssp585,233663
2047,4,ssp585,1248554
2048,1,ssp585,4244483
2048,2,ssp585,2574447
2048,3,ssp585,228732
2048,4,ssp585,1310343
2049,1,ssp585,4252127
2049,2,ssp585,2580033
2049,3,ssp585,216860
2049,4,ssp585,1187980
2050,1,ssp585,4225284
2050,2,ssp585,2522161
2050,3,ssp585,211965
2050,4,ssp585,1231791
2051,1,ssp585,4274613
2051,2,ssp585,2651225
2051,3,ssp585,232238
2051,4,ssp585,1232919
2052,1,ssp585,4219739
2052,2,ssp585,2669802
2052,3,ssp585,223186
2052,4,ssp585,1235855
2053,1,ssp585,4245320
2053,2,ssp585,2635699
2053,3,ssp585,216588
2053,4,ssp585,1237975
2054,1,ssp585,4234825
2054,2,ssp585,2676282
2054,3,ssp585,222238
2054,4,ssp585,1215908
2055,1,ssp585,4110483
2055,2,ssp585,2576814
2055,3,ssp585,240428
2055,4,ssp585,1248715
2056,1,ssp585,4119113
2056,2,ssp585,2555857
2056,3,ssp585,205814
2056,4,ssp585,1150731
2057,1,ssp585,4122205
2057,2,ssp585,2510845
2057,3,ssp585,217168
2057,4,ssp585,1170486
2058,1,ssp585,4143195
2058,2,ssp585,2545085
2058,3,ssp585,218203
2058,4,ssp585,1257535
2059,1,ssp585,4062948
2059,2,ssp585,2463180
2059,3,ssp585,222083
2059,4,ssp585,1154751
2060,1,ssp585,3963554
2060,2,ssp585,2463938
2060,3,ssp585,194665
2060,4,ssp585,1155717
2061,1,ssp585,3996921
2061,2,ssp585,2431159
2061,3,ssp585,187145
2061,4,ssp585,1090442
2062,1,ssp585,4104967
2062,2,ssp585,2440678
2062,3,ssp585,217810
2062,4,ssp585,1185156
2063,1,ssp585,4219959
2063,2,ssp585,2429559
2063,3,ssp585,198717
2063,4,ssp585,1104915
2064,1,ssp585,4143658
2064,2,ssp585,2535769
2064,3,ssp585,194310
2064,4,ssp585,1064243
2065,1,ssp585,4041436
2065,2,ssp585,2547826
2065,3,ssp585,195262
2065,4,ssp585,1088137
2066,1,ssp585,4035611
2066,2,ssp585,2527968
2066,3,ssp585,203752
2066,4,ssp585,1084105
2067,1,ssp585,4052382
2067,2,ssp585,2356442
2067,3,ssp585,181362
2067,4,ssp585,1027429
2068,1,ssp585,3972644
