,year,growing_seas_length_days,scenario,model
145,2095,,hist,nclimgrid
146,2096,,hist,nclimgrid
147,2097,,hist,nclimgrid
148,2098,,hist,nclimgrid
149,2099,,hist,nclimgrid
150,2100,,hist,nclimgrid
0,1950,166.7477704660372,ssp245,mri-esm2-0
1,1951,174.32818834093518,ssp245,mri-esm2-0
2,1952,174.57461977631007,ssp245,mri-esm2-0
3,1953,167.58269797686938,ssp245,mri-esm2-0
4,1954,168.96270460326426,ssp245,mri-esm2-0
5,1955,178.14309295131127,ssp245,mri-esm2-0
6,1956,176.07660718078228,ssp245,mri-esm2-0
7,1957,179.25680853979506,ssp245,mri-esm2-0
8,1958,179.73464861758185,ssp245,mri-esm2-0
9,1959,166.10539037886556,ssp245,mri-esm2-0
10,1960,177.01720855307562,ssp245,mri-esm2-0
11,1961,169.12808752491927,ssp245,mri-esm2-0
12,1962,169.770901878761,ssp245,mri-esm2-0
13,1963,162.69510818170895,ssp245,mri-esm2-0
14,1964,168.49568671753497,ssp245,mri-esm2-0
15,1965,168.0421398168069,ssp245,mri-esm2-0
16,1966,173.37831752535757,ssp245,mri-esm2-0
17,1967,176.80361729557856,ssp245,mri-esm2-0
18,1968,169.92766608665016,ssp245,mri-esm2-0
19,1969,165.1406009996115,ssp245,mri-esm2-0
20,1970,179.0315487354988,ssp245,mri-esm2-0
21,1971,174.71333675799167,ssp245,mri-esm2-0
22,1972,170.865309057699,ssp245,mri-esm2-0
23,1973,177.60053030973006,ssp245,mri-esm2-0
24,1974,173.80912150179898,ssp245,mri-esm2-0
25,1975,171.03225649637074,ssp245,mri-esm2-0
26,1976,166.5987389751086,ssp245,mri-esm2-0
27,1977,174.7564385619091,ssp245,mri-esm2-0
28,1978,176.9470137298061,ssp245,mri-esm2-0
29,1979,174.80906932975637,ssp245,mri-esm2-0
30,1980,166.74280254759216,ssp245,mri-esm2-0
31,1981,178.33455105459902,ssp245,mri-esm2-0
32,1982,166.74704049175187,ssp245,mri-esm2-0
33,1983,174.1833412722306,ssp245,mri-esm2-0
34,1984,175.972348842041,ssp245,mri-esm2-0
35,1985,181.29419121917635,ssp245,mri-esm2-0
36,1986,169.17135876432954,ssp245,mri-esm2-0
37,1987,159.10429850093698,ssp245,mri-esm2-0
38,1988,176.4273741314483,ssp245,mri-esm2-0
39,1989,167.69669585297794,ssp245,mri-esm2-0
40,1990,172.0044392486649,ssp245,mri-esm2-0
41,1991,183.5100532079241,ssp245,mri-esm2-0
42,1992,172.48595519395244,ssp245,mri-esm2-0
43,1993,165.62125925905798,ssp245,mri-esm2-0
44,1994,180.87139884976378,ssp245,mri-esm2-0
45,1995,176.57548117101132,ssp245,mri-esm2-0
46,1996,176.13907653732514,ssp245,mri-esm2-0
47,1997,170.98603304802006,ssp245,mri-esm2-0
48,1998,176.94604997864403,ssp245,mri-esm2-0
49,1999,180.0045129927578,ssp245,mri-esm2-0
50,2000,184.62734638351034,ssp245,mri-esm2-0
51,2001,179.1620863487618,ssp245,mri-esm2-0
52,2002,174.4136635331828,ssp245,mri-esm2-0
53,2003,177.7282991671376,ssp245,mri-esm2-0
54,2004,183.5638511731325,ssp245,mri-esm2-0
55,2005,184.31983738393336,ssp245,mri-esm2-0
56,2006,185.7840132358795,ssp245,mri-esm2-0
57,2007,184.98847619604666,ssp245,mri-esm2-0
58,2008,176.6661910141105,ssp245,mri-esm2-0
59,2009,178.6238338066322,ssp245,mri-esm2-0
60,2010,182.67168829170438,ssp245,mri-esm2-0
61,2011,188.51342789396526,ssp245,mri-esm2-0
62,2012,182.65673737349852,ssp245,mri-esm2-0
63,2013,187.2782731208079,ssp245,mri-esm2-0
64,2014,188.01463881653063,ssp245,mri-esm2-0
65,2015,183.99771013559788,ssp245,mri-esm2-0
66,2016,191.7780208215356,ssp245,mri-esm2-0
67,2017,193.38808219031787,ssp245,mri-esm2-0
68,2018,189.66941284212223,ssp245,mri-esm2-0
69,2019,186.53840106740574,ssp245,mri-esm2-0
70,2020,183.18413176242518,ssp245,mri-esm2-0
71,2021,191.40329982592925,ssp245,mri-esm2-0
72,2022,188.89662225725075,ssp245,mri-esm2-0
73,2023,190.76977935776551,ssp245,mri-esm2-0
74,2024,184.98008425095983,ssp245,mri-esm2-0
75,2025,186.13963119781494,ssp245,mri-esm2-0
76,2026,194.23654132844337,ssp245,mri-esm2-0
77,2027,194.37947596176141,ssp245,mri-esm2-0
78,2028,195.59360527668335,ssp245,mri-esm2-0
79,2029,186.1278761833397,ssp245,mri-esm2-0
80,2030,204.47212511510153,ssp245,mri-esm2-0
81,2031,200.7636576624024,ssp245,mri-esm2-0
82,2032,195.1677225788558,ssp245,mri-esm2-0
83,2033,194.29013400262681,ssp245,mri-esm2-0
84,2034,197.93504414904274,ssp245,mri-esm2-0
85,2035,194.30985088721465,ssp245,mri-esm2-0
86,2036,196.67620050426942,ssp245,mri-esm2-0
87,2037,192.17878099247022,ssp245,mri-esm2-0
88,2038,209.7493980607847,ssp245,mri-esm2-0
89,2039,193.22646133917345,ssp245,mri-esm2-0
90,2040,205.94246051129912,ssp245,mri-esm2-0
91,2041,202.17459690298335,ssp245,mri-esm2-0
92,2042,201.76761416059895,ssp245,mri-esm2-0
93,2043,191.08459191450964,ssp245,mri-esm2-0
94,2044,199.76156541307,ssp245,mri-esm2-0
95,2045,194.66165869022328,ssp245,mri-esm2-0
96,2046,196.63213159838,ssp245,mri-esm2-0
97,2047,197.09013728724398,ssp245,mri-esm2-0
98,2048,188.21341717564215,ssp245,mri-esm2-0
99,2049,209.4967844286791,ssp245,mri-esm2-0
100,2050,205.89278698478364,ssp245,mri-esm2-0
101,2051,207.2733002056306,ssp245,mri-esm2-0
102,2052,201.4191101383807,ssp245,mri-esm2-0
103,2053,198.6796023298815,ssp245,mri-esm2-0
104,2054,204.56918399515524,ssp245,mri-esm2-0
105,2055,206.9921304928306,ssp245,mri-esm2-0
106,2056,207.53953509589866,ssp245,mri-esm2-0
107,2057,205.59139752043146,ssp245,mri-esm2-0
108,2058,208.19760631365577,ssp245,mri-esm2-0
109,2059,205.50758668044043,ssp245,mri-esm2-0
110,2060,196.46742482540063,ssp245,mri-esm2-0
111,2061,207.22697143451444,ssp245,mri-esm2-0
112,2062,204.0369994816829,ssp245,mri-esm2-0
113,2063,216.1213050290895,ssp245,mri-esm2-0
114,2064,202.68334283959936,ssp245,mri-esm2-0
115,2065,196.2769532775518,ssp245,mri-esm2-0
116,2066,198.1382553711538,ssp245,mri-esm2-0
117,2067,209.09098668080327,ssp245,mri-esm2-0
118,2068,201.43142275139758,ssp245,mri-esm2-0
119,2069,201.5863994453172,ssp245,mri-esm2-0
120,2070,213.36234908136913,ssp245,mri-esm2-0
121,2071,212.99592165786106,ssp245,mri-esm2-0
122,2072,209.69439939580644,ssp245,mri-esm2-0
123,2073,196.32181775902572,ssp245,mri-esm2-0
124,2074,201.2546200968784,ssp245,mri-esm2-0
125,2075,201.75386847467465,ssp245,mri-esm2-0
126,2076,206.44135472880976,ssp245,mri-esm2-0
127,2077,210.10833108401144,ssp245,mri-esm2-0
128,2078,207.7864012446212,ssp245,mri-esm2-0
129,2079,197.66599134350142,ssp245,mri-esm2-0
130,2080,197.90912966917548,ssp245,mri-esm2-0
131,2081,208.44924062556314,ssp245,mri-esm2-0
132,2082,202.9384970188467,ssp245,mri-esm2-0
133,2083,202.1036138736134,ssp245,mri-esm2-0
134,2084,209.1960379362631,ssp245,mri-esm2-0
135,2085,214.47827628277417,ssp245,mri-esm2-0
136,2086,207.438292896903,ssp245,mri-esm2-0
137,2087,204.70483838068498,ssp245,mri-esm2-0
138,2088,215.65847976923638,ssp245,mri-esm2-0
139,2089,204.57669444672044,ssp245,mri-esm2-0
140,2090,214.34908212492303,ssp245,mri-esm2-0
141,2091,216.40727191896016,ssp245,mri-esm2-0
142,2092,200.0647709098208,ssp245,mri-esm2-0
143,2093,208.65731396470085,ssp245,mri-esm2-0
144,2094,204.6978515350555,ssp245,mri-esm2-0
145,2095,199.63492239642267,ssp245,mri-esm2-0
146,2096,209.72925009048657,ssp245,mri-esm2-0
147,2097,206.55383655324272,ssp245,mri-esm2-0
148,2098,203.09537401703085,ssp245,mri-esm2-0
149,2099,210.98293279717163,ssp245,mri-esm2-0
150,2100,211.20501782392097,ssp245,mri-esm2-0
0,1950,172.15707366785674,ssp245,fgoals-g3
1,1951,180.36147808040212,ssp245,fgoals-g3
2,1952,162.35039200910518,ssp245,fgoals-g3
3,1953,169.37878880456532,ssp245,fgoals-g3
4,1954,177.50370481016358,ssp245,fgoals-g3
5,1955,173.1199216109389,ssp245,fgoals-g3
6,1956,172.6252283268454,ssp245,fgoals-g3
7,1957,179.88408228158934,ssp245,fgoals-g3
8,1958,173.1028327677576,ssp245,fgoals-g3
9,1959,177.20422911507455,ssp245,fgoals-g3
10,1960,166.9039946532684,ssp245,fgoals-g3
11,1961,179.19295076497656,ssp245,fgoals-g3
12,1962,173.1846638662294,ssp245,fgoals-g3
13,1963,176.06976754420702,ssp245,fgoals-g3
14,1964,164.31589191267233,ssp245,fgoals-g3
15,1965,174.83421211571658,ssp245,fgoals-g3
16,1966,177.66316451009033,ssp245,fgoals-g3
17,1967,172.57224145124843,ssp245,fgoals-g3
18,1968,170.71315007056717,ssp245,fgoals-g3
19,1969,170.67260122156875,ssp245,fgoals-g3
20,1970,175.54141868686554,ssp245,fgoals-g3
21,1971,187.62919118133647,ssp245,fgoals-g3
22,1972,170.74075142025742,ssp245,fgoals-g3
23,1973,172.43122301649174,ssp245,fgoals-g3
24,1974,178.21195799915657,ssp245,fgoals-g3
25,1975,175.48609635416486,ssp245,fgoals-g3
26,1976,170.49954073508565,ssp245,fgoals-g3
27,1977,174.8914919784618,ssp245,fgoals-g3
28,1978,176.42834218619024,ssp245,fgoals-g3
29,1979,184.48913131217665,ssp245,fgoals-g3
30,1980,178.79018776698808,ssp245,fgoals-g3
31,1981,178.6719881228117,ssp245,fgoals-g3
32,1982,184.9397747970244,ssp245,fgoals-g3
33,1983,171.404499860678,ssp245,fgoals-g3
34,1984,174.78427181714952,ssp245,fgoals-g3
35,1985,170.09055884120963,ssp245,fgoals-g3
36,1986,170.19916496875192,ssp245,fgoals-g3
37,1987,183.48703254526748,ssp245,fgoals-g3
38,1988,183.17166295981605,ssp245,fgoals-g3
39,1989,179.56423216997192,ssp245,fgoals-g3
40,1990,175.14735927861557,ssp245,fgoals-g3
41,1991,186.9187493833524,ssp245,fgoals-g3
42,1992,177.3043358133805,ssp245,fgoals-g3
43,1993,177.41841875641666,ssp245,fgoals-g3
44,1994,174.15375241110704,ssp245,fgoals-g3
45,1995,176.61723188516456,ssp245,fgoals-g3
46,1996,178.45885347021175,ssp245,fgoals-g3
47,1997,180.5045200470474,ssp245,fgoals-g3
48,1998,188.5462108979832,ssp245,fgoals-g3
49,1999,181.84990976204872,ssp245,fgoals-g3
50,2000,178.8431487218962,ssp245,fgoals-g3
51,2001,173.71541308771359,ssp245,fgoals-g3
52,2002,192.24290769405906,ssp245,fgoals-g3
53,2003,177.02249146560766,ssp245,fgoals-g3
54,2004,190.37343788591238,ssp245,fgoals-g3
55,2005,195.61909541389386,ssp245,fgoals-g3
56,2006,187.5263103545044,ssp245,fgoals-g3
57,2007,188.15905852543847,ssp245,fgoals-g3
58,2008,192.46449457028862,ssp245,fgoals-g3
59,2009,196.7530929313897,ssp245,fgoals-g3
60,2010,195.13956323026358,ssp245,fgoals-g3
61,2011,182.62179178276412,ssp245,fgoals-g3
62,2012,191.01911628399003,ssp245,fgoals-g3
63,2013,182.30591187152683,ssp245,fgoals-g3
64,2014,187.05198424123066,ssp245,fgoals-g3
65,2015,190.08500799510728,ssp245,fgoals-g3
66,2016,192.79212198109744,ssp245,fgoals-g3
67,2017,200.75040435984923,ssp245,fgoals-g3
68,2018,199.51922619373627,ssp245,fgoals-g3
69,2019,189.3726561589798,ssp245,fgoals-g3
70,2020,186.1543548270186,ssp245,fgoals-g3
71,2021,186.97196623732276,ssp245,fgoals-g3
72,2022,191.64424250584435,ssp245,fgoals-g3
73,2023,193.9817837474983,ssp245,fgoals-g3
74,2024,196.61561098090326,ssp245,fgoals-g3
75,2025,188.40722949352542,ssp245,fgoals-g3
76,2026,195.46286390430012,ssp245,fgoals-g3
77,2027,207.33063367129856,ssp245,fgoals-g3
78,2028,189.8565187484191,ssp245,fgoals-g3
79,2029,198.72159407015027,ssp245,fgoals-g3
80,2030,196.46817640298732,ssp245,fgoals-g3
81,2031,195.1455106141195,ssp245,fgoals-g3
82,2032,196.6632243391417,ssp245,fgoals-g3
83,2033,206.92430898966055,ssp245,fgoals-g3
84,2034,182.2440604110413,ssp245,fgoals-g3
85,2035,207.00978521498843,ssp245,fgoals-g3
86,2036,190.60686393445621,ssp245,fgoals-g3
87,2037,194.8980282341619,ssp245,fgoals-g3
88,2038,203.30041951757562,ssp245,fgoals-g3
89,2039,205.9552388062656,ssp245,fgoals-g3
90,2040,201.72753268294835,ssp245,fgoals-g3
91,2041,191.19977350886728,ssp245,fgoals-g3
92,2042,205.17293761111392,ssp245,fgoals-g3
93,2043,201.3836121943045,ssp245,fgoals-g3
94,2044,202.77682046731556,ssp245,fgoals-g3
95,2045,217.47927895088958,ssp245,fgoals-g3
96,2046,202.0819781276725,ssp245,fgoals-g3
97,2047,199.4139747298007,ssp245,fgoals-g3
98,2048,202.09030923301162,ssp245,fgoals-g3
99,2049,206.00746129143232,ssp245,fgoals-g3
100,2050,202.16198975382443,ssp245,fgoals-g3
101,2051,203.6841380517775,ssp245,fgoals-g3
102,2052,194.03982116252303,ssp245,fgoals-g3
103,2053,199.70200366941782,ssp245,fgoals-g3
104,2054,195.7695986899443,ssp245,fgoals-g3
105,2055,209.57545704402412,ssp245,fgoals-g3
106,2056,209.6433290621617,ssp245,fgoals-g3
107,2057,205.21842048941056,ssp245,fgoals-g3
108,2058,209.56489587746623,ssp245,fgoals-g3
109,2059,208.5209703148919,ssp245,fgoals-g3
110,2060,201.819115723017,ssp245,fgoals-g3
111,2061,196.30927408486988,ssp245,fgoals-g3
112,2062,198.80510790538563,ssp245,fgoals-g3
113,2063,205.69344586042632,ssp245,fgoals-g3
114,2064,204.5052913794015,ssp245,fgoals-g3
115,2065,205.59918562124244,ssp245,fgoals-g3
116,2066,205.1290474709022,ssp245,fgoals-g3
117,2067,218.98729956124987,ssp245,fgoals-g3
118,2068,216.85169773397627,ssp245,fgoals-g3
119,2069,206.9508512773892,ssp245,fgoals-g3
120,2070,197.2061688684885,ssp245,fgoals-g3
121,2071,210.06554200405984,ssp245,fgoals-g3
122,2072,211.56156324076053,ssp245,fgoals-g3
123,2073,201.72659223802307,ssp245,fgoals-g3
124,2074,220.17160288198698,ssp245,fgoals-g3
125,2075,208.3815598019297,ssp245,fgoals-g3
126,2076,210.66162680700583,ssp245,fgoals-g3
127,2077,218.63344221874374,ssp245,fgoals-g3
128,2078,204.86082437991683,ssp245,fgoals-g3
129,2079,215.14859012272146,ssp245,fgoals-g3
130,2080,208.22859842766906,ssp245,fgoals-g3
131,2081,219.03816426882662,ssp245,fgoals-g3
132,2082,217.4789888662425,ssp245,fgoals-g3
133,2083,220.46693708068753,ssp245,fgoals-g3
134,2084,199.33924863378888,ssp245,fgoals-g3
135,2085,208.21848542922993,ssp245,fgoals-g3
136,2086,199.16606042607754,ssp245,fgoals-g3
137,2087,228.0807873320972,ssp245,fgoals-g3
138,2088,212.9692722624567,ssp245,fgoals-g3
139,2089,217.0697138004095,ssp245,fgoals-g3
140,2090,212.0041868841554,ssp245,fgoals-g3
141,2091,210.25100692932872,ssp245,fgoals-g3
142,2092,221.84432093160703,ssp245,fgoals-g3
143,2093,208.27073921081438,ssp245,fgoals-g3
144,2094,218.83622274680627,ssp245,fgoals-g3
145,2095,200.3162248186492,ssp245,fgoals-g3
146,2096,219.66559207559038,ssp245,fgoals-g3
147,2097,211.9460634051802,ssp245,fgoals-g3
148,2098,220.11582589631226,ssp245,fgoals-g3
149,2099,211.16975312142498,ssp245,fgoals-g3
150,2100,203.97810839514565,ssp245,fgoals-g3
0,1950,171.97692143893775,ssp245,mpi-esm1-2-lr
1,1951,177.99021844974527,ssp245,mpi-esm1-2-lr
2,1952,189.17572501862907,ssp245,mpi-esm1-2-lr
3,1953,169.88267816976676,ssp245,mpi-esm1-2-lr
4,1954,167.91327234472752,ssp245,mpi-esm1-2-lr
5,1955,176.9681045831589,ssp245,mpi-esm1-2-lr
6,1956,177.64530069794915,ssp245,mpi-esm1-2-lr
7,1957,173.8943968279262,ssp245,mpi-esm1-2-lr
8,1958,178.97176659520372,ssp245,mpi-esm1-2-lr
9,1959,181.22583861416632,ssp245,mpi-esm1-2-lr
10,1960,177.46630654854897,ssp245,mpi-esm1-2-lr
11,1961,176.56919989253362,ssp245,mpi-esm1-2-lr
12,1962,173.99597844438068,ssp245,mpi-esm1-2-lr
13,1963,172.84996673250936,ssp245,mpi-esm1-2-lr
14,1964,168.90469805391476,ssp245,mpi-esm1-2-lr
15,1965,166.58227472572563,ssp245,mpi-esm1-2-lr
16,1966,170.00683118188618,ssp245,mpi-esm1-2-lr
17,1967,167.3376973065577,ssp245,mpi-esm1-2-lr
18,1968,185.76581237926143,ssp245,mpi-esm1-2-lr
19,1969,174.16670909305506,ssp245,mpi-esm1-2-lr
20,1970,153.50664193688405,ssp245,mpi-esm1-2-lr
21,1971,171.20490014191805,ssp245,mpi-esm1-2-lr
22,1972,173.98182519950177,ssp245,mpi-esm1-2-lr
23,1973,170.38996632473552,ssp245,mpi-esm1-2-lr
24,1974,172.57931536402384,ssp245,mpi-esm1-2-lr
25,1975,175.7821081740212,ssp245,mpi-esm1-2-lr
26,1976,180.47922931050408,ssp245,mpi-esm1-2-lr
27,1977,166.46283381490642,ssp245,mpi-esm1-2-lr
28,1978,185.37977705250137,ssp245,mpi-esm1-2-lr
29,1979,176.45598869926306,ssp245,mpi-esm1-2-lr
30,1980,180.27959304456422,ssp245,mpi-esm1-2-lr
31,1981,177.73896050549936,ssp245,mpi-esm1-2-lr
32,1982,183.13058974805503,ssp245,mpi-esm1-2-lr
33,1983,171.5900611190565,ssp245,mpi-esm1-2-lr
34,1984,183.84066524376715,ssp245,mpi-esm1-2-lr
35,1985,190.18174275034508,ssp245,mpi-esm1-2-lr
36,1986,180.82858547967285,ssp245,mpi-esm1-2-lr
37,1987,176.20466656603202,ssp245,mpi-esm1-2-lr
38,1988,178.08950794333552,ssp245,mpi-esm1-2-lr
39,1989,183.65576213307702,ssp245,mpi-esm1-2-lr
40,1990,182.89983983425677,ssp245,mpi-esm1-2-lr
41,1991,176.90512477816688,ssp245,mpi-esm1-2-lr
42,1992,180.7349230050955,ssp245,mpi-esm1-2-lr
43,1993,168.37618043693857,ssp245,mpi-esm1-2-lr
44,1994,186.9611139719757,ssp245,mpi-esm1-2-lr
45,1995,178.01503021178914,ssp245,mpi-esm1-2-lr
46,1996,191.02813489006846,ssp245,mpi-esm1-2-lr
47,1997,179.41642957440334,ssp245,mpi-esm1-2-lr
48,1998,174.29950056329128,ssp245,mpi-esm1-2-lr
49,1999,186.58677173780762,ssp245,mpi-esm1-2-lr
50,2000,176.63869937612827,ssp245,mpi-esm1-2-lr
51,2001,178.76086838390464,ssp245,mpi-esm1-2-lr
52,2002,183.59844448764898,ssp245,mpi-esm1-2-lr
53,2003,180.42075257599694,ssp245,mpi-esm1-2-lr
54,2004,198.1153595673822,ssp245,mpi-esm1-2-lr
55,2005,184.34288650985826,ssp245,mpi-esm1-2-lr
56,2006,195.0080134328298,ssp245,mpi-esm1-2-lr
57,2007,186.17365524585136,ssp245,mpi-esm1-2-lr
58,2008,188.02057819161897,ssp245,mpi-esm1-2-lr
59,2009,187.03083378819508,ssp245,mpi-esm1-2-lr
60,2010,189.20393380198826,ssp245,mpi-esm1-2-lr
61,2011,191.6296903382706,ssp245,mpi-esm1-2-lr
62,2012,185.1212502032403,ssp245,mpi-esm1-2-lr
63,2013,190.3556646195182,ssp245,mpi-esm1-2-lr
64,2014,188.43949617005723,ssp245,mpi-esm1-2-lr
65,2015,192.6837934424329,ssp245,mpi-esm1-2-lr
66,2016,191.51893284263468,ssp245,mpi-esm1-2-lr
67,2017,182.7868093964687,ssp245,mpi-esm1-2-lr
68,2018,189.3640796098686,ssp245,mpi-esm1-2-lr
69,2019,186.3519789428104,ssp245,mpi-esm1-2-lr
70,2020,186.82215695496652,ssp245,mpi-esm1-2-lr
71,2021,185.1573350138089,ssp245,mpi-esm1-2-lr
72,2022,197.35009990236486,ssp245,mpi-esm1-2-lr
73,2023,191.567528317981,ssp245,mpi-esm1-2-lr
74,2024,190.52745563862428,ssp245,mpi-esm1-2-lr
75,2025,191.69498834478944,ssp245,mpi-esm1-2-lr
76,2026,192.5994278608297,ssp245,mpi-esm1-2-lr
77,2027,195.79240088483965,ssp245,mpi-esm1-2-lr
78,2028,187.66806494456497,ssp245,mpi-esm1-2-lr
79,2029,187.4056260193442,ssp245,mpi-esm1-2-lr
80,2030,196.97743811668147,ssp245,mpi-esm1-2-lr
81,2031,208.79114480512493,ssp245,mpi-esm1-2-lr
82,2032,186.56728731227807,ssp245,mpi-esm1-2-lr
83,2033,190.70401632146152,ssp245,mpi-esm1-2-lr
84,2034,196.17386427700615,ssp245,mpi-esm1-2-lr
85,2035,199.49866618662065,ssp245,mpi-esm1-2-lr
86,2036,199.5434983687586,ssp245,mpi-esm1-2-lr
87,2037,195.52478812744374,ssp245,mpi-esm1-2-lr
88,2038,199.79859161712534,ssp245,mpi-esm1-2-lr
89,2039,199.86938947511288,ssp245,mpi-esm1-2-lr
90,2040,197.32114067643155,ssp245,mpi-esm1-2-lr
91,2041,201.75990310574684,ssp245,mpi-esm1-2-lr
92,2042,196.40548002645394,ssp245,mpi-esm1-2-lr
93,2043,198.47011408352373,ssp245,mpi-esm1-2-lr
94,2044,200.48504886135325,ssp245,mpi-esm1-2-lr
95,2045,208.60490888000237,ssp245,mpi-esm1-2-lr
96,2046,193.95127839066978,ssp245,mpi-esm1-2-lr
97,2047,205.89750694859242,ssp245,mpi-esm1-2-lr
98,2048,199.34532750457518,ssp245,mpi-esm1-2-lr
99,2049,198.28499287523002,ssp245,mpi-esm1-2-lr
100,2050,195.8356824968702,ssp245,mpi-esm1-2-lr
101,2051,212.4606506025461,ssp245,mpi-esm1-2-lr
102,2052,205.273281429768,ssp245,mpi-esm1-2-lr
103,2053,206.22965307650142,ssp245,mpi-esm1-2-lr
104,2054,196.83677006350183,ssp245,mpi-esm1-2-lr
105,2055,210.11999216019063,ssp245,mpi-esm1-2-lr
106,2056,207.05982402271175,ssp245,mpi-esm1-2-lr
107,2057,205.712734967807,ssp245,mpi-esm1-2-lr
108,2058,198.775890833694,ssp245,mpi-esm1-2-lr
109,2059,201.04324644700978,ssp245,mpi-esm1-2-lr
110,2060,212.20881048371447,ssp245,mpi-esm1-2-lr
111,2061,205.3416080233562,ssp245,mpi-esm1-2-lr
112,2062,203.71698466138682,ssp245,mpi-esm1-2-lr
113,2063,204.6260613170156,ssp245,mpi-esm1-2-lr
114,2064,201.93493536232438,ssp245,mpi-esm1-2-lr
115,2065,211.32400014897118,ssp245,mpi-esm1-2-lr
116,2066,210.2990287495336,ssp245,mpi-esm1-2-lr
117,2067,192.20937599801522,ssp245,mpi-esm1-2-lr
118,2068,202.39546177340898,ssp245,mpi-esm1-2-lr
119,2069,199.14103689836642,ssp245,mpi-esm1-2-lr
120,2070,205.2431414362115,ssp245,mpi-esm1-2-lr
121,2071,204.43120604370245,ssp245,mpi-esm1-2-lr
122,2072,208.818666443333,ssp245,mpi-esm1-2-lr
123,2073,206.2661164050487,ssp245,mpi-esm1-2-lr
124,2074,212.50143804903465,ssp245,mpi-esm1-2-lr
125,2075,197.39843588440297,ssp245,mpi-esm1-2-lr
126,2076,212.69358653382352,ssp245,mpi-esm1-2-lr
127,2077,196.7415211080942,ssp245,mpi-esm1-2-lr
128,2078,208.09099755469188,ssp245,mpi-esm1-2-lr
129,2079,213.95773671198,ssp245,mpi-esm1-2-lr
130,2080,204.74701013068164,ssp245,mpi-esm1-2-lr
131,2081,206.76477754638483,ssp245,mpi-esm1-2-lr
132,2082,205.29425344809425,ssp245,mpi-esm1-2-lr
133,2083,199.137749888418,ssp245,mpi-esm1-2-lr
134,2084,209.9649050608248,ssp245,mpi-esm1-2-lr
135,2085,210.2110821898632,ssp245,mpi-esm1-2-lr
136,2086,213.5972563515119,ssp245,mpi-esm1-2-lr
137,2087,200.54010305112288,ssp245,mpi-esm1-2-lr
138,2088,212.48309101551885,ssp245,mpi-esm1-2-lr
139,2089,199.9247844614038,ssp245,mpi-esm1-2-lr
140,2090,222.1115506656441,ssp245,mpi-esm1-2-lr
141,2091,213.30362657784892,ssp245,mpi-esm1-2-lr
142,2092,194.43455773860458,ssp245,mpi-esm1-2-lr
143,2093,210.20526543305292,ssp245,mpi-esm1-2-lr
144,2094,211.28461701504077,ssp245,mpi-esm1-2-lr
145,2095,212.46584957358974,ssp245,mpi-esm1-2-lr
146,2096,211.09789104353626,ssp245,mpi-esm1-2-lr
147,2097,206.69816222693262,ssp245,mpi-esm1-2-lr
148,2098,212.41789145654198,ssp245,mpi-esm1-2-lr
149,2099,211.7221422643007,ssp245,mpi-esm1-2-lr
150,2100,213.58739373712305,ssp245,mpi-esm1-2-lr
0,1950,173.17650527087014,ssp245,mpi-esm1-2-hr
1,1951,167.44903736677946,ssp245,mpi-esm1-2-hr
2,1952,174.28817143898388,ssp245,mpi-esm1-2-hr
3,1953,172.65107133470633,ssp245,mpi-esm1-2-hr
4,1954,170.83388532538086,ssp245,mpi-esm1-2-hr
5,1955,167.30377628325587,ssp245,mpi-esm1-2-hr
6,1956,177.0717740933436,ssp245,mpi-esm1-2-hr
7,1957,169.32043413495182,ssp245,mpi-esm1-2-hr
8,1958,175.01055621760935,ssp245,mpi-esm1-2-hr
9,1959,174.56306723399783,ssp245,mpi-esm1-2-hr
10,1960,172.35551985582498,ssp245,mpi-esm1-2-hr
11,1961,171.68808601051546,ssp245,mpi-esm1-2-hr
12,1962,176.46829805116067,ssp245,mpi-esm1-2-hr
13,1963,170.66405372238745,ssp245,mpi-esm1-2-hr
14,1964,184.67132914665913,ssp245,mpi-esm1-2-hr
15,1965,174.90139795526287,ssp245,mpi-esm1-2-hr
16,1966,184.14814595687295,ssp245,mpi-esm1-2-hr
17,1967,172.44315475130685,ssp245,mpi-esm1-2-hr
18,1968,176.99566456608292,ssp245,mpi-esm1-2-hr
19,1969,167.36499610047593,ssp245,mpi-esm1-2-hr
20,1970,177.19739855931084,ssp245,mpi-esm1-2-hr
21,1971,181.39556674382237,ssp245,mpi-esm1-2-hr
22,1972,177.4153174967943,ssp245,mpi-esm1-2-hr
23,1973,185.41386001816994,ssp245,mpi-esm1-2-hr
24,1974,173.88840241300917,ssp245,mpi-esm1-2-hr
25,1975,175.87914960390165,ssp245,mpi-esm1-2-hr
26,1976,174.9991599552189,ssp245,mpi-esm1-2-hr
27,1977,171.1227590704786,ssp245,mpi-esm1-2-hr
28,1978,166.48294262135863,ssp245,mpi-esm1-2-hr
29,1979,179.32470398430533,ssp245,mpi-esm1-2-hr
30,1980,193.00895706482459,ssp245,mpi-esm1-2-hr
31,1981,171.4173941054697,ssp245,mpi-esm1-2-hr
32,1982,179.44699503889737,ssp245,mpi-esm1-2-hr
33,1983,163.48215638424725,ssp245,mpi-esm1-2-hr
34,1984,173.82676878861201,ssp245,mpi-esm1-2-hr
35,1985,180.89145231746102,ssp245,mpi-esm1-2-hr
36,1986,175.04276525044278,ssp245,mpi-esm1-2-hr
37,1987,178.56144482397963,ssp245,mpi-esm1-2-hr
38,1988,179.9279397773165,ssp245,mpi-esm1-2-hr
