,year,growing_seas_length_days,scenario,model
45,1995,176.58097646228617,ssp126,mri-esm2-0
46,1996,176.15021066831886,ssp126,mri-esm2-0
47,1997,170.9935001226601,ssp126,mri-esm2-0
48,1998,176.94673674615552,ssp126,mri-esm2-0
49,1999,180.00926145084236,ssp126,mri-esm2-0
50,2000,184.63188850778494,ssp126,mri-esm2-0
51,2001,179.16164209969685,ssp126,mri-esm2-0
52,2002,174.4382070135984,ssp126,mri-esm2-0
53,2003,177.72675031431996,ssp126,mri-esm2-0
54,2004,183.57381256683604,ssp126,mri-esm2-0
55,2005,184.32022026127163,ssp126,mri-esm2-0
56,2006,185.77427569024383,ssp126,mri-esm2-0
57,2007,185.00540884642882,ssp126,mri-esm2-0
58,2008,176.67874828540187,ssp126,mri-esm2-0
59,2009,178.64331578049755,ssp126,mri-esm2-0
60,2010,182.69410813731787,ssp126,mri-esm2-0
61,2011,188.5180140577039,ssp126,mri-esm2-0
62,2012,182.65076914268124,ssp126,mri-esm2-0
63,2013,187.2452544798881,ssp126,mri-esm2-0
64,2014,187.98483729779488,ssp126,mri-esm2-0
65,2015,185.4707524869094,ssp126,mri-esm2-0
66,2016,188.8509775726773,ssp126,mri-esm2-0
67,2017,180.4123961974509,ssp126,mri-esm2-0
68,2018,187.91791203157564,ssp126,mri-esm2-0
69,2019,189.04034765841632,ssp126,mri-esm2-0
70,2020,187.29105468054607,ssp126,mri-esm2-0
71,2021,188.733723567167,ssp126,mri-esm2-0
72,2022,187.05651841753874,ssp126,mri-esm2-0
73,2023,187.92928723751467,ssp126,mri-esm2-0
74,2024,187.8651265539259,ssp126,mri-esm2-0
75,2025,191.96115219212663,ssp126,mri-esm2-0
76,2026,197.83206158658498,ssp126,mri-esm2-0
77,2027,203.86701331697253,ssp126,mri-esm2-0
78,2028,206.80463397138098,ssp126,mri-esm2-0
79,2029,188.14035779357255,ssp126,mri-esm2-0
80,2030,195.77955524783044,ssp126,mri-esm2-0
81,2031,195.69301399102454,ssp126,mri-esm2-0
82,2032,194.11816557371068,ssp126,mri-esm2-0
83,2033,198.78656828955002,ssp126,mri-esm2-0
84,2034,201.37941958067387,ssp126,mri-esm2-0
85,2035,191.53189485017225,ssp126,mri-esm2-0
86,2036,200.50804497916823,ssp126,mri-esm2-0
87,2037,202.2322575979592,ssp126,mri-esm2-0
88,2038,203.102863812441,ssp126,mri-esm2-0
89,2039,184.10325619127076,ssp126,mri-esm2-0
90,2040,206.25927476424934,ssp126,mri-esm2-0
91,2041,190.59836142137897,ssp126,mri-esm2-0
92,2042,195.72654564922232,ssp126,mri-esm2-0
93,2043,200.05944447498527,ssp126,mri-esm2-0
94,2044,202.03979826004476,ssp126,mri-esm2-0
95,2045,194.56913147191818,ssp126,mri-esm2-0
96,2046,196.00959117995657,ssp126,mri-esm2-0
97,2047,200.00717932315658,ssp126,mri-esm2-0
98,2048,201.7631226688595,ssp126,mri-esm2-0
99,2049,186.41707379291003,ssp126,mri-esm2-0
100,2050,190.45933261262073,ssp126,mri-esm2-0
101,2051,197.2061198475426,ssp126,mri-esm2-0
102,2052,198.78381194581118,ssp126,mri-esm2-0
103,2053,202.0324520504366,ssp126,mri-esm2-0
104,2054,196.08039272184948,ssp126,mri-esm2-0
105,2055,199.05822975528406,ssp126,mri-esm2-0
106,2056,201.77898426188824,ssp126,mri-esm2-0
107,2057,195.33224804237523,ssp126,mri-esm2-0
108,2058,198.0564927378521,ssp126,mri-esm2-0
109,2059,191.811387559456,ssp126,mri-esm2-0
110,2060,192.0232678518318,ssp126,mri-esm2-0
111,2061,199.98660627805396,ssp126,mri-esm2-0
112,2062,204.9940932949431,ssp126,mri-esm2-0
113,2063,189.84791558504403,ssp126,mri-esm2-0
114,2064,214.22080376711824,ssp126,mri-esm2-0
115,2065,202.73262364016546,ssp126,mri-esm2-0
116,2066,207.85809617630224,ssp126,mri-esm2-0
117,2067,206.0362008553621,ssp126,mri-esm2-0
118,2068,206.98105723074636,ssp126,mri-esm2-0
119,2069,207.9658611758871,ssp126,mri-esm2-0
120,2070,192.6799465894795,ssp126,mri-esm2-0
121,2071,198.55998295702537,ssp126,mri-esm2-0
122,2072,197.83005735040976,ssp126,mri-esm2-0
123,2073,200.43884116668983,ssp126,mri-esm2-0
124,2074,193.1899020948953,ssp126,mri-esm2-0
125,2075,184.34285382162398,ssp126,mri-esm2-0
126,2076,196.75334967011526,ssp126,mri-esm2-0
127,2077,200.07041195233683,ssp126,mri-esm2-0
128,2078,196.27310931282628,ssp126,mri-esm2-0
129,2079,200.44314324391988,ssp126,mri-esm2-0
130,2080,199.39976923202877,ssp126,mri-esm2-0
131,2081,197.32829587718035,ssp126,mri-esm2-0
132,2082,195.4884457666388,ssp126,mri-esm2-0
133,2083,196.73497850645398,ssp126,mri-esm2-0
134,2084,205.0567814882624,ssp126,mri-esm2-0
135,2085,189.2969017389589,ssp126,mri-esm2-0
136,2086,196.10966058980208,ssp126,mri-esm2-0
137,2087,188.5012411384392,ssp126,mri-esm2-0
138,2088,198.6146253815154,ssp126,mri-esm2-0
139,2089,189.2760749207059,ssp126,mri-esm2-0
140,2090,200.73445476820999,ssp126,mri-esm2-0
141,2091,197.197338012365,ssp126,mri-esm2-0
142,2092,207.2555113613105,ssp126,mri-esm2-0
143,2093,184.76082601145228,ssp126,mri-esm2-0
144,2094,201.4646694099262,ssp126,mri-esm2-0
145,2095,190.73056441767335,ssp126,mri-esm2-0
146,2096,196.05196787571714,ssp126,mri-esm2-0
147,2097,185.29482123593425,ssp126,mri-esm2-0
148,2098,195.1004817930306,ssp126,mri-esm2-0
149,2099,188.40352429335505,ssp126,mri-esm2-0
150,2100,184.5944345814147,ssp126,mri-esm2-0
0,1950,173.1468268255756,ssp126,mpi-esm1-2-hr
1,1951,167.42385426167917,ssp126,mpi-esm1-2-hr
2,1952,174.2780845217454,ssp126,mpi-esm1-2-hr
3,1953,172.62748092278025,ssp126,mpi-esm1-2-hr
4,1954,170.82173480924104,ssp126,mpi-esm1-2-hr
5,1955,167.28293057654113,ssp126,mpi-esm1-2-hr
6,1956,177.05361178709083,ssp126,mpi-esm1-2-hr
7,1957,169.3051529694296,ssp126,mpi-esm1-2-hr
8,1958,174.99139374224129,ssp126,mpi-esm1-2-hr
9,1959,174.54524961792427,ssp126,mpi-esm1-2-hr
10,1960,172.34387344218655,ssp126,mpi-esm1-2-hr
11,1961,171.67922578625797,ssp126,mpi-esm1-2-hr
12,1962,176.45823584145094,ssp126,mpi-esm1-2-hr
13,1963,170.65732066055605,ssp126,mpi-esm1-2-hr
14,1964,184.65546542323418,ssp126,mpi-esm1-2-hr
15,1965,174.89312613049975,ssp126,mpi-esm1-2-hr
16,1966,184.13878622998598,ssp126,mpi-esm1-2-hr
17,1967,172.4362504458993,ssp126,mpi-esm1-2-hr
18,1968,176.98630177310355,ssp126,mpi-esm1-2-hr
19,1969,167.35875835256894,ssp126,mpi-esm1-2-hr
20,1970,177.19628316074292,ssp126,mpi-esm1-2-hr
21,1971,181.3946626600061,ssp126,mpi-esm1-2-hr
22,1972,177.41478912911853,ssp126,mpi-esm1-2-hr
23,1973,185.40999616061382,ssp126,mpi-esm1-2-hr
24,1974,173.8869991535104,ssp126,mpi-esm1-2-hr
25,1975,175.87888843040272,ssp126,mpi-esm1-2-hr
26,1976,174.99665429836983,ssp126,mpi-esm1-2-hr
27,1977,171.1220381716466,ssp126,mpi-esm1-2-hr
28,1978,166.48035524413675,ssp126,mpi-esm1-2-hr
29,1979,179.32299118429526,ssp126,mpi-esm1-2-hr
30,1980,193.01147913680435,ssp126,mpi-esm1-2-hr
31,1981,171.42163170591692,ssp126,mpi-esm1-2-hr
32,1982,179.4505136032125,ssp126,mpi-esm1-2-hr
33,1983,163.48494074866832,ssp126,mpi-esm1-2-hr
34,1984,173.82946264642075,ssp126,mpi-esm1-2-hr
35,1985,180.89404335315177,ssp126,mpi-esm1-2-hr
36,1986,175.0471608864311,ssp126,mpi-esm1-2-hr
37,1987,178.56390443139725,ssp126,mpi-esm1-2-hr
38,1988,179.92996982232663,ssp126,mpi-esm1-2-hr
39,1989,185.71720008923427,ssp126,mpi-esm1-2-hr
40,1990,183.61080387154055,ssp126,mpi-esm1-2-hr
41,1991,178.43591899635894,ssp126,mpi-esm1-2-hr
42,1992,166.2315813596623,ssp126,mpi-esm1-2-hr
43,1993,175.21762037851133,ssp126,mpi-esm1-2-hr
44,1994,179.03157174281992,ssp126,mpi-esm1-2-hr
45,1995,174.68927355350934,ssp126,mpi-esm1-2-hr
46,1996,189.89032101476522,ssp126,mpi-esm1-2-hr
47,1997,183.58236117616053,ssp126,mpi-esm1-2-hr
48,1998,175.52381575444764,ssp126,mpi-esm1-2-hr
49,1999,175.0859257115568,ssp126,mpi-esm1-2-hr
50,2000,174.30219803574255,ssp126,mpi-esm1-2-hr
51,2001,180.4689396979618,ssp126,mpi-esm1-2-hr
52,2002,190.18139601086216,ssp126,mpi-esm1-2-hr
53,2003,180.07609586053098,ssp126,mpi-esm1-2-hr
54,2004,180.25271348415737,ssp126,mpi-esm1-2-hr
55,2005,185.3262245494694,ssp126,mpi-esm1-2-hr
56,2006,187.33796766923703,ssp126,mpi-esm1-2-hr
57,2007,197.54228707610633,ssp126,mpi-esm1-2-hr
58,2008,192.19514552245093,ssp126,mpi-esm1-2-hr
59,2009,180.25719213226114,ssp126,mpi-esm1-2-hr
60,2010,184.06797078295767,ssp126,mpi-esm1-2-hr
61,2011,184.53631938928825,ssp126,mpi-esm1-2-hr
62,2012,185.41184086330588,ssp126,mpi-esm1-2-hr
63,2013,191.50607628110947,ssp126,mpi-esm1-2-hr
64,2014,184.71662397709974,ssp126,mpi-esm1-2-hr
65,2015,200.01847642017174,ssp126,mpi-esm1-2-hr
66,2016,191.03176690361812,ssp126,mpi-esm1-2-hr
67,2017,183.7681532190688,ssp126,mpi-esm1-2-hr
68,2018,188.65455491879044,ssp126,mpi-esm1-2-hr
69,2019,194.89715615630237,ssp126,mpi-esm1-2-hr
70,2020,185.46583810652123,ssp126,mpi-esm1-2-hr
71,2021,195.15345381464013,ssp126,mpi-esm1-2-hr
72,2022,198.54909177322972,ssp126,mpi-esm1-2-hr
73,2023,187.4617186240065,ssp126,mpi-esm1-2-hr
74,2024,189.10046987246233,ssp126,mpi-esm1-2-hr
75,2025,203.06053957055678,ssp126,mpi-esm1-2-hr
76,2026,194.51851800133602,ssp126,mpi-esm1-2-hr
77,2027,188.4696646256974,ssp126,mpi-esm1-2-hr
78,2028,194.0943821872519,ssp126,mpi-esm1-2-hr
79,2029,199.14247282344115,ssp126,mpi-esm1-2-hr
80,2030,196.98746713711864,ssp126,mpi-esm1-2-hr
81,2031,185.29638901220252,ssp126,mpi-esm1-2-hr
82,2032,193.31103404095597,ssp126,mpi-esm1-2-hr
83,2033,184.13934459865123,ssp126,mpi-esm1-2-hr
84,2034,188.13401655980942,ssp126,mpi-esm1-2-hr
85,2035,204.7440618044291,ssp126,mpi-esm1-2-hr
86,2036,195.73688393971804,ssp126,mpi-esm1-2-hr
87,2037,194.20044834029233,ssp126,mpi-esm1-2-hr
88,2038,197.72640348422638,ssp126,mpi-esm1-2-hr
89,2039,191.56567731373582,ssp126,mpi-esm1-2-hr
90,2040,195.12546470230413,ssp126,mpi-esm1-2-hr
91,2041,196.5007444774454,ssp126,mpi-esm1-2-hr
92,2042,209.48997666499162,ssp126,mpi-esm1-2-hr
93,2043,189.29356149607915,ssp126,mpi-esm1-2-hr
94,2044,205.06454028708106,ssp126,mpi-esm1-2-hr
95,2045,198.62855007874907,ssp126,mpi-esm1-2-hr
96,2046,194.27584480863484,ssp126,mpi-esm1-2-hr
97,2047,192.19927242473673,ssp126,mpi-esm1-2-hr
98,2048,202.13650186660854,ssp126,mpi-esm1-2-hr
99,2049,195.01844324371433,ssp126,mpi-esm1-2-hr
100,2050,194.76348440369358,ssp126,mpi-esm1-2-hr
101,2051,192.57217867556523,ssp126,mpi-esm1-2-hr
102,2052,200.41722924911429,ssp126,mpi-esm1-2-hr
103,2053,197.43641994695886,ssp126,mpi-esm1-2-hr
104,2054,197.65574912693785,ssp126,mpi-esm1-2-hr
105,2055,193.6229421886388,ssp126,mpi-esm1-2-hr
106,2056,205.1689275864774,ssp126,mpi-esm1-2-hr
107,2057,188.08412434532144,ssp126,mpi-esm1-2-hr
108,2058,181.10405472064215,ssp126,mpi-esm1-2-hr
109,2059,197.5449605877387,ssp126,mpi-esm1-2-hr
110,2060,203.92427638244158,ssp126,mpi-esm1-2-hr
111,2061,199.07537295939537,ssp126,mpi-esm1-2-hr
112,2062,197.07340611890967,ssp126,mpi-esm1-2-hr
113,2063,195.8278970479222,ssp126,mpi-esm1-2-hr
114,2064,197.65310142912477,ssp126,mpi-esm1-2-hr
115,2065,191.20709212490274,ssp126,mpi-esm1-2-hr
116,2066,196.16367383285237,ssp126,mpi-esm1-2-hr
117,2067,204.36598286026324,ssp126,mpi-esm1-2-hr
118,2068,198.36972307763062,ssp126,mpi-esm1-2-hr
119,2069,197.35774403421664,ssp126,mpi-esm1-2-hr
120,2070,203.43873915683244,ssp126,mpi-esm1-2-hr
121,2071,205.2213941628921,ssp126,mpi-esm1-2-hr
122,2072,197.998365943056,ssp126,mpi-esm1-2-hr
123,2073,189.03260594385125,ssp126,mpi-esm1-2-hr
124,2074,203.2209247001293,ssp126,mpi-esm1-2-hr
125,2075,188.25894904542628,ssp126,mpi-esm1-2-hr
126,2076,197.52518029496457,ssp126,mpi-esm1-2-hr
127,2077,202.96144913642797,ssp126,mpi-esm1-2-hr
128,2078,194.9705836694286,ssp126,mpi-esm1-2-hr
129,2079,195.67142258184836,ssp126,mpi-esm1-2-hr
130,2080,193.31774389805307,ssp126,mpi-esm1-2-hr
131,2081,184.24592366306996,ssp126,mpi-esm1-2-hr
132,2082,194.27664987071225,ssp126,mpi-esm1-2-hr
133,2083,202.548155228086,ssp126,mpi-esm1-2-hr
134,2084,184.77495783263487,ssp126,mpi-esm1-2-hr
135,2085,194.14291881949148,ssp126,mpi-esm1-2-hr
136,2086,200.40638351433128,ssp126,mpi-esm1-2-hr
137,2087,196.89219365517584,ssp126,mpi-esm1-2-hr
138,2088,191.64428605511463,ssp126,mpi-esm1-2-hr
139,2089,199.72506951046552,ssp126,mpi-esm1-2-hr
140,2090,196.39308235161252,ssp126,mpi-esm1-2-hr
141,2091,192.43741709633127,ssp126,mpi-esm1-2-hr
142,2092,188.1743763433921,ssp126,mpi-esm1-2-hr
143,2093,200.49103275858639,ssp126,mpi-esm1-2-hr
144,2094,198.52341772992375,ssp126,mpi-esm1-2-hr
145,2095,199.50057774296127,ssp126,mpi-esm1-2-hr
146,2096,188.35313275648716,ssp126,mpi-esm1-2-hr
147,2097,191.70449661634714,ssp126,mpi-esm1-2-hr
148,2098,186.71503460449028,ssp126,mpi-esm1-2-hr
149,2099,181.92981119896714,ssp126,mpi-esm1-2-hr
150,2100,192.03008579194446,ssp126,mpi-esm1-2-hr
0,1950,170.50583073388822,ssp126,bcc-csm2-mr
1,1951,174.99925426521818,ssp126,bcc-csm2-mr
2,1952,181.24497277179802,ssp126,bcc-csm2-mr
3,1953,179.86554369832993,ssp126,bcc-csm2-mr
4,1954,184.8336034096639,ssp126,bcc-csm2-mr
5,1955,169.06761323142308,ssp126,bcc-csm2-mr
6,1956,178.2506593719932,ssp126,bcc-csm2-mr
7,1957,170.43171600511891,ssp126,bcc-csm2-mr
8,1958,176.7833188332918,ssp126,bcc-csm2-mr
9,1959,173.43667917306954,ssp126,bcc-csm2-mr
10,1960,171.1809136611524,ssp126,bcc-csm2-mr
11,1961,182.33956547487074,ssp126,bcc-csm2-mr
12,1962,173.58131363685484,ssp126,bcc-csm2-mr
13,1963,188.23823275301643,ssp126,bcc-csm2-mr
14,1964,171.0841499072161,ssp126,bcc-csm2-mr
15,1965,163.61717298245085,ssp126,bcc-csm2-mr
16,1966,189.70984829161253,ssp126,bcc-csm2-mr
17,1967,169.50102749821593,ssp126,bcc-csm2-mr
18,1968,168.61299127846777,ssp126,bcc-csm2-mr
19,1969,171.47260896959844,ssp126,bcc-csm2-mr
20,1970,174.341016884009,ssp126,bcc-csm2-mr
21,1971,177.80633306238823,ssp126,bcc-csm2-mr
22,1972,173.8169578703251,ssp126,bcc-csm2-mr
23,1973,185.84926632597856,ssp126,bcc-csm2-mr
24,1974,172.86723923567232,ssp126,bcc-csm2-mr
25,1975,177.53779446600706,ssp126,bcc-csm2-mr
26,1976,173.4478576553383,ssp126,bcc-csm2-mr
27,1977,171.30507971917334,ssp126,bcc-csm2-mr
28,1978,175.34931371085216,ssp126,bcc-csm2-mr
29,1979,173.80697607658522,ssp126,bcc-csm2-mr
30,1980,164.1157276220913,ssp126,bcc-csm2-mr
31,1981,175.7612965349265,ssp126,bcc-csm2-mr
32,1982,174.41223319400058,ssp126,bcc-csm2-mr
33,1983,165.7010412868262,ssp126,bcc-csm2-mr
34,1984,176.21669056032297,ssp126,bcc-csm2-mr
35,1985,178.4822419528611,ssp126,bcc-csm2-mr
36,1986,184.05683990803345,ssp126,bcc-csm2-mr
37,1987,174.94763791538594,ssp126,bcc-csm2-mr
38,1988,173.41719871666947,ssp126,bcc-csm2-mr
39,1989,177.25219318560062,ssp126,bcc-csm2-mr
40,1990,169.6279252192851,ssp126,bcc-csm2-mr
41,1991,174.8780599810451,ssp126,bcc-csm2-mr
42,1992,165.57344220500545,ssp126,bcc-csm2-mr
43,1993,177.367553532552,ssp126,bcc-csm2-mr
44,1994,183.20717966746196,ssp126,bcc-csm2-mr
45,1995,182.795631477982,ssp126,bcc-csm2-mr
46,1996,173.74346248930368,ssp126,bcc-csm2-mr
47,1997,173.78216088239895,ssp126,bcc-csm2-mr
48,1998,184.37905964210756,ssp126,bcc-csm2-mr
49,1999,180.93981344009217,ssp126,bcc-csm2-mr
50,2000,179.44589048353745,ssp126,bcc-csm2-mr
51,2001,190.61248434919355,ssp126,bcc-csm2-mr
52,2002,178.64241116381845,ssp126,bcc-csm2-mr
53,2003,182.65795790114925,ssp126,bcc-csm2-mr
54,2004,177.35923525753245,ssp126,bcc-csm2-mr
55,2005,181.7187646688734,ssp126,bcc-csm2-mr
56,2006,177.87667759973593,ssp126,bcc-csm2-mr
57,2007,178.1174180805923,ssp126,bcc-csm2-mr
58,2008,183.14973301840985,ssp126,bcc-csm2-mr
59,2009,184.7982546546963,ssp126,bcc-csm2-mr
60,2010,179.36159693782977,ssp126,bcc-csm2-mr
61,2011,181.62319390475818,ssp126,bcc-csm2-mr
62,2012,191.44549750217843,ssp126,bcc-csm2-mr
63,2013,184.45402808478,ssp126,bcc-csm2-mr
64,2014,182.07344814213616,ssp126,bcc-csm2-mr
65,2015,188.00863966218537,ssp126,bcc-csm2-mr
66,2016,183.5717782261208,ssp126,bcc-csm2-mr
67,2017,180.24597279560282,ssp126,bcc-csm2-mr
68,2018,180.7819244833893,ssp126,bcc-csm2-mr
69,2019,183.37084457010593,ssp126,bcc-csm2-mr
70,2020,185.308204808576,ssp126,bcc-csm2-mr
71,2021,186.18913982451647,ssp126,bcc-csm2-mr
72,2022,192.2297610908304,ssp126,bcc-csm2-mr
73,2023,190.0243422877426,ssp126,bcc-csm2-mr
74,2024,181.45893558350826,ssp126,bcc-csm2-mr
75,2025,192.28439970118941,ssp126,bcc-csm2-mr
76,2026,190.16811000650415,ssp126,bcc-csm2-mr
77,2027,184.05493121078806,ssp126,bcc-csm2-mr
78,2028,199.318458062321,ssp126,bcc-csm2-mr
79,2029,198.06622099547204,ssp126,bcc-csm2-mr
80,2030,194.1440446215481,ssp126,bcc-csm2-mr
81,2031,186.82161482528636,ssp126,bcc-csm2-mr
82,2032,195.1068980158117,ssp126,bcc-csm2-mr
83,2033,185.92646267262083,ssp126,bcc-csm2-mr
84,2034,191.94656301780864,ssp126,bcc-csm2-mr
85,2035,200.0692024838451,ssp126,bcc-csm2-mr
86,2036,186.06867434436109,ssp126,bcc-csm2-mr
87,2037,192.6283045561264,ssp126,bcc-csm2-mr
88,2038,193.45888830927913,ssp126,bcc-csm2-mr
89,2039,187.59867597997544,ssp126,bcc-csm2-mr
90,2040,185.6417290335682,ssp126,bcc-csm2-mr
91,2041,188.4080488976739,ssp126,bcc-csm2-mr
92,2042,189.9125647513361,ssp126,bcc-csm2-mr
93,2043,198.13255707528214,ssp126,bcc-csm2-mr
94,2044,190.47638336071242,ssp126,bcc-csm2-mr
95,2045,197.42005443288846,ssp126,bcc-csm2-mr
96,2046,207.44280342387316,ssp126,bcc-csm2-mr
97,2047,192.51427265742905,ssp126,bcc-csm2-mr
98,2048,186.74937705268073,ssp126,bcc-csm2-mr
99,2049,184.1574026532283,ssp126,bcc-csm2-mr
100,2050,190.5752484302021,ssp126,bcc-csm2-mr
101,2051,188.72823663284075,ssp126,bcc-csm2-mr
102,2052,201.08309749126548,ssp126,bcc-csm2-mr
103,2053,187.40712056334112,ssp126,bcc-csm2-mr
104,2054,194.24920459351895,ssp126,bcc-csm2-mr
105,2055,187.18773291942586,ssp126,bcc-csm2-mr
106,2056,191.9460033414774,ssp126,bcc-csm2-mr
107,2057,200.2138578823711,ssp126,bcc-csm2-mr
108,2058,200.6690539115678,ssp126,bcc-csm2-mr
109,2059,193.487704449786,ssp126,bcc-csm2-mr
110,2060,195.74725131965997,ssp126,bcc-csm2-mr
111,2061,185.8905730038066,ssp126,bcc-csm2-mr
112,2062,202.2788766753373,ssp126,bcc-csm2-mr
113,2063,196.79056094140404,ssp126,bcc-csm2-mr
114,2064,192.53084872244074,ssp126,bcc-csm2-mr
115,2065,192.36673673154505,ssp126,bcc-csm2-mr
116,2066,185.51730674965086,ssp126,bcc-csm2-mr
117,2067,186.27751648642362,ssp126,bcc-csm2-mr
118,2068,196.53449442879653,ssp126,bcc-csm2-mr
119,2069,193.6184785579979,ssp126,bcc-csm2-mr
120,2070,191.13671907182865,ssp126,bcc-csm2-mr
121,2071,190.65968570087912,ssp126,bcc-csm2-mr
122,2072,187.38472657453536,ssp126,bcc-csm2-mr
123,2073,193.1753046620301,ssp126,bcc-csm2-mr
124,2074,202.2500394744291,ssp126,bcc-csm2-mr
125,2075,202.31412280071356,ssp126,bcc-csm2-mr
126,2076,188.52468080409201,ssp126,bcc-csm2-mr
127,2077,191.9509699665706,ssp126,bcc-csm2-mr
128,2078,198.5507841352621,ssp126,bcc-csm2-mr
129,2079,203.9931398426175,ssp126,bcc-csm2-mr
130,2080,186.6119553763862,ssp126,bcc-csm2-mr
131,2081,190.1817937623453,ssp126,bcc-csm2-mr
132,2082,206.66087861206088,ssp126,bcc-csm2-mr
133,2083,201.72709670585422,ssp126,bcc-csm2-mr
134,2084,202.04197631341844,ssp126,bcc-csm2-mr
135,2085,192.4549911630961,ssp126,bcc-csm2-mr
136,2086,187.58979854393976,ssp126,bcc-csm2-mr
137,2087,200.1079775430894,ssp126,bcc-csm2-mr
138,2088,197.72428877952498,ssp126,bcc-csm2-mr
139,2089,206.2798509130783,ssp126,bcc-csm2-mr
140,2090,200.09968631844006,ssp126,bcc-csm2-mr
141,2091,189.71179567827863,ssp126,bcc-csm2-mr
142,2092,198.26759914241933,ssp126,bcc-csm2-mr
143,2093,200.1154524933167,ssp126,bcc-csm2-mr
144,2094,191.37857422205752,ssp126,bcc-csm2-mr
145,2095,204.56990620498925,ssp126,bcc-csm2-mr
146,2096,187.78794187039756,ssp126,bcc-csm2-mr
147,2097,201.67035051129557,ssp126,bcc-csm2-mr
148,2098,198.76032142726822,ssp126,bcc-csm2-mr
149,2099,202.0940028972244,ssp126,bcc-csm2-mr
150,2100,192.59552914207217,ssp126,bcc-csm2-mr
0,1950,156.7615971025957,ssp126,access-esm1-5
1,1951,167.5067127897621,ssp126,access-esm1-5
2,1952,164.55593350652873,ssp126,access-esm1-5
3,1953,172.33400095740453,ssp126,access-esm1-5
4,1954,164.79688448782778,ssp126,access-esm1-5
5,1955,169.20013487633562,ssp126,access-esm1-5
6,1956,178.46919176454497,ssp126,access-esm1-5
7,1957,166.60672832069687,ssp126,access-esm1-5
8,1958,174.58779703113257,ssp126,access-esm1-5
9,1959,162.01259633927552,ssp126,access-esm1-5
10,1960,167.72925684515423,ssp126,access-esm1-5
11,1961,168.263186788674,ssp126,access-esm1-5
12,1962,167.93481167445867,ssp126,access-esm1-5
13,1963,162.27131638735133,ssp126,access-esm1-5
14,1964,165.43623345952858,ssp126,access-esm1-5
15,1965,169.38200938278365,ssp126,access-esm1-5
16,1966,169.84320331342693,ssp126,access-esm1-5
17,1967,168.11736459775986,ssp126,access-esm1-5
18,1968,162.7986481066369,ssp126,access-esm1-5
19,1969,176.19651269245782,ssp126,access-esm1-5
20,1970,174.34446232682026,ssp126,access-esm1-5
21,1971,171.4675954755258,ssp126,access-esm1-5
22,1972,175.8074610875617,ssp126,access-esm1-5
23,1973,169.1482506548932,ssp126,access-esm1-5
24,1974,168.19738140510992,ssp126,access-esm1-5
25,1975,172.34912326857935,ssp126,access-esm1-5
26,1976,171.80795361179315,ssp126,access-esm1-5
27,1977,176.79802663261864,ssp126,access-esm1-5
28,1978,176.49618867835645,ssp126,access-esm1-5
29,1979,169.57877537123613,ssp126,access-esm1-5
30,1980,171.866241819688,ssp126,access-esm1-5
31,1981,167.8237377041817,ssp126,access-esm1-5
32,1982,168.69790466449328,ssp126,access-esm1-5
33,1983,169.47089324268805,ssp126,access-esm1-5
34,1984,167.93403045503564,ssp126,access-esm1-5
35,1985,170.57459074779266,ssp126,access-esm1-5
36,1986,163.82973466287177,ssp126,access-esm1-5
37,1987,171.58426386219764,ssp126,access-esm1-5
38,1988,170.4616051878558,ssp126,access-esm1-5
39,1989,177.8575839981169,ssp126,access-esm1-5
40,1990,175.6765040192478,ssp126,access-esm1-5
41,1991,167.36904976197582,ssp126,access-esm1-5
42,1992,169.23875334027244,ssp126,access-esm1-5
43,1993,164.99464682698968,ssp126,access-esm1-5
44,1994,182.2191765467975,ssp126,access-esm1-5
45,1995,175.7679848563681,ssp126,access-esm1-5
46,1996,185.03147069679014,ssp126,access-esm1-5
47,1997,178.5164555584119,ssp126,access-esm1-5
48,1998,181.04544246007728,ssp126,access-esm1-5
49,1999,177.91471400457354,ssp126,access-esm1-5
50,2000,183.32402930470113,ssp126,access-esm1-5
51,2001,182.7970357369628,ssp126,access-esm1-5
52,2002,188.7185112525011,ssp126,access-esm1-5
53,2003,188.81297769503797,ssp126,access-esm1-5
54,2004,185.06363579880573,ssp126,access-esm1-5
55,2005,179.3882623809664,ssp126,access-esm1-5
56,2006,180.00268581796465,ssp126,access-esm1-5
57,2007,181.95885324050013,ssp126,access-esm1-5
58,2008,177.15486400402241,ssp126,access-esm1-5
59,2009,175.80999688681138,ssp126,access-esm1-5
60,2010,185.83746699227922,ssp126,access-esm1-5
61,2011,188.22124932857517,ssp126,access-esm1-5
62,2012,186.90014465507033,ssp126,access-esm1-5
63,2013,177.05892537339025,ssp126,access-esm1-5
64,2014,179.31980984671574,ssp126,access-esm1-5
65,2015,193.69244869072244,ssp126,access-esm1-5
66,2016,177.34836647261136,ssp126,access-esm1-5
67,2017,182.627081979423,ssp126,access-esm1-5
68,2018,188.5083291916619,ssp126,access-esm1-5
69,2019,184.1704537956698,ssp126,access-esm1-5
70,2020,185.58956801931893,ssp126,access-esm1-5
71,2021,190.38927097018646,ssp126,access-esm1-5
72,2022,184.3006076854232,ssp126,access-esm1-5
73,2023,186.97708158173282,ssp126,access-esm1-5
74,2024,190.38497311329314,ssp126,access-esm1-5
75,2025,196.15691515814967,ssp126,access-esm1-5
76,2026,192.67019822245246,ssp126,access-esm1-5
77,2027,192.1773508754837,ssp126,access-esm1-5
78,2028,188.5966418533556,ssp126,access-esm1-5
