year,state,GrowingSea,scenario
2007,ID,128.1590726544454,ssp585
2008,ID,126.28672349366828,ssp585
2009,ID,126.04782955995564,ssp585
2010,ID,124.46129683908349,ssp585
2011,ID,128.60684966734283,ssp585
2012,ID,124.99237731343663,ssp585
2013,ID,134.99217296077734,ssp585
2014,ID,134.71237432526848,ssp585
2015,ID,131.0166013998676,ssp585
2016,ID,135.21519915480016,ssp585
2017,ID,134.98270370688476,ssp585
2018,ID,134.61051338323946,ssp585
2019,ID,137.52865107118805,ssp585
2020,ID,135.52098977116867,ssp585
2021,ID,135.54899635100884,ssp585
2022,ID,141.255484095204,ssp585
2023,ID,136.85809295852917,ssp585
2024,ID,140.5433554310698,ssp585
2025,ID,146.08898129350618,ssp585
2026,ID,134.1208595314855,ssp585
2027,ID,137.509938197168,ssp585
2028,ID,140.93468950502123,ssp585
2029,ID,139.97590838045338,ssp585
2030,ID,143.3069850707821,ssp585
2031,ID,144.1869829103182,ssp585
2032,ID,146.29572905630457,ssp585
2033,ID,142.0373049642834,ssp585
2034,ID,139.7733728120848,ssp585
2035,ID,142.25059436944545,ssp585
2036,ID,145.67459978441235,ssp585
2037,ID,144.52440656550155,ssp585
2038,ID,144.46784073457647,ssp585
2039,ID,145.93863555420697,ssp585
2040,ID,151.86135873382995,ssp585
2041,ID,154.05828450518064,ssp585
2042,ID,152.2018872093914,ssp585
2043,ID,152.37153019470048,ssp585
2044,ID,157.5817560886964,ssp585
2045,ID,152.57599464189482,ssp585
2046,ID,151.61287585265612,ssp585
2047,ID,156.20784472641938,ssp585
2048,ID,156.59285144005307,ssp585
2049,ID,159.05510955951263,ssp585
2050,ID,156.00201752429243,ssp585
2051,ID,156.6218749861171,ssp585
2052,ID,155.02278156295688,ssp585
2053,ID,153.65686620458087,ssp585
2054,ID,161.2119249066061,ssp585
2055,ID,159.46793799565347,ssp585
2056,ID,160.77775452465988,ssp585
2057,ID,161.5997846359842,ssp585
2058,ID,162.33433523134156,ssp585
2059,ID,168.02432192946586,ssp585
2060,ID,169.35080387770716,ssp585
2061,ID,168.26796042425082,ssp585
2062,ID,170.87374809910443,ssp585
2063,ID,169.8372080249151,ssp585
2064,ID,167.61006970384292,ssp585
2065,ID,167.8350254022227,ssp585
2066,ID,170.88890388007738,ssp585
2067,ID,176.15996044479607,ssp585
2068,ID,172.3535401172176,ssp585
2069,ID,178.28140292531685,ssp585
2070,ID,181.7124670259661,ssp585
2071,ID,175.54082884486354,ssp585
2072,ID,174.779270800464,ssp585
2073,ID,177.80921362664037,ssp585
2074,ID,178.40275115553712,ssp585
2075,ID,179.24567777357115,ssp585
2076,ID,178.82915644255644,ssp585
2077,ID,178.89410271136853,ssp585
2078,ID,177.18733031532662,ssp585
2079,ID,180.9394939383871,ssp585
2080,ID,186.27659986377472,ssp585
2081,ID,186.7796208123869,ssp585
2082,ID,189.22972650805255,ssp585
2083,ID,184.78347552833316,ssp585
2084,ID,186.45785524592532,ssp585
2085,ID,191.10991011412727,ssp585
2086,ID,194.04279857375866,ssp585
2087,ID,196.65065423523558,ssp585
2088,ID,192.09867639898408,ssp585
2089,ID,194.3132415387218,ssp585
2090,ID,197.19933176375446,ssp585
2091,ID,194.2534688505878,ssp585
2092,ID,190.67720379224232,ssp585
2093,ID,196.96218973059598,ssp585
2094,ID,198.7747425032641,ssp585
2095,ID,194.24260766832217,ssp585
2096,ID,199.45484659928766,ssp585
2097,ID,199.75668953937762,ssp585
2098,ID,202.75414775479948,ssp585
2099,ID,207.58597153163922,ssp585
2100,ID,203.82167387107862,ssp585
1950,NV,155.36912437155522,ssp585
1951,NV,150.54364272200354,ssp585
1952,NV,151.1941855928524,ssp585
1953,NV,149.5993945982252,ssp585
1954,NV,148.51328560354668,ssp585
1955,NV,150.3342480801442,ssp585
1956,NV,151.03185430354122,ssp585
1957,NV,147.69802128570566,ssp585
1958,NV,151.79747044204393,ssp585
1959,NV,152.97218627905005,ssp585
1960,NV,149.56893796173156,ssp585
1961,NV,150.66356086705622,ssp585
1962,NV,146.06465776995984,ssp585
1963,NV,149.4108257623046,ssp585
1964,NV,145.36710173973094,ssp585
1965,NV,146.07327841540607,ssp585
1966,NV,149.37773091227552,ssp585
1967,NV,141.99412163694268,ssp585
1968,NV,147.99084807208004,ssp585
1969,NV,144.53041987812458,ssp585
1970,NV,146.77361630090502,ssp585
1971,NV,148.3718322522941,ssp585
1972,NV,146.83022425211826,ssp585
1973,NV,151.0651098999868,ssp585
1974,NV,151.69307550129966,ssp585
1975,NV,149.69206001116626,ssp585
1976,NV,141.2954222498667,ssp585
1977,NV,152.91326814215506,ssp585
1978,NV,147.29523858139618,ssp585
1979,NV,149.24661672814764,ssp585
1980,NV,151.59087627552418,ssp585
1981,NV,152.4896279981385,ssp585
1982,NV,152.231870143987,ssp585
1983,NV,144.4311565025266,ssp585
1984,NV,151.18145486871384,ssp585
1985,NV,149.99833759712413,ssp585
1986,NV,150.27887753211556,ssp585
1987,NV,147.67230543474537,ssp585
1988,NV,149.0508891838384,ssp585
1989,NV,148.21644218567724,ssp585
1990,NV,151.25640484357498,ssp585
1991,NV,157.73961441195215,ssp585
1992,NV,152.93122621346245,ssp585
1993,NV,148.60181605316853,ssp585
1994,NV,152.8155716890339,ssp585
1995,NV,152.71166197485906,ssp585
1996,NV,159.2721702421919,ssp585
1997,NV,154.32535122253316,ssp585
1998,NV,155.34478234449855,ssp585
1999,NV,156.0811397538193,ssp585
2000,NV,156.3072166180011,ssp585
2001,NV,154.62030918470217,ssp585
2002,NV,157.825434358267,ssp585
2003,NV,157.68028396199227,ssp585
2004,NV,161.16387646909342,ssp585
2005,NV,162.166933763011,ssp585
2006,NV,159.19292785571977,ssp585
2007,NV,162.99907125537615,ssp585
2008,NV,159.66157561642484,ssp585
2009,NV,157.3025155879367,ssp585
2010,NV,158.24277356947448,ssp585
2011,NV,162.33890515404858,ssp585
2012,NV,163.0067933948584,ssp585
2013,NV,165.69344520896678,ssp585
2014,NV,166.75209641529085,ssp585
2015,NV,163.9449854478791,ssp585
2016,NV,165.36214438292524,ssp585
2017,NV,168.30327818227713,ssp585
2018,NV,168.38175846077147,ssp585
2019,NV,169.17717211564724,ssp585
2020,NV,166.09735941002108,ssp585
2021,NV,167.80568048031304,ssp585
2022,NV,171.13726531501382,ssp585
2023,NV,170.10697784266532,ssp585
2024,NV,168.93671473560758,ssp585
2025,NV,175.6577547255337,ssp585
2026,NV,168.16193463444495,ssp585
2027,NV,168.3651990177,ssp585
2028,NV,170.3111306055425,ssp585
2029,NV,172.583516785157,ssp585
2030,NV,176.34723180152383,ssp585
2031,NV,170.49716407450873,ssp585
2032,NV,173.42067199453442,ssp585
2033,NV,172.1773659504241,ssp585
2034,NV,172.44619777351681,ssp585
2035,NV,170.03882264006913,ssp585
2036,NV,176.8390991797774,ssp585
2037,NV,175.2518980551094,ssp585
2038,NV,171.68783914027432,ssp585
2039,NV,174.34865162653662,ssp585
2040,NV,178.77742422533737,ssp585
2041,NV,180.02957182688903,ssp585
2042,NV,178.05863971077713,ssp585
2043,NV,176.32998700896013,ssp585
2044,NV,184.00592595799245,ssp585
2045,NV,180.50321032745174,ssp585
2046,NV,177.65283005613315,ssp585
2047,NV,182.5792118722494,ssp585
2048,NV,186.0215675398837,ssp585
2049,NV,186.22791114320376,ssp585
2050,NV,182.9678270367388,ssp585
2051,NV,185.36344192194227,ssp585
2052,NV,185.81348699906005,ssp585
2053,NV,179.11250476744314,ssp585
2054,NV,188.0766039246741,ssp585
2055,NV,187.10874655165532,ssp585
2056,NV,183.82396476012852,ssp585
2057,NV,188.78372932580922,ssp585
2058,NV,191.39470275117228,ssp585
2059,NV,192.15210097694296,ssp585
2060,NV,192.8085055784731,ssp585
2061,NV,192.70725615335445,ssp585
2062,NV,194.52594530783813,ssp585
2063,NV,192.6352119679305,ssp585
2064,NV,194.0280552140744,ssp585
2065,NV,194.11391660227486,ssp585
2066,NV,196.6527151233896,ssp585
2067,NV,198.7280540947326,ssp585
2068,NV,196.53788675290238,ssp585
2069,NV,203.71492452219468,ssp585
2070,NV,203.98050487576776,ssp585
2071,NV,201.09912248880482,ssp585
2072,NV,197.62104953491811,ssp585
2073,NV,202.73384157806862,ssp585
2074,NV,201.1595085130799,ssp585
2075,NV,203.89195464924526,ssp585
2076,NV,199.11628831213557,ssp585
2077,NV,198.51686998588357,ssp585
2078,NV,202.94929882156356,ssp585
2079,NV,203.33380708638398,ssp585
2080,NV,205.41833684276884,ssp585
2081,NV,208.33519541353337,ssp585
2082,NV,210.7460461451785,ssp585
2083,NV,206.78361018043043,ssp585
2084,NV,207.45830426882767,ssp585
2085,NV,211.10832067912764,ssp585
2086,NV,213.25043491396178,ssp585
2087,NV,212.82359161432154,ssp585
2088,NV,212.24358770477102,ssp585
2089,NV,217.88579512983787,ssp585
2090,NV,214.21032815394813,ssp585
2091,NV,216.75654059063316,ssp585
2092,NV,212.01340603096298,ssp585
2093,NV,217.5605903411294,ssp585
2094,NV,219.40665980140997,ssp585
2095,NV,216.16110919651845,ssp585
2096,NV,219.69653944934913,ssp585
2097,NV,217.8932497180125,ssp585
2098,NV,220.61603582755222,ssp585
2099,NV,224.9419321591917,ssp585
2100,NV,221.97453555798057,ssp585
1950,IL,181.13423261094306,ssp585
1951,IL,180.53751171213162,ssp585
1952,IL,179.72422154978514,ssp585
1953,IL,176.24319684643194,ssp585
1954,IL,184.6889893915044,ssp585
1955,IL,183.71868736840747,ssp585
1956,IL,184.22255671547663,ssp585
1957,IL,179.6884961885635,ssp585
1958,IL,182.68324451346786,ssp585
1959,IL,175.87850839472242,ssp585
1960,IL,183.49665944271356,ssp585
1961,IL,183.26760487309843,ssp585
1962,IL,182.09897614968764,ssp585
1963,IL,175.24504020656119,ssp585
1964,IL,180.90457195976722,ssp585
1965,IL,179.55461189998226,ssp585
1966,IL,184.7538829057047,ssp585
1967,IL,181.68873726530782,ssp585
1968,IL,178.88272815129403,ssp585
1969,IL,180.11421443284183,ssp585
1970,IL,180.88582718067656,ssp585
1971,IL,178.2775560288362,ssp585
1972,IL,187.18163721113987,ssp585
1973,IL,186.58222477031723,ssp585
1974,IL,177.29022462206834,ssp585
1975,IL,187.92109444196666,ssp585
1976,IL,180.91537622525337,ssp585
1977,IL,178.58428513645563,ssp585
1978,IL,183.87850591433323,ssp585
1979,IL,186.32163657640046,ssp585
1980,IL,188.52645999874517,ssp585
1981,IL,183.87839745457993,ssp585
1982,IL,184.80558527505295,ssp585
1983,IL,177.4665267580316,ssp585
1984,IL,182.51320970342016,ssp585
1985,IL,184.03859996911578,ssp585
1986,IL,184.1608844610874,ssp585
1987,IL,186.52023947256274,ssp585
1988,IL,186.2831634740904,ssp585
1989,IL,187.08366899399022,ssp585
1990,IL,184.54020698784987,ssp585
1991,IL,187.43908741431338,ssp585
1992,IL,182.86157283320057,ssp585
1993,IL,185.48000810450515,ssp585
1994,IL,190.37535181611892,ssp585
1995,IL,185.80140730681217,ssp585
1996,IL,192.18573514653804,ssp585
1997,IL,186.9928303540853,ssp585
1998,IL,190.1081147530326,ssp585
1999,IL,183.7201265209415,ssp585
2000,IL,184.1372286344081,ssp585
2001,IL,187.1637252318769,ssp585
2002,IL,195.34279014901605,ssp585
2003,IL,184.45596162454126,ssp585
2004,IL,200.29732315406665,ssp585
2005,IL,193.6555011598148,ssp585
2006,IL,191.63130093631725,ssp585
2007,IL,194.96560593578323,ssp585
2008,IL,193.40209309296037,ssp585
2009,IL,196.5343620621876,ssp585
2010,IL,196.29708322649225,ssp585
2011,IL,195.44606016969607,ssp585
2012,IL,192.8922199895991,ssp585
2013,IL,194.20546170575463,ssp585
2014,IL,188.88871471146652,ssp585
2015,IL,197.33952502886493,ssp585
2016,IL,197.22891902022795,ssp585
2017,IL,190.896146733208,ssp585
2018,IL,193.2696081867676,ssp585
2019,IL,197.28673678927365,ssp585
2020,IL,201.9097259109599,ssp585
2021,IL,202.94188951983529,ssp585
2022,IL,201.67515015507368,ssp585
2023,IL,203.045897580367,ssp585
2024,IL,195.22595349224122,ssp585
2025,IL,196.5567117178005,ssp585
2026,IL,199.8296358531801,ssp585
2027,IL,201.8064521271645,ssp585
2028,IL,202.9196984563409,ssp585
2029,IL,200.30261397937463,ssp585
2030,IL,197.79276302421377,ssp585
2031,IL,198.63377740569035,ssp585
2032,IL,204.33982696768186,ssp585
2033,IL,205.22758759829287,ssp585
2034,IL,200.1680308124032,ssp585
2035,IL,198.73296625019918,ssp585
2036,IL,204.90312233457553,ssp585
2037,IL,206.79480755992026,ssp585
2038,IL,199.2906162629484,ssp585
2039,IL,200.73307674867516,ssp585
2040,IL,205.00783369879863,ssp585
2041,IL,213.20798742209072,ssp585
2042,IL,206.41119191827676,ssp585
2043,IL,212.59171293415173,ssp585
2044,IL,212.3246161932645,ssp585
2045,IL,210.56819009915162,ssp585
2046,IL,204.41266522379198,ssp585
2047,IL,202.46989433297196,ssp585
2048,IL,206.2708514132175,ssp585
2049,IL,211.6066041063958,ssp585
2050,IL,209.74222154299918,ssp585
2051,IL,212.46146717018357,ssp585
2052,IL,215.35893780214317,ssp585
2053,IL,219.59119138284137,ssp585
2054,IL,212.3305558026031,ssp585
2055,IL,213.25492652124683,ssp585
2056,IL,218.90944332115697,ssp585
2057,IL,215.28614916971387,ssp585
2058,IL,218.60997235888055,ssp585
2059,IL,222.94464157898787,ssp585
2060,IL,214.37015601338643,ssp585
2061,IL,226.36483610425327,ssp585
2062,IL,221.5893771709413,ssp585
2063,IL,218.48422253285636,ssp585
2064,IL,220.83683314896481,ssp585
2065,IL,223.35027933049778,ssp585
2066,IL,217.24041742267585,ssp585
2067,IL,224.68577544587862,ssp585
2068,IL,226.01872102466967,ssp585
2069,IL,224.9698824917306,ssp585
2070,IL,230.00835626224347,ssp585
2071,IL,229.25800895391072,ssp585
2072,IL,227.11585801110814,ssp585
2073,IL,228.38001813692108,ssp585
2074,IL,226.14668942290197,ssp585
2075,IL,226.2796425929721,ssp585
2076,IL,230.09975001483656,ssp585
2077,IL,238.3726504177833,ssp585
2078,IL,221.38974364950562,ssp585
2079,IL,234.6755726358791,ssp585
2080,IL,231.95737755887714,ssp585
2081,IL,235.63946610263247,ssp585
2082,IL,233.94584453505865,ssp585
2083,IL,239.7257930876724,ssp585
2084,IL,236.6162906933026,ssp585
2085,IL,241.76288684895124,ssp585
2086,IL,239.25421946895213,ssp585
2087,IL,239.44732450388437,ssp585
2088,IL,238.9020591677075,ssp585
2089,IL,241.1899513886024,ssp585
2090,IL,235.89965489725262,ssp585
2091,IL,250.13951854854574,ssp585
2092,IL,246.4270453825049,ssp585
2093,IL,238.67331171485353,ssp585
2094,IL,245.41309353246135,ssp585
2095,IL,244.40540819338307,ssp585
2096,IL,241.30442805298404,ssp585
2097,IL,246.24249966926035,ssp585
2098,IL,246.75146561130998,ssp585
2099,IL,256.28829649193324,ssp585
2100,IL,247.3587855524097,ssp585
1950,VT,130.84636279992296,ssp585
1951,VT,135.20259789031863,ssp585
1952,VT,129.48523256836805,ssp585
1953,VT,130.31766969573565,ssp585
1954,VT,135.20519161031154,ssp585
1955,VT,130.2745326751786,ssp585
1956,VT,130.24099392208433,ssp585
1957,VT,128.52751533776691,ssp585
1958,VT,134.57133635727018,ssp585
1959,VT,129.36234511760316,ssp585
1960,VT,125.90545972764468,ssp585
1961,VT,130.88520880410803,ssp585
1962,VT,130.09316488340065,ssp585
1963,VT,128.1775606476963,ssp585
1964,VT,125.85665654640026,ssp585
1965,VT,124.21028494425258,ssp585
1966,VT,125.0717706234612,ssp585
1967,VT,127.9382249671153,ssp585
1968,VT,125.8009073791582,ssp585
1969,VT,124.26375088939976,ssp585
1970,VT,124.59788729171899,ssp585
1971,VT,127.21816677402681,ssp585
1972,VT,132.21384561592504,ssp585
1973,VT,130.87538968216614,ssp585
1974,VT,126.40301744838784,ssp585
1975,VT,127.25429445023147,ssp585
1976,VT,125.78886146415202,ssp585
1977,VT,127.95720085275518,ssp585
1978,VT,130.86947904725346,ssp585
1979,VT,130.78225509214664,ssp585
1980,VT,131.22606746236676,ssp585
1981,VT,125.97274211055084,ssp585
1982,VT,128.79706238187134,ssp585
1983,VT,127.25036621979099,ssp585
1984,VT,124.41408309960889,ssp585
1985,VT,128.42416939699044,ssp585
1986,VT,133.12657411253002,ssp585
1987,VT,133.55215789460487,ssp585
1988,VT,133.17144843075,ssp585
1989,VT,133.01296394408914,ssp585
1990,VT,131.58615737320028,ssp585
1991,VT,132.04364804549274,ssp585
1992,VT,123.517446874237,ssp585
1993,VT,127.17691690298257,ssp585
1994,VT,137.18141925637943,ssp585
1995,VT,135.18629537307174,ssp585
1996,VT,132.1291710561346,ssp585
1997,VT,133.8381298394784,ssp585
1998,VT,136.58970823149846,ssp585
1999,VT,137.77365920037198,ssp585
2000,VT,137.39857594447398,ssp585
2001,VT,138.4735323752146,ssp585
2002,VT,133.2213766241418,ssp585
2003,VT,139.88529285321334,ssp585
2004,VT,137.6058843909162,ssp585
2005,VT,134.42022492220383,ssp585
2006,VT,139.7324919092061,ssp585
2007,VT,137.3812742919484,ssp585
2008,VT,140.6400680930239,ssp585
2009,VT,144.72627809328847,ssp585
2010,VT,141.4792808252405,ssp585
2011,VT,138.7440823092065,ssp585
2012,VT,138.9024815298372,ssp585
2013,VT,143.23583932972443,ssp585
2014,VT,138.96006514474794,ssp585
2015,VT,142.8993145767172,ssp585
2016,VT,142.8447323050992,ssp585
2017,VT,145.35780191137087,ssp585
2018,VT,141.83075092212732,ssp585
2019,VT,145.55132803260568,ssp585
2020,VT,142.2857179978591,ssp585
2021,VT,142.7057121938723,ssp585
2022,VT,144.25122422423183,ssp585
2023,VT,146.32359879235997,ssp585
2024,VT,144.9613386401176,ssp585
2025,VT,142.92685345530566,ssp585
2026,VT,149.54239182122276,ssp585
2027,VT,147.38108499130513,ssp585
2028,VT,148.08357587081164,ssp585
2029,VT,150.5011437022131,ssp585
2030,VT,150.42476625270695,ssp585
2031,VT,145.34527564705857,ssp585
2032,VT,149.80982405408307,ssp585
2033,VT,152.15976793122496,ssp585
2034,VT,148.98811434511984,ssp585
2035,VT,154.6536917318852,ssp585
2036,VT,153.83277714387026,ssp585
2037,VT,155.87955624869926,ssp585
2038,VT,153.65549573109135,ssp585
2039,VT,153.97407779990772,ssp585
2040,VT,156.61802635364916,ssp585
2041,VT,156.22428436055478,ssp585
2042,VT,154.51026160954592,ssp585
2043,VT,158.89390261532648,ssp585
2044,VT,159.94901881429294,ssp585
2045,VT,160.6765334862092,ssp585
2046,VT,161.71172990313232,ssp585
2047,VT,160.41132149973907,ssp585
2048,VT,157.68804896648172,ssp585
2049,VT,159.9963139073896,ssp585
2050,VT,162.88122834521263,ssp585
2051,VT,160.4330287691406,ssp585
2052,VT,162.62182727162414,ssp585
2053,VT,167.0925984573697,ssp585
2054,VT,160.41993090176328,ssp585
2055,VT,161.38346500033893,ssp585
2056,VT,169.84794578707184,ssp585
2057,VT,163.7037255894147,ssp585
2058,VT,164.9460920736641,ssp585
2059,VT,164.42986881901302,ssp585
2060,VT,168.23051850191126,ssp585
2061,VT,163.86270214834892,ssp585
2062,VT,165.80235064890505,ssp585
2063,VT,168.5043143894238,ssp585
2064,VT,163.1719466195387,ssp585
2065,VT,173.4334364998536,ssp585
2066,VT,169.71582132794026,ssp585
2067,VT,170.32252022253348,ssp585
2068,VT,167.904317274074,ssp585
2069,VT,175.4242022780046,ssp585
2070,VT,175.99383317961428,ssp585
2071,VT,181.28307248982054,ssp585
2072,VT,173.1085702427948,ssp585
2073,VT,178.8505758140477,ssp585
2074,VT,173.7579606672465,ssp585
2075,VT,181.25786655946072,ssp585
2076,VT,181.40841982478898,ssp585
2077,VT,185.13127758262084,ssp585
2078,VT,178.4968378396154,ssp585
2079,VT,187.83845396643008,ssp585
2080,VT,180.30746370031417,ssp585
2081,VT,189.07638164824374,ssp585
2082,VT,188.7671730134578,ssp585
2083,VT,189.72395251087536,ssp585
2084,VT,181.79940314560605,ssp585
2085,VT,184.13255142750626,ssp585
2086,VT,185.7966871442357,ssp585
2087,VT,183.78886885292306,ssp585
2088,VT,186.46553591979674,ssp585
2089,VT,187.64197108106003,ssp585
2090,VT,193.01149738066897,ssp585
2091,VT,188.8136827401111,ssp585
2092,VT,191.54911625503905,ssp585
2093,VT,192.4729139882186,ssp585
2094,VT,192.09142248527274,ssp585
2095,VT,195.27078135700404,ssp585
2096,VT,193.13115173168396,ssp585
2097,VT,195.62228983394047,ssp585
2098,VT,199.0377242341145,ssp585
2099,VT,201.18502029739136,ssp585
2100,VT,199.49686175801182,ssp585
1950,NJ,187.60948844175746,ssp585
1951,NJ,185.55870064982656,ssp585
1952,NJ,188.47168346868673,ssp585
1953,NJ,191.13406168055124,ssp585
1954,NJ,184.58090376308246,ssp585
1955,NJ,187.3502695213241,ssp585
1956,NJ,186.2815301954124,ssp585
1957,NJ,183.85130366015483,ssp585
1958,NJ,188.1702200332234,ssp585
1959,NJ,183.34203532259727,ssp585
1960,NJ,185.1054036067881,ssp585
1961,NJ,185.11154943082875,ssp585
1962,NJ,185.30317012008115,ssp585
1963,NJ,183.64806420168927,ssp585
1964,NJ,183.52949928463872,ssp585
1965,NJ,181.8476739266383,ssp585
1966,NJ,190.07431870402687,ssp585
1967,NJ,190.27724861591463,ssp585
1968,NJ,184.08204590762406,ssp585
1969,NJ,180.7816579862339,ssp585
1970,NJ,182.9310390073606,ssp585
1971,NJ,181.7449700187923,ssp585
1972,NJ,185.3081193627462,ssp585
1973,NJ,188.0640347934083,ssp585
1974,NJ,187.83663209653213,ssp585
1975,NJ,188.30681211822747,ssp585
1976,NJ,183.7686060522077,ssp585
1977,NJ,181.0818375871779,ssp585
1978,NJ,188.35763261666645,ssp585
1979,NJ,191.13220204870007,ssp585
1980,NJ,189.98251531274863,ssp585
1981,NJ,186.13358223783487,ssp585
1982,NJ,185.39049429726919,ssp585
1983,NJ,184.32574093223863,ssp585
1984,NJ,185.6957206780365,ssp585
1985,NJ,186.13323146879225,ssp585
1986,NJ,190.7327954805544,ssp585
1987,NJ,190.60020522065284,ssp585
1988,NJ,188.96259772434243,ssp585
1989,NJ,194.46089475886959,ssp585
1990,NJ,187.99190061668233,ssp585
1991,NJ,189.4824440675423,ssp585
1992,NJ,182.1275681731697,ssp585
1993,NJ,187.7759294383836,ssp585
1994,NJ,194.49792856299334,ssp585
1995,NJ,191.8144248617615,ssp585
1996,NJ,193.1341221130049,ssp585
1997,NJ,193.833349982782,ssp585
1998,NJ,192.8311131806947,ssp585
1999,NJ,191.52668966849444,ssp585
2000,NJ,190.9533002396177,ssp585
2001,NJ,191.236528578375,ssp585
