,year,growing_seas_length_days,scenario,model
39,1989,183.65965150413737,ssp585,mpi-esm1-2-lr
40,1990,182.90861569496394,ssp585,mpi-esm1-2-lr
41,1991,176.91674834282418,ssp585,mpi-esm1-2-lr
42,1992,180.73789374465304,ssp585,mpi-esm1-2-lr
43,1993,168.38015129274905,ssp585,mpi-esm1-2-lr
44,1994,186.96036380409137,ssp585,mpi-esm1-2-lr
45,1995,178.01401574286447,ssp585,mpi-esm1-2-lr
46,1996,191.0267790811119,ssp585,mpi-esm1-2-lr
47,1997,179.41654531637613,ssp585,mpi-esm1-2-lr
48,1998,174.30650269659424,ssp585,mpi-esm1-2-lr
49,1999,186.59255761262358,ssp585,mpi-esm1-2-lr
50,2000,176.6294905410915,ssp585,mpi-esm1-2-lr
51,2001,178.72931086179162,ssp585,mpi-esm1-2-lr
52,2002,183.5972286793956,ssp585,mpi-esm1-2-lr
53,2003,180.3978631407197,ssp585,mpi-esm1-2-lr
54,2004,198.08912296900613,ssp585,mpi-esm1-2-lr
55,2005,184.3305914298074,ssp585,mpi-esm1-2-lr
56,2006,195.0333417915539,ssp585,mpi-esm1-2-lr
57,2007,186.19783754188384,ssp585,mpi-esm1-2-lr
58,2008,187.930314964491,ssp585,mpi-esm1-2-lr
59,2009,186.9728309174357,ssp585,mpi-esm1-2-lr
60,2010,189.0887303965418,ssp585,mpi-esm1-2-lr
61,2011,191.55031135702714,ssp585,mpi-esm1-2-lr
62,2012,185.00688070174806,ssp585,mpi-esm1-2-lr
63,2013,190.30939337241648,ssp585,mpi-esm1-2-lr
64,2014,188.40674296590353,ssp585,mpi-esm1-2-lr
65,2015,194.40475555954376,ssp585,mpi-esm1-2-lr
66,2016,195.7621425508518,ssp585,mpi-esm1-2-lr
67,2017,187.34484439616963,ssp585,mpi-esm1-2-lr
68,2018,190.71573929118426,ssp585,mpi-esm1-2-lr
69,2019,188.0440148562698,ssp585,mpi-esm1-2-lr
70,2020,188.55010355792635,ssp585,mpi-esm1-2-lr
71,2021,195.82816306187013,ssp585,mpi-esm1-2-lr
72,2022,191.4388227296985,ssp585,mpi-esm1-2-lr
73,2023,190.8003192998742,ssp585,mpi-esm1-2-lr
74,2024,193.7576195352487,ssp585,mpi-esm1-2-lr
75,2025,190.03756848436362,ssp585,mpi-esm1-2-lr
76,2026,192.5717940085454,ssp585,mpi-esm1-2-lr
77,2027,191.40381323434775,ssp585,mpi-esm1-2-lr
78,2028,196.4212155897413,ssp585,mpi-esm1-2-lr
79,2029,192.59444359727013,ssp585,mpi-esm1-2-lr
80,2030,189.7599409251293,ssp585,mpi-esm1-2-lr
81,2031,192.15919807506037,ssp585,mpi-esm1-2-lr
82,2032,199.76846007981084,ssp585,mpi-esm1-2-lr
83,2033,208.43549566493243,ssp585,mpi-esm1-2-lr
84,2034,199.41952552931912,ssp585,mpi-esm1-2-lr
85,2035,197.93883896763,ssp585,mpi-esm1-2-lr
86,2036,197.78346419474263,ssp585,mpi-esm1-2-lr
87,2037,202.46900103669242,ssp585,mpi-esm1-2-lr
88,2038,197.32106678542291,ssp585,mpi-esm1-2-lr
89,2039,191.72803373712858,ssp585,mpi-esm1-2-lr
90,2040,188.23502680537658,ssp585,mpi-esm1-2-lr
91,2041,200.91363307122447,ssp585,mpi-esm1-2-lr
92,2042,203.5507679535724,ssp585,mpi-esm1-2-lr
93,2043,203.26265325349533,ssp585,mpi-esm1-2-lr
94,2044,199.1502048239612,ssp585,mpi-esm1-2-lr
95,2045,219.2270840672064,ssp585,mpi-esm1-2-lr
96,2046,198.8551356122824,ssp585,mpi-esm1-2-lr
97,2047,188.08733128629612,ssp585,mpi-esm1-2-lr
98,2048,197.06046589595994,ssp585,mpi-esm1-2-lr
99,2049,200.7121988695612,ssp585,mpi-esm1-2-lr
100,2050,200.04326355651486,ssp585,mpi-esm1-2-lr
101,2051,202.90907828251477,ssp585,mpi-esm1-2-lr
102,2052,210.22338407119742,ssp585,mpi-esm1-2-lr
103,2053,211.21124483108846,ssp585,mpi-esm1-2-lr
104,2054,203.2637003500301,ssp585,mpi-esm1-2-lr
105,2055,204.90504224797326,ssp585,mpi-esm1-2-lr
106,2056,212.82588836704792,ssp585,mpi-esm1-2-lr
107,2057,209.96007408544602,ssp585,mpi-esm1-2-lr
108,2058,210.88068072621664,ssp585,mpi-esm1-2-lr
109,2059,211.40611254825157,ssp585,mpi-esm1-2-lr
110,2060,207.41925723891543,ssp585,mpi-esm1-2-lr
111,2061,209.83546063579547,ssp585,mpi-esm1-2-lr
112,2062,212.18083269284557,ssp585,mpi-esm1-2-lr
113,2063,212.89409651898902,ssp585,mpi-esm1-2-lr
114,2064,218.80214574588032,ssp585,mpi-esm1-2-lr
115,2065,212.86410238130358,ssp585,mpi-esm1-2-lr
116,2066,209.56773564057136,ssp585,mpi-esm1-2-lr
117,2067,215.54903015767945,ssp585,mpi-esm1-2-lr
118,2068,217.52271528605934,ssp585,mpi-esm1-2-lr
119,2069,216.42050153008805,ssp585,mpi-esm1-2-lr
120,2070,227.76135552309597,ssp585,mpi-esm1-2-lr
121,2071,227.2525830264261,ssp585,mpi-esm1-2-lr
122,2072,217.63792350678673,ssp585,mpi-esm1-2-lr
123,2073,224.3892629170305,ssp585,mpi-esm1-2-lr
124,2074,233.78502410732793,ssp585,mpi-esm1-2-lr
125,2075,225.13765458701045,ssp585,mpi-esm1-2-lr
126,2076,224.50438092411662,ssp585,mpi-esm1-2-lr
127,2077,229.1428426398394,ssp585,mpi-esm1-2-lr
128,2078,225.72441485923912,ssp585,mpi-esm1-2-lr
129,2079,219.84070356332612,ssp585,mpi-esm1-2-lr
130,2080,227.05613997036272,ssp585,mpi-esm1-2-lr
131,2081,217.83697353308384,ssp585,mpi-esm1-2-lr
132,2082,240.5346151153355,ssp585,mpi-esm1-2-lr
133,2083,225.88510921250776,ssp585,mpi-esm1-2-lr
134,2084,237.3106232273623,ssp585,mpi-esm1-2-lr
135,2085,230.21291422361682,ssp585,mpi-esm1-2-lr
136,2086,243.12949822130759,ssp585,mpi-esm1-2-lr
137,2087,231.96739631874397,ssp585,mpi-esm1-2-lr
138,2088,236.95781739865834,ssp585,mpi-esm1-2-lr
139,2089,236.3553214441843,ssp585,mpi-esm1-2-lr
140,2090,233.509375984678,ssp585,mpi-esm1-2-lr
141,2091,246.34918708252775,ssp585,mpi-esm1-2-lr
142,2092,236.3651058814224,ssp585,mpi-esm1-2-lr
143,2093,233.96823562222986,ssp585,mpi-esm1-2-lr
144,2094,236.55355687343288,ssp585,mpi-esm1-2-lr
145,2095,233.1182351844959,ssp585,mpi-esm1-2-lr
146,2096,240.81745308390725,ssp585,mpi-esm1-2-lr
147,2097,236.8918248229177,ssp585,mpi-esm1-2-lr
148,2098,253.76743930746164,ssp585,mpi-esm1-2-lr
149,2099,243.33875616380146,ssp585,mpi-esm1-2-lr
150,2100,245.5271595429485,ssp585,mpi-esm1-2-lr
0,1950,179.0331334174428,ssp585,canesm5
1,1951,173.4676790469086,ssp585,canesm5
2,1952,167.05606643024828,ssp585,canesm5
3,1953,174.02417487812076,ssp585,canesm5
4,1954,176.41041355123994,ssp585,canesm5
5,1955,177.2483437034228,ssp585,canesm5
6,1956,172.4501946084659,ssp585,canesm5
7,1957,168.5087372554496,ssp585,canesm5
8,1958,180.53811351430735,ssp585,canesm5
9,1959,167.48087306657467,ssp585,canesm5
10,1960,175.15155608607148,ssp585,canesm5
11,1961,169.23678672557273,ssp585,canesm5
12,1962,185.30997906059878,ssp585,canesm5
13,1963,168.46057280362353,ssp585,canesm5
14,1964,165.71524635607784,ssp585,canesm5
15,1965,171.33322395444247,ssp585,canesm5
16,1966,172.06719826026477,ssp585,canesm5
17,1967,171.96327496759315,ssp585,canesm5
18,1968,171.6423970033609,ssp585,canesm5
19,1969,174.15732066684262,ssp585,canesm5
20,1970,163.14031136280292,ssp585,canesm5
21,1971,167.19980842434884,ssp585,canesm5
22,1972,171.15314255480024,ssp585,canesm5
23,1973,175.1682634875958,ssp585,canesm5
24,1974,172.0830931804019,ssp585,canesm5
25,1975,175.41846204968888,ssp585,canesm5
26,1976,174.13359998069024,ssp585,canesm5
27,1977,180.48725174498804,ssp585,canesm5
28,1978,172.9261337526473,ssp585,canesm5
29,1979,176.31632727065272,ssp585,canesm5
30,1980,165.1227974190643,ssp585,canesm5
31,1981,183.21923132449479,ssp585,canesm5
32,1982,176.60175556832047,ssp585,canesm5
33,1983,176.92850273219037,ssp585,canesm5
34,1984,180.8128948277517,ssp585,canesm5
35,1985,179.34273732191372,ssp585,canesm5
36,1986,176.74513659036947,ssp585,canesm5
37,1987,180.38186492857912,ssp585,canesm5
38,1988,174.5322928703229,ssp585,canesm5
39,1989,182.2801470075054,ssp585,canesm5
40,1990,177.1799860079857,ssp585,canesm5
41,1991,173.41876888412293,ssp585,canesm5
42,1992,175.8068922950314,ssp585,canesm5
43,1993,178.81719857025726,ssp585,canesm5
44,1994,187.54139467709535,ssp585,canesm5
45,1995,191.72131918896974,ssp585,canesm5
46,1996,180.5283212070432,ssp585,canesm5
47,1997,188.05248786427794,ssp585,canesm5
48,1998,190.4754094983546,ssp585,canesm5
49,1999,190.5229790401521,ssp585,canesm5
50,2000,189.27856518112753,ssp585,canesm5
51,2001,184.93592750837277,ssp585,canesm5
52,2002,189.76368195249023,ssp585,canesm5
53,2003,185.7269896658844,ssp585,canesm5
54,2004,190.65188162787456,ssp585,canesm5
55,2005,189.6328465632089,ssp585,canesm5
56,2006,191.67674570690204,ssp585,canesm5
57,2007,186.9292862746052,ssp585,canesm5
58,2008,187.3972144458666,ssp585,canesm5
59,2009,192.8222484822095,ssp585,canesm5
60,2010,201.59831706938348,ssp585,canesm5
61,2011,198.07790633915525,ssp585,canesm5
62,2012,196.58103436214466,ssp585,canesm5
63,2013,202.7752418058026,ssp585,canesm5
64,2014,201.7482044954643,ssp585,canesm5
65,2015,196.34510330278255,ssp585,canesm5
66,2016,193.4509196966857,ssp585,canesm5
67,2017,199.69698646448924,ssp585,canesm5
68,2018,212.47579423030828,ssp585,canesm5
69,2019,196.73888391936444,ssp585,canesm5
70,2020,202.25244445930528,ssp585,canesm5
71,2021,201.32474985414555,ssp585,canesm5
72,2022,199.84929242313856,ssp585,canesm5
73,2023,201.0390020983538,ssp585,canesm5
74,2024,200.297514968896,ssp585,canesm5
75,2025,213.48091581927517,ssp585,canesm5
76,2026,196.72763606909382,ssp585,canesm5
77,2027,202.79607031053413,ssp585,canesm5
78,2028,194.84270224449992,ssp585,canesm5
79,2029,212.3132598509001,ssp585,canesm5
80,2030,207.5822809403827,ssp585,canesm5
81,2031,209.26514385649887,ssp585,canesm5
82,2032,207.0226382331097,ssp585,canesm5
83,2033,223.11013501923566,ssp585,canesm5
84,2034,209.5467329091171,ssp585,canesm5
85,2035,222.26157604370883,ssp585,canesm5
86,2036,211.21107645255844,ssp585,canesm5
87,2037,219.2284520555368,ssp585,canesm5
88,2038,212.33916730492058,ssp585,canesm5
89,2039,224.29646549133716,ssp585,canesm5
90,2040,234.5449729975005,ssp585,canesm5
91,2041,228.49116412898678,ssp585,canesm5
92,2042,232.91443626531876,ssp585,canesm5
93,2043,222.8508123117318,ssp585,canesm5
94,2044,238.81151795165766,ssp585,canesm5
95,2045,226.6505564267917,ssp585,canesm5
96,2046,219.28149531766508,ssp585,canesm5
97,2047,232.55766064102247,ssp585,canesm5
98,2048,234.78123007769864,ssp585,canesm5
99,2049,237.79897114899202,ssp585,canesm5
100,2050,227.7639000131551,ssp585,canesm5
101,2051,235.4540723125956,ssp585,canesm5
102,2052,232.55168686714592,ssp585,canesm5
103,2053,242.36844128731238,ssp585,canesm5
104,2054,239.72018730287766,ssp585,canesm5
105,2055,226.45426942356463,ssp585,canesm5
106,2056,247.2248761166459,ssp585,canesm5
107,2057,249.64206324389383,ssp585,canesm5
108,2058,241.08771252025758,ssp585,canesm5
109,2059,249.40809326155224,ssp585,canesm5
110,2060,256.7352375820811,ssp585,canesm5
111,2061,247.3873363138456,ssp585,canesm5
112,2062,255.05996861349058,ssp585,canesm5
113,2063,243.3500911019198,ssp585,canesm5
114,2064,256.93830637799465,ssp585,canesm5
115,2065,260.87048144890423,ssp585,canesm5
116,2066,256.75003722825625,ssp585,canesm5
117,2067,250.51962242684294,ssp585,canesm5
118,2068,257.2766230259819,ssp585,canesm5
119,2069,249.23653971218332,ssp585,canesm5
120,2070,253.46269193112533,ssp585,canesm5
121,2071,258.79199089523394,ssp585,canesm5
122,2072,263.74450009332736,ssp585,canesm5
123,2073,262.77167845149484,ssp585,canesm5
124,2074,267.91721751143245,ssp585,canesm5
125,2075,253.53493085081402,ssp585,canesm5
126,2076,258.2310379171861,ssp585,canesm5
127,2077,264.9785584355325,ssp585,canesm5
128,2078,272.0046645494662,ssp585,canesm5
129,2079,275.96490729382464,ssp585,canesm5
130,2080,271.62239198562196,ssp585,canesm5
131,2081,271.1974670413476,ssp585,canesm5
132,2082,274.7943721271604,ssp585,canesm5
133,2083,269.3414186665196,ssp585,canesm5
134,2084,276.7301322828663,ssp585,canesm5
135,2085,281.9236789921248,ssp585,canesm5
136,2086,281.35083116971066,ssp585,canesm5
137,2087,268.4844687289551,ssp585,canesm5
138,2088,279.8299853648062,ssp585,canesm5
139,2089,279.3281851847996,ssp585,canesm5
140,2090,274.95491673107455,ssp585,canesm5
141,2091,290.04313461756067,ssp585,canesm5
142,2092,289.80908987244317,ssp585,canesm5
143,2093,283.81721454185947,ssp585,canesm5
144,2094,286.80674545371346,ssp585,canesm5
145,2095,297.778601266968,ssp585,canesm5
146,2096,298.04178056758224,ssp585,canesm5
147,2097,287.2948926974809,ssp585,canesm5
148,2098,301.19440917947367,ssp585,canesm5
149,2099,294.9107962145084,ssp585,canesm5
150,2100,288.36654584715023,ssp585,canesm5
0,1950,166.73731446765927,ssp585,mri-esm2-0
1,1951,174.31588153100353,ssp585,mri-esm2-0
2,1952,174.54906934340232,ssp585,mri-esm2-0
3,1953,167.57226541359336,ssp585,mri-esm2-0
4,1954,168.95029065896543,ssp585,mri-esm2-0
5,1955,178.12116383693234,ssp585,mri-esm2-0
6,1956,176.05724200486472,ssp585,mri-esm2-0
7,1957,179.2367365435651,ssp585,mri-esm2-0
8,1958,179.71909942410392,ssp585,mri-esm2-0
9,1959,166.08069590623268,ssp585,mri-esm2-0
10,1960,177.0108978281601,ssp585,mri-esm2-0
11,1961,169.1207494071048,ssp585,mri-esm2-0
12,1962,169.76441754519763,ssp585,mri-esm2-0
13,1963,162.6869813060524,ssp585,mri-esm2-0
14,1964,168.48628432711317,ssp585,mri-esm2-0
15,1965,168.0319020076631,ssp585,mri-esm2-0
16,1966,173.36801603936303,ssp585,mri-esm2-0
17,1967,176.7933191822569,ssp585,mri-esm2-0
18,1968,169.91789150608597,ssp585,mri-esm2-0
19,1969,165.1325609294741,ssp585,mri-esm2-0
20,1970,179.03368733168256,ssp585,mri-esm2-0
21,1971,174.71369753614763,ssp585,mri-esm2-0
22,1972,170.86670591922115,ssp585,mri-esm2-0
23,1973,177.60288259231393,ssp585,mri-esm2-0
24,1974,173.80852593760522,ssp585,mri-esm2-0
25,1975,171.03560394397448,ssp585,mri-esm2-0
26,1976,166.59805197599752,ssp585,mri-esm2-0
27,1977,174.75610014014163,ssp585,mri-esm2-0
28,1978,176.94713843566822,ssp585,mri-esm2-0
29,1979,174.8087057451143,ssp585,mri-esm2-0
30,1980,166.74147187457498,ssp585,mri-esm2-0
31,1981,178.33812594697525,ssp585,mri-esm2-0
32,1982,166.7470411217441,ssp585,mri-esm2-0
33,1983,174.18316468384296,ssp585,mri-esm2-0
34,1984,175.97457653086974,ssp585,mri-esm2-0
35,1985,181.29681394044826,ssp585,mri-esm2-0
36,1986,169.17308819268072,ssp585,mri-esm2-0
37,1987,159.10197970578884,ssp585,mri-esm2-0
38,1988,176.4276809877212,ssp585,mri-esm2-0
39,1989,167.6948035426545,ssp585,mri-esm2-0
40,1990,172.00441828643287,ssp585,mri-esm2-0
41,1991,183.5158461682458,ssp585,mri-esm2-0
42,1992,172.48560188348213,ssp585,mri-esm2-0
43,1993,165.62180066557062,ssp585,mri-esm2-0
44,1994,180.8777138295973,ssp585,mri-esm2-0
45,1995,176.58070227525684,ssp585,mri-esm2-0
46,1996,176.1450260367796,ssp585,mri-esm2-0
47,1997,170.98483964473542,ssp585,mri-esm2-0
48,1998,176.94669192914165,ssp585,mri-esm2-0
49,1999,180.00514929377854,ssp585,mri-esm2-0
50,2000,184.64993900836245,ssp585,mri-esm2-0
51,2001,179.19312193057976,ssp585,mri-esm2-0
52,2002,174.42238060465638,ssp585,mri-esm2-0
53,2003,177.74735322717018,ssp585,mri-esm2-0
54,2004,183.57276265837962,ssp585,mri-esm2-0
55,2005,184.31341023478478,ssp585,mri-esm2-0
56,2006,185.7711934476382,ssp585,mri-esm2-0
57,2007,184.980427502017,ssp585,mri-esm2-0
58,2008,176.6949686005278,ssp585,mri-esm2-0
59,2009,178.6210562509138,ssp585,mri-esm2-0
60,2010,182.69132821558452,ssp585,mri-esm2-0
61,2011,188.52064555643932,ssp585,mri-esm2-0
62,2012,182.6388996467272,ssp585,mri-esm2-0
63,2013,187.24813613107045,ssp585,mri-esm2-0
64,2014,187.99474100520007,ssp585,mri-esm2-0
65,2015,183.3680662440397,ssp585,mri-esm2-0
66,2016,189.1222849273678,ssp585,mri-esm2-0
67,2017,187.64583528637806,ssp585,mri-esm2-0
68,2018,197.36915286967826,ssp585,mri-esm2-0
69,2019,198.00261780193696,ssp585,mri-esm2-0
70,2020,186.28577469280847,ssp585,mri-esm2-0
71,2021,189.43011878442036,ssp585,mri-esm2-0
72,2022,192.321060294128,ssp585,mri-esm2-0
73,2023,190.44305926149121,ssp585,mri-esm2-0
74,2024,199.37190789149838,ssp585,mri-esm2-0
75,2025,196.08778758950305,ssp585,mri-esm2-0
76,2026,195.08820512780287,ssp585,mri-esm2-0
77,2027,194.6245028176755,ssp585,mri-esm2-0
78,2028,197.9794298873204,ssp585,mri-esm2-0
79,2029,196.1807204675044,ssp585,mri-esm2-0
80,2030,191.49395177001347,ssp585,mri-esm2-0
81,2031,192.65626793186877,ssp585,mri-esm2-0
82,2032,200.75117312077006,ssp585,mri-esm2-0
83,2033,192.43485108289292,ssp585,mri-esm2-0
84,2034,198.30212055226318,ssp585,mri-esm2-0
85,2035,193.90530851681436,ssp585,mri-esm2-0
86,2036,189.13908382468173,ssp585,mri-esm2-0
87,2037,205.7955365915195,ssp585,mri-esm2-0
88,2038,203.96655324471683,ssp585,mri-esm2-0
89,2039,193.56803987756595,ssp585,mri-esm2-0
90,2040,198.49787100703682,ssp585,mri-esm2-0
91,2041,212.01870287086493,ssp585,mri-esm2-0
92,2042,216.54593419374012,ssp585,mri-esm2-0
93,2043,197.51116782296324,ssp585,mri-esm2-0
94,2044,211.2958131888587,ssp585,mri-esm2-0
95,2045,204.88439445032137,ssp585,mri-esm2-0
96,2046,202.77136740195084,ssp585,mri-esm2-0
97,2047,207.91783337732633,ssp585,mri-esm2-0
98,2048,201.97811668026827,ssp585,mri-esm2-0
99,2049,219.4993813051812,ssp585,mri-esm2-0
100,2050,202.01999130435314,ssp585,mri-esm2-0
101,2051,205.9546850543673,ssp585,mri-esm2-0
102,2052,204.0742852786329,ssp585,mri-esm2-0
103,2053,206.94358598587075,ssp585,mri-esm2-0
104,2054,202.09406791299,ssp585,mri-esm2-0
105,2055,218.0469215652479,ssp585,mri-esm2-0
106,2056,210.41922954249904,ssp585,mri-esm2-0
107,2057,218.65655967079834,ssp585,mri-esm2-0
108,2058,215.25659935460612,ssp585,mri-esm2-0
109,2059,219.4140810619968,ssp585,mri-esm2-0
110,2060,209.27051192737878,ssp585,mri-esm2-0
111,2061,210.8674130754532,ssp585,mri-esm2-0
112,2062,202.99881842097466,ssp585,mri-esm2-0
113,2063,201.90522785611083,ssp585,mri-esm2-0
114,2064,202.70469914096236,ssp585,mri-esm2-0
115,2065,210.48179914747024,ssp585,mri-esm2-0
116,2066,215.54828917348658,ssp585,mri-esm2-0
117,2067,214.03816154221462,ssp585,mri-esm2-0
118,2068,215.7431041797217,ssp585,mri-esm2-0
119,2069,211.70206899921433,ssp585,mri-esm2-0
120,2070,213.31569566523194,ssp585,mri-esm2-0
121,2071,218.87935944418385,ssp585,mri-esm2-0
122,2072,223.5693281735721,ssp585,mri-esm2-0
123,2073,219.7907924939308,ssp585,mri-esm2-0
124,2074,219.5877947692989,ssp585,mri-esm2-0
125,2075,221.95996644956813,ssp585,mri-esm2-0
126,2076,213.95613141700306,ssp585,mri-esm2-0
127,2077,223.52992121549772,ssp585,mri-esm2-0
128,2078,221.4464801285934,ssp585,mri-esm2-0
129,2079,219.19245149451982,ssp585,mri-esm2-0
130,2080,227.70126786846777,ssp585,mri-esm2-0
131,2081,224.41318502118733,ssp585,mri-esm2-0
132,2082,222.813531733816,ssp585,mri-esm2-0
133,2083,237.836880418598,ssp585,mri-esm2-0
134,2084,227.66889046355882,ssp585,mri-esm2-0
135,2085,230.81222550808118,ssp585,mri-esm2-0
136,2086,220.25050198495904,ssp585,mri-esm2-0
137,2087,225.51014111685265,ssp585,mri-esm2-0
138,2088,218.12085367773167,ssp585,mri-esm2-0
139,2089,225.09542287491635,ssp585,mri-esm2-0
140,2090,235.42346722516183,ssp585,mri-esm2-0
141,2091,234.20013979360405,ssp585,mri-esm2-0
142,2092,234.8009652670124,ssp585,mri-esm2-0
143,2093,217.69148842481167,ssp585,mri-esm2-0
144,2094,220.38133862249126,ssp585,mri-esm2-0
145,2095,230.31740799472107,ssp585,mri-esm2-0
146,2096,229.97721175215304,ssp585,mri-esm2-0
147,2097,223.46919004903484,ssp585,mri-esm2-0
148,2098,227.78055104507902,ssp585,mri-esm2-0
149,2099,236.0262854542695,ssp585,mri-esm2-0
150,2100,231.8030204084104,ssp585,mri-esm2-0
0,1950,175.20638504833337,ssp585,access-cm2
1,1951,168.99501241490572,ssp585,access-cm2
2,1952,171.8116058590614,ssp585,access-cm2
3,1953,171.31447879555455,ssp585,access-cm2
4,1954,167.77225523029261,ssp585,access-cm2
5,1955,175.6526469933314,ssp585,access-cm2
6,1956,179.6800283022158,ssp585,access-cm2
7,1957,175.97381570404903,ssp585,access-cm2
8,1958,167.6644095513445,ssp585,access-cm2
9,1959,174.2345201188629,ssp585,access-cm2
10,1960,168.09514910954925,ssp585,access-cm2
11,1961,171.11215427657714,ssp585,access-cm2
12,1962,174.5479025088403,ssp585,access-cm2
13,1963,174.02325190174935,ssp585,access-cm2
14,1964,169.88364322248,ssp585,access-cm2
15,1965,168.2350387738322,ssp585,access-cm2
16,1966,172.6492297808636,ssp585,access-cm2
17,1967,169.1343190252384,ssp585,access-cm2
18,1968,174.55753093935667,ssp585,access-cm2
19,1969,165.1311870022137,ssp585,access-cm2
20,1970,157.73131654788432,ssp585,access-cm2
21,1971,166.35516103630817,ssp585,access-cm2
22,1972,170.95174632423382,ssp585,access-cm2
23,1973,162.00568039133333,ssp585,access-cm2
24,1974,160.03972887606804,ssp585,access-cm2
25,1975,168.79161414818088,ssp585,access-cm2
26,1976,176.2270951448429,ssp585,access-cm2
27,1977,169.70622126647228,ssp585,access-cm2
28,1978,174.20446183732068,ssp585,access-cm2
29,1979,179.0254898514427,ssp585,access-cm2
30,1980,172.67278485256622,ssp585,access-cm2
31,1981,166.32813813166095,ssp585,access-cm2
32,1982,175.78718998638115,ssp585,access-cm2
33,1983,171.70924758394023,ssp585,access-cm2
34,1984,178.62359169639257,ssp585,access-cm2
35,1985,171.56703080290387,ssp585,access-cm2
36,1986,167.85492536552582,ssp585,access-cm2
37,1987,178.381241012926,ssp585,access-cm2
38,1988,179.56784753380916,ssp585,access-cm2
39,1989,171.361350564434,ssp585,access-cm2
40,1990,168.60741656266046,ssp585,access-cm2
41,1991,168.61301407308562,ssp585,access-cm2
42,1992,167.8391342536324,ssp585,access-cm2
43,1993,175.65428768729916,ssp585,access-cm2
44,1994,171.43237132759535,ssp585,access-cm2
45,1995,172.09001083069552,ssp585,access-cm2
46,1996,177.4233982316391,ssp585,access-cm2
47,1997,177.43127301410476,ssp585,access-cm2
48,1998,177.37679693271988,ssp585,access-cm2
49,1999,176.820244025646,ssp585,access-cm2
50,2000,179.33028453686987,ssp585,access-cm2
51,2001,177.07133629937135,ssp585,access-cm2
52,2002,181.31082315699138,ssp585,access-cm2
53,2003,186.98809179099203,ssp585,access-cm2
54,2004,182.1782807721834,ssp585,access-cm2
55,2005,181.25578418751374,ssp585,access-cm2
56,2006,181.11534805212767,ssp585,access-cm2
57,2007,178.33501839585622,ssp585,access-cm2
58,2008,172.06737601393903,ssp585,access-cm2
59,2009,170.22096752229086,ssp585,access-cm2
60,2010,180.10626438219742,ssp585,access-cm2
61,2011,179.64101528776013,ssp585,access-cm2
62,2012,177.97629440448756,ssp585,access-cm2
63,2013,182.46797113767803,ssp585,access-cm2
64,2014,187.49877574459143,ssp585,access-cm2
65,2015,182.20851895358095,ssp585,access-cm2
66,2016,191.71789183518965,ssp585,access-cm2
67,2017,185.63244392823094,ssp585,access-cm2
68,2018,185.0109845944319,ssp585,access-cm2
69,2019,189.32951248387965,ssp585,access-cm2
70,2020,184.97750358046466,ssp585,access-cm2
71,2021,187.6696529688524,ssp585,access-cm2
