,year,avg_djf_temp_f,scenario,model
44,1994,29.37644845045813,ssp126,gfdl-esm4
45,1995,29.042631774367297,ssp126,gfdl-esm4
46,1996,32.62436734481108,ssp126,gfdl-esm4
47,1997,30.172239439056302,ssp126,gfdl-esm4
48,1998,30.381950603264244,ssp126,gfdl-esm4
49,1999,33.161199830310466,ssp126,gfdl-esm4
50,2000,26.737852143616742,ssp126,gfdl-esm4
51,2001,29.353449646073486,ssp126,gfdl-esm4
52,2002,32.04614892489472,ssp126,gfdl-esm4
53,2003,26.57437488096401,ssp126,gfdl-esm4
54,2004,29.882691302116413,ssp126,gfdl-esm4
55,2005,31.467282084077773,ssp126,gfdl-esm4
56,2006,29.305755117463914,ssp126,gfdl-esm4
57,2007,28.849469712928453,ssp126,gfdl-esm4
58,2008,33.65504292051554,ssp126,gfdl-esm4
59,2009,34.342965318821186,ssp126,gfdl-esm4
60,2010,29.590042358523938,ssp126,gfdl-esm4
61,2011,34.083749816930734,ssp126,gfdl-esm4
62,2012,30.411780045782976,ssp126,gfdl-esm4
63,2013,31.453130529293368,ssp126,gfdl-esm4
64,2014,30.79629486518108,ssp126,gfdl-esm4
65,2015,30.625672072263804,ssp126,gfdl-esm4
66,2016,32.856471147596906,ssp126,gfdl-esm4
67,2017,34.44677934309091,ssp126,gfdl-esm4
68,2018,33.19900289785721,ssp126,gfdl-esm4
69,2019,29.668664557790756,ssp126,gfdl-esm4
70,2020,30.122985111314136,ssp126,gfdl-esm4
71,2021,33.579917449870614,ssp126,gfdl-esm4
72,2022,35.446116906291245,ssp126,gfdl-esm4
73,2023,34.2088560523181,ssp126,gfdl-esm4
74,2024,31.217694253834274,ssp126,gfdl-esm4
75,2025,34.76767202840554,ssp126,gfdl-esm4
76,2026,33.69518610453405,ssp126,gfdl-esm4
77,2027,31.439513252363184,ssp126,gfdl-esm4
78,2028,34.192573225604,ssp126,gfdl-esm4
79,2029,32.78255392810442,ssp126,gfdl-esm4
80,2030,34.75986385471197,ssp126,gfdl-esm4
81,2031,33.07298479808359,ssp126,gfdl-esm4
82,2032,30.75372300041798,ssp126,gfdl-esm4
83,2033,32.50907456745922,ssp126,gfdl-esm4
84,2034,36.422875470271016,ssp126,gfdl-esm4
85,2035,32.51559647806437,ssp126,gfdl-esm4
86,2036,32.92435584881237,ssp126,gfdl-esm4
87,2037,34.55452245491418,ssp126,gfdl-esm4
88,2038,37.90596752956063,ssp126,gfdl-esm4
89,2039,32.01838297987523,ssp126,gfdl-esm4
90,2040,34.30081323748205,ssp126,gfdl-esm4
91,2041,35.109644743308166,ssp126,gfdl-esm4
92,2042,36.81633856568126,ssp126,gfdl-esm4
93,2043,31.29545927919925,ssp126,gfdl-esm4
94,2044,32.106636031532965,ssp126,gfdl-esm4
95,2045,31.746045188355296,ssp126,gfdl-esm4
96,2046,31.975017366600273,ssp126,gfdl-esm4
97,2047,34.98248484542096,ssp126,gfdl-esm4
98,2048,33.25867423033167,ssp126,gfdl-esm4
99,2049,34.98131080710935,ssp126,gfdl-esm4
100,2050,32.98940548261393,ssp126,gfdl-esm4
101,2051,35.27193060652523,ssp126,gfdl-esm4
102,2052,31.900184514574217,ssp126,gfdl-esm4
103,2053,34.52232426468507,ssp126,gfdl-esm4
104,2054,33.56440827890512,ssp126,gfdl-esm4
105,2055,34.29898599287789,ssp126,gfdl-esm4
106,2056,32.3413486910816,ssp126,gfdl-esm4
107,2057,34.896801800380636,ssp126,gfdl-esm4
108,2058,33.52323168487793,ssp126,gfdl-esm4
109,2059,34.501092622068505,ssp126,gfdl-esm4
110,2060,31.399817609754574,ssp126,gfdl-esm4
111,2061,31.302157049251495,ssp126,gfdl-esm4
112,2062,36.203534619136136,ssp126,gfdl-esm4
113,2063,34.22387162090387,ssp126,gfdl-esm4
114,2064,37.339677737400706,ssp126,gfdl-esm4
115,2065,34.63207477427708,ssp126,gfdl-esm4
116,2066,35.18376069607787,ssp126,gfdl-esm4
117,2067,35.88356351587703,ssp126,gfdl-esm4
118,2068,34.1642611835053,ssp126,gfdl-esm4
119,2069,34.52946054231895,ssp126,gfdl-esm4
120,2070,31.83983706623212,ssp126,gfdl-esm4
121,2071,32.47606568620733,ssp126,gfdl-esm4
122,2072,33.16312931242374,ssp126,gfdl-esm4
123,2073,32.54382436379817,ssp126,gfdl-esm4
124,2074,31.741582958706562,ssp126,gfdl-esm4
125,2075,36.09416121119051,ssp126,gfdl-esm4
126,2076,33.76477660195413,ssp126,gfdl-esm4
127,2077,35.1471484309607,ssp126,gfdl-esm4
128,2078,34.466365738777114,ssp126,gfdl-esm4
129,2079,35.2634698867279,ssp126,gfdl-esm4
130,2080,33.03003825285454,ssp126,gfdl-esm4
131,2081,31.006921339303105,ssp126,gfdl-esm4
132,2082,36.203617833637374,ssp126,gfdl-esm4
133,2083,31.620677930166224,ssp126,gfdl-esm4
134,2084,37.21872670954184,ssp126,gfdl-esm4
135,2085,33.24860660273588,ssp126,gfdl-esm4
136,2086,32.58630021966837,ssp126,gfdl-esm4
137,2087,35.11175286872529,ssp126,gfdl-esm4
138,2088,34.953743819404494,ssp126,gfdl-esm4
139,2089,34.900359028585164,ssp126,gfdl-esm4
140,2090,31.296444286800895,ssp126,gfdl-esm4
141,2091,35.82341713292616,ssp126,gfdl-esm4
142,2092,35.16037275779805,ssp126,gfdl-esm4
143,2093,34.443425342018195,ssp126,gfdl-esm4
144,2094,35.675987715093854,ssp126,gfdl-esm4
145,2095,36.37272778826265,ssp126,gfdl-esm4
146,2096,33.696664679324165,ssp126,gfdl-esm4
147,2097,33.94342275342013,ssp126,gfdl-esm4
148,2098,34.14833297093469,ssp126,gfdl-esm4
149,2099,33.797768560781094,ssp126,gfdl-esm4
150,2100,37.39105837213615,ssp126,gfdl-esm4
0,1950,,ssp126,noresm2-mm
1,1951,34.823302232780804,ssp126,noresm2-mm
2,1952,27.746415440832234,ssp126,noresm2-mm
3,1953,30.5971211857415,ssp126,noresm2-mm
4,1954,33.8636451531397,ssp126,noresm2-mm
5,1955,29.342352189049105,ssp126,noresm2-mm
6,1956,28.896687037232063,ssp126,noresm2-mm
7,1957,26.750063970085936,ssp126,noresm2-mm
8,1958,32.51733214537597,ssp126,noresm2-mm
9,1959,29.693040391356057,ssp126,noresm2-mm
10,1960,29.869424319530246,ssp126,noresm2-mm
11,1961,37.16464853470938,ssp126,noresm2-mm
12,1962,29.252389037832476,ssp126,noresm2-mm
13,1963,30.10660920806051,ssp126,noresm2-mm
14,1964,26.905129680292205,ssp126,noresm2-mm
15,1965,31.363028058766332,ssp126,noresm2-mm
16,1966,31.3298805413616,ssp126,noresm2-mm
17,1967,26.966386130991122,ssp126,noresm2-mm
18,1968,30.107686268938224,ssp126,noresm2-mm
19,1969,29.81546240792121,ssp126,noresm2-mm
20,1970,32.99592286857569,ssp126,noresm2-mm
21,1971,31.67257432337863,ssp126,noresm2-mm
22,1972,36.543051032294066,ssp126,noresm2-mm
23,1973,30.98975885437376,ssp126,noresm2-mm
24,1974,28.89492915938786,ssp126,noresm2-mm
25,1975,25.1488776039489,ssp126,noresm2-mm
26,1976,30.94483298867454,ssp126,noresm2-mm
27,1977,27.92014749320888,ssp126,noresm2-mm
28,1978,32.11119366266454,ssp126,noresm2-mm
29,1979,32.190502836720555,ssp126,noresm2-mm
30,1980,30.936986099661365,ssp126,noresm2-mm
31,1981,31.584030025704656,ssp126,noresm2-mm
32,1982,31.847968128569747,ssp126,noresm2-mm
33,1983,27.992107082786443,ssp126,noresm2-mm
34,1984,27.238245733644177,ssp126,noresm2-mm
35,1985,29.528566412265842,ssp126,noresm2-mm
36,1986,33.87208516308399,ssp126,noresm2-mm
37,1987,28.65058162984287,ssp126,noresm2-mm
38,1988,30.72020753875097,ssp126,noresm2-mm
39,1989,31.845984948457012,ssp126,noresm2-mm
40,1990,34.688106245019185,ssp126,noresm2-mm
41,1991,34.73908055379646,ssp126,noresm2-mm
42,1992,33.6628783335146,ssp126,noresm2-mm
43,1993,33.778117969878096,ssp126,noresm2-mm
44,1994,30.446911460491496,ssp126,noresm2-mm
45,1995,33.54757570934232,ssp126,noresm2-mm
46,1996,28.276781910249255,ssp126,noresm2-mm
47,1997,31.488139901675446,ssp126,noresm2-mm
48,1998,32.14404673222801,ssp126,noresm2-mm
49,1999,29.708121032931352,ssp126,noresm2-mm
50,2000,30.91103573222697,ssp126,noresm2-mm
51,2001,37.782317342081335,ssp126,noresm2-mm
52,2002,30.933529156241065,ssp126,noresm2-mm
53,2003,34.247386572476984,ssp126,noresm2-mm
54,2004,33.1062892970885,ssp126,noresm2-mm
55,2005,32.32320453879512,ssp126,noresm2-mm
56,2006,34.30057761049233,ssp126,noresm2-mm
57,2007,34.98725038453573,ssp126,noresm2-mm
58,2008,28.25588641737612,ssp126,noresm2-mm
59,2009,29.09332837004881,ssp126,noresm2-mm
60,2010,32.75421543107194,ssp126,noresm2-mm
61,2011,32.336853775212546,ssp126,noresm2-mm
62,2012,34.69573598558007,ssp126,noresm2-mm
63,2013,29.251719888442583,ssp126,noresm2-mm
64,2014,31.742686365007394,ssp126,noresm2-mm
65,2015,32.0894124206987,ssp126,noresm2-mm
66,2016,30.637936145517127,ssp126,noresm2-mm
67,2017,33.360103679220096,ssp126,noresm2-mm
68,2018,35.536388578899476,ssp126,noresm2-mm
69,2019,33.61034669233007,ssp126,noresm2-mm
70,2020,36.35696823196611,ssp126,noresm2-mm
71,2021,35.08515444804027,ssp126,noresm2-mm
72,2022,34.72181486506128,ssp126,noresm2-mm
73,2023,32.18966126332377,ssp126,noresm2-mm
74,2024,30.11396807013076,ssp126,noresm2-mm
75,2025,35.14467082739438,ssp126,noresm2-mm
76,2026,35.81898363052197,ssp126,noresm2-mm
77,2027,33.67276364176006,ssp126,noresm2-mm
78,2028,32.53949480113892,ssp126,noresm2-mm
79,2029,37.0147034206077,ssp126,noresm2-mm
80,2030,35.73131261577271,ssp126,noresm2-mm
81,2031,34.10288261844838,ssp126,noresm2-mm
82,2032,33.67826468837114,ssp126,noresm2-mm
83,2033,33.37712328272117,ssp126,noresm2-mm
84,2034,33.39644570663111,ssp126,noresm2-mm
85,2035,33.23006505616985,ssp126,noresm2-mm
86,2036,27.733357853861982,ssp126,noresm2-mm
87,2037,36.44400504832049,ssp126,noresm2-mm
88,2038,34.107439117501066,ssp126,noresm2-mm
89,2039,36.80980568390748,ssp126,noresm2-mm
90,2040,40.85931693988584,ssp126,noresm2-mm
91,2041,36.467922058790066,ssp126,noresm2-mm
92,2042,36.74771533822627,ssp126,noresm2-mm
93,2043,38.941199936908056,ssp126,noresm2-mm
94,2044,35.54106339670245,ssp126,noresm2-mm
95,2045,37.73295440715644,ssp126,noresm2-mm
96,2046,35.92238567620289,ssp126,noresm2-mm
97,2047,30.853705670754252,ssp126,noresm2-mm
98,2048,36.228417305087085,ssp126,noresm2-mm
99,2049,39.092812998888526,ssp126,noresm2-mm
100,2050,35.39821161984541,ssp126,noresm2-mm
101,2051,37.28927863287432,ssp126,noresm2-mm
102,2052,36.12270452268287,ssp126,noresm2-mm
103,2053,34.95881932006706,ssp126,noresm2-mm
104,2054,38.4259486399522,ssp126,noresm2-mm
105,2055,31.52590242870572,ssp126,noresm2-mm
106,2056,34.6250388537366,ssp126,noresm2-mm
107,2057,34.59837097503322,ssp126,noresm2-mm
108,2058,33.73208628311141,ssp126,noresm2-mm
109,2059,35.86347739296352,ssp126,noresm2-mm
110,2060,37.53421775735802,ssp126,noresm2-mm
111,2061,36.22681555114196,ssp126,noresm2-mm
112,2062,33.60414520524186,ssp126,noresm2-mm
113,2063,36.609788693223116,ssp126,noresm2-mm
114,2064,33.94985220812791,ssp126,noresm2-mm
115,2065,37.91294309135713,ssp126,noresm2-mm
116,2066,37.49491427827312,ssp126,noresm2-mm
117,2067,36.78730476846083,ssp126,noresm2-mm
118,2068,40.16560794089713,ssp126,noresm2-mm
119,2069,38.50893123527426,ssp126,noresm2-mm
120,2070,39.29749138419069,ssp126,noresm2-mm
121,2071,36.31011329277373,ssp126,noresm2-mm
122,2072,37.24544229843974,ssp126,noresm2-mm
123,2073,38.87206487950053,ssp126,noresm2-mm
124,2074,40.014764167631114,ssp126,noresm2-mm
125,2075,32.31140944096576,ssp126,noresm2-mm
126,2076,36.50760100109584,ssp126,noresm2-mm
127,2077,31.502540508232524,ssp126,noresm2-mm
128,2078,40.317844313181055,ssp126,noresm2-mm
129,2079,36.394598621169216,ssp126,noresm2-mm
130,2080,37.187856460920734,ssp126,noresm2-mm
131,2081,37.819835082947364,ssp126,noresm2-mm
132,2082,40.02484584564224,ssp126,noresm2-mm
133,2083,31.80894063240583,ssp126,noresm2-mm
134,2084,34.900431992908054,ssp126,noresm2-mm
135,2085,36.0966937411545,ssp126,noresm2-mm
136,2086,34.788336287031086,ssp126,noresm2-mm
137,2087,36.22198924497102,ssp126,noresm2-mm
138,2088,40.526296027906085,ssp126,noresm2-mm
139,2089,31.97052537173829,ssp126,noresm2-mm
140,2090,35.636888746131426,ssp126,noresm2-mm
141,2091,33.26557203660271,ssp126,noresm2-mm
142,2092,36.558684980448035,ssp126,noresm2-mm
143,2093,37.999563371701335,ssp126,noresm2-mm
144,2094,35.445541756018955,ssp126,noresm2-mm
145,2095,39.09279232052885,ssp126,noresm2-mm
146,2096,34.951434898634595,ssp126,noresm2-mm
147,2097,34.92988885466298,ssp126,noresm2-mm
148,2098,33.45825758344409,ssp126,noresm2-mm
149,2099,35.68512393121791,ssp126,noresm2-mm
150,2100,37.521747751161804,ssp126,noresm2-mm
0,1950,,ssp126,fgoals-g3
1,1951,31.352930743943848,ssp126,fgoals-g3
2,1952,25.609919784276695,ssp126,fgoals-g3
3,1953,30.228813218529723,ssp126,fgoals-g3
4,1954,28.648917458739437,ssp126,fgoals-g3
5,1955,24.878358145742556,ssp126,fgoals-g3
6,1956,31.071014855482844,ssp126,fgoals-g3
7,1957,28.367322118583118,ssp126,fgoals-g3
8,1958,29.512138091363372,ssp126,fgoals-g3
9,1959,32.23185295349571,ssp126,fgoals-g3
10,1960,31.063693600064344,ssp126,fgoals-g3
11,1961,32.248762372672225,ssp126,fgoals-g3
12,1962,29.787438749635985,ssp126,fgoals-g3
13,1963,32.514419211178485,ssp126,fgoals-g3
14,1964,29.988671546570153,ssp126,fgoals-g3
15,1965,29.00802544818219,ssp126,fgoals-g3
16,1966,33.00237518622886,ssp126,fgoals-g3
17,1967,31.624873021940914,ssp126,fgoals-g3
18,1968,31.450968815320966,ssp126,fgoals-g3
19,1969,29.684156831426268,ssp126,fgoals-g3
20,1970,31.893492754827832,ssp126,fgoals-g3
21,1971,30.74635782836681,ssp126,fgoals-g3
22,1972,31.582582046624555,ssp126,fgoals-g3
23,1973,33.895695697233094,ssp126,fgoals-g3
24,1974,26.36311947243591,ssp126,fgoals-g3
25,1975,35.509398539022754,ssp126,fgoals-g3
26,1976,26.27247162689533,ssp126,fgoals-g3
27,1977,32.73603553261966,ssp126,fgoals-g3
28,1978,30.411084811435334,ssp126,fgoals-g3
29,1979,30.301511634832792,ssp126,fgoals-g3
30,1980,32.61838500920522,ssp126,fgoals-g3
31,1981,32.44328535016853,ssp126,fgoals-g3
32,1982,37.78766034539989,ssp126,fgoals-g3
33,1983,29.712393040040865,ssp126,fgoals-g3
34,1984,32.2451827915728,ssp126,fgoals-g3
35,1985,26.36349739935367,ssp126,fgoals-g3
36,1986,30.60759413020289,ssp126,fgoals-g3
37,1987,28.65436836588877,ssp126,fgoals-g3
38,1988,29.45494565312563,ssp126,fgoals-g3
39,1989,35.32246638680204,ssp126,fgoals-g3
40,1990,28.541161589515568,ssp126,fgoals-g3
41,1991,32.448782852556754,ssp126,fgoals-g3
42,1992,32.023515807770565,ssp126,fgoals-g3
43,1993,33.04177674123007,ssp126,fgoals-g3
44,1994,31.379568817365993,ssp126,fgoals-g3
45,1995,29.606706856573425,ssp126,fgoals-g3
46,1996,30.544411272915916,ssp126,fgoals-g3
47,1997,29.378108587113967,ssp126,fgoals-g3
48,1998,33.55043845656005,ssp126,fgoals-g3
49,1999,34.697283455887565,ssp126,fgoals-g3
50,2000,37.05089978075035,ssp126,fgoals-g3
51,2001,31.536179170389744,ssp126,fgoals-g3
52,2002,34.59716500122931,ssp126,fgoals-g3
53,2003,26.277058777079304,ssp126,fgoals-g3
54,2004,31.794755585725564,ssp126,fgoals-g3
55,2005,30.070306359482778,ssp126,fgoals-g3
56,2006,36.39745430880401,ssp126,fgoals-g3
57,2007,32.96828606950622,ssp126,fgoals-g3
58,2008,33.401112504658805,ssp126,fgoals-g3
59,2009,33.38841037600941,ssp126,fgoals-g3
60,2010,34.47044339645068,ssp126,fgoals-g3
61,2011,31.740841112892813,ssp126,fgoals-g3
62,2012,29.601366187657153,ssp126,fgoals-g3
63,2013,35.73890281029228,ssp126,fgoals-g3
64,2014,31.627015590046,ssp126,fgoals-g3
65,2015,30.999029129806086,ssp126,fgoals-g3
66,2016,38.15132304107501,ssp126,fgoals-g3
67,2017,30.13550286948399,ssp126,fgoals-g3
68,2018,30.762115281533234,ssp126,fgoals-g3
69,2019,34.404649106741665,ssp126,fgoals-g3
70,2020,34.75165745601929,ssp126,fgoals-g3
71,2021,34.67333270089962,ssp126,fgoals-g3
72,2022,31.164923089787223,ssp126,fgoals-g3
73,2023,37.31724167114984,ssp126,fgoals-g3
74,2024,32.231957267319835,ssp126,fgoals-g3
75,2025,33.313948658116885,ssp126,fgoals-g3
76,2026,35.410026207360154,ssp126,fgoals-g3
77,2027,35.953597322032195,ssp126,fgoals-g3
78,2028,32.851820610357514,ssp126,fgoals-g3
79,2029,30.83792826959227,ssp126,fgoals-g3
80,2030,29.97656017783437,ssp126,fgoals-g3
81,2031,33.89022120519844,ssp126,fgoals-g3
82,2032,34.30038926681042,ssp126,fgoals-g3
83,2033,36.87933655967608,ssp126,fgoals-g3
84,2034,30.044410639104157,ssp126,fgoals-g3
85,2035,34.42507497539086,ssp126,fgoals-g3
86,2036,31.10976932574169,ssp126,fgoals-g3
87,2037,32.58468283110488,ssp126,fgoals-g3
88,2038,32.0716661553701,ssp126,fgoals-g3
89,2039,37.25367233855038,ssp126,fgoals-g3
90,2040,32.34504423471444,ssp126,fgoals-g3
91,2041,32.287207693085286,ssp126,fgoals-g3
92,2042,35.425341717728536,ssp126,fgoals-g3
93,2043,34.79544335584058,ssp126,fgoals-g3
94,2044,36.768941803619036,ssp126,fgoals-g3
95,2045,35.27289301870513,ssp126,fgoals-g3
96,2046,35.02733637438073,ssp126,fgoals-g3
97,2047,32.57343977919896,ssp126,fgoals-g3
98,2048,34.874724763497554,ssp126,fgoals-g3
99,2049,28.729736178466823,ssp126,fgoals-g3
100,2050,32.30310431413051,ssp126,fgoals-g3
101,2051,32.05352437917732,ssp126,fgoals-g3
102,2052,31.983306265629505,ssp126,fgoals-g3
103,2053,31.561547068498257,ssp126,fgoals-g3
104,2054,34.15838980287819,ssp126,fgoals-g3
105,2055,36.32482365708771,ssp126,fgoals-g3
106,2056,31.49115030251996,ssp126,fgoals-g3
107,2057,38.021801075409556,ssp126,fgoals-g3
108,2058,34.721078131276585,ssp126,fgoals-g3
109,2059,36.56340949479459,ssp126,fgoals-g3
110,2060,33.29377937295119,ssp126,fgoals-g3
111,2061,29.39005086105276,ssp126,fgoals-g3
112,2062,37.73829973283071,ssp126,fgoals-g3
113,2063,29.811202808627797,ssp126,fgoals-g3
114,2064,36.284337110319896,ssp126,fgoals-g3
115,2065,36.2212103032077,ssp126,fgoals-g3
116,2066,35.86934900333068,ssp126,fgoals-g3
117,2067,33.55260961721668,ssp126,fgoals-g3
118,2068,38.006002993533286,ssp126,fgoals-g3
119,2069,28.730044674627766,ssp126,fgoals-g3
120,2070,34.497535700287344,ssp126,fgoals-g3
121,2071,33.655147517153544,ssp126,fgoals-g3
122,2072,34.73966099177565,ssp126,fgoals-g3
123,2073,30.959277208115292,ssp126,fgoals-g3
124,2074,33.04271465642093,ssp126,fgoals-g3
125,2075,33.471189955797094,ssp126,fgoals-g3
126,2076,37.771454471341954,ssp126,fgoals-g3
127,2077,28.71632085064843,ssp126,fgoals-g3
128,2078,34.88782319746249,ssp126,fgoals-g3
129,2079,29.682353609888736,ssp126,fgoals-g3
130,2080,35.139891920397616,ssp126,fgoals-g3
131,2081,32.259534107356146,ssp126,fgoals-g3
132,2082,34.68553700717817,ssp126,fgoals-g3
133,2083,34.56248914660915,ssp126,fgoals-g3
134,2084,32.40814229213811,ssp126,fgoals-g3
135,2085,32.798735478655026,ssp126,fgoals-g3
136,2086,33.346791389987814,ssp126,fgoals-g3
137,2087,31.653542534073114,ssp126,fgoals-g3
138,2088,38.06367877016302,ssp126,fgoals-g3
139,2089,34.91999629295608,ssp126,fgoals-g3
140,2090,33.39389800784285,ssp126,fgoals-g3
141,2091,33.98613044148226,ssp126,fgoals-g3
142,2092,35.5757894397821,ssp126,fgoals-g3
143,2093,32.15663649702722,ssp126,fgoals-g3
144,2094,34.06822649191134,ssp126,fgoals-g3
145,2095,33.55646411205711,ssp126,fgoals-g3
146,2096,35.461410638028674,ssp126,fgoals-g3
147,2097,36.28421367869128,ssp126,fgoals-g3
148,2098,38.06833602317853,ssp126,fgoals-g3
149,2099,31.993994836147255,ssp126,fgoals-g3
150,2100,32.92465708236709,ssp126,fgoals-g3
0,1950,,ssp126,ipsl-cm6a-lr
1,1951,28.664541517152283,ssp126,ipsl-cm6a-lr
2,1952,28.629352505107487,ssp126,ipsl-cm6a-lr
3,1953,30.441346204373914,ssp126,ipsl-cm6a-lr
4,1954,28.646682759468835,ssp126,ipsl-cm6a-lr
5,1955,31.10476626163958,ssp126,ipsl-cm6a-lr
6,1956,30.078036014583958,ssp126,ipsl-cm6a-lr
7,1957,31.289200224135996,ssp126,ipsl-cm6a-lr
8,1958,30.033369196311227,ssp126,ipsl-cm6a-lr
9,1959,29.62856491021342,ssp126,ipsl-cm6a-lr
10,1960,28.82626179690816,ssp126,ipsl-cm6a-lr
11,1961,28.915400017840177,ssp126,ipsl-cm6a-lr
12,1962,31.884828510786516,ssp126,ipsl-cm6a-lr
13,1963,31.976571337029405,ssp126,ipsl-cm6a-lr
14,1964,32.489904921045124,ssp126,ipsl-cm6a-lr
15,1965,32.27011712515412,ssp126,ipsl-cm6a-lr
16,1966,28.833398684963825,ssp126,ipsl-cm6a-lr
17,1967,31.129020872923416,ssp126,ipsl-cm6a-lr
18,1968,28.88219739512929,ssp126,ipsl-cm6a-lr
19,1969,30.608440984082193,ssp126,ipsl-cm6a-lr
20,1970,32.793415246083676,ssp126,ipsl-cm6a-lr
21,1971,30.932125463081974,ssp126,ipsl-cm6a-lr
22,1972,27.105865570242926,ssp126,ipsl-cm6a-lr
23,1973,34.36471019245718,ssp126,ipsl-cm6a-lr
24,1974,30.582010183258074,ssp126,ipsl-cm6a-lr
25,1975,30.513115334783336,ssp126,ipsl-cm6a-lr
26,1976,30.976867444069242,ssp126,ipsl-cm6a-lr
27,1977,31.02863436836393,ssp126,ipsl-cm6a-lr
28,1978,29.52162136139128,ssp126,ipsl-cm6a-lr
29,1979,31.4261899679129,ssp126,ipsl-cm6a-lr
30,1980,27.673348724006836,ssp126,ipsl-cm6a-lr
31,1981,30.583425894775946,ssp126,ipsl-cm6a-lr
32,1982,29.680827728338123,ssp126,ipsl-cm6a-lr
33,1983,31.225948705230053,ssp126,ipsl-cm6a-lr
34,1984,28.697717603051565,ssp126,ipsl-cm6a-lr
35,1985,31.300982294690918,ssp126,ipsl-cm6a-lr
36,1986,33.35614862592534,ssp126,ipsl-cm6a-lr
37,1987,31.970739427043583,ssp126,ipsl-cm6a-lr
38,1988,31.774795144234407,ssp126,ipsl-cm6a-lr
39,1989,31.356066231049613,ssp126,ipsl-cm6a-lr
40,1990,36.555542817450295,ssp126,ipsl-cm6a-lr
41,1991,29.990423950560945,ssp126,ipsl-cm6a-lr
42,1992,30.49811287562122,ssp126,ipsl-cm6a-lr
43,1993,30.131266981041144,ssp126,ipsl-cm6a-lr
44,1994,28.905234125375525,ssp126,ipsl-cm6a-lr
45,1995,33.05708060535316,ssp126,ipsl-cm6a-lr
46,1996,36.80574240598766,ssp126,ipsl-cm6a-lr
47,1997,31.812116143419793,ssp126,ipsl-cm6a-lr
48,1998,29.78921809229792,ssp126,ipsl-cm6a-lr
49,1999,30.764672200502464,ssp126,ipsl-cm6a-lr
50,2000,34.047712270045835,ssp126,ipsl-cm6a-lr
51,2001,33.98891239738627,ssp126,ipsl-cm6a-lr
52,2002,29.982672424031925,ssp126,ipsl-cm6a-lr
53,2003,31.518789019170352,ssp126,ipsl-cm6a-lr
54,2004,33.643526895254304,ssp126,ipsl-cm6a-lr
55,2005,35.2517801580059,ssp126,ipsl-cm6a-lr
56,2006,31.51902938751789,ssp126,ipsl-cm6a-lr
57,2007,31.184974829698326,ssp126,ipsl-cm6a-lr
58,2008,33.90532095784333,ssp126,ipsl-cm6a-lr
59,2009,31.94428953697749,ssp126,ipsl-cm6a-lr
60,2010,32.49559773200358,ssp126,ipsl-cm6a-lr
61,2011,36.56242157042325,ssp126,ipsl-cm6a-lr
62,2012,32.90064175094461,ssp126,ipsl-cm6a-lr
63,2013,29.849225170427378,ssp126,ipsl-cm6a-lr
64,2014,35.42442673876889,ssp126,ipsl-cm6a-lr
65,2015,32.33470437202733,ssp126,ipsl-cm6a-lr
