year,state,av_temp,scenario
1950,NM,NA,nclimgrid
1951,NM,51.05,nclimgrid
1952,NM,50.31,nclimgrid
1953,NM,51.18,nclimgrid
1954,NM,53.35,nclimgrid
1955,NM,51.29,nclimgrid
1956,NM,52.74,nclimgrid
1957,NM,50.17,nclimgrid
1958,NM,50.02,nclimgrid
1959,NM,51.61,nclimgrid
1960,NM,52.38,nclimgrid
1961,NM,51.95,nclimgrid
1962,NM,51.34,nclimgrid
1963,NM,53.29,nclimgrid
1964,NM,50.19,nclimgrid
1965,NM,49.91,nclimgrid
1966,NM,52.99,nclimgrid
1967,NM,53.7,nclimgrid
1968,NM,50.11,nclimgrid
1969,NM,50.52,nclimgrid
1970,NM,49.61,nclimgrid
1971,NM,51.05,nclimgrid
1972,NM,54.04,nclimgrid
1973,NM,48.26,nclimgrid
1974,NM,54.53,nclimgrid
1975,NM,48.98,nclimgrid
1976,NM,51.28,nclimgrid
1977,NM,50.83,nclimgrid
1978,NM,53.02,nclimgrid
1979,NM,50.82,nclimgrid
1980,NM,49.63,nclimgrid
1981,NM,52.54,nclimgrid
1982,NM,51.69,nclimgrid
1983,NM,48.82,nclimgrid
1984,NM,52.06,nclimgrid
1985,NM,53.03,nclimgrid
1986,NM,53.86,nclimgrid
