year,state,av_temp,scenario
2020,FL,NA,nclimgrid
2021,FL,NA,nclimgrid
2022,FL,NA,nclimgrid
2023,FL,NA,nclimgrid
2024,FL,NA,nclimgrid
2025,FL,NA,nclimgrid
2026,FL,NA,nclimgrid
2027,FL,NA,nclimgrid
2028,FL,NA,nclimgrid
2029,FL,NA,nclimgrid
2030,FL,NA,nclimgrid
2031,FL,NA,nclimgrid
2032,FL,NA,nclimgrid
2033,FL,NA,nclimgrid
2034,FL,NA,nclimgrid
2035,FL,NA,nclimgrid
2036,FL,NA,nclimgrid
2037,FL,NA,nclimgrid
2038,FL,NA,nclimgrid
2039,FL,NA,nclimgrid
2040,FL,NA,nclimgrid
2041,FL,NA,nclimgrid
2042,FL,NA,nclimgrid
2043,FL,NA,nclimgrid
2044,FL,NA,nclimgrid
2045,FL,NA,nclimgrid
2046,FL,NA,nclimgrid
2047,FL,NA,nclimgrid
2048,FL,NA,nclimgrid
2049,FL,NA,nclimgrid
2050,FL,NA,nclimgrid
2051,FL,NA,nclimgrid
2052,FL,NA,nclimgrid
2053,FL,NA,nclimgrid
2054,FL,NA,nclimgrid
2055,FL,NA,nclimgrid
2056,FL,NA,nclimgrid
2057,FL,NA,nclimgrid
2058,FL,NA,nclimgrid
2059,FL,NA,nclimgrid
2060,FL,NA,nclimgrid
2061,FL,NA,nclimgrid
2062,FL,NA,nclimgrid
2063,FL,NA,nclimgrid
2064,FL,NA,nclimgrid
2065,FL,NA,nclimgrid
2066,FL,NA,nclimgrid
2067,FL,NA,nclimgrid
2068,FL,NA,nclimgrid
2069,FL,NA,nclimgrid
2070,FL,NA,nclimgrid
2071,FL,NA,nclimgrid
2072,FL,NA,nclimgrid
2073,FL,NA,nclimgrid
2074,FL,NA,nclimgrid
2075,FL,NA,nclimgrid
2076,FL,NA,nclimgrid
2077,FL,NA,nclimgrid
2078,FL,NA,nclimgrid
2079,FL,NA,nclimgrid
2080,FL,NA,nclimgrid
2081,FL,NA,nclimgrid
2082,FL,NA,nclimgrid
2083,FL,NA,nclimgrid
2084,FL,NA,nclimgrid
2085,FL,NA,nclimgrid
2086,FL,NA,nclimgrid
2087,FL,NA,nclimgrid
2088,FL,NA,nclimgrid
2089,FL,NA,nclimgrid
2090,FL,NA,nclimgrid
2091,FL,NA,nclimgrid
2092,FL,NA,nclimgrid
2093,FL,NA,nclimgrid
2094,FL,NA,nclimgrid
2095,FL,NA,nclimgrid
2096,FL,NA,nclimgrid
2097,FL,NA,nclimgrid
2098,FL,NA,nclimgrid
2099,FL,NA,nclimgrid
2100,FL,NA,nclimgrid
1950,MT,NA,nclimgrid
1951,MT,35.59,nclimgrid
1952,MT,39.87,nclimgrid
1953,MT,38.06,nclimgrid
1954,MT,36.58,nclimgrid
1955,MT,36.32,nclimgrid
1956,MT,39.44,nclimgrid
1957,MT,40.2,nclimgrid
1958,MT,41.42,nclimgrid
1959,MT,39.63,nclimgrid
1960,MT,38.89,nclimgrid
1961,MT,41.18,nclimgrid
1962,MT,39.29,nclimgrid
1963,MT,41.63,nclimgrid
1964,MT,38.66,nclimgrid
1965,MT,35.2,nclimgrid
1966,MT,40.68,nclimgrid
1967,MT,36.48,nclimgrid
1968,MT,40.67,nclimgrid
1969,MT,40.27,nclimgrid
1970,MT,37.1,nclimgrid
1971,MT,39.83,nclimgrid
1972,MT,41.23,nclimgrid
1973,MT,40.9,nclimgrid
1974,MT,39.76,nclimgrid
1975,MT,35.13,nclimgrid
1976,MT,40.95,nclimgrid
1977,MT,42.64,nclimgrid
1978,MT,40.49,nclimgrid
1979,MT,38.68,nclimgrid
1980,MT,42.62,nclimgrid
1981,MT,43.45,nclimgrid
1982,MT,37.48,nclimgrid
1983,MT,40.19,nclimgrid
1984,MT,40.7,nclimgrid
1985,MT,43.02,nclimgrid
1986,MT,43.82,nclimgrid
1987,MT,45.2,nclimgrid
1988,MT,44.11,nclimgrid
1989,MT,39.2,nclimgrid
1990,MT,41.51,nclimgrid
1991,MT,40.82,nclimgrid
1992,MT,45.35,nclimgrid
1993,MT,43.22,nclimgrid
1994,MT,44.06,nclimgrid
1995,MT,38.78,nclimgrid
1996,MT,37.21,nclimgrid
1997,MT,39.62,nclimgrid
1998,MT,41.75,nclimgrid
1999,MT,41.36,nclimgrid
2000,MT,43.38,nclimgrid
2001,MT,42.75,nclimgrid
2002,MT,34.92,nclimgrid
2003,MT,41.3,nclimgrid
2004,MT,43.26,nclimgrid
2005,MT,42.1,nclimgrid
2006,MT,42.77,nclimgrid
2007,MT,44,nclimgrid
2008,MT,39.5,nclimgrid
2009,MT,39.54,nclimgrid
2010,MT,41.34,nclimgrid
2011,MT,37.82,nclimgrid
2012,MT,44.55,nclimgrid
2013,MT,39.8,nclimgrid
2014,MT,40.51,nclimgrid
2015,MT,43.99,nclimgrid
2016,MT,44.47,nclimgrid
2017,MT,43.41,nclimgrid
2018,MT,40.67,nclimgrid
2019,MT,38.22,nclimgrid
2020,MT,NA,nclimgrid
2021,MT,NA,nclimgrid
2022,MT,NA,nclimgrid
2023,MT,NA,nclimgrid
2024,MT,NA,nclimgrid
2025,MT,NA,nclimgrid
2026,MT,NA,nclimgrid
2027,MT,NA,nclimgrid
2028,MT,NA,nclimgrid
2029,MT,NA,nclimgrid
2030,MT,NA,nclimgrid
2031,MT,NA,nclimgrid
2032,MT,NA,nclimgrid
2033,MT,NA,nclimgrid
2034,MT,NA,nclimgrid
2035,MT,NA,nclimgrid
2036,MT,NA,nclimgrid
2037,MT,NA,nclimgrid
2038,MT,NA,nclimgrid
2039,MT,NA,nclimgrid
2040,MT,NA,nclimgrid
2041,MT,NA,nclimgrid
2042,MT,NA,nclimgrid
2043,MT,NA,nclimgrid
2044,MT,NA,nclimgrid
2045,MT,NA,nclimgrid
2046,MT,NA,nclimgrid
2047,MT,NA,nclimgrid
2048,MT,NA,nclimgrid
2049,MT,NA,nclimgrid
2050,MT,NA,nclimgrid
2051,MT,NA,nclimgrid
2052,MT,NA,nclimgrid
2053,MT,NA,nclimgrid
2054,MT,NA,nclimgrid
2055,MT,NA,nclimgrid
2056,MT,NA,nclimgrid
2057,MT,NA,nclimgrid
2058,MT,NA,nclimgrid
2059,MT,NA,nclimgrid
2060,MT,NA,nclimgrid
2061,MT,NA,nclimgrid
2062,MT,NA,nclimgrid
2063,MT,NA,nclimgrid
2064,MT,NA,nclimgrid
2065,MT,NA,nclimgrid
2066,MT,NA,nclimgrid
2067,MT,NA,nclimgrid
2068,MT,NA,nclimgrid
2069,MT,NA,nclimgrid
2070,MT,NA,nclimgrid
2071,MT,NA,nclimgrid
2072,MT,NA,nclimgrid
2073,MT,NA,nclimgrid
2074,MT,NA,nclimgrid
2075,MT,NA,nclimgrid
2076,MT,NA,nclimgrid
2077,MT,NA,nclimgrid
2078,MT,NA,nclimgrid
2079,MT,NA,nclimgrid
2080,MT,NA,nclimgrid
2081,MT,NA,nclimgrid
2082,MT,NA,nclimgrid
2083,MT,NA,nclimgrid
2084,MT,NA,nclimgrid
2085,MT,NA,nclimgrid
2086,MT,NA,nclimgrid
2087,MT,NA,nclimgrid
2088,MT,NA,nclimgrid
2089,MT,NA,nclimgrid
2090,MT,NA,nclimgrid
2091,MT,NA,nclimgrid
2092,MT,NA,nclimgrid
2093,MT,NA,nclimgrid
2094,MT,NA,nclimgrid
2095,MT,NA,nclimgrid
2096,MT,NA,nclimgrid
2097,MT,NA,nclimgrid
2098,MT,NA,nclimgrid
2099,MT,NA,nclimgrid
2100,MT,NA,nclimgrid
1950,MN,NA,nclimgrid
1951,MN,37.51,nclimgrid
1952,MN,40.28,nclimgrid
1953,MN,39.36,nclimgrid
1954,MN,37.34,nclimgrid
1955,MN,41.97,nclimgrid
1956,MN,36.55,nclimgrid
1957,MN,39.75,nclimgrid
1958,MN,42.57,nclimgrid
1959,MN,41.73,nclimgrid
1960,MN,36.96,nclimgrid
1961,MN,40,nclimgrid
1962,MN,39.49,nclimgrid
1963,MN,42.25,nclimgrid
1964,MN,40.43,nclimgrid
1965,MN,36.55,nclimgrid
1966,MN,39.27,nclimgrid
1967,MN,38.33,nclimgrid
1968,MN,42.69,nclimgrid
1969,MN,39.44,nclimgrid
1970,MN,37.42,nclimgrid
1971,MN,39.45,nclimgrid
1972,MN,39.74,nclimgrid
1973,MN,43.23,nclimgrid
1974,MN,38.68,nclimgrid
1975,MN,37.11,nclimgrid
1976,MN,41.97,nclimgrid
1977,MN,48.41,nclimgrid
1978,MN,40.95,nclimgrid
1979,MN,36.44,nclimgrid
1980,MN,42,nclimgrid
1981,MN,44.15,nclimgrid
1982,MN,40.02,nclimgrid
1983,MN,39.89,nclimgrid
1984,MN,39.33,nclimgrid
1985,MN,45.74,nclimgrid
1986,MN,43.88,nclimgrid
1987,MN,47.22,nclimgrid
1988,MN,44.18,nclimgrid
1989,MN,38.92,nclimgrid
1990,MN,41.79,nclimgrid
1991,MN,44.55,nclimgrid
1992,MN,42,nclimgrid
1993,MN,39.82,nclimgrid
1994,MN,43,nclimgrid
1995,MN,39.78,nclimgrid
1996,MN,35.78,nclimgrid
1997,MN,37.48,nclimgrid
1998,MN,44.86,nclimgrid
1999,MN,43.97,nclimgrid
2000,MN,45.11,nclimgrid
2001,MN,41.38,nclimgrid
2002,MN,36.55,nclimgrid
2003,MN,41.15,nclimgrid
2004,MN,41.91,nclimgrid
2005,MN,42.01,nclimgrid
2006,MN,44.96,nclimgrid
2007,MN,43.9,nclimgrid
2008,MN,38.18,nclimgrid
2009,MN,40.37,nclimgrid
2010,MN,47.22,nclimgrid
2011,MN,39.56,nclimgrid
2012,MN,48.58,nclimgrid
2013,MN,35.91,nclimgrid
2014,MN,37.43,nclimgrid
2015,MN,43.19,nclimgrid
2016,MN,45,nclimgrid
2017,MN,42.06,nclimgrid
2018,MN,40.52,nclimgrid
2019,MN,38.15,nclimgrid
2020,MN,NA,nclimgrid
2021,MN,NA,nclimgrid
2022,MN,NA,nclimgrid
2023,MN,NA,nclimgrid
2024,MN,NA,nclimgrid
2025,MN,NA,nclimgrid
2026,MN,NA,nclimgrid
2027,MN,NA,nclimgrid
2028,MN,NA,nclimgrid
2029,MN,NA,nclimgrid
2030,MN,NA,nclimgrid
2031,MN,NA,nclimgrid
2032,MN,NA,nclimgrid
2033,MN,NA,nclimgrid
2034,MN,NA,nclimgrid
2035,MN,NA,nclimgrid
2036,MN,NA,nclimgrid
2037,MN,NA,nclimgrid
2038,MN,NA,nclimgrid
2039,MN,NA,nclimgrid
2040,MN,NA,nclimgrid
2041,MN,NA,nclimgrid
2042,MN,NA,nclimgrid
2043,MN,NA,nclimgrid
2044,MN,NA,nclimgrid
2045,MN,NA,nclimgrid
2046,MN,NA,nclimgrid
2047,MN,NA,nclimgrid
2048,MN,NA,nclimgrid
2049,MN,NA,nclimgrid
2050,MN,NA,nclimgrid
2051,MN,NA,nclimgrid
2052,MN,NA,nclimgrid
2053,MN,NA,nclimgrid
2054,MN,NA,nclimgrid
2055,MN,NA,nclimgrid
2056,MN,NA,nclimgrid
2057,MN,NA,nclimgrid
2058,MN,NA,nclimgrid
2059,MN,NA,nclimgrid
2060,MN,NA,nclimgrid
2061,MN,NA,nclimgrid
2062,MN,NA,nclimgrid
2063,MN,NA,nclimgrid
2064,MN,NA,nclimgrid
2065,MN,NA,nclimgrid
2066,MN,NA,nclimgrid
2067,MN,NA,nclimgrid
2068,MN,NA,nclimgrid
2069,MN,NA,nclimgrid
2070,MN,NA,nclimgrid
2071,MN,NA,nclimgrid
2072,MN,NA,nclimgrid
2073,MN,NA,nclimgrid
2074,MN,NA,nclimgrid
2075,MN,NA,nclimgrid
2076,MN,NA,nclimgrid
2077,MN,NA,nclimgrid
2078,MN,NA,nclimgrid
2079,MN,NA,nclimgrid
2080,MN,NA,nclimgrid
2081,MN,NA,nclimgrid
2082,MN,NA,nclimgrid
2083,MN,NA,nclimgrid
2084,MN,NA,nclimgrid
2085,MN,NA,nclimgrid
2086,MN,NA,nclimgrid
2087,MN,NA,nclimgrid
2088,MN,NA,nclimgrid
2089,MN,NA,nclimgrid
2090,MN,NA,nclimgrid
2091,MN,NA,nclimgrid
2092,MN,NA,nclimgrid
2093,MN,NA,nclimgrid
2094,MN,NA,nclimgrid
2095,MN,NA,nclimgrid
2096,MN,NA,nclimgrid
2097,MN,NA,nclimgrid
2098,MN,NA,nclimgrid
2099,MN,NA,nclimgrid
2100,MN,NA,nclimgrid
1950,MD,NA,nclimgrid
1951,MD,51.88,nclimgrid
1952,MD,51.82,nclimgrid
1953,MD,54.19,nclimgrid
1954,MD,52.72,nclimgrid
1955,MD,54.79,nclimgrid
1956,MD,50.33,nclimgrid
1957,MD,53.78,nclimgrid
1958,MD,50.81,nclimgrid
1959,MD,54.21,nclimgrid
1960,MD,49.58,nclimgrid
1961,MD,50.6,nclimgrid
1962,MD,52.67,nclimgrid
1963,MD,53.01,nclimgrid
1964,MD,52.71,nclimgrid
1965,MD,51.59,nclimgrid
1966,MD,50.89,nclimgrid
1967,MD,50.09,nclimgrid
1968,MD,52.4,nclimgrid
1969,MD,51.98,nclimgrid
1970,MD,51.4,nclimgrid
1971,MD,49.96,nclimgrid
1972,MD,51,nclimgrid
1973,MD,53.03,nclimgrid
1974,MD,53.61,nclimgrid
1975,MD,51.03,nclimgrid
1976,MD,53.97,nclimgrid
1977,MD,55.95,nclimgrid
1978,MD,50.39,nclimgrid
1979,MD,53.24,nclimgrid
1980,MD,52.51,nclimgrid
1981,MD,52.34,nclimgrid
1982,MD,52.18,nclimgrid
1983,MD,51.78,nclimgrid
1984,MD,49.8,nclimgrid
1985,MD,55.33,nclimgrid
1986,MD,53.93,nclimgrid
1987,MD,53.32,nclimgrid
1988,MD,52.43,nclimgrid
1989,MD,51.56,nclimgrid
1990,MD,53.68,nclimgrid
1991,MD,56.39,nclimgrid
1992,MD,50.87,nclimgrid
1993,MD,51.62,nclimgrid
1994,MD,52.83,nclimgrid
1995,MD,53.41,nclimgrid
1996,MD,50.73,nclimgrid
1997,MD,51.46,nclimgrid
1998,MD,55.04,nclimgrid
1999,MD,52.51,nclimgrid
2000,MD,55.29,nclimgrid
2001,MD,52.44,nclimgrid
2002,MD,54.57,nclimgrid
2003,MD,52.18,nclimgrid
2004,MD,56.39,nclimgrid
2005,MD,50.93,nclimgrid
2006,MD,54.18,nclimgrid
2007,MD,53.46,nclimgrid
2008,MD,53.5,nclimgrid
2009,MD,53.68,nclimgrid
2010,MD,56.82,nclimgrid
2011,MD,55.3,nclimgrid
2012,MD,58.17,nclimgrid
2013,MD,52.22,nclimgrid
2014,MD,51.6,nclimgrid
2015,MD,53.6,nclimgrid
2016,MD,54.41,nclimgrid
2017,MD,54.75,nclimgrid
2018,MD,52.83,nclimgrid
2019,MD,55.66,nclimgrid
2020,MD,NA,nclimgrid
2021,MD,NA,nclimgrid
2022,MD,NA,nclimgrid
2023,MD,NA,nclimgrid
2024,MD,NA,nclimgrid
2025,MD,NA,nclimgrid
2026,MD,NA,nclimgrid
2027,MD,NA,nclimgrid
2028,MD,NA,nclimgrid
2029,MD,NA,nclimgrid
2030,MD,NA,nclimgrid
2031,MD,NA,nclimgrid
2032,MD,NA,nclimgrid
2033,MD,NA,nclimgrid
2034,MD,NA,nclimgrid
2035,MD,NA,nclimgrid
2036,MD,NA,nclimgrid
2037,MD,NA,nclimgrid
2038,MD,NA,nclimgrid
2039,MD,NA,nclimgrid
2040,MD,NA,nclimgrid
2041,MD,NA,nclimgrid
2042,MD,NA,nclimgrid
2043,MD,NA,nclimgrid
2044,MD,NA,nclimgrid
2045,MD,NA,nclimgrid
2046,MD,NA,nclimgrid
2047,MD,NA,nclimgrid
2048,MD,NA,nclimgrid
2049,MD,NA,nclimgrid
2050,MD,NA,nclimgrid
2051,MD,NA,nclimgrid
2052,MD,NA,nclimgrid
2053,MD,NA,nclimgrid
2054,MD,NA,nclimgrid
2055,MD,NA,nclimgrid
2056,MD,NA,nclimgrid
2057,MD,NA,nclimgrid
2058,MD,NA,nclimgrid
2059,MD,NA,nclimgrid
2060,MD,NA,nclimgrid
2061,MD,NA,nclimgrid
2062,MD,NA,nclimgrid
2063,MD,NA,nclimgrid
2064,MD,NA,nclimgrid
2065,MD,NA,nclimgrid
2066,MD,NA,nclimgrid
2067,MD,NA,nclimgrid
2068,MD,NA,nclimgrid
2069,MD,NA,nclimgrid
2070,MD,NA,nclimgrid
2071,MD,NA,nclimgrid
2072,MD,NA,nclimgrid
2073,MD,NA,nclimgrid
2074,MD,NA,nclimgrid
2075,MD,NA,nclimgrid
2076,MD,NA,nclimgrid
2077,MD,NA,nclimgrid
2078,MD,NA,nclimgrid
2079,MD,NA,nclimgrid
2080,MD,NA,nclimgrid
2081,MD,NA,nclimgrid
2082,MD,NA,nclimgrid
2083,MD,NA,nclimgrid
2084,MD,NA,nclimgrid
2085,MD,NA,nclimgrid
2086,MD,NA,nclimgrid
2087,MD,NA,nclimgrid
2088,MD,NA,nclimgrid
2089,MD,NA,nclimgrid
2090,MD,NA,nclimgrid
2091,MD,NA,nclimgrid
2092,MD,NA,nclimgrid
2093,MD,NA,nclimgrid
2094,MD,NA,nclimgrid
2095,MD,NA,nclimgrid
2096,MD,NA,nclimgrid
2097,MD,NA,nclimgrid
2098,MD,NA,nclimgrid
2099,MD,NA,nclimgrid
2100,MD,NA,nclimgrid
1950,ME,NA,nclimgrid
1951,ME,40.15,nclimgrid
1952,ME,38.95,nclimgrid
1953,ME,40.47,nclimgrid
1954,ME,37.64,nclimgrid
1955,ME,38.78,nclimgrid
1956,ME,33.94,nclimgrid
1957,ME,39.58,nclimgrid
1958,ME,40.27,nclimgrid
1959,ME,39.05,nclimgrid
1960,ME,38.81,nclimgrid
1961,ME,36.75,nclimgrid
1962,ME,38.94,nclimgrid
1963,ME,37.36,nclimgrid
1964,ME,39.02,nclimgrid
1965,ME,38.18,nclimgrid
1966,ME,38.21,nclimgrid
1967,ME,33.27,nclimgrid
1968,ME,39.61,nclimgrid
1969,ME,36.97,nclimgrid
1970,ME,38.46,nclimgrid
1971,ME,37.95,nclimgrid
1972,ME,35.77,nclimgrid
1973,ME,40.09,nclimgrid
1974,ME,36.18,nclimgrid
1975,ME,37.76,nclimgrid
1976,ME,39,nclimgrid
1977,ME,41.3,nclimgrid
1978,ME,37.62,nclimgrid
1979,ME,41.67,nclimgrid
1980,ME,39.1,nclimgrid
1981,ME,41.34,nclimgrid
1982,ME,37.83,nclimgrid
1983,ME,39.97,nclimgrid
1984,ME,36.8,nclimgrid
1985,ME,38.37,nclimgrid
1986,ME,40.75,nclimgrid
1987,ME,41.17,nclimgrid
1988,ME,39.62,nclimgrid
1989,ME,38.13,nclimgrid
1990,ME,38.71,nclimgrid
1991,ME,41.27,nclimgrid
1992,ME,37.06,nclimgrid
1993,ME,38.66,nclimgrid
1994,ME,38.11,nclimgrid
1995,ME,38.13,nclimgrid
1996,ME,37.69,nclimgrid
1997,ME,35.47,nclimgrid
1998,ME,42.5,nclimgrid
1999,ME,42.27,nclimgrid
2000,ME,40.38,nclimgrid
2001,ME,38.89,nclimgrid
2002,ME,38.54,nclimgrid
2003,ME,36.52,nclimgrid
2004,ME,40.08,nclimgrid
2005,ME,37.76,nclimgrid
2006,ME,41.46,nclimgrid
2007,ME,38,nclimgrid
2008,ME,38.19,nclimgrid
2009,ME,39.68,nclimgrid
2010,ME,44.68,nclimgrid
2011,ME,39.21,nclimgrid
2012,ME,43.45,nclimgrid
2013,ME,40.61,nclimgrid
2014,ME,36.14,nclimgrid
2015,ME,38.4,nclimgrid
2016,ME,39.78,nclimgrid
2017,ME,38.35,nclimgrid
2018,ME,39.77,nclimgrid
2019,ME,37.08,nclimgrid
2020,ME,NA,nclimgrid
2021,ME,NA,nclimgrid
2022,ME,NA,nclimgrid
2023,ME,NA,nclimgrid
2024,ME,NA,nclimgrid
2025,ME,NA,nclimgrid
2026,ME,NA,nclimgrid
2027,ME,NA,nclimgrid
2028,ME,NA,nclimgrid
2029,ME,NA,nclimgrid
2030,ME,NA,nclimgrid
2031,ME,NA,nclimgrid
2032,ME,NA,nclimgrid
2033,ME,NA,nclimgrid
2034,ME,NA,nclimgrid
2035,ME,NA,nclimgrid
2036,ME,NA,nclimgrid
2037,ME,NA,nclimgrid
2038,ME,NA,nclimgrid
2039,ME,NA,nclimgrid
2040,ME,NA,nclimgrid
2041,ME,NA,nclimgrid
2042,ME,NA,nclimgrid
2043,ME,NA,nclimgrid
2044,ME,NA,nclimgrid
2045,ME,NA,nclimgrid
2046,ME,NA,nclimgrid
2047,ME,NA,nclimgrid
2048,ME,NA,nclimgrid
2049,ME,NA,nclimgrid
2050,ME,NA,nclimgrid
2051,ME,NA,nclimgrid
2052,ME,NA,nclimgrid
2053,ME,NA,nclimgrid
2054,ME,NA,nclimgrid
2055,ME,NA,nclimgrid
2056,ME,NA,nclimgrid
2057,ME,NA,nclimgrid
2058,ME,NA,nclimgrid
2059,ME,NA,nclimgrid
2060,ME,NA,nclimgrid
2061,ME,NA,nclimgrid
2062,ME,NA,nclimgrid
2063,ME,NA,nclimgrid
2064,ME,NA,nclimgrid
2065,ME,NA,nclimgrid
2066,ME,NA,nclimgrid
2067,ME,NA,nclimgrid
2068,ME,NA,nclimgrid
2069,ME,NA,nclimgrid
2070,ME,NA,nclimgrid
2071,ME,NA,nclimgrid
2072,ME,NA,nclimgrid
2073,ME,NA,nclimgrid
2074,ME,NA,nclimgrid
2075,ME,NA,nclimgrid
2076,ME,NA,nclimgrid
2077,ME,NA,nclimgrid
2078,ME,NA,nclimgrid
2079,ME,NA,nclimgrid
2080,ME,NA,nclimgrid
2081,ME,NA,nclimgrid
2082,ME,NA,nclimgrid
2083,ME,NA,nclimgrid
2084,ME,NA,nclimgrid
2085,ME,NA,nclimgrid
2086,ME,NA,nclimgrid
2087,ME,NA,nclimgrid
2088,ME,NA,nclimgrid
2089,ME,NA,nclimgrid
2090,ME,NA,nclimgrid
2091,ME,NA,nclimgrid
2092,ME,NA,nclimgrid
2093,ME,NA,nclimgrid
2094,ME,NA,nclimgrid
2095,ME,NA,nclimgrid
2096,ME,NA,nclimgrid
2097,ME,NA,nclimgrid
2098,ME,NA,nclimgrid
2099,ME,NA,nclimgrid
2100,ME,NA,nclimgrid
1950,RI,NA,nclimgrid
1951,RI,47.63,nclimgrid
1952,RI,46.46,nclimgrid
1953,RI,47.51,nclimgrid
1954,RI,46.33,nclimgrid
1955,RI,47.36,nclimgrid
1956,RI,42.21,nclimgrid
1957,RI,47.68,nclimgrid
1958,RI,45.66,nclimgrid
1959,RI,47.3,nclimgrid
1960,RI,44.8,nclimgrid
1961,RI,44.58,nclimgrid
1962,RI,46.07,nclimgrid
1963,RI,46.34,nclimgrid
1964,RI,46.76,nclimgrid
1965,RI,45.66,nclimgrid
1966,RI,44.94,nclimgrid
1967,RI,41.98,nclimgrid
1968,RI,47.02,nclimgrid
1969,RI,46.08,nclimgrid
1970,RI,45.91,nclimgrid
1971,RI,44.61,nclimgrid
1972,RI,44.44,nclimgrid
1973,RI,48.58,nclimgrid
1974,RI,46.83,nclimgrid
1975,RI,45.79,nclimgrid
1976,RI,48.22,nclimgrid
1977,RI,49.4,nclimgrid
1978,RI,44.69,nclimgrid
1979,RI,48.55,nclimgrid
1980,RI,47.18,nclimgrid
1981,RI,47.68,nclimgrid
1982,RI,46,nclimgrid
1983,RI,46.77,nclimgrid
1984,RI,44.49,nclimgrid
1985,RI,48.43,nclimgrid
1986,RI,47.96,nclimgrid
1987,RI,47.49,nclimgrid
1988,RI,46.58,nclimgrid
1989,RI,46.16,nclimgrid
1990,RI,46.5,nclimgrid
1991,RI,50.5,nclimgrid
1992,RI,44.8,nclimgrid
1993,RI,46.76,nclimgrid
1994,RI,46.89,nclimgrid
1995,RI,47.01,nclimgrid
1996,RI,45.63,nclimgrid
1997,RI,45.39,nclimgrid
1998,RI,49.37,nclimgrid
1999,RI,48.48,nclimgrid
2000,RI,48.55,nclimgrid
2001,RI,47.2,nclimgrid
2002,RI,48.17,nclimgrid
2003,RI,45.01,nclimgrid
2004,RI,48.22,nclimgrid
2005,RI,44.61,nclimgrid
2006,RI,47.65,nclimgrid
2007,RI,46.87,nclimgrid
2008,RI,47.53,nclimgrid
2009,RI,48.07,nclimgrid
2010,RI,52.16,nclimgrid
2011,RI,48.67,nclimgrid
2012,RI,52.07,nclimgrid
2013,RI,47.77,nclimgrid
2014,RI,45.9,nclimgrid
2015,RI,46.73,nclimgrid
2016,RI,49.06,nclimgrid
2017,RI,47.3,nclimgrid
2018,RI,47.68,nclimgrid
2019,RI,47.08,nclimgrid
2020,RI,NA,nclimgrid
2021,RI,NA,nclimgrid
2022,RI,NA,nclimgrid
2023,RI,NA,nclimgrid
2024,RI,NA,nclimgrid
2025,RI,NA,nclimgrid
2026,RI,NA,nclimgrid
2027,RI,NA,nclimgrid
2028,RI,NA,nclimgrid
2029,RI,NA,nclimgrid
2030,RI,NA,nclimgrid
2031,RI,NA,nclimgrid
2032,RI,NA,nclimgrid
2033,RI,NA,nclimgrid
2034,RI,NA,nclimgrid
2035,RI,NA,nclimgrid
2036,RI,NA,nclimgrid
2037,RI,NA,nclimgrid
2038,RI,NA,nclimgrid
2039,RI,NA,nclimgrid
2040,RI,NA,nclimgrid
2041,RI,NA,nclimgrid
2042,RI,NA,nclimgrid
2043,RI,NA,nclimgrid
2044,RI,NA,nclimgrid
2045,RI,NA,nclimgrid
2046,RI,NA,nclimgrid
2047,RI,NA,nclimgrid
2048,RI,NA,nclimgrid
2049,RI,NA,nclimgrid
2050,RI,NA,nclimgrid
2051,RI,NA,nclimgrid
2052,RI,NA,nclimgrid
2053,RI,NA,nclimgrid
2054,RI,NA,nclimgrid
2055,RI,NA,nclimgrid
2056,RI,NA,nclimgrid
2057,RI,NA,nclimgrid
2058,RI,NA,nclimgrid
2059,RI,NA,nclimgrid
2060,RI,NA,nclimgrid
2061,RI,NA,nclimgrid
2062,RI,NA,nclimgrid
2063,RI,NA,nclimgrid
2064,RI,NA,nclimgrid
2065,RI,NA,nclimgrid
2066,RI,NA,nclimgrid
2067,RI,NA,nclimgrid
2068,RI,NA,nclimgrid
2069,RI,NA,nclimgrid
2070,RI,NA,nclimgrid
2071,RI,NA,nclimgrid
2072,RI,NA,nclimgrid
2073,RI,NA,nclimgrid
2074,RI,NA,nclimgrid
2075,RI,NA,nclimgrid
2076,RI,NA,nclimgrid
2077,RI,NA,nclimgrid
2078,RI,NA,nclimgrid
2079,RI,NA,nclimgrid
2080,RI,NA,nclimgrid
2081,RI,NA,nclimgrid
2082,RI,NA,nclimgrid
2083,RI,NA,nclimgrid
2084,RI,NA,nclimgrid
2085,RI,NA,nclimgrid
2086,RI,NA,nclimgrid
2087,RI,NA,nclimgrid
2088,RI,NA,nclimgrid
2089,RI,NA,nclimgrid
2090,RI,NA,nclimgrid
2091,RI,NA,nclimgrid
2092,RI,NA,nclimgrid
2093,RI,NA,nclimgrid
2094,RI,NA,nclimgrid
2095,RI,NA,nclimgrid
2096,RI,NA,nclimgrid
2097,RI,NA,nclimgrid
2098,RI,NA,nclimgrid
2099,RI,NA,nclimgrid
2100,RI,NA,nclimgrid
1950,NM,52.63,ssp126
1951,NM,51.96,ssp126
1952,NM,51.48,ssp126
1953,NM,51.89,ssp126
1954,NM,51.79,ssp126
1955,NM,51.39,ssp126
1956,NM,52.83,ssp126
1957,NM,52.62,ssp126
1958,NM,51.42,ssp126
1959,NM,51.76,ssp126
1960,NM,52.2,ssp126
1961,NM,52.04,ssp126
1962,NM,50.81,ssp126
1963,NM,51.64,ssp126
1964,NM,51.27,ssp126
1965,NM,50.48,ssp126
1966,NM,50.98,ssp126
1967,NM,52.46,ssp126
1968,NM,51.36,ssp126
