,year,avg_djf_temp_f,scenario,model
84,2034,32.837985769172036,ssp245,inm-cm4-8
85,2035,36.84848133707239,ssp245,inm-cm4-8
86,2036,32.83661213644999,ssp245,inm-cm4-8
87,2037,32.64173350460967,ssp245,inm-cm4-8
88,2038,36.04628248354926,ssp245,inm-cm4-8
89,2039,31.417144346352547,ssp245,inm-cm4-8
90,2040,36.148329219430174,ssp245,inm-cm4-8
91,2041,33.84988791068707,ssp245,inm-cm4-8
92,2042,34.6595275257973,ssp245,inm-cm4-8
93,2043,32.73332994553288,ssp245,inm-cm4-8
94,2044,37.63452238876642,ssp245,inm-cm4-8
95,2045,35.290554918552964,ssp245,inm-cm4-8
96,2046,33.124184163094064,ssp245,inm-cm4-8
97,2047,33.28814774199942,ssp245,inm-cm4-8
98,2048,36.62969368814645,ssp245,inm-cm4-8
99,2049,34.18317486009637,ssp245,inm-cm4-8
100,2050,36.31820260570472,ssp245,inm-cm4-8
101,2051,33.26278295482936,ssp245,inm-cm4-8
102,2052,34.53773014627227,ssp245,inm-cm4-8
103,2053,37.894099119198934,ssp245,inm-cm4-8
104,2054,34.690319158717465,ssp245,inm-cm4-8
105,2055,33.8779849975686,ssp245,inm-cm4-8
106,2056,37.424552717433016,ssp245,inm-cm4-8
107,2057,35.80184495335829,ssp245,inm-cm4-8
108,2058,34.69303865610477,ssp245,inm-cm4-8
109,2059,37.86650134342143,ssp245,inm-cm4-8
110,2060,34.64856082861619,ssp245,inm-cm4-8
111,2061,35.47272250411522,ssp245,inm-cm4-8
112,2062,37.251301503650154,ssp245,inm-cm4-8
113,2063,34.00008633071801,ssp245,inm-cm4-8
114,2064,33.80429270192937,ssp245,inm-cm4-8
115,2065,33.87929406051105,ssp245,inm-cm4-8
116,2066,39.12925799048442,ssp245,inm-cm4-8
117,2067,35.896580099320865,ssp245,inm-cm4-8
118,2068,38.01108579763675,ssp245,inm-cm4-8
119,2069,36.23285906438413,ssp245,inm-cm4-8
120,2070,34.464951298607744,ssp245,inm-cm4-8
121,2071,32.83991390347339,ssp245,inm-cm4-8
122,2072,38.21997914596349,ssp245,inm-cm4-8
123,2073,34.74818874869016,ssp245,inm-cm4-8
124,2074,35.654858662534274,ssp245,inm-cm4-8
125,2075,30.52519666102397,ssp245,inm-cm4-8
126,2076,35.589970907778216,ssp245,inm-cm4-8
127,2077,37.19998058613159,ssp245,inm-cm4-8
128,2078,39.83343632560616,ssp245,inm-cm4-8
129,2079,35.396077434996315,ssp245,inm-cm4-8
130,2080,35.665581993282686,ssp245,inm-cm4-8
131,2081,38.170894581263674,ssp245,inm-cm4-8
132,2082,35.21029031387665,ssp245,inm-cm4-8
133,2083,36.73165946636531,ssp245,inm-cm4-8
134,2084,36.5098047247285,ssp245,inm-cm4-8
135,2085,39.24894650686432,ssp245,inm-cm4-8
136,2086,32.51646993913189,ssp245,inm-cm4-8
137,2087,37.00070462241944,ssp245,inm-cm4-8
138,2088,36.953680360940375,ssp245,inm-cm4-8
139,2089,35.7429068594773,ssp245,inm-cm4-8
140,2090,34.86272119441007,ssp245,inm-cm4-8
141,2091,37.80188715754121,ssp245,inm-cm4-8
142,2092,34.24542061940816,ssp245,inm-cm4-8
143,2093,35.84537366689463,ssp245,inm-cm4-8
144,2094,37.07169047111793,ssp245,inm-cm4-8
145,2095,34.94006507505504,ssp245,inm-cm4-8
146,2096,36.85760761424569,ssp245,inm-cm4-8
147,2097,38.411818924237366,ssp245,inm-cm4-8
148,2098,34.24785088315174,ssp245,inm-cm4-8
149,2099,33.70774559759879,ssp245,inm-cm4-8
150,2100,35.622747078495145,ssp245,inm-cm4-8
0,1950,,ssp245,ipsl-cm6a-lr
1,1951,28.666290237074374,ssp245,ipsl-cm6a-lr
2,1952,28.63155440016606,ssp245,ipsl-cm6a-lr
3,1953,30.44332857526403,ssp245,ipsl-cm6a-lr
4,1954,28.64874250400455,ssp245,ipsl-cm6a-lr
5,1955,31.106895337020568,ssp245,ipsl-cm6a-lr
6,1956,30.0803043164414,ssp245,ipsl-cm6a-lr
7,1957,31.291461552637774,ssp245,ipsl-cm6a-lr
8,1958,30.035727152208064,ssp245,ipsl-cm6a-lr
9,1959,29.631029368099085,ssp245,ipsl-cm6a-lr
10,1960,28.82757556278884,ssp245,ipsl-cm6a-lr
11,1961,28.916370209976062,ssp245,ipsl-cm6a-lr
12,1962,31.885575388654935,ssp245,ipsl-cm6a-lr
13,1963,31.97725575765902,ssp245,ipsl-cm6a-lr
14,1964,32.49065622720461,ssp245,ipsl-cm6a-lr
15,1965,32.270950452191485,ssp245,ipsl-cm6a-lr
16,1966,28.834346195741297,ssp245,ipsl-cm6a-lr
17,1967,31.129995223879238,ssp245,ipsl-cm6a-lr
18,1968,28.88304487777045,ssp245,ipsl-cm6a-lr
19,1969,30.609400082397002,ssp245,ipsl-cm6a-lr
20,1970,32.79347421554268,ssp245,ipsl-cm6a-lr
21,1971,30.93148650023293,ssp245,ipsl-cm6a-lr
22,1972,27.10547653304427,ssp245,ipsl-cm6a-lr
23,1973,34.36417430590548,ssp245,ipsl-cm6a-lr
24,1974,30.58150154453547,ssp245,ipsl-cm6a-lr
25,1975,30.512639318206112,ssp245,ipsl-cm6a-lr
26,1976,30.976358454156525,ssp245,ipsl-cm6a-lr
27,1977,31.02832792094086,ssp245,ipsl-cm6a-lr
28,1978,29.521290858579672,ssp245,ipsl-cm6a-lr
29,1979,31.425842522713676,ssp245,ipsl-cm6a-lr
30,1980,27.67266913895718,ssp245,ipsl-cm6a-lr
31,1981,30.582483790972205,ssp245,ipsl-cm6a-lr
32,1982,29.679931008142436,ssp245,ipsl-cm6a-lr
33,1983,31.224866696437438,ssp245,ipsl-cm6a-lr
34,1984,28.69661100530044,ssp245,ipsl-cm6a-lr
35,1985,31.299734496761584,ssp245,ipsl-cm6a-lr
36,1986,33.35508190897659,ssp245,ipsl-cm6a-lr
37,1987,31.969811038071285,ssp245,ipsl-cm6a-lr
38,1988,31.77394969271754,ssp245,ipsl-cm6a-lr
39,1989,31.35495610204774,ssp245,ipsl-cm6a-lr
40,1990,36.55585421934379,ssp245,ipsl-cm6a-lr
41,1991,29.99099548598102,ssp245,ipsl-cm6a-lr
42,1992,30.498833231694267,ssp245,ipsl-cm6a-lr
43,1993,30.1316326753349,ssp245,ipsl-cm6a-lr
44,1994,28.90564976710004,ssp245,ipsl-cm6a-lr
45,1995,33.058068630744415,ssp245,ipsl-cm6a-lr
46,1996,36.807279044548814,ssp245,ipsl-cm6a-lr
47,1997,31.812784389799393,ssp245,ipsl-cm6a-lr
48,1998,29.790111146627247,ssp245,ipsl-cm6a-lr
49,1999,30.76506122448346,ssp245,ipsl-cm6a-lr
50,2000,34.05013452431815,ssp245,ipsl-cm6a-lr
51,2001,33.995155422885816,ssp245,ipsl-cm6a-lr
52,2002,29.987103526370372,ssp245,ipsl-cm6a-lr
53,2003,31.522860822966404,ssp245,ipsl-cm6a-lr
54,2004,33.64940958183355,ssp245,ipsl-cm6a-lr
55,2005,35.258494931618,ssp245,ipsl-cm6a-lr
56,2006,31.52436061237181,ssp245,ipsl-cm6a-lr
57,2007,31.192249525027087,ssp245,ipsl-cm6a-lr
58,2008,33.91419328677392,ssp245,ipsl-cm6a-lr
59,2009,31.947439034394748,ssp245,ipsl-cm6a-lr
60,2010,32.49291934702255,ssp245,ipsl-cm6a-lr
61,2011,36.56904334717495,ssp245,ipsl-cm6a-lr
62,2012,32.90769088700999,ssp245,ipsl-cm6a-lr
63,2013,29.859506467626996,ssp245,ipsl-cm6a-lr
64,2014,35.43425151690458,ssp245,ipsl-cm6a-lr
65,2015,32.37568397504098,ssp245,ipsl-cm6a-lr
66,2016,34.536207365982605,ssp245,ipsl-cm6a-lr
67,2017,31.53518037160787,ssp245,ipsl-cm6a-lr
68,2018,34.471010639080404,ssp245,ipsl-cm6a-lr
69,2019,32.388900068458376,ssp245,ipsl-cm6a-lr
70,2020,34.51119243607435,ssp245,ipsl-cm6a-lr
71,2021,34.819619050089614,ssp245,ipsl-cm6a-lr
72,2022,29.950098467883226,ssp245,ipsl-cm6a-lr
73,2023,32.67401727984985,ssp245,ipsl-cm6a-lr
74,2024,30.406463088353355,ssp245,ipsl-cm6a-lr
75,2025,37.02825430243172,ssp245,ipsl-cm6a-lr
76,2026,34.336864515167534,ssp245,ipsl-cm6a-lr
77,2027,35.7224960465009,ssp245,ipsl-cm6a-lr
78,2028,34.75423701636344,ssp245,ipsl-cm6a-lr
79,2029,33.53239408185441,ssp245,ipsl-cm6a-lr
80,2030,34.24878653452978,ssp245,ipsl-cm6a-lr
81,2031,29.783937493666908,ssp245,ipsl-cm6a-lr
82,2032,37.14635603953615,ssp245,ipsl-cm6a-lr
83,2033,32.56150976425664,ssp245,ipsl-cm6a-lr
84,2034,34.15025675583144,ssp245,ipsl-cm6a-lr
85,2035,34.110565417553374,ssp245,ipsl-cm6a-lr
86,2036,34.86676402730042,ssp245,ipsl-cm6a-lr
87,2037,37.027389716736444,ssp245,ipsl-cm6a-lr
88,2038,35.5517604448206,ssp245,ipsl-cm6a-lr
89,2039,31.818776004636835,ssp245,ipsl-cm6a-lr
90,2040,32.98285416275697,ssp245,ipsl-cm6a-lr
91,2041,34.75892519467962,ssp245,ipsl-cm6a-lr
92,2042,34.9411499489702,ssp245,ipsl-cm6a-lr
93,2043,35.442793504132155,ssp245,ipsl-cm6a-lr
94,2044,33.76301232570402,ssp245,ipsl-cm6a-lr
95,2045,39.110367857914206,ssp245,ipsl-cm6a-lr
96,2046,36.755259511759135,ssp245,ipsl-cm6a-lr
97,2047,37.08339561095059,ssp245,ipsl-cm6a-lr
98,2048,35.06853019978259,ssp245,ipsl-cm6a-lr
99,2049,34.45283210820331,ssp245,ipsl-cm6a-lr
100,2050,35.31069908855647,ssp245,ipsl-cm6a-lr
101,2051,31.164206989294847,ssp245,ipsl-cm6a-lr
102,2052,38.05635083444993,ssp245,ipsl-cm6a-lr
103,2053,36.48463731143404,ssp245,ipsl-cm6a-lr
104,2054,38.18962535059257,ssp245,ipsl-cm6a-lr
105,2055,39.24896277200979,ssp245,ipsl-cm6a-lr
106,2056,40.31745455268696,ssp245,ipsl-cm6a-lr
107,2057,35.816049585560606,ssp245,ipsl-cm6a-lr
108,2058,37.51198587919535,ssp245,ipsl-cm6a-lr
109,2059,33.137082777547626,ssp245,ipsl-cm6a-lr
110,2060,33.81786472892941,ssp245,ipsl-cm6a-lr
111,2061,30.67138845457419,ssp245,ipsl-cm6a-lr
112,2062,36.538851788212256,ssp245,ipsl-cm6a-lr
113,2063,38.71042177139956,ssp245,ipsl-cm6a-lr
114,2064,36.39316654496447,ssp245,ipsl-cm6a-lr
115,2065,36.27776720496392,ssp245,ipsl-cm6a-lr
116,2066,35.43162403699833,ssp245,ipsl-cm6a-lr
117,2067,36.57673985617067,ssp245,ipsl-cm6a-lr
118,2068,39.670471616713655,ssp245,ipsl-cm6a-lr
119,2069,39.174382977381924,ssp245,ipsl-cm6a-lr
120,2070,37.48067359106887,ssp245,ipsl-cm6a-lr
121,2071,38.29661218790913,ssp245,ipsl-cm6a-lr
122,2072,34.26803597239595,ssp245,ipsl-cm6a-lr
123,2073,39.57325460308156,ssp245,ipsl-cm6a-lr
124,2074,37.643483304546066,ssp245,ipsl-cm6a-lr
125,2075,41.683895478264326,ssp245,ipsl-cm6a-lr
126,2076,39.65529060275905,ssp245,ipsl-cm6a-lr
127,2077,38.63648041847088,ssp245,ipsl-cm6a-lr
128,2078,38.02390771077369,ssp245,ipsl-cm6a-lr
129,2079,36.73760366173435,ssp245,ipsl-cm6a-lr
130,2080,36.40132544801317,ssp245,ipsl-cm6a-lr
131,2081,34.89741989516995,ssp245,ipsl-cm6a-lr
132,2082,39.236368039204514,ssp245,ipsl-cm6a-lr
133,2083,40.68454523508067,ssp245,ipsl-cm6a-lr
134,2084,35.687285701783004,ssp245,ipsl-cm6a-lr
135,2085,39.453758590221916,ssp245,ipsl-cm6a-lr
136,2086,38.98122734617434,ssp245,ipsl-cm6a-lr
137,2087,34.72275050893989,ssp245,ipsl-cm6a-lr
138,2088,34.67641167824942,ssp245,ipsl-cm6a-lr
139,2089,39.410044262786045,ssp245,ipsl-cm6a-lr
140,2090,37.80753350787374,ssp245,ipsl-cm6a-lr
141,2091,39.222916568296725,ssp245,ipsl-cm6a-lr
142,2092,40.12553241943592,ssp245,ipsl-cm6a-lr
143,2093,38.793455050161256,ssp245,ipsl-cm6a-lr
144,2094,41.73697539115933,ssp245,ipsl-cm6a-lr
145,2095,38.5872989250641,ssp245,ipsl-cm6a-lr
146,2096,35.51804672277012,ssp245,ipsl-cm6a-lr
147,2097,40.22000535421999,ssp245,ipsl-cm6a-lr
148,2098,39.133433737339466,ssp245,ipsl-cm6a-lr
149,2099,41.410894444292246,ssp245,ipsl-cm6a-lr
150,2100,37.70447497213372,ssp245,ipsl-cm6a-lr
0,1950,,ssp245,mri-esm2-0
1,1951,30.212994107175376,ssp245,mri-esm2-0
2,1952,35.449019117876205,ssp245,mri-esm2-0
3,1953,33.44493991026617,ssp245,mri-esm2-0
4,1954,33.255960023471225,ssp245,mri-esm2-0
5,1955,32.2310743068479,ssp245,mri-esm2-0
6,1956,27.343039183153756,ssp245,mri-esm2-0
7,1957,35.696859833948544,ssp245,mri-esm2-0
8,1958,31.834712307363,ssp245,mri-esm2-0
9,1959,28.146339508399077,ssp245,mri-esm2-0
10,1960,30.13425521159211,ssp245,mri-esm2-0
11,1961,32.503005024613294,ssp245,mri-esm2-0
12,1962,29.56492338909666,ssp245,mri-esm2-0
13,1963,29.440197708309647,ssp245,mri-esm2-0
14,1964,28.207324441548277,ssp245,mri-esm2-0
15,1965,33.127158240783174,ssp245,mri-esm2-0
16,1966,30.218563363900316,ssp245,mri-esm2-0
17,1967,32.66953122444721,ssp245,mri-esm2-0
18,1968,30.856420241183848,ssp245,mri-esm2-0
19,1969,31.082617335227972,ssp245,mri-esm2-0
20,1970,30.521906580493425,ssp245,mri-esm2-0
21,1971,32.02974975810079,ssp245,mri-esm2-0
22,1972,28.792018209945812,ssp245,mri-esm2-0
23,1973,28.165841090101644,ssp245,mri-esm2-0
24,1974,34.358189371873465,ssp245,mri-esm2-0
25,1975,28.294638330007935,ssp245,mri-esm2-0
26,1976,29.476529401568907,ssp245,mri-esm2-0
27,1977,29.305832450177313,ssp245,mri-esm2-0
28,1978,31.310925975894918,ssp245,mri-esm2-0
29,1979,27.786781905435976,ssp245,mri-esm2-0
30,1980,32.090518398109715,ssp245,mri-esm2-0
31,1981,30.573142742095403,ssp245,mri-esm2-0
32,1982,31.13239100474721,ssp245,mri-esm2-0
33,1983,30.06562994575011,ssp245,mri-esm2-0
34,1984,30.008809102340937,ssp245,mri-esm2-0
35,1985,33.12999873264589,ssp245,mri-esm2-0
36,1986,28.545286326052086,ssp245,mri-esm2-0
37,1987,30.932325635813935,ssp245,mri-esm2-0
38,1988,32.44405289087794,ssp245,mri-esm2-0
39,1989,29.750637820112196,ssp245,mri-esm2-0
40,1990,33.2992868049261,ssp245,mri-esm2-0
41,1991,29.430678293355278,ssp245,mri-esm2-0
42,1992,31.516826494747335,ssp245,mri-esm2-0
43,1993,33.07101980567165,ssp245,mri-esm2-0
44,1994,30.429428079114572,ssp245,mri-esm2-0
45,1995,31.10952449249788,ssp245,mri-esm2-0
46,1996,32.12535373974979,ssp245,mri-esm2-0
47,1997,28.73317588145966,ssp245,mri-esm2-0
48,1998,32.84086333601778,ssp245,mri-esm2-0
49,1999,32.825896008084456,ssp245,mri-esm2-0
50,2000,34.453785132846555,ssp245,mri-esm2-0
51,2001,27.65798010235696,ssp245,mri-esm2-0
52,2002,35.4116162334695,ssp245,mri-esm2-0
53,2003,32.738317807419165,ssp245,mri-esm2-0
54,2004,31.58798915591592,ssp245,mri-esm2-0
55,2005,35.07417684059903,ssp245,mri-esm2-0
56,2006,35.13493803646539,ssp245,mri-esm2-0
57,2007,30.088577862004627,ssp245,mri-esm2-0
58,2008,33.468528375609054,ssp245,mri-esm2-0
59,2009,34.17670957102067,ssp245,mri-esm2-0
60,2010,28.62133517323264,ssp245,mri-esm2-0
61,2011,32.000205031796646,ssp245,mri-esm2-0
62,2012,31.65042210522094,ssp245,mri-esm2-0
63,2013,31.091513258279782,ssp245,mri-esm2-0
64,2014,36.0040457016578,ssp245,mri-esm2-0
65,2015,35.780247890716694,ssp245,mri-esm2-0
66,2016,31.209507868247623,ssp245,mri-esm2-0
67,2017,30.92081824654866,ssp245,mri-esm2-0
68,2018,30.555537029815806,ssp245,mri-esm2-0
69,2019,29.587381408401733,ssp245,mri-esm2-0
70,2020,33.535733891420236,ssp245,mri-esm2-0
71,2021,34.670452470430654,ssp245,mri-esm2-0
72,2022,34.32053852719171,ssp245,mri-esm2-0
73,2023,33.83322465212443,ssp245,mri-esm2-0
74,2024,33.34346256725807,ssp245,mri-esm2-0
75,2025,30.8425235452079,ssp245,mri-esm2-0
76,2026,29.922805118456616,ssp245,mri-esm2-0
77,2027,37.167454313555524,ssp245,mri-esm2-0
78,2028,35.06190817218518,ssp245,mri-esm2-0
79,2029,33.73473290604952,ssp245,mri-esm2-0
80,2030,34.34365927175795,ssp245,mri-esm2-0
81,2031,38.34129802067829,ssp245,mri-esm2-0
82,2032,30.629273092160037,ssp245,mri-esm2-0
83,2033,36.18930769928376,ssp245,mri-esm2-0
84,2034,33.72441611060647,ssp245,mri-esm2-0
85,2035,35.78620646175111,ssp245,mri-esm2-0
86,2036,38.86668254108062,ssp245,mri-esm2-0
87,2037,36.65431934040878,ssp245,mri-esm2-0
88,2038,35.0179739168082,ssp245,mri-esm2-0
89,2039,34.631280115580104,ssp245,mri-esm2-0
90,2040,36.347765219390595,ssp245,mri-esm2-0
91,2041,33.566474789144046,ssp245,mri-esm2-0
92,2042,28.294626972698676,ssp245,mri-esm2-0
93,2043,37.330469640283,ssp245,mri-esm2-0
94,2044,36.16147787093269,ssp245,mri-esm2-0
95,2045,39.55913432366479,ssp245,mri-esm2-0
96,2046,35.51480532178839,ssp245,mri-esm2-0
97,2047,30.88648273565798,ssp245,mri-esm2-0
98,2048,31.797688084133394,ssp245,mri-esm2-0
99,2049,39.28429281427239,ssp245,mri-esm2-0
100,2050,35.90036647632003,ssp245,mri-esm2-0
101,2051,33.497249612064984,ssp245,mri-esm2-0
102,2052,35.99547240064955,ssp245,mri-esm2-0
103,2053,34.99456776563202,ssp245,mri-esm2-0
104,2054,36.194691900296576,ssp245,mri-esm2-0
105,2055,34.68062607288676,ssp245,mri-esm2-0
106,2056,35.67170593444379,ssp245,mri-esm2-0
107,2057,37.002851229369334,ssp245,mri-esm2-0
108,2058,35.99495246393887,ssp245,mri-esm2-0
109,2059,37.38140099586647,ssp245,mri-esm2-0
110,2060,37.29476173156636,ssp245,mri-esm2-0
111,2061,32.69719522522463,ssp245,mri-esm2-0
112,2062,35.955803625452816,ssp245,mri-esm2-0
113,2063,39.253757990103686,ssp245,mri-esm2-0
114,2064,35.69569295724237,ssp245,mri-esm2-0
115,2065,35.83066546906921,ssp245,mri-esm2-0
116,2066,36.97139887336708,ssp245,mri-esm2-0
117,2067,35.91469977905759,ssp245,mri-esm2-0
118,2068,35.30798951167391,ssp245,mri-esm2-0
119,2069,38.24590506524195,ssp245,mri-esm2-0
120,2070,39.920922436224316,ssp245,mri-esm2-0
121,2071,37.30801292047875,ssp245,mri-esm2-0
122,2072,38.43971054834387,ssp245,mri-esm2-0
123,2073,37.23956086903137,ssp245,mri-esm2-0
124,2074,29.32258882493636,ssp245,mri-esm2-0
125,2075,35.19954417476294,ssp245,mri-esm2-0
126,2076,35.785584322025024,ssp245,mri-esm2-0
127,2077,35.4719324156312,ssp245,mri-esm2-0
128,2078,34.91756500631191,ssp245,mri-esm2-0
129,2079,35.10663367810816,ssp245,mri-esm2-0
130,2080,35.389921909552505,ssp245,mri-esm2-0
131,2081,34.702734712162226,ssp245,mri-esm2-0
132,2082,37.99654988901094,ssp245,mri-esm2-0
133,2083,34.66686092568877,ssp245,mri-esm2-0
134,2084,38.230367205058094,ssp245,mri-esm2-0
135,2085,36.71222666655554,ssp245,mri-esm2-0
136,2086,38.76381142564543,ssp245,mri-esm2-0
137,2087,37.26726823436168,ssp245,mri-esm2-0
138,2088,29.273805362600978,ssp245,mri-esm2-0
139,2089,35.1102323923944,ssp245,mri-esm2-0
140,2090,39.34144313713671,ssp245,mri-esm2-0
141,2091,38.48821511067775,ssp245,mri-esm2-0
142,2092,36.35010742991338,ssp245,mri-esm2-0
143,2093,32.85560726784674,ssp245,mri-esm2-0
144,2094,34.31625560316092,ssp245,mri-esm2-0
145,2095,38.140594520216126,ssp245,mri-esm2-0
146,2096,36.82991689182686,ssp245,mri-esm2-0
147,2097,40.88822526718131,ssp245,mri-esm2-0
148,2098,33.83717549546564,ssp245,mri-esm2-0
149,2099,37.6074969634448,ssp245,mri-esm2-0
150,2100,36.974965850356725,ssp245,mri-esm2-0
0,1950,,ssp245,inm-cm5-0
1,1951,30.904635529367955,ssp245,inm-cm5-0
2,1952,26.141907566991538,ssp245,inm-cm5-0
3,1953,28.80943120084278,ssp245,inm-cm5-0
4,1954,33.76943617098613,ssp245,inm-cm5-0
5,1955,31.979337668094026,ssp245,inm-cm5-0
6,1956,25.84116300589803,ssp245,inm-cm5-0
7,1957,35.34628028853625,ssp245,inm-cm5-0
8,1958,32.4157299113303,ssp245,inm-cm5-0
9,1959,28.73549472320244,ssp245,inm-cm5-0
10,1960,32.85120718849488,ssp245,inm-cm5-0
11,1961,32.49310974739489,ssp245,inm-cm5-0
12,1962,31.496385399779367,ssp245,inm-cm5-0
13,1963,32.57660012359856,ssp245,inm-cm5-0
14,1964,32.56247305757344,ssp245,inm-cm5-0
15,1965,31.354755686094034,ssp245,inm-cm5-0
16,1966,30.977931713868273,ssp245,inm-cm5-0
17,1967,32.252222349922064,ssp245,inm-cm5-0
18,1968,27.786044327707152,ssp245,inm-cm5-0
19,1969,30.91661063274044,ssp245,inm-cm5-0
20,1970,26.941597257657804,ssp245,inm-cm5-0
21,1971,31.916847029879925,ssp245,inm-cm5-0
22,1972,32.45481970066988,ssp245,inm-cm5-0
23,1973,28.882000617917548,ssp245,inm-cm5-0
24,1974,30.9318143026637,ssp245,inm-cm5-0
25,1975,34.210373057714435,ssp245,inm-cm5-0
26,1976,31.660281490805144,ssp245,inm-cm5-0
27,1977,26.981865621445987,ssp245,inm-cm5-0
28,1978,33.39609200105967,ssp245,inm-cm5-0
29,1979,31.704721787871417,ssp245,inm-cm5-0
30,1980,33.002154021734206,ssp245,inm-cm5-0
31,1981,31.370209167088355,ssp245,inm-cm5-0
32,1982,31.93515898296989,ssp245,inm-cm5-0
33,1983,31.379980913824074,ssp245,inm-cm5-0
34,1984,32.80441591770586,ssp245,inm-cm5-0
35,1985,26.70114091958908,ssp245,inm-cm5-0
36,1986,29.692746005326764,ssp245,inm-cm5-0
37,1987,31.254115156397674,ssp245,inm-cm5-0
38,1988,33.3425955267196,ssp245,inm-cm5-0
39,1989,28.96892910239334,ssp245,inm-cm5-0
40,1990,31.64334326523883,ssp245,inm-cm5-0
41,1991,34.55908646978561,ssp245,inm-cm5-0
42,1992,30.079594949118945,ssp245,inm-cm5-0
43,1993,25.135914077178235,ssp245,inm-cm5-0
44,1994,31.496028632172738,ssp245,inm-cm5-0
45,1995,31.056067589093555,ssp245,inm-cm5-0
46,1996,31.718348941400784,ssp245,inm-cm5-0
47,1997,33.294080709056814,ssp245,inm-cm5-0
48,1998,32.22766595936104,ssp245,inm-cm5-0
49,1999,34.790111783407376,ssp245,inm-cm5-0
50,2000,25.430749275621075,ssp245,inm-cm5-0
51,2001,33.02036910077249,ssp245,inm-cm5-0
52,2002,31.969808295984716,ssp245,inm-cm5-0
53,2003,34.99497358151511,ssp245,inm-cm5-0
54,2004,27.051880643914675,ssp245,inm-cm5-0
55,2005,34.08782690880802,ssp245,inm-cm5-0
56,2006,36.7881125735015,ssp245,inm-cm5-0
57,2007,32.338984383263295,ssp245,inm-cm5-0
58,2008,34.63470866563274,ssp245,inm-cm5-0
59,2009,34.14209724659407,ssp245,inm-cm5-0
60,2010,32.27586082202536,ssp245,inm-cm5-0
61,2011,33.074721192337925,ssp245,inm-cm5-0
62,2012,32.13422727595699,ssp245,inm-cm5-0
63,2013,36.34227285452671,ssp245,inm-cm5-0
64,2014,36.03717012687579,ssp245,inm-cm5-0
65,2015,37.2505883066612,ssp245,inm-cm5-0
66,2016,26.343947008862852,ssp245,inm-cm5-0
67,2017,34.81513082430777,ssp245,inm-cm5-0
68,2018,33.716382133785835,ssp245,inm-cm5-0
69,2019,33.65172101862159,ssp245,inm-cm5-0
70,2020,33.66512635142407,ssp245,inm-cm5-0
71,2021,37.73485407159575,ssp245,inm-cm5-0
72,2022,35.54389465531667,ssp245,inm-cm5-0
73,2023,33.426300884030454,ssp245,inm-cm5-0
74,2024,31.483212339726997,ssp245,inm-cm5-0
75,2025,31.928888260093345,ssp245,inm-cm5-0
76,2026,36.14682757893001,ssp245,inm-cm5-0
77,2027,32.48293441085337,ssp245,inm-cm5-0
78,2028,34.23791691352067,ssp245,inm-cm5-0
79,2029,33.12622494437748,ssp245,inm-cm5-0
80,2030,32.93853421278078,ssp245,inm-cm5-0
81,2031,35.375342540073596,ssp245,inm-cm5-0
82,2032,36.79427290007959,ssp245,inm-cm5-0
83,2033,38.95535425087646,ssp245,inm-cm5-0
84,2034,31.770603965815585,ssp245,inm-cm5-0
85,2035,35.49347569187614,ssp245,inm-cm5-0
86,2036,37.66889282209825,ssp245,inm-cm5-0
87,2037,30.977288223510627,ssp245,inm-cm5-0
88,2038,33.600505586678665,ssp245,inm-cm5-0
89,2039,37.101984417811344,ssp245,inm-cm5-0
90,2040,36.49093005614266,ssp245,inm-cm5-0
91,2041,32.6685642379582,ssp245,inm-cm5-0
92,2042,33.37067667548848,ssp245,inm-cm5-0
93,2043,31.405156150581025,ssp245,inm-cm5-0
94,2044,35.97708669444739,ssp245,inm-cm5-0
95,2045,34.17102149337245,ssp245,inm-cm5-0
96,2046,32.22080875546687,ssp245,inm-cm5-0
97,2047,35.64208545850572,ssp245,inm-cm5-0
98,2048,35.66852220085923,ssp245,inm-cm5-0
99,2049,31.338182540671966,ssp245,inm-cm5-0
100,2050,35.65902966542893,ssp245,inm-cm5-0
101,2051,36.049660681798656,ssp245,inm-cm5-0
102,2052,36.61568803404355,ssp245,inm-cm5-0
103,2053,35.16228747539585,ssp245,inm-cm5-0
104,2054,35.222420524859054,ssp245,inm-cm5-0
105,2055,32.1156030580156,ssp245,inm-cm5-0
106,2056,34.71279186242737,ssp245,inm-cm5-0
107,2057,32.20257799933987,ssp245,inm-cm5-0
108,2058,35.552366012567774,ssp245,inm-cm5-0
109,2059,34.95469939908296,ssp245,inm-cm5-0
110,2060,33.30861203161139,ssp245,inm-cm5-0
111,2061,35.310949277756876,ssp245,inm-cm5-0
112,2062,33.87806106471493,ssp245,inm-cm5-0
113,2063,35.585720706493525,ssp245,inm-cm5-0
114,2064,42.310519752134304,ssp245,inm-cm5-0
115,2065,32.753065408814955,ssp245,inm-cm5-0
116,2066,33.24222362218409,ssp245,inm-cm5-0
117,2067,32.65781881684817,ssp245,inm-cm5-0
118,2068,37.73190543413717,ssp245,inm-cm5-0
119,2069,38.15351237567228,ssp245,inm-cm5-0
120,2070,37.221577613739896,ssp245,inm-cm5-0
121,2071,38.78493926925248,ssp245,inm-cm5-0
122,2072,37.33938586738357,ssp245,inm-cm5-0
123,2073,36.37766665793866,ssp245,inm-cm5-0
124,2074,34.21056814723821,ssp245,inm-cm5-0
125,2075,31.39087239073198,ssp245,inm-cm5-0
126,2076,35.612912714392394,ssp245,inm-cm5-0
