,year,avg_jja_temp_f,scenario,model
0,1950,71.05293213257303,ssp126,inm-cm4-8
1,1951,69.8122831793564,ssp126,inm-cm4-8
2,1952,70.12434155781615,ssp126,inm-cm4-8
3,1953,70.76085356304564,ssp126,inm-cm4-8
4,1954,70.2475626500812,ssp126,inm-cm4-8
5,1955,69.73131744084384,ssp126,inm-cm4-8
6,1956,70.04801940613463,ssp126,inm-cm4-8
7,1957,70.83812554052366,ssp126,inm-cm4-8
8,1958,70.78155315159647,ssp126,inm-cm4-8
9,1959,69.45407071194838,ssp126,inm-cm4-8
10,1960,69.2783844246761,ssp126,inm-cm4-8
11,1961,71.16242840703111,ssp126,inm-cm4-8
12,1962,70.01288555131023,ssp126,inm-cm4-8
13,1963,69.67337609827979,ssp126,inm-cm4-8
14,1964,71.17220761175417,ssp126,inm-cm4-8
15,1965,71.21464264806355,ssp126,inm-cm4-8
16,1966,70.2806453585663,ssp126,inm-cm4-8
17,1967,71.07278366237747,ssp126,inm-cm4-8
18,1968,69.00437953988582,ssp126,inm-cm4-8
19,1969,71.60785499110683,ssp126,inm-cm4-8
20,1970,72.23514010288159,ssp126,inm-cm4-8
21,1971,69.66976049882801,ssp126,inm-cm4-8
22,1972,69.86402690280354,ssp126,inm-cm4-8
23,1973,72.16044874252471,ssp126,inm-cm4-8
24,1974,69.30603152036812,ssp126,inm-cm4-8
25,1975,69.68148484910704,ssp126,inm-cm4-8
26,1976,70.21674990577965,ssp126,inm-cm4-8
27,1977,70.7384305911175,ssp126,inm-cm4-8
28,1978,70.33319611622127,ssp126,inm-cm4-8
29,1979,70.22727254296368,ssp126,inm-cm4-8
30,1980,71.92314488806271,ssp126,inm-cm4-8
31,1981,71.40978725561862,ssp126,inm-cm4-8
32,1982,70.55462672071779,ssp126,inm-cm4-8
33,1983,68.70023603070734,ssp126,inm-cm4-8
34,1984,70.03689337112657,ssp126,inm-cm4-8
35,1985,69.73718508654284,ssp126,inm-cm4-8
36,1986,70.43916518735769,ssp126,inm-cm4-8
37,1987,71.62877539143209,ssp126,inm-cm4-8
38,1988,71.41371276319326,ssp126,inm-cm4-8
39,1989,73.21327919137612,ssp126,inm-cm4-8
40,1990,70.71793422388527,ssp126,inm-cm4-8
41,1991,72.47230782543848,ssp126,inm-cm4-8
42,1992,69.54850916609352,ssp126,inm-cm4-8
43,1993,69.77341737417923,ssp126,inm-cm4-8
44,1994,70.5159339000523,ssp126,inm-cm4-8
45,1995,71.72340674524735,ssp126,inm-cm4-8
46,1996,72.31640669886093,ssp126,inm-cm4-8
47,1997,71.77994052330995,ssp126,inm-cm4-8
48,1998,71.53569825730287,ssp126,inm-cm4-8
49,1999,70.48904636705173,ssp126,inm-cm4-8
50,2000,71.85092335299922,ssp126,inm-cm4-8
51,2001,71.61707687997962,ssp126,inm-cm4-8
52,2002,71.96184886811751,ssp126,inm-cm4-8
53,2003,73.59069491815316,ssp126,inm-cm4-8
54,2004,72.4531478608349,ssp126,inm-cm4-8
55,2005,73.22385505831095,ssp126,inm-cm4-8
56,2006,70.7659658024267,ssp126,inm-cm4-8
57,2007,73.96883824021582,ssp126,inm-cm4-8
58,2008,71.24558723689675,ssp126,inm-cm4-8
59,2009,69.7641412340384,ssp126,inm-cm4-8
60,2010,71.39037322410663,ssp126,inm-cm4-8
61,2011,72.75556945152813,ssp126,inm-cm4-8
62,2012,71.99897104866015,ssp126,inm-cm4-8
63,2013,73.7070259723016,ssp126,inm-cm4-8
64,2014,72.30413171011426,ssp126,inm-cm4-8
65,2015,74.09619019098817,ssp126,inm-cm4-8
66,2016,71.35672060862456,ssp126,inm-cm4-8
67,2017,71.25462367808821,ssp126,inm-cm4-8
68,2018,74.27421921245644,ssp126,inm-cm4-8
69,2019,71.3978378564883,ssp126,inm-cm4-8
70,2020,73.06488900843841,ssp126,inm-cm4-8
71,2021,71.88251420891255,ssp126,inm-cm4-8
72,2022,73.68349620880242,ssp126,inm-cm4-8
73,2023,71.16034832555053,ssp126,inm-cm4-8
74,2024,75.04786654876087,ssp126,inm-cm4-8
75,2025,74.76441557956306,ssp126,inm-cm4-8
76,2026,74.13512947705843,ssp126,inm-cm4-8
77,2027,73.35869598339173,ssp126,inm-cm4-8
78,2028,75.25013722292175,ssp126,inm-cm4-8
79,2029,73.23865065694224,ssp126,inm-cm4-8
80,2030,72.3366434959487,ssp126,inm-cm4-8
81,2031,72.94242597160587,ssp126,inm-cm4-8
82,2032,72.98828038087969,ssp126,inm-cm4-8
83,2033,74.68199748830624,ssp126,inm-cm4-8
84,2034,72.7293787681407,ssp126,inm-cm4-8
85,2035,73.93278621575077,ssp126,inm-cm4-8
86,2036,72.50536334652472,ssp126,inm-cm4-8
87,2037,72.55300742032155,ssp126,inm-cm4-8
88,2038,73.52853179282704,ssp126,inm-cm4-8
89,2039,73.8859815439419,ssp126,inm-cm4-8
90,2040,73.54530774231135,ssp126,inm-cm4-8
91,2041,73.27847651910808,ssp126,inm-cm4-8
92,2042,74.67073435956965,ssp126,inm-cm4-8
93,2043,74.99117187432526,ssp126,inm-cm4-8
94,2044,74.04659353591411,ssp126,inm-cm4-8
95,2045,73.64903672309346,ssp126,inm-cm4-8
96,2046,74.17356330207598,ssp126,inm-cm4-8
97,2047,74.2831014682649,ssp126,inm-cm4-8
98,2048,73.02575912828128,ssp126,inm-cm4-8
99,2049,74.85553919623844,ssp126,inm-cm4-8
100,2050,73.77571847104322,ssp126,inm-cm4-8
101,2051,74.16091347035643,ssp126,inm-cm4-8
102,2052,74.4140433315005,ssp126,inm-cm4-8
103,2053,74.10033117924007,ssp126,inm-cm4-8
104,2054,73.40381943742652,ssp126,inm-cm4-8
105,2055,74.47353210032642,ssp126,inm-cm4-8
106,2056,75.0592155586076,ssp126,inm-cm4-8
107,2057,75.97409847960638,ssp126,inm-cm4-8
108,2058,73.12496310669646,ssp126,inm-cm4-8
