,year,avg_jja_temp_f,scenario,model
125,2075,82.43625131525445,ssp585,access-esm1-5
126,2076,81.91750245494505,ssp585,access-esm1-5
127,2077,79.73144423225474,ssp585,access-esm1-5
128,2078,80.65241765832502,ssp585,access-esm1-5
129,2079,83.1262269946573,ssp585,access-esm1-5
130,2080,80.9731112053556,ssp585,access-esm1-5
131,2081,81.91536342190135,ssp585,access-esm1-5
132,2082,82.07904120565564,ssp585,access-esm1-5
133,2083,80.9393204171263,ssp585,access-esm1-5
134,2084,81.65088344879,ssp585,access-esm1-5
135,2085,82.38649313265852,ssp585,access-esm1-5
136,2086,81.08754832254928,ssp585,access-esm1-5
137,2087,81.38026907166555,ssp585,access-esm1-5
138,2088,83.12801649602162,ssp585,access-esm1-5
139,2089,83.66748873439367,ssp585,access-esm1-5
140,2090,83.10657675563462,ssp585,access-esm1-5
141,2091,80.9418393619825,ssp585,access-esm1-5
142,2092,84.88189548703208,ssp585,access-esm1-5
143,2093,83.45394185289983,ssp585,access-esm1-5
144,2094,83.1148574774616,ssp585,access-esm1-5
145,2095,82.62314657077188,ssp585,access-esm1-5
146,2096,83.3911685139796,ssp585,access-esm1-5
147,2097,81.22133098968189,ssp585,access-esm1-5
148,2098,82.76361042372541,ssp585,access-esm1-5
149,2099,84.60419065204097,ssp585,access-esm1-5
150,2100,85.38255047144214,ssp585,access-esm1-5
0,1950,70.96771802739302,ssp585,miroc6
1,1951,71.35726458348242,ssp585,miroc6
2,1952,70.05045052067805,ssp585,miroc6
3,1953,70.86158880869618,ssp585,miroc6
4,1954,70.2726798509725,ssp585,miroc6
5,1955,70.42099039310895,ssp585,miroc6
6,1956,71.1637301562672,ssp585,miroc6
7,1957,70.41960009321407,ssp585,miroc6
8,1958,71.4907820621332,ssp585,miroc6
9,1959,69.48148679499626,ssp585,miroc6
10,1960,70.08239142516176,ssp585,miroc6
11,1961,70.3542043681453,ssp585,miroc6
12,1962,71.18936196698094,ssp585,miroc6
13,1963,71.08056393720156,ssp585,miroc6
14,1964,70.12134302322941,ssp585,miroc6
15,1965,71.53891803695308,ssp585,miroc6
16,1966,70.08373548493509,ssp585,miroc6
17,1967,70.6780895898117,ssp585,miroc6
18,1968,69.69491865416319,ssp585,miroc6
19,1969,71.26306276381796,ssp585,miroc6
20,1970,68.87397409663049,ssp585,miroc6
21,1971,70.22878429756709,ssp585,miroc6
22,1972,71.25422341486744,ssp585,miroc6
23,1973,68.55401772753665,ssp585,miroc6
24,1974,70.958188973345,ssp585,miroc6
25,1975,69.6678901394538,ssp585,miroc6
26,1976,70.2913915480136,ssp585,miroc6
27,1977,71.27501398047896,ssp585,miroc6
28,1978,70.04775366381143,ssp585,miroc6
29,1979,72.20765926065754,ssp585,miroc6
30,1980,70.88742938161835,ssp585,miroc6
31,1981,71.84531115542906,ssp585,miroc6
32,1982,69.1954398066353,ssp585,miroc6
33,1983,69.70517607576718,ssp585,miroc6
34,1984,69.82799721082044,ssp585,miroc6
35,1985,70.56602140684767,ssp585,miroc6
36,1986,71.36159657542821,ssp585,miroc6
37,1987,69.98443262676749,ssp585,miroc6
38,1988,70.4564748057339,ssp585,miroc6
39,1989,70.45219085441785,ssp585,miroc6
40,1990,71.10893450715332,ssp585,miroc6
41,1991,70.57902574013984,ssp585,miroc6
42,1992,69.61659647213939,ssp585,miroc6
43,1993,70.05780341032077,ssp585,miroc6
44,1994,70.29308789657365,ssp585,miroc6
45,1995,71.90561525976538,ssp585,miroc6
46,1996,72.39242491666383,ssp585,miroc6
47,1997,70.30724974671227,ssp585,miroc6
48,1998,70.21021480119339,ssp585,miroc6
49,1999,71.17473250462089,ssp585,miroc6
50,2000,71.92919007499678,ssp585,miroc6
51,2001,71.52696293610836,ssp585,miroc6
52,2002,73.40093349030245,ssp585,miroc6
53,2003,71.78163981603537,ssp585,miroc6
54,2004,71.90838686575897,ssp585,miroc6
55,2005,73.51507976968216,ssp585,miroc6
56,2006,71.95173710902333,ssp585,miroc6
57,2007,71.37714514862928,ssp585,miroc6
58,2008,72.71162805521749,ssp585,miroc6
59,2009,72.8249101361847,ssp585,miroc6
60,2010,72.17706827327704,ssp585,miroc6
61,2011,72.67768026683254,ssp585,miroc6
62,2012,71.98633406897736,ssp585,miroc6
63,2013,73.59149480892593,ssp585,miroc6
64,2014,73.31362961259978,ssp585,miroc6
65,2015,73.77187748250458,ssp585,miroc6
66,2016,73.12706953545826,ssp585,miroc6
67,2017,73.12992165783083,ssp585,miroc6
68,2018,73.71715641752269,ssp585,miroc6
69,2019,74.73971584407336,ssp585,miroc6
70,2020,75.2680609385195,ssp585,miroc6
71,2021,73.65630527629833,ssp585,miroc6
72,2022,72.40390419423024,ssp585,miroc6
73,2023,71.95529811180721,ssp585,miroc6
74,2024,72.2076142624949,ssp585,miroc6
75,2025,72.48430553389095,ssp585,miroc6
76,2026,72.53747816911891,ssp585,miroc6
77,2027,74.14968044294375,ssp585,miroc6
78,2028,72.93867902551851,ssp585,miroc6
79,2029,74.19965607571304,ssp585,miroc6
80,2030,74.82219412343656,ssp585,miroc6
81,2031,74.20357333238974,ssp585,miroc6
82,2032,75.85101695921932,ssp585,miroc6
83,2033,75.84790962497931,ssp585,miroc6
84,2034,74.84841263190192,ssp585,miroc6
85,2035,75.09621775815553,ssp585,miroc6
86,2036,73.84350119734586,ssp585,miroc6
87,2037,74.36257953873655,ssp585,miroc6
88,2038,74.59974673124727,ssp585,miroc6
89,2039,73.05601660836001,ssp585,miroc6
90,2040,75.1050444778229,ssp585,miroc6
91,2041,76.01331985630901,ssp585,miroc6
92,2042,74.31095274710695,ssp585,miroc6
93,2043,74.16157750963684,ssp585,miroc6
94,2044,75.99915442109214,ssp585,miroc6
95,2045,74.80585012127044,ssp585,miroc6
96,2046,76.60576943108784,ssp585,miroc6
97,2047,75.45251383725503,ssp585,miroc6
98,2048,76.02918162380614,ssp585,miroc6
99,2049,73.77511137298173,ssp585,miroc6
100,2050,74.54393029094987,ssp585,miroc6
101,2051,76.93855208967203,ssp585,miroc6
102,2052,77.50281410541942,ssp585,miroc6
103,2053,76.78580983986559,ssp585,miroc6
104,2054,76.97357124321671,ssp585,miroc6
105,2055,76.14264088828297,ssp585,miroc6
106,2056,76.6974953986368,ssp585,miroc6
107,2057,76.71315355170223,ssp585,miroc6
108,2058,78.52878862076486,ssp585,miroc6
109,2059,77.34257186396313,ssp585,miroc6
110,2060,77.33473360813188,ssp585,miroc6
111,2061,78.2348437105717,ssp585,miroc6
112,2062,76.87737688027822,ssp585,miroc6
113,2063,77.97043824716017,ssp585,miroc6
114,2064,78.95427549657109,ssp585,miroc6
115,2065,77.07624538393935,ssp585,miroc6
116,2066,78.76615969994762,ssp585,miroc6
117,2067,77.07962117136285,ssp585,miroc6
118,2068,77.60760971890952,ssp585,miroc6
119,2069,77.33979967566138,ssp585,miroc6
120,2070,78.50781111408284,ssp585,miroc6
121,2071,79.12832794236644,ssp585,miroc6
122,2072,77.98507027153299,ssp585,miroc6
123,2073,79.20646747007297,ssp585,miroc6
124,2074,78.76098211549335,ssp585,miroc6
125,2075,80.05077081290928,ssp585,miroc6
126,2076,80.46259906808378,ssp585,miroc6
127,2077,79.65805240162697,ssp585,miroc6
128,2078,78.09009320295681,ssp585,miroc6
129,2079,79.12350403203463,ssp585,miroc6
130,2080,79.78231837774383,ssp585,miroc6
131,2081,79.69846593619835,ssp585,miroc6
132,2082,80.77120043305604,ssp585,miroc6
133,2083,80.56816579727476,ssp585,miroc6
134,2084,81.1695801501292,ssp585,miroc6
135,2085,79.73563209363968,ssp585,miroc6
136,2086,81.25275216163811,ssp585,miroc6
137,2087,79.90443488660694,ssp585,miroc6
138,2088,78.9174023364029,ssp585,miroc6
139,2089,80.19397940781492,ssp585,miroc6
140,2090,81.06949012067574,ssp585,miroc6
141,2091,79.59085744975003,ssp585,miroc6
142,2092,81.03259753779844,ssp585,miroc6
143,2093,81.80965083292192,ssp585,miroc6
144,2094,81.61048454393175,ssp585,miroc6
145,2095,81.16929348237859,ssp585,miroc6
146,2096,82.22364534461674,ssp585,miroc6
147,2097,80.397335991578,ssp585,miroc6
148,2098,82.19679399241906,ssp585,miroc6
149,2099,82.56446215956208,ssp585,miroc6
150,2100,82.02115043510165,ssp585,miroc6
0,1950,70.04377759551483,ssp585,canesm5
1,1951,69.81390758333679,ssp585,canesm5
2,1952,69.830875643596,ssp585,canesm5
3,1953,71.76990048987683,ssp585,canesm5
4,1954,71.28406612890367,ssp585,canesm5
5,1955,70.32917996981446,ssp585,canesm5
6,1956,69.77517108190702,ssp585,canesm5
7,1957,69.7992453516053,ssp585,canesm5
8,1958,72.5829365275077,ssp585,canesm5
9,1959,69.06855274360117,ssp585,canesm5
10,1960,68.28217662355014,ssp585,canesm5
11,1961,68.43198528857884,ssp585,canesm5
12,1962,70.86996275781915,ssp585,canesm5
13,1963,70.15004888214979,ssp585,canesm5
14,1964,68.09388155956574,ssp585,canesm5
15,1965,69.2267438394172,ssp585,canesm5
16,1966,68.99113590971689,ssp585,canesm5
17,1967,69.09326047701104,ssp585,canesm5
18,1968,71.28681263180299,ssp585,canesm5
19,1969,70.83822761160636,ssp585,canesm5
20,1970,70.30274639273229,ssp585,canesm5
21,1971,71.181534133353,ssp585,canesm5
22,1972,68.38662822962176,ssp585,canesm5
23,1973,69.2851874799076,ssp585,canesm5
24,1974,70.51135352613903,ssp585,canesm5
25,1975,69.84930085107504,ssp585,canesm5
26,1976,69.40248668328742,ssp585,canesm5
27,1977,71.0453097296685,ssp585,canesm5
28,1978,70.03299034745466,ssp585,canesm5
29,1979,72.61335762983771,ssp585,canesm5
30,1980,70.041112192663,ssp585,canesm5
31,1981,70.12722515051966,ssp585,canesm5
32,1982,69.90006425464178,ssp585,canesm5
33,1983,69.63504191788432,ssp585,canesm5
34,1984,70.80989436949326,ssp585,canesm5
35,1985,70.75428570562829,ssp585,canesm5
36,1986,72.48854220723375,ssp585,canesm5
37,1987,70.53937356565307,ssp585,canesm5
38,1988,71.84479786425771,ssp585,canesm5
39,1989,71.66293584484873,ssp585,canesm5
40,1990,71.29808627849555,ssp585,canesm5
41,1991,70.52444435954303,ssp585,canesm5
42,1992,69.98550498367415,ssp585,canesm5
43,1993,70.6229063460687,ssp585,canesm5
44,1994,71.93292647980763,ssp585,canesm5
45,1995,73.21941690905699,ssp585,canesm5
46,1996,71.31846155864193,ssp585,canesm5
47,1997,72.48301630012436,ssp585,canesm5
48,1998,71.39165956489414,ssp585,canesm5
49,1999,72.23775703051355,ssp585,canesm5
50,2000,73.33980891676325,ssp585,canesm5
51,2001,71.89618220329689,ssp585,canesm5
52,2002,73.76124537174086,ssp585,canesm5
53,2003,71.560150241019,ssp585,canesm5
54,2004,73.92489179932815,ssp585,canesm5
55,2005,72.26175130540271,ssp585,canesm5
56,2006,73.2220297976036,ssp585,canesm5
57,2007,73.49589786986817,ssp585,canesm5
58,2008,72.42795773757834,ssp585,canesm5
59,2009,74.05866951094278,ssp585,canesm5
60,2010,72.34845489801755,ssp585,canesm5
61,2011,73.84555477454572,ssp585,canesm5
62,2012,73.63987315619852,ssp585,canesm5
63,2013,72.50320510099993,ssp585,canesm5
64,2014,74.06469337059585,ssp585,canesm5
65,2015,74.63514080576121,ssp585,canesm5
66,2016,74.90442414973273,ssp585,canesm5
67,2017,74.61185144766105,ssp585,canesm5
68,2018,74.02321329557249,ssp585,canesm5
69,2019,75.5532318639632,ssp585,canesm5
70,2020,75.66423648186215,ssp585,canesm5
71,2021,75.67340824311802,ssp585,canesm5
72,2022,75.37413147896467,ssp585,canesm5
73,2023,74.17174549107932,ssp585,canesm5
74,2024,77.38852791300255,ssp585,canesm5
75,2025,77.55499190429039,ssp585,canesm5
76,2026,74.77313145928507,ssp585,canesm5
77,2027,76.44277135522967,ssp585,canesm5
78,2028,77.54951801239122,ssp585,canesm5
79,2029,77.37772871083243,ssp585,canesm5
80,2030,76.95566179185114,ssp585,canesm5
81,2031,75.72568870570093,ssp585,canesm5
82,2032,75.31259049752857,ssp585,canesm5
83,2033,75.92038457638269,ssp585,canesm5
84,2034,77.18547310047975,ssp585,canesm5
85,2035,76.73347000316522,ssp585,canesm5
86,2036,76.51547167110614,ssp585,canesm5
87,2037,77.44125292645427,ssp585,canesm5
88,2038,78.21484152833587,ssp585,canesm5
89,2039,77.02462207706928,ssp585,canesm5
90,2040,77.29618489309327,ssp585,canesm5
91,2041,79.31421357912589,ssp585,canesm5
92,2042,77.86161421481253,ssp585,canesm5
93,2043,76.89645993257736,ssp585,canesm5
94,2044,77.75243316743205,ssp585,canesm5
95,2045,77.96353665647761,ssp585,canesm5
96,2046,79.24229078385426,ssp585,canesm5
97,2047,77.54892678985391,ssp585,canesm5
98,2048,79.01793402489274,ssp585,canesm5
99,2049,80.22554054717381,ssp585,canesm5
100,2050,79.94145303148237,ssp585,canesm5
101,2051,80.65651349373027,ssp585,canesm5
102,2052,79.34451163449063,ssp585,canesm5
103,2053,80.48586018495065,ssp585,canesm5
104,2054,79.16937073384825,ssp585,canesm5
105,2055,80.59002187546544,ssp585,canesm5
106,2056,79.87861733407368,ssp585,canesm5
107,2057,80.89143513207206,ssp585,canesm5
108,2058,82.47354911599014,ssp585,canesm5
109,2059,80.31327827428957,ssp585,canesm5
110,2060,81.38091047640263,ssp585,canesm5
111,2061,79.1265189979175,ssp585,canesm5
112,2062,82.558806608978,ssp585,canesm5
113,2063,80.48092228632729,ssp585,canesm5
114,2064,80.47812988857403,ssp585,canesm5
115,2065,83.16497542807463,ssp585,canesm5
116,2066,81.19504655933282,ssp585,canesm5
117,2067,82.93109779602196,ssp585,canesm5
118,2068,83.34166141585635,ssp585,canesm5
119,2069,82.61391830525706,ssp585,canesm5
120,2070,83.42830099110479,ssp585,canesm5
121,2071,83.80290668566958,ssp585,canesm5
122,2072,84.16439801088069,ssp585,canesm5
123,2073,83.20651947366814,ssp585,canesm5
124,2074,84.02467557251755,ssp585,canesm5
125,2075,83.68332984236241,ssp585,canesm5
126,2076,82.0571837725859,ssp585,canesm5
127,2077,82.6990072157282,ssp585,canesm5
128,2078,85.72847376672799,ssp585,canesm5
129,2079,84.95879191732745,ssp585,canesm5
130,2080,85.91628926580096,ssp585,canesm5
131,2081,84.7654150565343,ssp585,canesm5
132,2082,85.44255329820666,ssp585,canesm5
133,2083,86.37933862370689,ssp585,canesm5
134,2084,85.01155833290878,ssp585,canesm5
135,2085,87.81192645849791,ssp585,canesm5
136,2086,85.41056111793236,ssp585,canesm5
137,2087,85.28876647601624,ssp585,canesm5
138,2088,86.43445731155008,ssp585,canesm5
139,2089,86.63264820863847,ssp585,canesm5
140,2090,85.18869168615902,ssp585,canesm5
141,2091,86.82281884714682,ssp585,canesm5
142,2092,88.01848707764827,ssp585,canesm5
143,2093,88.40671783858465,ssp585,canesm5
144,2094,88.41512970869827,ssp585,canesm5
145,2095,89.48007826274159,ssp585,canesm5
146,2096,88.23976588837213,ssp585,canesm5
147,2097,87.74235442488593,ssp585,canesm5
148,2098,90.81745579802296,ssp585,canesm5
149,2099,88.45185742498607,ssp585,canesm5
150,2100,88.09810469397118,ssp585,canesm5
0,1950,71.05829300749865,ssp585,inm-cm4-8
1,1951,69.81384832549028,ssp585,inm-cm4-8
2,1952,70.12909036588083,ssp585,inm-cm4-8
3,1953,70.76690098637103,ssp585,inm-cm4-8
4,1954,70.25623526418235,ssp585,inm-cm4-8
5,1955,69.74076123029752,ssp585,inm-cm4-8
6,1956,70.05830875607921,ssp585,inm-cm4-8
7,1957,70.84984811118106,ssp585,inm-cm4-8
8,1958,70.7941704479087,ssp585,inm-cm4-8
9,1959,69.46700858953066,ssp585,inm-cm4-8
10,1960,69.28158563861128,ssp585,inm-cm4-8
11,1961,71.16594082422272,ssp585,inm-cm4-8
12,1962,70.01772263784618,ssp585,inm-cm4-8
13,1963,69.67850168462489,ssp585,inm-cm4-8
14,1964,71.17760720563963,ssp585,inm-cm4-8
15,1965,71.22008100523715,ssp585,inm-cm4-8
16,1966,70.28639430557337,ssp585,inm-cm4-8
17,1967,71.07830229457178,ssp585,inm-cm4-8
18,1968,69.01010996981259,ssp585,inm-cm4-8
19,1969,71.61292190176886,ssp585,inm-cm4-8
20,1970,72.23418024299292,ssp585,inm-cm4-8
21,1971,69.6683678594982,ssp585,inm-cm4-8
22,1972,69.86300035722365,ssp585,inm-cm4-8
23,1973,72.15894178210436,ssp585,inm-cm4-8
24,1974,69.30486317279413,ssp585,inm-cm4-8
25,1975,69.68062888456764,ssp585,inm-cm4-8
26,1976,70.21554285846383,ssp585,inm-cm4-8
27,1977,70.73717880017088,ssp585,inm-cm4-8
28,1978,70.33233904899534,ssp585,inm-cm4-8
29,1979,70.22640229662527,ssp585,inm-cm4-8
30,1980,71.91944828839372,ssp585,inm-cm4-8
31,1981,71.40582354888858,ssp585,inm-cm4-8
32,1982,70.54999862214633,ssp585,inm-cm4-8
33,1983,68.69678074574223,ssp585,inm-cm4-8
34,1984,70.03296669215621,ssp585,inm-cm4-8
35,1985,69.73255104072922,ssp585,inm-cm4-8
36,1986,70.43477333433158,ssp585,inm-cm4-8
37,1987,71.62508434182591,ssp585,inm-cm4-8
38,1988,71.40911200145447,ssp585,inm-cm4-8
39,1989,73.20962990314838,ssp585,inm-cm4-8
40,1990,70.70960075188341,ssp585,inm-cm4-8
41,1991,72.46366766015036,ssp585,inm-cm4-8
42,1992,69.54107707908312,ssp585,inm-cm4-8
43,1993,69.76696865886797,ssp585,inm-cm4-8
44,1994,70.50886987480186,ssp585,inm-cm4-8
45,1995,71.71673935497924,ssp585,inm-cm4-8
46,1996,72.31050594833148,ssp585,inm-cm4-8
47,1997,71.77229871406716,ssp585,inm-cm4-8
48,1998,71.5275453809397,ssp585,inm-cm4-8
49,1999,70.48415915226106,ssp585,inm-cm4-8
50,2000,71.84099325429275,ssp585,inm-cm4-8
51,2001,71.60722956300006,ssp585,inm-cm4-8
52,2002,71.95230362650598,ssp585,inm-cm4-8
53,2003,73.57808405521972,ssp585,inm-cm4-8
54,2004,72.4456799767281,ssp585,inm-cm4-8
55,2005,73.21099610151181,ssp585,inm-cm4-8
56,2006,70.75751039221292,ssp585,inm-cm4-8
57,2007,73.94479278046056,ssp585,inm-cm4-8
58,2008,71.23849120514306,ssp585,inm-cm4-8
59,2009,69.75633136630077,ssp585,inm-cm4-8
60,2010,71.39259197612236,ssp585,inm-cm4-8
61,2011,72.77255461711931,ssp585,inm-cm4-8
62,2012,71.97792280822185,ssp585,inm-cm4-8
63,2013,73.67060430657116,ssp585,inm-cm4-8
64,2014,72.26535110258384,ssp585,inm-cm4-8
65,2015,72.14715038256516,ssp585,inm-cm4-8
66,2016,73.24925919071255,ssp585,inm-cm4-8
67,2017,71.93243700532496,ssp585,inm-cm4-8
68,2018,73.76360619026326,ssp585,inm-cm4-8
69,2019,73.45281799990158,ssp585,inm-cm4-8
70,2020,72.4768075255042,ssp585,inm-cm4-8
71,2021,71.56675437832513,ssp585,inm-cm4-8
72,2022,71.98054755354238,ssp585,inm-cm4-8
73,2023,73.3363658629971,ssp585,inm-cm4-8
74,2024,72.4531384884622,ssp585,inm-cm4-8
75,2025,72.40039682961377,ssp585,inm-cm4-8
76,2026,73.06469073778908,ssp585,inm-cm4-8
77,2027,73.84843780751325,ssp585,inm-cm4-8
78,2028,74.2058636720151,ssp585,inm-cm4-8
79,2029,73.92398714029659,ssp585,inm-cm4-8
80,2030,74.13299037276629,ssp585,inm-cm4-8
81,2031,75.96027816500737,ssp585,inm-cm4-8
82,2032,73.92999734200947,ssp585,inm-cm4-8
83,2033,75.8712425686425,ssp585,inm-cm4-8
84,2034,74.8841790577667,ssp585,inm-cm4-8
85,2035,74.46528288703654,ssp585,inm-cm4-8
86,2036,74.37153848060261,ssp585,inm-cm4-8
87,2037,73.98434834658102,ssp585,inm-cm4-8
88,2038,73.99903705767355,ssp585,inm-cm4-8
89,2039,75.21050906738444,ssp585,inm-cm4-8
90,2040,75.17854008314181,ssp585,inm-cm4-8
91,2041,75.71070691801317,ssp585,inm-cm4-8
92,2042,76.07188070761731,ssp585,inm-cm4-8
93,2043,73.40428619379797,ssp585,inm-cm4-8
94,2044,74.53544962192386,ssp585,inm-cm4-8
95,2045,72.64426856224294,ssp585,inm-cm4-8
96,2046,76.3032155976086,ssp585,inm-cm4-8
97,2047,75.16806394393501,ssp585,inm-cm4-8
98,2048,74.2901837300697,ssp585,inm-cm4-8
99,2049,78.56216322213953,ssp585,inm-cm4-8
100,2050,76.77073204703181,ssp585,inm-cm4-8
101,2051,76.57630511531487,ssp585,inm-cm4-8
102,2052,76.65120641418453,ssp585,inm-cm4-8
103,2053,77.11472889173963,ssp585,inm-cm4-8
104,2054,75.8555319274696,ssp585,inm-cm4-8
105,2055,76.0327191543599,ssp585,inm-cm4-8
106,2056,76.17333350698958,ssp585,inm-cm4-8
107,2057,76.85206125827095,ssp585,inm-cm4-8
108,2058,77.02778029891392,ssp585,inm-cm4-8
109,2059,78.4384725145883,ssp585,inm-cm4-8
110,2060,75.0732001203504,ssp585,inm-cm4-8
111,2061,75.64742418394125,ssp585,inm-cm4-8
112,2062,77.41914013997732,ssp585,inm-cm4-8
113,2063,78.3048666889673,ssp585,inm-cm4-8
114,2064,78.67946679616499,ssp585,inm-cm4-8
115,2065,76.97618731119505,ssp585,inm-cm4-8
116,2066,77.16099104397978,ssp585,inm-cm4-8
117,2067,77.68537200290393,ssp585,inm-cm4-8
118,2068,78.12466457744469,ssp585,inm-cm4-8
119,2069,79.90009181986187,ssp585,inm-cm4-8
120,2070,79.22550201617318,ssp585,inm-cm4-8
121,2071,79.4575079421295,ssp585,inm-cm4-8
122,2072,78.11208139754933,ssp585,inm-cm4-8
123,2073,79.93055903710625,ssp585,inm-cm4-8
124,2074,77.92842782499486,ssp585,inm-cm4-8
125,2075,78.58009213894684,ssp585,inm-cm4-8
126,2076,80.00687979930551,ssp585,inm-cm4-8
127,2077,77.98294570973313,ssp585,inm-cm4-8
128,2078,78.66208515050309,ssp585,inm-cm4-8
129,2079,79.57994593485004,ssp585,inm-cm4-8
130,2080,79.60892755455899,ssp585,inm-cm4-8
131,2081,79.95980299384671,ssp585,inm-cm4-8
132,2082,78.26686218370794,ssp585,inm-cm4-8
133,2083,80.86966834415321,ssp585,inm-cm4-8
134,2084,80.64085013738969,ssp585,inm-cm4-8
135,2085,81.38104199086354,ssp585,inm-cm4-8
136,2086,81.12465675699353,ssp585,inm-cm4-8
137,2087,79.85031313356967,ssp585,inm-cm4-8
138,2088,78.75821473745468,ssp585,inm-cm4-8
139,2089,81.7883991550248,ssp585,inm-cm4-8
140,2090,79.90999126023513,ssp585,inm-cm4-8
141,2091,80.16706930537573,ssp585,inm-cm4-8
142,2092,81.78113635321684,ssp585,inm-cm4-8
143,2093,82.04382773450449,ssp585,inm-cm4-8
144,2094,81.3720736073002,ssp585,inm-cm4-8
145,2095,82.25512539209092,ssp585,inm-cm4-8
146,2096,79.8389895651005,ssp585,inm-cm4-8
147,2097,80.57417698697073,ssp585,inm-cm4-8
148,2098,79.3161255939299,ssp585,inm-cm4-8
149,2099,81.3452015129254,ssp585,inm-cm4-8
150,2100,81.97286371656512,ssp585,inm-cm4-8
0,1950,71.35939767822006,ssp585,ipsl-cm6a-lr
1,1951,70.10206387793917,ssp585,ipsl-cm6a-lr
2,1952,70.39244305146875,ssp585,ipsl-cm6a-lr
3,1953,71.32411529663347,ssp585,ipsl-cm6a-lr
4,1954,71.73198057104813,ssp585,ipsl-cm6a-lr
5,1955,69.93124507637232,ssp585,ipsl-cm6a-lr
6,1956,69.96160131729583,ssp585,ipsl-cm6a-lr
7,1957,69.22857317142761,ssp585,ipsl-cm6a-lr
8,1958,69.94291753864903,ssp585,ipsl-cm6a-lr
9,1959,70.64254012500723,ssp585,ipsl-cm6a-lr
10,1960,71.1192352810892,ssp585,ipsl-cm6a-lr
11,1961,69.41066842679136,ssp585,ipsl-cm6a-lr
12,1962,70.96719711084596,ssp585,ipsl-cm6a-lr
13,1963,69.69956192555777,ssp585,ipsl-cm6a-lr
14,1964,69.59246881891038,ssp585,ipsl-cm6a-lr
15,1965,70.53550309712753,ssp585,ipsl-cm6a-lr
16,1966,70.45209450177398,ssp585,ipsl-cm6a-lr
17,1967,69.91764543421873,ssp585,ipsl-cm6a-lr
18,1968,69.71556915230543,ssp585,ipsl-cm6a-lr
19,1969,69.01955649156378,ssp585,ipsl-cm6a-lr
20,1970,70.02885371475146,ssp585,ipsl-cm6a-lr
21,1971,71.04864410662837,ssp585,ipsl-cm6a-lr
22,1972,69.0789396503278,ssp585,ipsl-cm6a-lr
23,1973,69.87196018700473,ssp585,ipsl-cm6a-lr
24,1974,69.0350691282598,ssp585,ipsl-cm6a-lr
25,1975,70.17307036598528,ssp585,ipsl-cm6a-lr
26,1976,70.02231071625431,ssp585,ipsl-cm6a-lr
27,1977,71.88173981497407,ssp585,ipsl-cm6a-lr
28,1978,70.59841100223126,ssp585,ipsl-cm6a-lr
29,1979,71.76342293778575,ssp585,ipsl-cm6a-lr
30,1980,69.29669778089428,ssp585,ipsl-cm6a-lr
31,1981,69.90254324356319,ssp585,ipsl-cm6a-lr
32,1982,70.16966146339927,ssp585,ipsl-cm6a-lr
33,1983,68.8868963621263,ssp585,ipsl-cm6a-lr
34,1984,71.34795635770774,ssp585,ipsl-cm6a-lr
35,1985,70.64364683479754,ssp585,ipsl-cm6a-lr
36,1986,71.92530834439029,ssp585,ipsl-cm6a-lr
37,1987,71.48164208186044,ssp585,ipsl-cm6a-lr
38,1988,72.01820370177245,ssp585,ipsl-cm6a-lr
39,1989,72.35849048926497,ssp585,ipsl-cm6a-lr
40,1990,72.45711648565913,ssp585,ipsl-cm6a-lr
41,1991,69.77982047689976,ssp585,ipsl-cm6a-lr
42,1992,71.29703879620682,ssp585,ipsl-cm6a-lr
43,1993,69.78770894495878,ssp585,ipsl-cm6a-lr
44,1994,70.75224007341149,ssp585,ipsl-cm6a-lr
45,1995,70.64263865523918,ssp585,ipsl-cm6a-lr
46,1996,70.55400824186584,ssp585,ipsl-cm6a-lr
47,1997,72.62886100839343,ssp585,ipsl-cm6a-lr
48,1998,72.31530321842497,ssp585,ipsl-cm6a-lr
49,1999,72.66269220614329,ssp585,ipsl-cm6a-lr
50,2000,70.93593036138658,ssp585,ipsl-cm6a-lr
51,2001,72.86977172592825,ssp585,ipsl-cm6a-lr
52,2002,71.3555583603857,ssp585,ipsl-cm6a-lr
53,2003,71.4080063800938,ssp585,ipsl-cm6a-lr
54,2004,72.01572147406107,ssp585,ipsl-cm6a-lr
55,2005,72.8827932927284,ssp585,ipsl-cm6a-lr
56,2006,71.76782766879309,ssp585,ipsl-cm6a-lr
57,2007,74.93184709015888,ssp585,ipsl-cm6a-lr
58,2008,71.82996256825929,ssp585,ipsl-cm6a-lr
59,2009,72.2560194442223,ssp585,ipsl-cm6a-lr
60,2010,73.8823093623744,ssp585,ipsl-cm6a-lr
61,2011,72.69704316912824,ssp585,ipsl-cm6a-lr
62,2012,73.24495331666643,ssp585,ipsl-cm6a-lr
63,2013,74.74496880595888,ssp585,ipsl-cm6a-lr
64,2014,73.94346569558829,ssp585,ipsl-cm6a-lr
65,2015,72.16935571014446,ssp585,ipsl-cm6a-lr
66,2016,72.64274250962832,ssp585,ipsl-cm6a-lr
67,2017,73.30637575786434,ssp585,ipsl-cm6a-lr
68,2018,73.2981758164788,ssp585,ipsl-cm6a-lr
69,2019,73.03880601800734,ssp585,ipsl-cm6a-lr
70,2020,72.27632896723753,ssp585,ipsl-cm6a-lr
71,2021,73.37018143888174,ssp585,ipsl-cm6a-lr
72,2022,73.58447112959107,ssp585,ipsl-cm6a-lr
