,year,avg_jja_temp_f,scenario,model
73,2023,74.0789423175108,ssp585,ipsl-cm6a-lr
74,2024,72.78755964174745,ssp585,ipsl-cm6a-lr
75,2025,72.4396031008127,ssp585,ipsl-cm6a-lr
76,2026,74.91597286784597,ssp585,ipsl-cm6a-lr
77,2027,73.1955023886461,ssp585,ipsl-cm6a-lr
78,2028,74.08796821323413,ssp585,ipsl-cm6a-lr
79,2029,72.61828411417315,ssp585,ipsl-cm6a-lr
80,2030,74.01981748033432,ssp585,ipsl-cm6a-lr
81,2031,74.57832855602732,ssp585,ipsl-cm6a-lr
82,2032,74.59321568897332,ssp585,ipsl-cm6a-lr
83,2033,74.6979399961976,ssp585,ipsl-cm6a-lr
84,2034,73.14836645758275,ssp585,ipsl-cm6a-lr
85,2035,74.72362707871771,ssp585,ipsl-cm6a-lr
86,2036,73.98753524940963,ssp585,ipsl-cm6a-lr
87,2037,74.12110482022294,ssp585,ipsl-cm6a-lr
88,2038,74.46539171857536,ssp585,ipsl-cm6a-lr
89,2039,76.35509123478728,ssp585,ipsl-cm6a-lr
90,2040,75.88255298039864,ssp585,ipsl-cm6a-lr
91,2041,75.77467354702817,ssp585,ipsl-cm6a-lr
92,2042,76.0050863737357,ssp585,ipsl-cm6a-lr
93,2043,76.29151852655272,ssp585,ipsl-cm6a-lr
94,2044,76.05080263168017,ssp585,ipsl-cm6a-lr
95,2045,76.89186978398008,ssp585,ipsl-cm6a-lr
96,2046,75.73195165516526,ssp585,ipsl-cm6a-lr
97,2047,76.28180138063257,ssp585,ipsl-cm6a-lr
98,2048,77.2191177406588,ssp585,ipsl-cm6a-lr
99,2049,78.13667023414847,ssp585,ipsl-cm6a-lr
100,2050,78.5968291480123,ssp585,ipsl-cm6a-lr
101,2051,76.24461959014884,ssp585,ipsl-cm6a-lr
102,2052,77.88787539428954,ssp585,ipsl-cm6a-lr
103,2053,76.861131232685,ssp585,ipsl-cm6a-lr
104,2054,78.3206498366198,ssp585,ipsl-cm6a-lr
105,2055,77.74683292779146,ssp585,ipsl-cm6a-lr
106,2056,77.71324463935557,ssp585,ipsl-cm6a-lr
107,2057,78.58027527558899,ssp585,ipsl-cm6a-lr
108,2058,78.93007516269533,ssp585,ipsl-cm6a-lr
109,2059,79.3583765477001,ssp585,ipsl-cm6a-lr
110,2060,78.25703077052414,ssp585,ipsl-cm6a-lr
111,2061,79.06493935282626,ssp585,ipsl-cm6a-lr
112,2062,82.17756201969051,ssp585,ipsl-cm6a-lr
113,2063,79.3984174311853,ssp585,ipsl-cm6a-lr
114,2064,80.29689229008511,ssp585,ipsl-cm6a-lr
115,2065,79.61168067381054,ssp585,ipsl-cm6a-lr
116,2066,78.961938181966,ssp585,ipsl-cm6a-lr
117,2067,81.04838517525289,ssp585,ipsl-cm6a-lr
118,2068,80.23790465895367,ssp585,ipsl-cm6a-lr
119,2069,80.50647738167658,ssp585,ipsl-cm6a-lr
120,2070,81.10155829602938,ssp585,ipsl-cm6a-lr
121,2071,81.66606946473007,ssp585,ipsl-cm6a-lr
122,2072,80.52353909764926,ssp585,ipsl-cm6a-lr
123,2073,81.37763393275158,ssp585,ipsl-cm6a-lr
124,2074,81.9147215216157,ssp585,ipsl-cm6a-lr
125,2075,82.39310198000548,ssp585,ipsl-cm6a-lr
126,2076,82.38133248734118,ssp585,ipsl-cm6a-lr
127,2077,84.07355820910963,ssp585,ipsl-cm6a-lr
128,2078,83.7745835798454,ssp585,ipsl-cm6a-lr
129,2079,82.73216886486196,ssp585,ipsl-cm6a-lr
130,2080,83.2792364144575,ssp585,ipsl-cm6a-lr
131,2081,82.79549597674132,ssp585,ipsl-cm6a-lr
132,2082,85.24316868893261,ssp585,ipsl-cm6a-lr
133,2083,84.09179211697548,ssp585,ipsl-cm6a-lr
134,2084,84.54174115765666,ssp585,ipsl-cm6a-lr
135,2085,85.52799682221955,ssp585,ipsl-cm6a-lr
136,2086,83.76820770659235,ssp585,ipsl-cm6a-lr
137,2087,85.0880084745803,ssp585,ipsl-cm6a-lr
138,2088,85.69687948234402,ssp585,ipsl-cm6a-lr
139,2089,84.43161398404297,ssp585,ipsl-cm6a-lr
140,2090,85.75713631745576,ssp585,ipsl-cm6a-lr
141,2091,86.14960118583879,ssp585,ipsl-cm6a-lr
142,2092,86.52733106019676,ssp585,ipsl-cm6a-lr
143,2093,89.1416888622946,ssp585,ipsl-cm6a-lr
144,2094,88.66082189730378,ssp585,ipsl-cm6a-lr
145,2095,86.91989458445623,ssp585,ipsl-cm6a-lr
146,2096,89.13610860906165,ssp585,ipsl-cm6a-lr
147,2097,87.66377038753035,ssp585,ipsl-cm6a-lr
148,2098,87.62073988812841,ssp585,ipsl-cm6a-lr
149,2099,87.88720637883281,ssp585,ipsl-cm6a-lr
150,2100,87.76328584563515,ssp585,ipsl-cm6a-lr
0,1950,69.3425972118516,ssp585,inm-cm5-0
1,1951,69.21268528414106,ssp585,inm-cm5-0
2,1952,69.65166607317201,ssp585,inm-cm5-0
3,1953,70.60632902371792,ssp585,inm-cm5-0
4,1954,71.32652872457061,ssp585,inm-cm5-0
5,1955,71.61443343976231,ssp585,inm-cm5-0
6,1956,69.3016101453867,ssp585,inm-cm5-0
7,1957,70.4702569151238,ssp585,inm-cm5-0
8,1958,70.586916873885,ssp585,inm-cm5-0
9,1959,70.5795061001418,ssp585,inm-cm5-0
10,1960,71.69144479573377,ssp585,inm-cm5-0
11,1961,70.7827755117714,ssp585,inm-cm5-0
12,1962,71.05338957576375,ssp585,inm-cm5-0
13,1963,71.59179763699636,ssp585,inm-cm5-0
14,1964,71.01986170912622,ssp585,inm-cm5-0
15,1965,70.46534406821512,ssp585,inm-cm5-0
16,1966,71.09232751902628,ssp585,inm-cm5-0
17,1967,71.11550625161152,ssp585,inm-cm5-0
18,1968,68.51944423827806,ssp585,inm-cm5-0
19,1969,70.54212828271554,ssp585,inm-cm5-0
20,1970,69.79214182735441,ssp585,inm-cm5-0
21,1971,71.12990130867414,ssp585,inm-cm5-0
22,1972,70.6381232502229,ssp585,inm-cm5-0
23,1973,69.97529413831369,ssp585,inm-cm5-0
24,1974,69.96648796339777,ssp585,inm-cm5-0
25,1975,72.13023602227368,ssp585,inm-cm5-0
26,1976,69.21266100919809,ssp585,inm-cm5-0
27,1977,70.80207646521662,ssp585,inm-cm5-0
28,1978,71.27152822399685,ssp585,inm-cm5-0
29,1979,69.9298711361973,ssp585,inm-cm5-0
30,1980,71.2661742414804,ssp585,inm-cm5-0
31,1981,71.65710666883936,ssp585,inm-cm5-0
32,1982,69.91309518991568,ssp585,inm-cm5-0
33,1983,65.89843831861754,ssp585,inm-cm5-0
34,1984,69.81233335207091,ssp585,inm-cm5-0
35,1985,70.25014325602943,ssp585,inm-cm5-0
36,1986,69.72751640096274,ssp585,inm-cm5-0
37,1987,70.97745546616567,ssp585,inm-cm5-0
38,1988,70.08954355033339,ssp585,inm-cm5-0
39,1989,71.28214407920164,ssp585,inm-cm5-0
40,1990,70.48420236038346,ssp585,inm-cm5-0
41,1991,71.35423256724573,ssp585,inm-cm5-0
42,1992,69.57862162160774,ssp585,inm-cm5-0
43,1993,69.8190688515766,ssp585,inm-cm5-0
44,1994,70.4582148548482,ssp585,inm-cm5-0
45,1995,70.96591124110634,ssp585,inm-cm5-0
46,1996,71.06420922177752,ssp585,inm-cm5-0
47,1997,73.30574747153491,ssp585,inm-cm5-0
48,1998,70.87893721276741,ssp585,inm-cm5-0
49,1999,72.82068405645381,ssp585,inm-cm5-0
50,2000,72.54555636249437,ssp585,inm-cm5-0
51,2001,71.07395824237507,ssp585,inm-cm5-0
52,2002,72.66736419317797,ssp585,inm-cm5-0
53,2003,70.23254700217244,ssp585,inm-cm5-0
54,2004,71.16548498573081,ssp585,inm-cm5-0
55,2005,70.77141417068609,ssp585,inm-cm5-0
56,2006,71.7657579864797,ssp585,inm-cm5-0
57,2007,72.02216957070645,ssp585,inm-cm5-0
58,2008,72.19018942897834,ssp585,inm-cm5-0
59,2009,72.35111559466591,ssp585,inm-cm5-0
60,2010,71.99232260297296,ssp585,inm-cm5-0
61,2011,70.82309665969542,ssp585,inm-cm5-0
62,2012,70.3693372365974,ssp585,inm-cm5-0
63,2013,72.07552447905319,ssp585,inm-cm5-0
64,2014,71.062287343111,ssp585,inm-cm5-0
65,2015,73.06173676031926,ssp585,inm-cm5-0
66,2016,72.30210333487321,ssp585,inm-cm5-0
67,2017,71.8536989738947,ssp585,inm-cm5-0
68,2018,73.78244494341251,ssp585,inm-cm5-0
69,2019,72.18773320877652,ssp585,inm-cm5-0
70,2020,75.08802618541651,ssp585,inm-cm5-0
71,2021,72.519930443041,ssp585,inm-cm5-0
72,2022,73.11293411048027,ssp585,inm-cm5-0
73,2023,72.49652157874806,ssp585,inm-cm5-0
74,2024,73.64334614812783,ssp585,inm-cm5-0
75,2025,73.5508636352987,ssp585,inm-cm5-0
76,2026,74.69171409196429,ssp585,inm-cm5-0
77,2027,73.28576079087233,ssp585,inm-cm5-0
78,2028,73.44883103145234,ssp585,inm-cm5-0
79,2029,74.02081528382743,ssp585,inm-cm5-0
80,2030,75.83644934313546,ssp585,inm-cm5-0
81,2031,73.76579446083443,ssp585,inm-cm5-0
82,2032,74.20017058409057,ssp585,inm-cm5-0
83,2033,74.93570829872718,ssp585,inm-cm5-0
84,2034,73.62911301337081,ssp585,inm-cm5-0
85,2035,73.8938584747507,ssp585,inm-cm5-0
86,2036,74.70748314693215,ssp585,inm-cm5-0
87,2037,74.25303660027208,ssp585,inm-cm5-0
88,2038,73.30336615570654,ssp585,inm-cm5-0
89,2039,76.21203293508847,ssp585,inm-cm5-0
90,2040,76.65649877300571,ssp585,inm-cm5-0
91,2041,73.34793066872454,ssp585,inm-cm5-0
92,2042,76.46049698756443,ssp585,inm-cm5-0
93,2043,76.9684719232854,ssp585,inm-cm5-0
94,2044,75.5228542197725,ssp585,inm-cm5-0
95,2045,75.01930397397766,ssp585,inm-cm5-0
96,2046,75.52471612689854,ssp585,inm-cm5-0
97,2047,74.79451293203337,ssp585,inm-cm5-0
98,2048,73.59947796043774,ssp585,inm-cm5-0
99,2049,74.67499672843847,ssp585,inm-cm5-0
100,2050,76.86571719775466,ssp585,inm-cm5-0
101,2051,76.70031292891929,ssp585,inm-cm5-0
102,2052,76.00347133019541,ssp585,inm-cm5-0
103,2053,74.25372470461997,ssp585,inm-cm5-0
104,2054,76.27297037194766,ssp585,inm-cm5-0
105,2055,77.28945072605136,ssp585,inm-cm5-0
106,2056,76.09666293801985,ssp585,inm-cm5-0
107,2057,75.73625910286896,ssp585,inm-cm5-0
108,2058,76.44466521738542,ssp585,inm-cm5-0
109,2059,76.34429671884507,ssp585,inm-cm5-0
110,2060,76.12567321630745,ssp585,inm-cm5-0
111,2061,77.78244184821628,ssp585,inm-cm5-0
112,2062,78.72475211595405,ssp585,inm-cm5-0
113,2063,76.36109803245265,ssp585,inm-cm5-0
114,2064,76.54121612660133,ssp585,inm-cm5-0
115,2065,77.66512494750386,ssp585,inm-cm5-0
116,2066,77.05179073465939,ssp585,inm-cm5-0
117,2067,76.51378244712448,ssp585,inm-cm5-0
118,2068,79.37627906008098,ssp585,inm-cm5-0
119,2069,79.03218889704654,ssp585,inm-cm5-0
120,2070,77.76474850923296,ssp585,inm-cm5-0
121,2071,76.2400565483661,ssp585,inm-cm5-0
122,2072,79.57992311716737,ssp585,inm-cm5-0
123,2073,77.37191486644129,ssp585,inm-cm5-0
124,2074,77.35647985097707,ssp585,inm-cm5-0
125,2075,76.52421241370821,ssp585,inm-cm5-0
126,2076,79.88733901667517,ssp585,inm-cm5-0
127,2077,77.6277926262901,ssp585,inm-cm5-0
128,2078,77.51376217910274,ssp585,inm-cm5-0
129,2079,79.79161512596676,ssp585,inm-cm5-0
130,2080,78.63015934661779,ssp585,inm-cm5-0
131,2081,79.45686543384218,ssp585,inm-cm5-0
132,2082,77.18903327779273,ssp585,inm-cm5-0
133,2083,78.3860305969513,ssp585,inm-cm5-0
134,2084,79.76642553279932,ssp585,inm-cm5-0
135,2085,78.54785862145336,ssp585,inm-cm5-0
136,2086,77.75078281437584,ssp585,inm-cm5-0
137,2087,80.16647016255043,ssp585,inm-cm5-0
138,2088,78.07398044634077,ssp585,inm-cm5-0
139,2089,79.86166132992025,ssp585,inm-cm5-0
140,2090,80.68168901391712,ssp585,inm-cm5-0
141,2091,78.53168640922878,ssp585,inm-cm5-0
142,2092,79.3529534653422,ssp585,inm-cm5-0
143,2093,81.33085811356422,ssp585,inm-cm5-0
144,2094,79.91233871847756,ssp585,inm-cm5-0
145,2095,79.91783902749837,ssp585,inm-cm5-0
146,2096,81.10504797212677,ssp585,inm-cm5-0
147,2097,82.55394668252728,ssp585,inm-cm5-0
148,2098,79.22505945823077,ssp585,inm-cm5-0
149,2099,78.50542984448282,ssp585,inm-cm5-0
150,2100,80.54395042106303,ssp585,inm-cm5-0
0,1950,70.52507723873838,ssp585,mpi-esm1-2-lr
1,1951,70.6566921664697,ssp585,mpi-esm1-2-lr
2,1952,70.39301222432157,ssp585,mpi-esm1-2-lr
3,1953,70.01668277214853,ssp585,mpi-esm1-2-lr
4,1954,69.85402858564632,ssp585,mpi-esm1-2-lr
5,1955,69.97638263084198,ssp585,mpi-esm1-2-lr
6,1956,71.90223731522897,ssp585,mpi-esm1-2-lr
7,1957,70.056787655833,ssp585,mpi-esm1-2-lr
8,1958,72.03138344302423,ssp585,mpi-esm1-2-lr
9,1959,70.06837066333676,ssp585,mpi-esm1-2-lr
10,1960,69.44133666524364,ssp585,mpi-esm1-2-lr
11,1961,70.36205932653863,ssp585,mpi-esm1-2-lr
12,1962,69.67490676227848,ssp585,mpi-esm1-2-lr
13,1963,70.85799252856381,ssp585,mpi-esm1-2-lr
14,1964,68.99119633516713,ssp585,mpi-esm1-2-lr
15,1965,69.34308250179622,ssp585,mpi-esm1-2-lr
16,1966,68.33901107464892,ssp585,mpi-esm1-2-lr
17,1967,70.78381025843055,ssp585,mpi-esm1-2-lr
18,1968,71.01556144641525,ssp585,mpi-esm1-2-lr
19,1969,68.9099505928709,ssp585,mpi-esm1-2-lr
20,1970,68.7128687068522,ssp585,mpi-esm1-2-lr
21,1971,71.47581274965003,ssp585,mpi-esm1-2-lr
22,1972,69.42600896431414,ssp585,mpi-esm1-2-lr
23,1973,69.1794630959939,ssp585,mpi-esm1-2-lr
24,1974,69.05504728764228,ssp585,mpi-esm1-2-lr
25,1975,70.57149876299171,ssp585,mpi-esm1-2-lr
26,1976,69.95683277488426,ssp585,mpi-esm1-2-lr
27,1977,70.56801011541819,ssp585,mpi-esm1-2-lr
28,1978,73.87827386218447,ssp585,mpi-esm1-2-lr
29,1979,70.62427901588119,ssp585,mpi-esm1-2-lr
30,1980,71.2826798347591,ssp585,mpi-esm1-2-lr
31,1981,70.99498486613989,ssp585,mpi-esm1-2-lr
32,1982,72.19244938621391,ssp585,mpi-esm1-2-lr
33,1983,68.66038860396023,ssp585,mpi-esm1-2-lr
34,1984,69.75485039999424,ssp585,mpi-esm1-2-lr
35,1985,72.53718788817147,ssp585,mpi-esm1-2-lr
36,1986,70.10771209207466,ssp585,mpi-esm1-2-lr
37,1987,72.38671421569457,ssp585,mpi-esm1-2-lr
38,1988,71.82348460040862,ssp585,mpi-esm1-2-lr
39,1989,72.24334711833534,ssp585,mpi-esm1-2-lr
40,1990,71.8679062873025,ssp585,mpi-esm1-2-lr
41,1991,70.95002602243702,ssp585,mpi-esm1-2-lr
42,1992,69.3376097673848,ssp585,mpi-esm1-2-lr
43,1993,69.53293090830016,ssp585,mpi-esm1-2-lr
44,1994,72.13597368364405,ssp585,mpi-esm1-2-lr
45,1995,72.28543327816448,ssp585,mpi-esm1-2-lr
46,1996,71.33178718806008,ssp585,mpi-esm1-2-lr
47,1997,71.39617621542523,ssp585,mpi-esm1-2-lr
48,1998,70.3535565659532,ssp585,mpi-esm1-2-lr
49,1999,71.44394805209849,ssp585,mpi-esm1-2-lr
50,2000,71.07843985634662,ssp585,mpi-esm1-2-lr
51,2001,71.79640327490742,ssp585,mpi-esm1-2-lr
52,2002,73.68311203085612,ssp585,mpi-esm1-2-lr
53,2003,70.81973109727063,ssp585,mpi-esm1-2-lr
54,2004,72.68034759205179,ssp585,mpi-esm1-2-lr
55,2005,73.54185696840645,ssp585,mpi-esm1-2-lr
56,2006,74.50108803979336,ssp585,mpi-esm1-2-lr
57,2007,72.91638601226741,ssp585,mpi-esm1-2-lr
58,2008,72.39342619176706,ssp585,mpi-esm1-2-lr
59,2009,72.60780665650694,ssp585,mpi-esm1-2-lr
60,2010,74.76217614742694,ssp585,mpi-esm1-2-lr
61,2011,71.56685663597541,ssp585,mpi-esm1-2-lr
62,2012,72.17705185318569,ssp585,mpi-esm1-2-lr
63,2013,71.02242928694777,ssp585,mpi-esm1-2-lr
64,2014,72.44024521745338,ssp585,mpi-esm1-2-lr
65,2015,71.97514072103996,ssp585,mpi-esm1-2-lr
66,2016,71.96400821478632,ssp585,mpi-esm1-2-lr
67,2017,72.6071856153628,ssp585,mpi-esm1-2-lr
68,2018,72.2949500266196,ssp585,mpi-esm1-2-lr
69,2019,73.01089287251189,ssp585,mpi-esm1-2-lr
70,2020,72.86899446998297,ssp585,mpi-esm1-2-lr
71,2021,71.51647865161031,ssp585,mpi-esm1-2-lr
72,2022,73.12713956456115,ssp585,mpi-esm1-2-lr
73,2023,72.86036552966893,ssp585,mpi-esm1-2-lr
74,2024,71.28571105125073,ssp585,mpi-esm1-2-lr
75,2025,73.60016811816931,ssp585,mpi-esm1-2-lr
76,2026,73.56851279055464,ssp585,mpi-esm1-2-lr
77,2027,71.83561007052774,ssp585,mpi-esm1-2-lr
78,2028,72.62279327992827,ssp585,mpi-esm1-2-lr
79,2029,74.11801953817113,ssp585,mpi-esm1-2-lr
80,2030,73.10002658806279,ssp585,mpi-esm1-2-lr
81,2031,72.99869590180671,ssp585,mpi-esm1-2-lr
82,2032,74.52323818227075,ssp585,mpi-esm1-2-lr
83,2033,78.16040016865867,ssp585,mpi-esm1-2-lr
84,2034,74.0115207161112,ssp585,mpi-esm1-2-lr
85,2035,73.0628699354632,ssp585,mpi-esm1-2-lr
86,2036,75.80684852632795,ssp585,mpi-esm1-2-lr
87,2037,75.31927685232573,ssp585,mpi-esm1-2-lr
88,2038,74.68455822921344,ssp585,mpi-esm1-2-lr
89,2039,74.73918823420479,ssp585,mpi-esm1-2-lr
90,2040,73.11718859769252,ssp585,mpi-esm1-2-lr
91,2041,72.82447717813609,ssp585,mpi-esm1-2-lr
92,2042,74.81694627534252,ssp585,mpi-esm1-2-lr
93,2043,73.56758046443746,ssp585,mpi-esm1-2-lr
94,2044,75.03032077505753,ssp585,mpi-esm1-2-lr
95,2045,77.89234556741887,ssp585,mpi-esm1-2-lr
96,2046,74.62125396263318,ssp585,mpi-esm1-2-lr
97,2047,74.57899829561724,ssp585,mpi-esm1-2-lr
98,2048,74.7894492608281,ssp585,mpi-esm1-2-lr
99,2049,75.63015468697647,ssp585,mpi-esm1-2-lr
100,2050,72.99604396665835,ssp585,mpi-esm1-2-lr
101,2051,75.5393597386066,ssp585,mpi-esm1-2-lr
102,2052,76.1102252246619,ssp585,mpi-esm1-2-lr
103,2053,75.17677291068428,ssp585,mpi-esm1-2-lr
104,2054,73.96854893437893,ssp585,mpi-esm1-2-lr
105,2055,76.26998372802254,ssp585,mpi-esm1-2-lr
106,2056,76.66336751999586,ssp585,mpi-esm1-2-lr
107,2057,75.33336313725404,ssp585,mpi-esm1-2-lr
108,2058,78.08919521829391,ssp585,mpi-esm1-2-lr
109,2059,76.35795135922142,ssp585,mpi-esm1-2-lr
110,2060,76.31161669622884,ssp585,mpi-esm1-2-lr
111,2061,76.527680753218,ssp585,mpi-esm1-2-lr
112,2062,77.05830132771283,ssp585,mpi-esm1-2-lr
113,2063,77.09618454206192,ssp585,mpi-esm1-2-lr
114,2064,75.99057976270306,ssp585,mpi-esm1-2-lr
115,2065,78.36024938430845,ssp585,mpi-esm1-2-lr
116,2066,76.79093850021246,ssp585,mpi-esm1-2-lr
117,2067,76.22969012992583,ssp585,mpi-esm1-2-lr
118,2068,77.2842829596851,ssp585,mpi-esm1-2-lr
119,2069,79.16575284947605,ssp585,mpi-esm1-2-lr
120,2070,77.87352189457023,ssp585,mpi-esm1-2-lr
121,2071,81.26527003843049,ssp585,mpi-esm1-2-lr
122,2072,81.68183398998707,ssp585,mpi-esm1-2-lr
123,2073,81.51211884750718,ssp585,mpi-esm1-2-lr
124,2074,79.61924043589416,ssp585,mpi-esm1-2-lr
125,2075,78.04220696477013,ssp585,mpi-esm1-2-lr
126,2076,80.77378748513611,ssp585,mpi-esm1-2-lr
127,2077,79.81684761323073,ssp585,mpi-esm1-2-lr
128,2078,80.99474427915318,ssp585,mpi-esm1-2-lr
129,2079,81.82242804007723,ssp585,mpi-esm1-2-lr
130,2080,81.80683134161839,ssp585,mpi-esm1-2-lr
131,2081,81.47770091922878,ssp585,mpi-esm1-2-lr
132,2082,83.30361899157175,ssp585,mpi-esm1-2-lr
133,2083,80.25484019312184,ssp585,mpi-esm1-2-lr
134,2084,80.40627064641579,ssp585,mpi-esm1-2-lr
135,2085,81.54286444960454,ssp585,mpi-esm1-2-lr
136,2086,81.92119102425761,ssp585,mpi-esm1-2-lr
137,2087,83.28858812239416,ssp585,mpi-esm1-2-lr
138,2088,82.08223625535798,ssp585,mpi-esm1-2-lr
139,2089,81.01596563798746,ssp585,mpi-esm1-2-lr
140,2090,84.76083357388012,ssp585,mpi-esm1-2-lr
141,2091,82.34608623191008,ssp585,mpi-esm1-2-lr
142,2092,82.42588150964582,ssp585,mpi-esm1-2-lr
143,2093,82.64820128109994,ssp585,mpi-esm1-2-lr
144,2094,85.05915125741235,ssp585,mpi-esm1-2-lr
145,2095,80.86775859948048,ssp585,mpi-esm1-2-lr
146,2096,84.51652950090008,ssp585,mpi-esm1-2-lr
147,2097,83.07266967897768,ssp585,mpi-esm1-2-lr
148,2098,84.39439935911055,ssp585,mpi-esm1-2-lr
149,2099,83.49279257189573,ssp585,mpi-esm1-2-lr
150,2100,82.53090879029625,ssp585,mpi-esm1-2-lr
0,1950,70.24430643216697,ssp585,bcc-csm2-mr
1,1951,70.47271671801379,ssp585,bcc-csm2-mr
2,1952,70.08008806653274,ssp585,bcc-csm2-mr
3,1953,70.7229541613297,ssp585,bcc-csm2-mr
4,1954,70.41806669427204,ssp585,bcc-csm2-mr
5,1955,70.43028670491611,ssp585,bcc-csm2-mr
6,1956,70.05071234873613,ssp585,bcc-csm2-mr
7,1957,69.76890895939691,ssp585,bcc-csm2-mr
8,1958,70.4164006926183,ssp585,bcc-csm2-mr
9,1959,69.03701670199266,ssp585,bcc-csm2-mr
10,1960,69.49848899192965,ssp585,bcc-csm2-mr
11,1961,70.017912297045,ssp585,bcc-csm2-mr
12,1962,69.77802385255322,ssp585,bcc-csm2-mr
13,1963,71.81417137986246,ssp585,bcc-csm2-mr
14,1964,68.78784168041746,ssp585,bcc-csm2-mr
15,1965,69.46893653003399,ssp585,bcc-csm2-mr
16,1966,69.18954881651365,ssp585,bcc-csm2-mr
17,1967,71.58634895517883,ssp585,bcc-csm2-mr
18,1968,70.22706932588852,ssp585,bcc-csm2-mr
19,1969,71.51346469956673,ssp585,bcc-csm2-mr
20,1970,71.43148167253642,ssp585,bcc-csm2-mr
21,1971,72.1001839146219,ssp585,bcc-csm2-mr
22,1972,69.53085747967572,ssp585,bcc-csm2-mr
23,1973,70.71075857292178,ssp585,bcc-csm2-mr
24,1974,69.49459987827431,ssp585,bcc-csm2-mr
25,1975,69.02568857741576,ssp585,bcc-csm2-mr
26,1976,69.96222690912907,ssp585,bcc-csm2-mr
27,1977,71.10754810648622,ssp585,bcc-csm2-mr
28,1978,70.3975318999408,ssp585,bcc-csm2-mr
29,1979,70.08972442074587,ssp585,bcc-csm2-mr
30,1980,69.7397980285126,ssp585,bcc-csm2-mr
31,1981,70.98079270324396,ssp585,bcc-csm2-mr
32,1982,69.26795000869807,ssp585,bcc-csm2-mr
33,1983,70.22877597237105,ssp585,bcc-csm2-mr
34,1984,71.50706294551661,ssp585,bcc-csm2-mr
35,1985,70.6590955439088,ssp585,bcc-csm2-mr
36,1986,71.36801697483597,ssp585,bcc-csm2-mr
37,1987,68.82409159694541,ssp585,bcc-csm2-mr
38,1988,71.49889747214436,ssp585,bcc-csm2-mr
39,1989,71.85134627829274,ssp585,bcc-csm2-mr
40,1990,72.0537316259985,ssp585,bcc-csm2-mr
41,1991,71.74139229764295,ssp585,bcc-csm2-mr
42,1992,69.12544425462457,ssp585,bcc-csm2-mr
43,1993,70.50810442738755,ssp585,bcc-csm2-mr
44,1994,71.42400711642777,ssp585,bcc-csm2-mr
45,1995,71.82055036915175,ssp585,bcc-csm2-mr
46,1996,72.6639612025433,ssp585,bcc-csm2-mr
47,1997,70.53652317526326,ssp585,bcc-csm2-mr
48,1998,71.71882628157883,ssp585,bcc-csm2-mr
49,1999,71.56433373929585,ssp585,bcc-csm2-mr
50,2000,72.82625615418469,ssp585,bcc-csm2-mr
51,2001,71.88910230976705,ssp585,bcc-csm2-mr
52,2002,71.79570661602924,ssp585,bcc-csm2-mr
53,2003,72.14005041882777,ssp585,bcc-csm2-mr
54,2004,72.4864918689886,ssp585,bcc-csm2-mr
55,2005,72.96660759749832,ssp585,bcc-csm2-mr
56,2006,72.6713118675612,ssp585,bcc-csm2-mr
57,2007,70.71787923146299,ssp585,bcc-csm2-mr
58,2008,73.46468750095639,ssp585,bcc-csm2-mr
59,2009,71.3803531133905,ssp585,bcc-csm2-mr
60,2010,73.66883809733227,ssp585,bcc-csm2-mr
61,2011,72.79852626078485,ssp585,bcc-csm2-mr
62,2012,72.33254292287403,ssp585,bcc-csm2-mr
63,2013,73.1847079952882,ssp585,bcc-csm2-mr
64,2014,72.06028924163593,ssp585,bcc-csm2-mr
65,2015,73.21869379164615,ssp585,bcc-csm2-mr
66,2016,71.67772758691716,ssp585,bcc-csm2-mr
67,2017,73.38699395115617,ssp585,bcc-csm2-mr
68,2018,72.84136255068458,ssp585,bcc-csm2-mr
69,2019,72.89860289112362,ssp585,bcc-csm2-mr
70,2020,73.70896259732628,ssp585,bcc-csm2-mr
71,2021,72.14881343651669,ssp585,bcc-csm2-mr
72,2022,72.78138764835319,ssp585,bcc-csm2-mr
73,2023,72.95822074729482,ssp585,bcc-csm2-mr
74,2024,72.28272575807279,ssp585,bcc-csm2-mr
75,2025,73.93423814323897,ssp585,bcc-csm2-mr
76,2026,73.88092277854906,ssp585,bcc-csm2-mr
77,2027,73.98592599279739,ssp585,bcc-csm2-mr
78,2028,74.05892759961002,ssp585,bcc-csm2-mr
79,2029,72.74226429912484,ssp585,bcc-csm2-mr
80,2030,73.61235716549758,ssp585,bcc-csm2-mr
81,2031,74.20189842205362,ssp585,bcc-csm2-mr
82,2032,73.12946053320968,ssp585,bcc-csm2-mr
83,2033,74.78460696682887,ssp585,bcc-csm2-mr
84,2034,74.44873559193915,ssp585,bcc-csm2-mr
85,2035,73.99411937418535,ssp585,bcc-csm2-mr
86,2036,73.85699201878009,ssp585,bcc-csm2-mr
87,2037,75.17990796647379,ssp585,bcc-csm2-mr
88,2038,76.98855805780534,ssp585,bcc-csm2-mr
89,2039,74.69052716505806,ssp585,bcc-csm2-mr
90,2040,76.25717169319712,ssp585,bcc-csm2-mr
91,2041,75.39863860507391,ssp585,bcc-csm2-mr
92,2042,74.00128637534269,ssp585,bcc-csm2-mr
93,2043,76.23699262471976,ssp585,bcc-csm2-mr
94,2044,75.70243084801112,ssp585,bcc-csm2-mr
95,2045,77.08717986498147,ssp585,bcc-csm2-mr
