,year,avg_jja_temp_f,scenario,model
114,2064,78.25188213405686,ssp370,bcc-csm2-mr
115,2065,78.18863160823965,ssp370,bcc-csm2-mr
116,2066,78.78836664182732,ssp370,bcc-csm2-mr
117,2067,77.82326109894896,ssp370,bcc-csm2-mr
118,2068,77.93499795216816,ssp370,bcc-csm2-mr
119,2069,78.75665369321165,ssp370,bcc-csm2-mr
120,2070,79.29428867807982,ssp370,bcc-csm2-mr
121,2071,79.8613346545984,ssp370,bcc-csm2-mr
122,2072,77.94764849828469,ssp370,bcc-csm2-mr
123,2073,79.70803235490897,ssp370,bcc-csm2-mr
124,2074,79.28906870906668,ssp370,bcc-csm2-mr
125,2075,80.34823062540728,ssp370,bcc-csm2-mr
126,2076,79.68013487748823,ssp370,bcc-csm2-mr
127,2077,81.11760259272327,ssp370,bcc-csm2-mr
128,2078,79.67899092359843,ssp370,bcc-csm2-mr
129,2079,79.71775201587742,ssp370,bcc-csm2-mr
130,2080,80.73436268773077,ssp370,bcc-csm2-mr
131,2081,81.33557599746854,ssp370,bcc-csm2-mr
132,2082,80.54091533760405,ssp370,bcc-csm2-mr
133,2083,81.11235302843305,ssp370,bcc-csm2-mr
134,2084,81.88460973302755,ssp370,bcc-csm2-mr
135,2085,81.39818586643693,ssp370,bcc-csm2-mr
136,2086,82.49791786414053,ssp370,bcc-csm2-mr
137,2087,81.4477687030992,ssp370,bcc-csm2-mr
138,2088,82.01692279224504,ssp370,bcc-csm2-mr
139,2089,80.84473531719613,ssp370,bcc-csm2-mr
140,2090,82.0181568784786,ssp370,bcc-csm2-mr
141,2091,80.84222819900019,ssp370,bcc-csm2-mr
142,2092,83.93106358124155,ssp370,bcc-csm2-mr
143,2093,81.09009568668075,ssp370,bcc-csm2-mr
144,2094,81.12496006164935,ssp370,bcc-csm2-mr
145,2095,82.06102866929625,ssp370,bcc-csm2-mr
146,2096,83.9021289108938,ssp370,bcc-csm2-mr
147,2097,82.58927360705563,ssp370,bcc-csm2-mr
148,2098,83.71390581825922,ssp370,bcc-csm2-mr
149,2099,82.95155938020167,ssp370,bcc-csm2-mr
150,2100,82.71778978272374,ssp370,bcc-csm2-mr
0,1950,70.96330654195468,ssp370,miroc6
1,1951,71.3517124369598,ssp370,miroc6
2,1952,70.04482487667306,ssp370,miroc6
3,1953,70.85706884159768,ssp370,miroc6
4,1954,70.26660885311374,ssp370,miroc6
5,1955,70.41495122067985,ssp370,miroc6
6,1956,71.15781621529024,ssp370,miroc6
7,1957,70.41358312922647,ssp370,miroc6
8,1958,71.4845458625933,ssp370,miroc6
9,1959,69.47515487876285,ssp370,miroc6
10,1960,70.08094762535275,ssp370,miroc6
11,1961,70.35273539446074,ssp370,miroc6
12,1962,71.18778671541598,ssp370,miroc6
13,1963,71.07898814387782,ssp370,miroc6
14,1964,70.11968035756848,ssp370,miroc6
15,1965,71.53717388641785,ssp370,miroc6
16,1966,70.08174997634723,ssp370,miroc6
17,1967,70.67631620654647,ssp370,miroc6
18,1968,69.69283373178006,ssp370,miroc6
19,1969,71.26135297366228,ssp370,miroc6
20,1970,68.87526137824149,ssp370,miroc6
21,1971,70.23010077643103,ssp370,miroc6
22,1972,71.25546161823635,ssp370,miroc6
23,1973,68.55524530023816,ssp370,miroc6
24,1974,70.95933176524747,ssp370,miroc6
25,1975,69.66913074715809,ssp370,miroc6
26,1976,70.29257189018246,ssp370,miroc6
27,1977,71.27617268878076,ssp370,miroc6
28,1978,70.04903000053669,ssp370,miroc6
29,1979,72.20878318334184,ssp370,miroc6
30,1980,70.88881354718637,ssp370,miroc6
31,1981,71.84675269532592,ssp370,miroc6
32,1982,69.1964673420693,ssp370,miroc6
33,1983,69.70647347985151,ssp370,miroc6
34,1984,69.829146046766,ssp370,miroc6
35,1985,70.56730127358479,ssp370,miroc6
36,1986,71.36300517988639,ssp370,miroc6
37,1987,69.98567273414864,ssp370,miroc6
38,1988,70.45764510041724,ssp370,miroc6
39,1989,70.4534091695966,ssp370,miroc6
40,1990,71.10690982923653,ssp370,miroc6
41,1991,70.5780265657094,ssp370,miroc6
42,1992,69.61522147896224,ssp370,miroc6
43,1993,70.05639370096341,ssp370,miroc6
44,1994,70.29235205416362,ssp370,miroc6
45,1995,71.90481290769796,ssp370,miroc6
46,1996,72.39190141741142,ssp370,miroc6
47,1997,70.30589501454683,ssp370,miroc6
48,1998,70.2098235289146,ssp370,miroc6
49,1999,71.17424417110634,ssp370,miroc6
50,2000,71.92847957719523,ssp370,miroc6
51,2001,71.52672293252364,ssp370,miroc6
52,2002,73.40268204047804,ssp370,miroc6
53,2003,71.78248558727047,ssp370,miroc6
54,2004,71.90982520401096,ssp370,miroc6
55,2005,73.51637256276113,ssp370,miroc6
56,2006,71.95291854442156,ssp370,miroc6
57,2007,71.37915956596515,ssp370,miroc6
58,2008,72.710337663664,ssp370,miroc6
59,2009,72.82756808550732,ssp370,miroc6
60,2010,72.18114778194106,ssp370,miroc6
61,2011,72.68212872700983,ssp370,miroc6
62,2012,71.9945595052344,ssp370,miroc6
63,2013,73.59696298080385,ssp370,miroc6
64,2014,73.32161709716505,ssp370,miroc6
65,2015,72.23495002274665,ssp370,miroc6
66,2016,73.18587168943608,ssp370,miroc6
67,2017,73.64392361352353,ssp370,miroc6
68,2018,73.32403464859927,ssp370,miroc6
69,2019,72.82527205473453,ssp370,miroc6
70,2020,72.80441779116516,ssp370,miroc6
71,2021,73.19498905246957,ssp370,miroc6
72,2022,72.57487121819085,ssp370,miroc6
73,2023,72.66741906448696,ssp370,miroc6
74,2024,74.43267149935059,ssp370,miroc6
75,2025,73.39173114381076,ssp370,miroc6
76,2026,72.13186142289871,ssp370,miroc6
77,2027,73.84860275837045,ssp370,miroc6
78,2028,75.40848254872579,ssp370,miroc6
79,2029,73.87362586213004,ssp370,miroc6
80,2030,73.34383019725269,ssp370,miroc6
81,2031,74.11388706617647,ssp370,miroc6
82,2032,73.48822896268223,ssp370,miroc6
83,2033,72.053651509196,ssp370,miroc6
84,2034,73.65870058531384,ssp370,miroc6
85,2035,74.07153504648026,ssp370,miroc6
86,2036,73.56382090074636,ssp370,miroc6
87,2037,74.27195624133248,ssp370,miroc6
88,2038,75.55022754402489,ssp370,miroc6
89,2039,75.13122685590193,ssp370,miroc6
90,2040,75.8834817108102,ssp370,miroc6
91,2041,76.14502248316083,ssp370,miroc6
92,2042,76.04467560599744,ssp370,miroc6
93,2043,74.13064983350237,ssp370,miroc6
94,2044,75.29402013354704,ssp370,miroc6
95,2045,74.18975642265657,ssp370,miroc6
96,2046,76.35455315466224,ssp370,miroc6
97,2047,75.6575017255001,ssp370,miroc6
98,2048,75.95962457932957,ssp370,miroc6
99,2049,74.47904016387727,ssp370,miroc6
100,2050,75.25635321716388,ssp370,miroc6
101,2051,74.9297426377572,ssp370,miroc6
102,2052,74.97378415643705,ssp370,miroc6
103,2053,76.97376828381535,ssp370,miroc6
104,2054,75.87010296393693,ssp370,miroc6
105,2055,75.11025655298816,ssp370,miroc6
106,2056,76.02909089095812,ssp370,miroc6
107,2057,75.06121592561962,ssp370,miroc6
108,2058,77.3647648634247,ssp370,miroc6
109,2059,76.58713376803692,ssp370,miroc6
110,2060,76.01233877215888,ssp370,miroc6
111,2061,76.36088632309662,ssp370,miroc6
112,2062,76.68998137797895,ssp370,miroc6
113,2063,75.55101668125288,ssp370,miroc6
114,2064,77.06733808796115,ssp370,miroc6
115,2065,77.51327023740045,ssp370,miroc6
116,2066,77.16586570852688,ssp370,miroc6
117,2067,78.15998635919672,ssp370,miroc6
118,2068,77.6548434564778,ssp370,miroc6
119,2069,77.49571802789858,ssp370,miroc6
120,2070,78.0194144296701,ssp370,miroc6
121,2071,78.6556329758154,ssp370,miroc6
122,2072,78.0304416019222,ssp370,miroc6
123,2073,78.80044315938721,ssp370,miroc6
124,2074,77.16088487842771,ssp370,miroc6
125,2075,78.28950826702962,ssp370,miroc6
126,2076,77.16089471805203,ssp370,miroc6
127,2077,78.2446458401221,ssp370,miroc6
128,2078,75.19429538719476,ssp370,miroc6
129,2079,76.98033989457019,ssp370,miroc6
130,2080,77.69966683004549,ssp370,miroc6
131,2081,77.76804036993339,ssp370,miroc6
132,2082,76.85962692453901,ssp370,miroc6
133,2083,77.73585957393365,ssp370,miroc6
134,2084,77.52330246992967,ssp370,miroc6
135,2085,77.51234997780185,ssp370,miroc6
136,2086,77.37792473279029,ssp370,miroc6
137,2087,77.61460835676374,ssp370,miroc6
138,2088,79.98103154799519,ssp370,miroc6
139,2089,79.93158088596736,ssp370,miroc6
140,2090,80.55514602913627,ssp370,miroc6
141,2091,79.3484045024288,ssp370,miroc6
142,2092,79.32244116101788,ssp370,miroc6
143,2093,79.69970776791787,ssp370,miroc6
144,2094,79.8894798280994,ssp370,miroc6
145,2095,77.20397370926929,ssp370,miroc6
146,2096,79.48294719496731,ssp370,miroc6
147,2097,80.4114264228531,ssp370,miroc6
148,2098,79.58664547444155,ssp370,miroc6
149,2099,79.48320020853009,ssp370,miroc6
150,2100,80.37083694040857,ssp370,miroc6
0,1950,73.01238422228315,ssp370,noresm2-lm
1,1951,70.80039549578096,ssp370,noresm2-lm
2,1952,70.58799925691689,ssp370,noresm2-lm
3,1953,71.30755105754331,ssp370,noresm2-lm
4,1954,69.48567894925056,ssp370,noresm2-lm
5,1955,70.07838491329076,ssp370,noresm2-lm
6,1956,71.46977842380872,ssp370,noresm2-lm
7,1957,71.15622325016888,ssp370,noresm2-lm
8,1958,69.70265965209168,ssp370,noresm2-lm
9,1959,70.42282627343371,ssp370,noresm2-lm
10,1960,72.20394037458442,ssp370,noresm2-lm
11,1961,71.0986065021127,ssp370,noresm2-lm
12,1962,67.76226593431467,ssp370,noresm2-lm
13,1963,72.10790658440702,ssp370,noresm2-lm
14,1964,68.55758594590843,ssp370,noresm2-lm
15,1965,70.92281934785449,ssp370,noresm2-lm
16,1966,70.24630452110226,ssp370,noresm2-lm
17,1967,69.7254280257701,ssp370,noresm2-lm
18,1968,68.9940410107701,ssp370,noresm2-lm
19,1969,69.98984195110492,ssp370,noresm2-lm
20,1970,70.62035975935352,ssp370,noresm2-lm
21,1971,69.72338715353861,ssp370,noresm2-lm
22,1972,70.95617880917078,ssp370,noresm2-lm
23,1973,69.7988338765046,ssp370,noresm2-lm
24,1974,70.46168222356279,ssp370,noresm2-lm
25,1975,71.46497394922521,ssp370,noresm2-lm
26,1976,68.4168143835682,ssp370,noresm2-lm
27,1977,69.81761471100452,ssp370,noresm2-lm
28,1978,70.27560449934602,ssp370,noresm2-lm
29,1979,71.27270230001271,ssp370,noresm2-lm
30,1980,68.99757499083084,ssp370,noresm2-lm
31,1981,72.42937478672086,ssp370,noresm2-lm
32,1982,69.69145362247812,ssp370,noresm2-lm
33,1983,70.00002995370228,ssp370,noresm2-lm
34,1984,69.93708619590419,ssp370,noresm2-lm
35,1985,71.41244032322801,ssp370,noresm2-lm
36,1986,70.33342732209086,ssp370,noresm2-lm
37,1987,70.74013831841056,ssp370,noresm2-lm
38,1988,70.95404041174655,ssp370,noresm2-lm
39,1989,69.96491726843661,ssp370,noresm2-lm
40,1990,70.84735763870255,ssp370,noresm2-lm
41,1991,70.34093974369242,ssp370,noresm2-lm
42,1992,71.84969706771717,ssp370,noresm2-lm
43,1993,71.08881221659563,ssp370,noresm2-lm
44,1994,72.51315028640406,ssp370,noresm2-lm
45,1995,71.80161395156998,ssp370,noresm2-lm
46,1996,70.82710996394476,ssp370,noresm2-lm
47,1997,70.84103407547471,ssp370,noresm2-lm
48,1998,69.75823227115977,ssp370,noresm2-lm
49,1999,73.11492282164463,ssp370,noresm2-lm
50,2000,72.23927564313136,ssp370,noresm2-lm
51,2001,73.39573444986397,ssp370,noresm2-lm
52,2002,71.0500319745213,ssp370,noresm2-lm
53,2003,72.48195152002769,ssp370,noresm2-lm
54,2004,72.13870879631857,ssp370,noresm2-lm
55,2005,71.83975803832162,ssp370,noresm2-lm
56,2006,71.64098112311748,ssp370,noresm2-lm
57,2007,71.84485828143077,ssp370,noresm2-lm
58,2008,71.91583187046568,ssp370,noresm2-lm
59,2009,72.23061201110933,ssp370,noresm2-lm
60,2010,71.06606292211899,ssp370,noresm2-lm
61,2011,73.96829627681089,ssp370,noresm2-lm
62,2012,74.15917726632586,ssp370,noresm2-lm
63,2013,74.80538487567568,ssp370,noresm2-lm
64,2014,73.06251531450884,ssp370,noresm2-lm
65,2015,73.2960040044708,ssp370,noresm2-lm
66,2016,72.65090589851083,ssp370,noresm2-lm
67,2017,73.43572552971203,ssp370,noresm2-lm
68,2018,72.48386558829247,ssp370,noresm2-lm
69,2019,72.81934337266318,ssp370,noresm2-lm
70,2020,74.2068250442509,ssp370,noresm2-lm
71,2021,74.67151298348313,ssp370,noresm2-lm
72,2022,73.20310085781767,ssp370,noresm2-lm
73,2023,73.92931312190869,ssp370,noresm2-lm
74,2024,76.00781234874978,ssp370,noresm2-lm
75,2025,75.02581581694439,ssp370,noresm2-lm
76,2026,73.56612894322957,ssp370,noresm2-lm
77,2027,73.35946966029859,ssp370,noresm2-lm
78,2028,73.40365512484615,ssp370,noresm2-lm
79,2029,74.24963539859887,ssp370,noresm2-lm
80,2030,74.96646579188928,ssp370,noresm2-lm
81,2031,73.86461972436678,ssp370,noresm2-lm
82,2032,74.40989132648275,ssp370,noresm2-lm
83,2033,73.38737343731378,ssp370,noresm2-lm
84,2034,73.50815428029493,ssp370,noresm2-lm
85,2035,76.89930508840804,ssp370,noresm2-lm
86,2036,75.21872554650668,ssp370,noresm2-lm
87,2037,74.44402826114481,ssp370,noresm2-lm
88,2038,75.96536294155118,ssp370,noresm2-lm
89,2039,75.40993185833437,ssp370,noresm2-lm
90,2040,75.04514125664814,ssp370,noresm2-lm
91,2041,75.47940067990605,ssp370,noresm2-lm
92,2042,74.34516064710512,ssp370,noresm2-lm
93,2043,72.76561609050175,ssp370,noresm2-lm
94,2044,77.33702965188093,ssp370,noresm2-lm
95,2045,76.72640941054632,ssp370,noresm2-lm
96,2046,76.64208415945568,ssp370,noresm2-lm
97,2047,75.54990107814143,ssp370,noresm2-lm
98,2048,75.3939212802528,ssp370,noresm2-lm
99,2049,74.72225293442784,ssp370,noresm2-lm
100,2050,75.13628376906493,ssp370,noresm2-lm
101,2051,77.17609022531194,ssp370,noresm2-lm
102,2052,77.74961522855584,ssp370,noresm2-lm
103,2053,75.73171845706749,ssp370,noresm2-lm
104,2054,75.04822990674793,ssp370,noresm2-lm
105,2055,76.29775517622362,ssp370,noresm2-lm
106,2056,75.28164151814981,ssp370,noresm2-lm
107,2057,77.5830551555658,ssp370,noresm2-lm
108,2058,76.61630404725975,ssp370,noresm2-lm
109,2059,77.90028568491968,ssp370,noresm2-lm
110,2060,77.13208723722795,ssp370,noresm2-lm
111,2061,75.36950842555949,ssp370,noresm2-lm
112,2062,75.32665752343033,ssp370,noresm2-lm
113,2063,77.88157672867911,ssp370,noresm2-lm
114,2064,78.31188060184175,ssp370,noresm2-lm
115,2065,76.1180503476661,ssp370,noresm2-lm
116,2066,76.22198583051768,ssp370,noresm2-lm
117,2067,77.66249012385276,ssp370,noresm2-lm
118,2068,79.18958580902346,ssp370,noresm2-lm
119,2069,75.97194885710061,ssp370,noresm2-lm
120,2070,76.03834957060327,ssp370,noresm2-lm
121,2071,76.13819542843447,ssp370,noresm2-lm
122,2072,79.07728270019868,ssp370,noresm2-lm
123,2073,78.38267709617492,ssp370,noresm2-lm
124,2074,78.22346746591874,ssp370,noresm2-lm
125,2075,79.23886346182816,ssp370,noresm2-lm
126,2076,77.17869249646174,ssp370,noresm2-lm
127,2077,77.87860237415154,ssp370,noresm2-lm
128,2078,77.23668538520853,ssp370,noresm2-lm
129,2079,79.1722917890419,ssp370,noresm2-lm
130,2080,78.53236562685807,ssp370,noresm2-lm
131,2081,78.31723278063487,ssp370,noresm2-lm
132,2082,79.23313234884871,ssp370,noresm2-lm
133,2083,77.86275208758971,ssp370,noresm2-lm
134,2084,77.47721466078553,ssp370,noresm2-lm
135,2085,80.52419867373746,ssp370,noresm2-lm
136,2086,80.18630798026837,ssp370,noresm2-lm
137,2087,80.00336205328503,ssp370,noresm2-lm
138,2088,79.37968427422565,ssp370,noresm2-lm
139,2089,79.43745537231624,ssp370,noresm2-lm
140,2090,80.85935550444879,ssp370,noresm2-lm
141,2091,80.23163962188286,ssp370,noresm2-lm
142,2092,79.20575500600918,ssp370,noresm2-lm
143,2093,79.75737341032497,ssp370,noresm2-lm
144,2094,80.45287671788806,ssp370,noresm2-lm
145,2095,79.70273029087186,ssp370,noresm2-lm
146,2096,79.91878683444246,ssp370,noresm2-lm
147,2097,79.64995200278689,ssp370,noresm2-lm
148,2098,81.85545405094618,ssp370,noresm2-lm
149,2099,81.45280825859041,ssp370,noresm2-lm
150,2100,81.36142644611375,ssp370,noresm2-lm
0,1950,71.34893394744834,ssp370,ec-earth3
1,1951,70.1038213529319,ssp370,ec-earth3
2,1952,69.40711148183374,ssp370,ec-earth3
3,1953,71.3205001185085,ssp370,ec-earth3
4,1954,70.0342064526507,ssp370,ec-earth3
5,1955,71.4279752491412,ssp370,ec-earth3
6,1956,70.49238804608405,ssp370,ec-earth3
7,1957,70.95783763081674,ssp370,ec-earth3
8,1958,70.58140914808257,ssp370,ec-earth3
9,1959,72.29034666533683,ssp370,ec-earth3
10,1960,71.33628352988478,ssp370,ec-earth3
11,1961,71.49435663223292,ssp370,ec-earth3
12,1962,70.52633559826079,ssp370,ec-earth3
13,1963,70.38101357452015,ssp370,ec-earth3
14,1964,68.93868440402923,ssp370,ec-earth3
15,1965,68.73179817711484,ssp370,ec-earth3
16,1966,71.6725110995037,ssp370,ec-earth3
17,1967,69.59065767083204,ssp370,ec-earth3
18,1968,70.94757997993416,ssp370,ec-earth3
19,1969,68.88489243048176,ssp370,ec-earth3
20,1970,70.58975468171928,ssp370,ec-earth3
21,1971,69.46910804927646,ssp370,ec-earth3
22,1972,70.07092358010809,ssp370,ec-earth3
23,1973,71.37983813953453,ssp370,ec-earth3
24,1974,69.2679365035853,ssp370,ec-earth3
25,1975,71.78325774749322,ssp370,ec-earth3
26,1976,70.55500600507119,ssp370,ec-earth3
27,1977,69.89516414868274,ssp370,ec-earth3
28,1978,71.33150293119469,ssp370,ec-earth3
29,1979,70.55831094797821,ssp370,ec-earth3
30,1980,69.52074518473151,ssp370,ec-earth3
31,1981,69.55089304559233,ssp370,ec-earth3
32,1982,69.83178568249707,ssp370,ec-earth3
33,1983,68.92562337569254,ssp370,ec-earth3
34,1984,69.45102098423055,ssp370,ec-earth3
35,1985,71.43031958191888,ssp370,ec-earth3
36,1986,71.37113490485397,ssp370,ec-earth3
37,1987,70.14224254961245,ssp370,ec-earth3
38,1988,71.27654716909102,ssp370,ec-earth3
39,1989,71.12683367255326,ssp370,ec-earth3
40,1990,72.92467149287855,ssp370,ec-earth3
41,1991,70.23507424992755,ssp370,ec-earth3
42,1992,68.86319986119736,ssp370,ec-earth3
43,1993,68.97281483021257,ssp370,ec-earth3
44,1994,69.71385468104106,ssp370,ec-earth3
45,1995,71.64233397203026,ssp370,ec-earth3
46,1996,72.98779376093691,ssp370,ec-earth3
47,1997,71.32309106997509,ssp370,ec-earth3
48,1998,72.59156892573,ssp370,ec-earth3
49,1999,71.68550313801968,ssp370,ec-earth3
50,2000,72.88872960763548,ssp370,ec-earth3
51,2001,70.27269500158314,ssp370,ec-earth3
52,2002,71.79872331960354,ssp370,ec-earth3
53,2003,73.53137881137775,ssp370,ec-earth3
54,2004,73.97958961243677,ssp370,ec-earth3
55,2005,73.6500447335327,ssp370,ec-earth3
56,2006,72.97974361674324,ssp370,ec-earth3
57,2007,72.93450283460739,ssp370,ec-earth3
58,2008,73.70839720968411,ssp370,ec-earth3
59,2009,72.25390388537738,ssp370,ec-earth3
60,2010,72.7896129196377,ssp370,ec-earth3
61,2011,71.30853394350682,ssp370,ec-earth3
62,2012,73.39188909570849,ssp370,ec-earth3
63,2013,74.14017754974752,ssp370,ec-earth3
64,2014,76.19461232196895,ssp370,ec-earth3
65,2015,73.86607900235384,ssp370,ec-earth3
66,2016,74.25675139267777,ssp370,ec-earth3
67,2017,74.66663047670936,ssp370,ec-earth3
68,2018,73.13047211721702,ssp370,ec-earth3
69,2019,72.55625702675734,ssp370,ec-earth3
70,2020,74.27718439776878,ssp370,ec-earth3
71,2021,75.35771733249528,ssp370,ec-earth3
72,2022,72.07735683654815,ssp370,ec-earth3
73,2023,78.14408489954232,ssp370,ec-earth3
74,2024,75.48344452996413,ssp370,ec-earth3
75,2025,74.92565079821291,ssp370,ec-earth3
76,2026,75.54544113116633,ssp370,ec-earth3
77,2027,75.08458524009019,ssp370,ec-earth3
78,2028,74.91808431233716,ssp370,ec-earth3
79,2029,76.09190889967502,ssp370,ec-earth3
80,2030,75.90378650429568,ssp370,ec-earth3
81,2031,76.8923864153386,ssp370,ec-earth3
82,2032,75.44828798192023,ssp370,ec-earth3
83,2033,73.71858666075526,ssp370,ec-earth3
84,2034,76.38138539168985,ssp370,ec-earth3
85,2035,76.12337241154626,ssp370,ec-earth3
86,2036,75.27935372846702,ssp370,ec-earth3
