,year,avg_jja_temp_f,scenario,model
109,2059,74.68931977064247,ssp245,inm-cm4-8
110,2060,76.2511314056375,ssp245,inm-cm4-8
111,2061,75.8771964493905,ssp245,inm-cm4-8
112,2062,75.66845569027086,ssp245,inm-cm4-8
113,2063,77.30343994038321,ssp245,inm-cm4-8
114,2064,74.9865219939882,ssp245,inm-cm4-8
115,2065,76.98787701469243,ssp245,inm-cm4-8
116,2066,76.60149642261557,ssp245,inm-cm4-8
117,2067,75.83214939477202,ssp245,inm-cm4-8
118,2068,74.74479010834422,ssp245,inm-cm4-8
119,2069,74.0719686108617,ssp245,inm-cm4-8
120,2070,74.25280639368768,ssp245,inm-cm4-8
121,2071,74.96923599979323,ssp245,inm-cm4-8
122,2072,75.98096146047502,ssp245,inm-cm4-8
123,2073,75.30821120437061,ssp245,inm-cm4-8
124,2074,77.75807731657723,ssp245,inm-cm4-8
125,2075,75.41370573787486,ssp245,inm-cm4-8
126,2076,74.53852185625917,ssp245,inm-cm4-8
127,2077,75.24973120051226,ssp245,inm-cm4-8
128,2078,75.88229703520813,ssp245,inm-cm4-8
129,2079,77.23076860947913,ssp245,inm-cm4-8
130,2080,76.39132613897203,ssp245,inm-cm4-8
131,2081,75.27627114874971,ssp245,inm-cm4-8
132,2082,77.33036715970796,ssp245,inm-cm4-8
133,2083,75.78890927201809,ssp245,inm-cm4-8
134,2084,76.22019175189524,ssp245,inm-cm4-8
135,2085,76.5960561326552,ssp245,inm-cm4-8
136,2086,74.19981064282473,ssp245,inm-cm4-8
137,2087,77.48308453373458,ssp245,inm-cm4-8
138,2088,75.39433869738997,ssp245,inm-cm4-8
139,2089,75.11798284077878,ssp245,inm-cm4-8
140,2090,74.40606222918014,ssp245,inm-cm4-8
141,2091,75.08926006989688,ssp245,inm-cm4-8
142,2092,74.29122806806917,ssp245,inm-cm4-8
143,2093,76.38146763119587,ssp245,inm-cm4-8
144,2094,76.06489410600628,ssp245,inm-cm4-8
145,2095,76.76859198049596,ssp245,inm-cm4-8
146,2096,76.95472771058408,ssp245,inm-cm4-8
147,2097,75.31325248663471,ssp245,inm-cm4-8
148,2098,77.64288667097522,ssp245,inm-cm4-8
149,2099,75.95788030121588,ssp245,inm-cm4-8
150,2100,76.68268646465974,ssp245,inm-cm4-8
0,1950,70.97946020183173,ssp245,miroc6
1,1951,71.36601416023737,ssp245,miroc6
2,1952,70.05644991564805,ssp245,miroc6
3,1953,70.86529246948723,ssp245,miroc6
4,1954,70.27337377482344,ssp245,miroc6
5,1955,70.41950101665799,ssp245,miroc6
6,1956,71.16112581039,ssp245,miroc6
7,1957,70.41568571061056,ssp245,miroc6
8,1958,71.48541753039629,ssp245,miroc6
9,1959,69.47444408031363,ssp245,miroc6
10,1960,70.08063067980335,ssp245,miroc6
11,1961,70.35132764815228,ssp245,miroc6
12,1962,71.18596872788926,ssp245,miroc6
13,1963,71.07651699548637,ssp245,miroc6
14,1964,70.11650965157715,ssp245,miroc6
15,1965,71.53354910144121,ssp245,miroc6
16,1966,70.07786231382272,ssp245,miroc6
17,1967,70.67211218613338,ssp245,miroc6
18,1968,69.68858199136106,ssp245,miroc6
19,1969,71.2567067875812,ssp245,miroc6
20,1970,68.87222170967087,ssp245,miroc6
21,1971,70.22701905841437,ssp245,miroc6
22,1972,71.2522273152296,ssp245,miroc6
23,1973,68.55194300059644,ssp245,miroc6
24,1974,70.95602712065836,ssp245,miroc6
25,1975,69.66576956899077,ssp245,miroc6
26,1976,70.28919669269587,ssp245,miroc6
27,1977,71.27269290191401,ssp245,miroc6
28,1978,70.04554110801381,ssp245,miroc6
29,1979,72.20539312433225,ssp245,miroc6
30,1980,70.88698036813278,ssp245,miroc6
31,1981,71.84483951931288,ssp245,miroc6
32,1982,69.1946730992755,ssp245,miroc6
33,1983,69.70453860589738,ssp245,miroc6
34,1984,69.82724486225186,ssp245,miroc6
35,1985,70.56532163873116,ssp245,miroc6
36,1986,71.36099880858784,ssp245,miroc6
37,1987,69.98369710774743,ssp245,miroc6
38,1988,70.45559261186857,ssp245,miroc6
39,1989,70.4514612037142,ssp245,miroc6
40,1990,71.1070004989976,ssp245,miroc6
41,1991,70.57741702651533,ssp245,miroc6
42,1992,69.61524350282623,ssp245,miroc6
43,1993,70.05619120219538,ssp245,miroc6
44,1994,70.29190198734055,ssp245,miroc6
45,1995,71.90376271603346,ssp245,miroc6
46,1996,72.39052629718798,ssp245,miroc6
47,1997,70.30518338186866,ssp245,miroc6
48,1998,70.20819521963915,ssp245,miroc6
49,1999,71.17206843672882,ssp245,miroc6
50,2000,71.93366574218412,ssp245,miroc6
51,2001,71.53178541906428,ssp245,miroc6
52,2002,73.40407120917423,ssp245,miroc6
53,2003,71.78703873761275,ssp245,miroc6
54,2004,71.9110700683679,ssp245,miroc6
55,2005,73.51564696572682,ssp245,miroc6
56,2006,71.95288338849177,ssp245,miroc6
57,2007,71.38195624079715,ssp245,miroc6
58,2008,72.71490602071333,ssp245,miroc6
59,2009,72.8289150850821,ssp245,miroc6
60,2010,72.19050871897196,ssp245,miroc6
61,2011,72.6928728581423,ssp245,miroc6
62,2012,72.00846639772104,ssp245,miroc6
63,2013,73.61072533430213,ssp245,miroc6
64,2014,73.32909105836967,ssp245,miroc6
65,2015,73.6480524525407,ssp245,miroc6
66,2016,73.6259391361615,ssp245,miroc6
67,2017,71.51276266898162,ssp245,miroc6
68,2018,73.17523484939856,ssp245,miroc6
69,2019,72.49475038233025,ssp245,miroc6
70,2020,73.5684776043927,ssp245,miroc6
71,2021,73.73463062518549,ssp245,miroc6
72,2022,74.45809222251476,ssp245,miroc6
73,2023,71.96760869694617,ssp245,miroc6
74,2024,73.65086595428944,ssp245,miroc6
75,2025,73.87354085503591,ssp245,miroc6
76,2026,72.87343219973691,ssp245,miroc6
77,2027,74.98216843302646,ssp245,miroc6
78,2028,72.71375264055747,ssp245,miroc6
79,2029,74.91482325477408,ssp245,miroc6
80,2030,75.18324157896592,ssp245,miroc6
81,2031,75.5886125309843,ssp245,miroc6
82,2032,75.27192115278345,ssp245,miroc6
83,2033,75.2288325334548,ssp245,miroc6
84,2034,74.73605868831501,ssp245,miroc6
85,2035,74.76751840686065,ssp245,miroc6
86,2036,75.85674858220109,ssp245,miroc6
87,2037,75.07193969228669,ssp245,miroc6
88,2038,73.66892853080556,ssp245,miroc6
89,2039,73.9618589087851,ssp245,miroc6
90,2040,74.42749636787416,ssp245,miroc6
91,2041,75.95378604549254,ssp245,miroc6
92,2042,74.92125822321434,ssp245,miroc6
93,2043,74.75045425747354,ssp245,miroc6
94,2044,74.4669622286163,ssp245,miroc6
95,2045,76.09252939113182,ssp245,miroc6
96,2046,75.1070148841948,ssp245,miroc6
97,2047,75.5647934259214,ssp245,miroc6
98,2048,75.6019678049379,ssp245,miroc6
99,2049,75.87446446303547,ssp245,miroc6
100,2050,75.06223544386674,ssp245,miroc6
101,2051,76.895679185653,ssp245,miroc6
102,2052,75.30153946528316,ssp245,miroc6
103,2053,77.1622773148533,ssp245,miroc6
104,2054,75.12281956104988,ssp245,miroc6
105,2055,76.39581286714316,ssp245,miroc6
106,2056,75.48557095707298,ssp245,miroc6
107,2057,75.09882701490788,ssp245,miroc6
108,2058,76.51331730094908,ssp245,miroc6
109,2059,75.67563554252351,ssp245,miroc6
110,2060,74.29583326232581,ssp245,miroc6
111,2061,74.58638188350287,ssp245,miroc6
112,2062,75.089366457462,ssp245,miroc6
113,2063,75.77362702749102,ssp245,miroc6
114,2064,75.14574136777372,ssp245,miroc6
115,2065,75.9720825873249,ssp245,miroc6
116,2066,76.66146869821083,ssp245,miroc6
117,2067,76.60889010904367,ssp245,miroc6
118,2068,76.10139465727488,ssp245,miroc6
119,2069,77.85004900735308,ssp245,miroc6
120,2070,77.03065317058494,ssp245,miroc6
121,2071,77.24318693904344,ssp245,miroc6
122,2072,76.15641556015734,ssp245,miroc6
123,2073,75.48949437177784,ssp245,miroc6
124,2074,75.10649682413724,ssp245,miroc6
125,2075,76.06586969114525,ssp245,miroc6
126,2076,76.85365432210817,ssp245,miroc6
127,2077,78.30544980348418,ssp245,miroc6
128,2078,77.04297736866161,ssp245,miroc6
129,2079,78.43599972372331,ssp245,miroc6
130,2080,77.92771732324508,ssp245,miroc6
131,2081,77.4651186603284,ssp245,miroc6
132,2082,76.1257517819428,ssp245,miroc6
133,2083,77.9085343053856,ssp245,miroc6
134,2084,76.10309128318097,ssp245,miroc6
135,2085,76.68468089633835,ssp245,miroc6
136,2086,76.65753093098411,ssp245,miroc6
137,2087,76.1281919260133,ssp245,miroc6
138,2088,76.53824111651137,ssp245,miroc6
139,2089,76.56110091084415,ssp245,miroc6
140,2090,77.13491969761203,ssp245,miroc6
141,2091,77.45160753230537,ssp245,miroc6
142,2092,78.0963177174582,ssp245,miroc6
143,2093,78.24042992172633,ssp245,miroc6
144,2094,77.86785474881154,ssp245,miroc6
145,2095,77.28137988791255,ssp245,miroc6
146,2096,77.87653083372919,ssp245,miroc6
147,2097,75.89367946690965,ssp245,miroc6
148,2098,75.45027818686869,ssp245,miroc6
149,2099,75.60109889192329,ssp245,miroc6
150,2100,76.45341016846535,ssp245,miroc6
0,1950,71.3744650685754,ssp245,ec-earth3
1,1951,70.12532709960415,ssp245,ec-earth3
2,1952,69.42625936285933,ssp245,ec-earth3
3,1953,71.34092454782885,ssp245,ec-earth3
4,1954,70.0527412732082,ssp245,ec-earth3
5,1955,71.44519551387371,ssp245,ec-earth3
6,1956,70.50851069075416,ssp245,ec-earth3
7,1957,70.9722803343749,ssp245,ec-earth3
8,1958,70.59429859646944,ssp245,ec-earth3
9,1959,72.30197018617558,ssp245,ec-earth3
10,1960,71.34036848090147,ssp245,ec-earth3
11,1961,71.49802622140277,ssp245,ec-earth3
12,1962,70.52949459026873,ssp245,ec-earth3
13,1963,70.38368582432143,ssp245,ec-earth3
14,1964,68.94114752050706,ssp245,ec-earth3
15,1965,68.73391949385858,ssp245,ec-earth3
16,1966,71.67426459699827,ssp245,ec-earth3
17,1967,69.5921846852676,ssp245,ec-earth3
18,1968,70.94927986992715,ssp245,ec-earth3
19,1969,68.88657637119705,ssp245,ec-earth3
20,1970,70.58711085729814,ssp245,ec-earth3
21,1971,69.4666475613646,ssp245,ec-earth3
22,1972,70.06826213698287,ssp245,ec-earth3
23,1973,71.37702889922784,ssp245,ec-earth3
24,1974,69.2650978887004,ssp245,ec-earth3
25,1975,71.78058883400774,ssp245,ec-earth3
26,1976,70.552456828135,ssp245,ec-earth3
27,1977,69.89262841518257,ssp245,ec-earth3
28,1978,71.32891560135896,ssp245,ec-earth3
29,1979,70.55579926890444,ssp245,ec-earth3
30,1980,69.5180982946053,ssp245,ec-earth3
31,1981,69.54818836800926,ssp245,ec-earth3
32,1982,69.82906513094343,ssp245,ec-earth3
33,1983,68.92288483208216,ssp245,ec-earth3
34,1984,69.44837768842622,ssp245,ec-earth3
35,1985,71.42794692030117,ssp245,ec-earth3
36,1986,71.36861330977992,ssp245,ec-earth3
37,1987,70.13954640435966,ssp245,ec-earth3
38,1988,71.27398411637625,ssp245,ec-earth3
39,1989,71.12453209739078,ssp245,ec-earth3
40,1990,72.92276308549425,ssp245,ec-earth3
41,1991,70.2325124660753,ssp245,ec-earth3
42,1992,68.86068861939219,ssp245,ec-earth3
43,1993,68.96991610728793,ssp245,ec-earth3
44,1994,69.71085421914525,ssp245,ec-earth3
45,1995,71.63957419128937,ssp245,ec-earth3
46,1996,72.98546316105195,ssp245,ec-earth3
47,1997,71.32031495169366,ssp245,ec-earth3
48,1998,72.58892765877923,ssp245,ec-earth3
49,1999,71.68318472146706,ssp245,ec-earth3
50,2000,72.88657705071287,ssp245,ec-earth3
51,2001,70.27167820364687,ssp245,ec-earth3
52,2002,71.79648635666271,ssp245,ec-earth3
53,2003,73.52974196482734,ssp245,ec-earth3
54,2004,73.97778634927455,ssp245,ec-earth3
55,2005,73.64692748674018,ssp245,ec-earth3
56,2006,72.9781592380233,ssp245,ec-earth3
57,2007,72.9304189815706,ssp245,ec-earth3
58,2008,73.70371664273686,ssp245,ec-earth3
59,2009,72.24912515346533,ssp245,ec-earth3
60,2010,72.78651720251379,ssp245,ec-earth3
61,2011,71.30537046838889,ssp245,ec-earth3
62,2012,73.38842502037018,ssp245,ec-earth3
63,2013,74.1333656990984,ssp245,ec-earth3
64,2014,76.18506841458034,ssp245,ec-earth3
65,2015,73.07164652004431,ssp245,ec-earth3
66,2016,73.46742112980674,ssp245,ec-earth3
67,2017,75.12255153185885,ssp245,ec-earth3
68,2018,75.76515459192089,ssp245,ec-earth3
69,2019,72.10854351619503,ssp245,ec-earth3
70,2020,73.50270954230439,ssp245,ec-earth3
71,2021,73.47208776818046,ssp245,ec-earth3
72,2022,74.13794929114907,ssp245,ec-earth3
73,2023,74.50851762970146,ssp245,ec-earth3
74,2024,74.70600982894327,ssp245,ec-earth3
75,2025,74.15407903733534,ssp245,ec-earth3
76,2026,76.06270799637413,ssp245,ec-earth3
77,2027,77.26452861359722,ssp245,ec-earth3
78,2028,77.20770336843725,ssp245,ec-earth3
79,2029,75.91320171125749,ssp245,ec-earth3
80,2030,77.9630229402898,ssp245,ec-earth3
81,2031,75.78519594058857,ssp245,ec-earth3
82,2032,72.77159845548293,ssp245,ec-earth3
83,2033,76.07038514557215,ssp245,ec-earth3
84,2034,73.08104204494937,ssp245,ec-earth3
85,2035,75.1336331681336,ssp245,ec-earth3
86,2036,76.05649239339272,ssp245,ec-earth3
87,2037,76.13376030993103,ssp245,ec-earth3
88,2038,74.15057462710836,ssp245,ec-earth3
89,2039,74.91250108665766,ssp245,ec-earth3
90,2040,75.30052139355185,ssp245,ec-earth3
91,2041,75.2363591649667,ssp245,ec-earth3
92,2042,75.52699876553199,ssp245,ec-earth3
93,2043,75.25955608764382,ssp245,ec-earth3
94,2044,74.96540565648395,ssp245,ec-earth3
95,2045,77.22266059497817,ssp245,ec-earth3
96,2046,74.99638078616566,ssp245,ec-earth3
97,2047,77.13222378022854,ssp245,ec-earth3
98,2048,76.25770549670875,ssp245,ec-earth3
99,2049,75.33977270478965,ssp245,ec-earth3
100,2050,78.41224491717183,ssp245,ec-earth3
101,2051,78.31782650919344,ssp245,ec-earth3
102,2052,76.67690808221163,ssp245,ec-earth3
103,2053,76.31140690779064,ssp245,ec-earth3
104,2054,75.239519189827,ssp245,ec-earth3
105,2055,76.23410735808469,ssp245,ec-earth3
106,2056,77.07029080576994,ssp245,ec-earth3
107,2057,79.01469882149487,ssp245,ec-earth3
108,2058,77.33324926893138,ssp245,ec-earth3
109,2059,77.55708742879128,ssp245,ec-earth3
110,2060,74.31858849806153,ssp245,ec-earth3
111,2061,75.66781924832537,ssp245,ec-earth3
112,2062,78.32784984290747,ssp245,ec-earth3
113,2063,77.93140223423421,ssp245,ec-earth3
114,2064,76.07977844133065,ssp245,ec-earth3
115,2065,77.8399544207376,ssp245,ec-earth3
116,2066,77.46871868640898,ssp245,ec-earth3
117,2067,77.29127748286344,ssp245,ec-earth3
118,2068,78.00989581267775,ssp245,ec-earth3
119,2069,77.12005004208055,ssp245,ec-earth3
120,2070,77.58598001859386,ssp245,ec-earth3
121,2071,76.94221058244511,ssp245,ec-earth3
122,2072,77.69846219309014,ssp245,ec-earth3
123,2073,77.18605973036546,ssp245,ec-earth3
124,2074,76.21167878336719,ssp245,ec-earth3
125,2075,77.85783441780414,ssp245,ec-earth3
126,2076,79.67348968356492,ssp245,ec-earth3
127,2077,80.15716168240138,ssp245,ec-earth3
128,2078,79.41932861432689,ssp245,ec-earth3
129,2079,79.98185397739904,ssp245,ec-earth3
130,2080,75.52478670751597,ssp245,ec-earth3
131,2081,79.7787437580993,ssp245,ec-earth3
132,2082,78.55614263464598,ssp245,ec-earth3
133,2083,79.00847291922385,ssp245,ec-earth3
134,2084,79.7227738745851,ssp245,ec-earth3
135,2085,77.6656316451044,ssp245,ec-earth3
136,2086,77.94841287501308,ssp245,ec-earth3
137,2087,81.32741679815821,ssp245,ec-earth3
138,2088,79.3090278399297,ssp245,ec-earth3
139,2089,79.31556289065433,ssp245,ec-earth3
140,2090,77.67165778327318,ssp245,ec-earth3
141,2091,77.0711875219655,ssp245,ec-earth3
142,2092,79.62568126023548,ssp245,ec-earth3
143,2093,78.88967220467141,ssp245,ec-earth3
144,2094,80.38738094110478,ssp245,ec-earth3
145,2095,77.72732506532193,ssp245,ec-earth3
146,2096,79.06027647174501,ssp245,ec-earth3
147,2097,81.16849059117811,ssp245,ec-earth3
148,2098,78.87221883930401,ssp245,ec-earth3
149,2099,78.46765034867367,ssp245,ec-earth3
150,2100,80.07326985819294,ssp245,ec-earth3
0,1950,70.10650366132543,ssp245,fgoals-g3
1,1951,69.70476022157187,ssp245,fgoals-g3
2,1952,71.90595564599438,ssp245,fgoals-g3
3,1953,70.15914139268801,ssp245,fgoals-g3
4,1954,69.87045405134398,ssp245,fgoals-g3
5,1955,70.78573429988842,ssp245,fgoals-g3
6,1956,70.9239899468122,ssp245,fgoals-g3
7,1957,70.97112073190392,ssp245,fgoals-g3
8,1958,69.2984264582168,ssp245,fgoals-g3
9,1959,70.86663703606195,ssp245,fgoals-g3
10,1960,71.2884809352972,ssp245,fgoals-g3
11,1961,71.83077211741886,ssp245,fgoals-g3
12,1962,70.18420843408005,ssp245,fgoals-g3
13,1963,71.68748243935958,ssp245,fgoals-g3
14,1964,71.10303131722577,ssp245,fgoals-g3
15,1965,67.63012536390806,ssp245,fgoals-g3
16,1966,71.42120459368802,ssp245,fgoals-g3
17,1967,69.93721964011282,ssp245,fgoals-g3
18,1968,69.9931614630093,ssp245,fgoals-g3
19,1969,69.83089316070385,ssp245,fgoals-g3
20,1970,70.01234436455113,ssp245,fgoals-g3
21,1971,68.87954067964813,ssp245,fgoals-g3
22,1972,70.09203464616719,ssp245,fgoals-g3
23,1973,70.36966345480138,ssp245,fgoals-g3
24,1974,71.81245563807558,ssp245,fgoals-g3
25,1975,70.91019147149039,ssp245,fgoals-g3
26,1976,70.74239542401534,ssp245,fgoals-g3
27,1977,70.89975455817996,ssp245,fgoals-g3
28,1978,69.74470884860226,ssp245,fgoals-g3
29,1979,70.78752792334014,ssp245,fgoals-g3
30,1980,70.62626176657193,ssp245,fgoals-g3
31,1981,72.00363031135764,ssp245,fgoals-g3
32,1982,70.78169068025292,ssp245,fgoals-g3
33,1983,69.93293262807794,ssp245,fgoals-g3
34,1984,69.72200955145509,ssp245,fgoals-g3
35,1985,69.34598042099097,ssp245,fgoals-g3
36,1986,69.54685028739792,ssp245,fgoals-g3
37,1987,68.8679234603441,ssp245,fgoals-g3
38,1988,70.10525840696671,ssp245,fgoals-g3
39,1989,72.20017903296441,ssp245,fgoals-g3
40,1990,72.84904503025341,ssp245,fgoals-g3
41,1991,69.83104442734663,ssp245,fgoals-g3
42,1992,69.16608653749162,ssp245,fgoals-g3
43,1993,70.5582545616911,ssp245,fgoals-g3
44,1994,71.01227623779987,ssp245,fgoals-g3
45,1995,70.01778991114607,ssp245,fgoals-g3
46,1996,70.60431204907279,ssp245,fgoals-g3
47,1997,71.92392323334354,ssp245,fgoals-g3
48,1998,71.93623448543538,ssp245,fgoals-g3
49,1999,70.81183210430295,ssp245,fgoals-g3
50,2000,72.58436011318908,ssp245,fgoals-g3
51,2001,72.10186764426325,ssp245,fgoals-g3
52,2002,70.88979496398808,ssp245,fgoals-g3
53,2003,70.69074075566641,ssp245,fgoals-g3
54,2004,71.80150345333632,ssp245,fgoals-g3
55,2005,72.44651545730265,ssp245,fgoals-g3
56,2006,72.47964417236652,ssp245,fgoals-g3
57,2007,72.02853425564747,ssp245,fgoals-g3
58,2008,72.98129443192825,ssp245,fgoals-g3
59,2009,73.11533971133437,ssp245,fgoals-g3
60,2010,74.01479975927282,ssp245,fgoals-g3
61,2011,73.31523248547536,ssp245,fgoals-g3
62,2012,72.17624627478118,ssp245,fgoals-g3
63,2013,72.23412767548831,ssp245,fgoals-g3
64,2014,72.88100150226424,ssp245,fgoals-g3
65,2015,72.64234699580369,ssp245,fgoals-g3
66,2016,71.81945592874852,ssp245,fgoals-g3
67,2017,73.1495297394989,ssp245,fgoals-g3
68,2018,73.5512440015811,ssp245,fgoals-g3
69,2019,72.25415289422476,ssp245,fgoals-g3
70,2020,73.82992292200072,ssp245,fgoals-g3
71,2021,71.80582265633237,ssp245,fgoals-g3
72,2022,73.37985258601279,ssp245,fgoals-g3
73,2023,72.34976710251537,ssp245,fgoals-g3
74,2024,74.86260676320151,ssp245,fgoals-g3
75,2025,72.43650427554579,ssp245,fgoals-g3
76,2026,72.84298636133077,ssp245,fgoals-g3
77,2027,73.23810651400674,ssp245,fgoals-g3
78,2028,72.15635468345718,ssp245,fgoals-g3
79,2029,74.32082743088608,ssp245,fgoals-g3
80,2030,74.46919574123093,ssp245,fgoals-g3
81,2031,74.03101893372231,ssp245,fgoals-g3
82,2032,72.30970771833762,ssp245,fgoals-g3
83,2033,72.62132531536403,ssp245,fgoals-g3
84,2034,71.64134565091216,ssp245,fgoals-g3
85,2035,73.87016464693554,ssp245,fgoals-g3
86,2036,73.4546067390746,ssp245,fgoals-g3
87,2037,75.05661467116265,ssp245,fgoals-g3
88,2038,73.68873741826411,ssp245,fgoals-g3
89,2039,74.14731576670783,ssp245,fgoals-g3
90,2040,73.85471909813316,ssp245,fgoals-g3
91,2041,72.60931197152718,ssp245,fgoals-g3
92,2042,72.72838610191111,ssp245,fgoals-g3
93,2043,75.46609006869369,ssp245,fgoals-g3
94,2044,73.05667537109703,ssp245,fgoals-g3
95,2045,74.49689648132376,ssp245,fgoals-g3
96,2046,74.58330277391173,ssp245,fgoals-g3
97,2047,73.7899616784582,ssp245,fgoals-g3
98,2048,74.41960573661767,ssp245,fgoals-g3
99,2049,74.99920296398871,ssp245,fgoals-g3
100,2050,73.58033725772418,ssp245,fgoals-g3
