year,state,av_temp,scenario
2019,IA,49.23,nclimgrid
2020,IA,NA,nclimgrid
2021,IA,NA,nclimgrid
2022,IA,NA,nclimgrid
2023,IA,NA,nclimgrid
2024,IA,NA,nclimgrid
2025,IA,NA,nclimgrid
2026,IA,NA,nclimgrid
2027,IA,NA,nclimgrid
2028,IA,NA,nclimgrid
2029,IA,NA,nclimgrid
2030,IA,NA,nclimgrid
2031,IA,NA,nclimgrid
2032,IA,NA,nclimgrid
2033,IA,NA,nclimgrid
2034,IA,NA,nclimgrid
2035,IA,NA,nclimgrid
2036,IA,NA,nclimgrid
2037,IA,NA,nclimgrid
2038,IA,NA,nclimgrid
2039,IA,NA,nclimgrid
2040,IA,NA,nclimgrid
2041,IA,NA,nclimgrid
2042,IA,NA,nclimgrid
2043,IA,NA,nclimgrid
2044,IA,NA,nclimgrid
2045,IA,NA,nclimgrid
2046,IA,NA,nclimgrid
2047,IA,NA,nclimgrid
2048,IA,NA,nclimgrid
2049,IA,NA,nclimgrid
2050,IA,NA,nclimgrid
2051,IA,NA,nclimgrid
2052,IA,NA,nclimgrid
2053,IA,NA,nclimgrid
2054,IA,NA,nclimgrid
2055,IA,NA,nclimgrid
2056,IA,NA,nclimgrid
2057,IA,NA,nclimgrid
2058,IA,NA,nclimgrid
2059,IA,NA,nclimgrid
2060,IA,NA,nclimgrid
2061,IA,NA,nclimgrid
2062,IA,NA,nclimgrid
2063,IA,NA,nclimgrid
2064,IA,NA,nclimgrid
2065,IA,NA,nclimgrid
2066,IA,NA,nclimgrid
2067,IA,NA,nclimgrid
2068,IA,NA,nclimgrid
2069,IA,NA,nclimgrid
2070,IA,NA,nclimgrid
2071,IA,NA,nclimgrid
2072,IA,NA,nclimgrid
2073,IA,NA,nclimgrid
2074,IA,NA,nclimgrid
2075,IA,NA,nclimgrid
2076,IA,NA,nclimgrid
2077,IA,NA,nclimgrid
2078,IA,NA,nclimgrid
2079,IA,NA,nclimgrid
2080,IA,NA,nclimgrid
2081,IA,NA,nclimgrid
2082,IA,NA,nclimgrid
2083,IA,NA,nclimgrid
2084,IA,NA,nclimgrid
2085,IA,NA,nclimgrid
2086,IA,NA,nclimgrid
2087,IA,NA,nclimgrid
2088,IA,NA,nclimgrid
2089,IA,NA,nclimgrid
2090,IA,NA,nclimgrid
2091,IA,NA,nclimgrid
2092,IA,NA,nclimgrid
2093,IA,NA,nclimgrid
2094,IA,NA,nclimgrid
2095,IA,NA,nclimgrid
2096,IA,NA,nclimgrid
2097,IA,NA,nclimgrid
2098,IA,NA,nclimgrid
2099,IA,NA,nclimgrid
2100,IA,NA,nclimgrid
1950,SC,NA,nclimgrid
1951,SC,63.09,nclimgrid
1952,SC,61.59,nclimgrid
1953,SC,63.13,nclimgrid
1954,SC,63.87,nclimgrid
1955,SC,62.78,nclimgrid
1956,SC,62.38,nclimgrid
1957,SC,62.71,nclimgrid
1958,SC,63.6,nclimgrid
1959,SC,63.71,nclimgrid
1960,SC,64.26,nclimgrid
1961,SC,64.3,nclimgrid
1962,SC,62.48,nclimgrid
1963,SC,62.24,nclimgrid
1964,SC,62.73,nclimgrid
1965,SC,63.14,nclimgrid
1966,SC,62.32,nclimgrid
1967,SC,59.32,nclimgrid
1968,SC,62.71,nclimgrid
1969,SC,61.82,nclimgrid
1970,SC,64.04,nclimgrid
1971,SC,64.85,nclimgrid
1972,SC,62.98,nclimgrid
1973,SC,65.79,nclimgrid
1974,SC,61.3,nclimgrid
1975,SC,64.67,nclimgrid
1976,SC,58.78,nclimgrid
1977,SC,63.82,nclimgrid
1978,SC,65.05,nclimgrid
1979,SC,63.55,nclimgrid
1980,SC,62.95,nclimgrid
1981,SC,61.54,nclimgrid
1982,SC,63.04,nclimgrid
1983,SC,62.94,nclimgrid
1984,SC,63.48,nclimgrid
1985,SC,67.67,nclimgrid
1986,SC,65.92,nclimgrid
1987,SC,62.18,nclimgrid
1988,SC,61.89,nclimgrid
1989,SC,63.84,nclimgrid
1990,SC,65.18,nclimgrid
1991,SC,62.69,nclimgrid
1992,SC,62.72,nclimgrid
1993,SC,64.04,nclimgrid
1994,SC,63.55,nclimgrid
1995,SC,62.43,nclimgrid
1996,SC,61.69,nclimgrid
1997,SC,62.28,nclimgrid
1998,SC,65.96,nclimgrid
1999,SC,63.93,nclimgrid
2000,SC,62.23,nclimgrid
2001,SC,63.67,nclimgrid
2002,SC,64.68,nclimgrid
2003,SC,64.68,nclimgrid
2004,SC,65.27,nclimgrid
2005,SC,65.99,nclimgrid
2006,SC,62.65,nclimgrid
2007,SC,65.92,nclimgrid
2008,SC,61.79,nclimgrid
2009,SC,63.83,nclimgrid
2010,SC,64.99,nclimgrid
2011,SC,63.44,nclimgrid
2012,SC,62.66,nclimgrid
2013,SC,63.1,nclimgrid
2014,SC,62.88,nclimgrid
2015,SC,65.14,nclimgrid
2016,SC,66.39,nclimgrid
2017,SC,64.95,nclimgrid
2018,SC,66.06,nclimgrid
2019,SC,65.97,nclimgrid
2020,SC,NA,nclimgrid
2021,SC,NA,nclimgrid
2022,SC,NA,nclimgrid
2023,SC,NA,nclimgrid
2024,SC,NA,nclimgrid
2025,SC,NA,nclimgrid
2026,SC,NA,nclimgrid
2027,SC,NA,nclimgrid
2028,SC,NA,nclimgrid
2029,SC,NA,nclimgrid
2030,SC,NA,nclimgrid
2031,SC,NA,nclimgrid
2032,SC,NA,nclimgrid
2033,SC,NA,nclimgrid
2034,SC,NA,nclimgrid
2035,SC,NA,nclimgrid
2036,SC,NA,nclimgrid
2037,SC,NA,nclimgrid
2038,SC,NA,nclimgrid
2039,SC,NA,nclimgrid
2040,SC,NA,nclimgrid
2041,SC,NA,nclimgrid
2042,SC,NA,nclimgrid
2043,SC,NA,nclimgrid
2044,SC,NA,nclimgrid
2045,SC,NA,nclimgrid
2046,SC,NA,nclimgrid
2047,SC,NA,nclimgrid
2048,SC,NA,nclimgrid
2049,SC,NA,nclimgrid
2050,SC,NA,nclimgrid
2051,SC,NA,nclimgrid
2052,SC,NA,nclimgrid
2053,SC,NA,nclimgrid
2054,SC,NA,nclimgrid
2055,SC,NA,nclimgrid
2056,SC,NA,nclimgrid
2057,SC,NA,nclimgrid
2058,SC,NA,nclimgrid
2059,SC,NA,nclimgrid
2060,SC,NA,nclimgrid
2061,SC,NA,nclimgrid
2062,SC,NA,nclimgrid
2063,SC,NA,nclimgrid
2064,SC,NA,nclimgrid
2065,SC,NA,nclimgrid
2066,SC,NA,nclimgrid
2067,SC,NA,nclimgrid
2068,SC,NA,nclimgrid
2069,SC,NA,nclimgrid
2070,SC,NA,nclimgrid
2071,SC,NA,nclimgrid
2072,SC,NA,nclimgrid
2073,SC,NA,nclimgrid
2074,SC,NA,nclimgrid
2075,SC,NA,nclimgrid
2076,SC,NA,nclimgrid
2077,SC,NA,nclimgrid
2078,SC,NA,nclimgrid
2079,SC,NA,nclimgrid
2080,SC,NA,nclimgrid
2081,SC,NA,nclimgrid
2082,SC,NA,nclimgrid
2083,SC,NA,nclimgrid
2084,SC,NA,nclimgrid
2085,SC,NA,nclimgrid
2086,SC,NA,nclimgrid
2087,SC,NA,nclimgrid
2088,SC,NA,nclimgrid
2089,SC,NA,nclimgrid
2090,SC,NA,nclimgrid
2091,SC,NA,nclimgrid
2092,SC,NA,nclimgrid
2093,SC,NA,nclimgrid
2094,SC,NA,nclimgrid
2095,SC,NA,nclimgrid
2096,SC,NA,nclimgrid
2097,SC,NA,nclimgrid
2098,SC,NA,nclimgrid
2099,SC,NA,nclimgrid
2100,SC,NA,nclimgrid
1950,AZ,NA,nclimgrid
1951,AZ,60.54,nclimgrid
1952,AZ,61.55,nclimgrid
1953,AZ,61.88,nclimgrid
1954,AZ,63.21,nclimgrid
1955,AZ,62.13,nclimgrid
1956,AZ,60.9,nclimgrid
1957,AZ,58.69,nclimgrid
1958,AZ,61.31,nclimgrid
1959,AZ,60.67,nclimgrid
1960,AZ,61.34,nclimgrid
1961,AZ,58.46,nclimgrid
1962,AZ,62.83,nclimgrid
1963,AZ,62.94,nclimgrid
1964,AZ,60.4,nclimgrid
1965,AZ,61.55,nclimgrid
1966,AZ,61.42,nclimgrid
1967,AZ,62.45,nclimgrid
1968,AZ,60.65,nclimgrid
1969,AZ,60.18,nclimgrid
1970,AZ,59.01,nclimgrid
1971,AZ,58.4,nclimgrid
1972,AZ,58.48,nclimgrid
1973,AZ,60.58,nclimgrid
1974,AZ,60.98,nclimgrid
1975,AZ,60.28,nclimgrid
1976,AZ,59.37,nclimgrid
1977,AZ,62.85,nclimgrid
1978,AZ,61.77,nclimgrid
1979,AZ,61.77,nclimgrid
1980,AZ,61.31,nclimgrid
1981,AZ,61.42,nclimgrid
1982,AZ,59.41,nclimgrid
1983,AZ,61.84,nclimgrid
1984,AZ,59.48,nclimgrid
1985,AZ,58.74,nclimgrid
1986,AZ,58.86,nclimgrid
1987,AZ,61.56,nclimgrid
1988,AZ,62.24,nclimgrid
1989,AZ,61.78,nclimgrid
1990,AZ,61.79,nclimgrid
1991,AZ,61.81,nclimgrid
1992,AZ,60.98,nclimgrid
1993,AZ,60,nclimgrid
1994,AZ,59.61,nclimgrid
1995,AZ,64.21,nclimgrid
1996,AZ,60.68,nclimgrid
1997,AZ,62.02,nclimgrid
1998,AZ,61.53,nclimgrid
1999,AZ,63.97,nclimgrid
2000,AZ,59.63,nclimgrid
2001,AZ,64.41,nclimgrid
2002,AZ,61.58,nclimgrid
2003,AZ,63.67,nclimgrid
2004,AZ,59.68,nclimgrid
2005,AZ,62.93,nclimgrid
2006,AZ,60.91,nclimgrid
2007,AZ,63.8,nclimgrid
2008,AZ,63.24,nclimgrid
2009,AZ,62.1,nclimgrid
2010,AZ,62.14,nclimgrid
2011,AZ,62.27,nclimgrid
2012,AZ,63.74,nclimgrid
2013,AZ,60.78,nclimgrid
2014,AZ,63.62,nclimgrid
2015,AZ,62.61,nclimgrid
2016,AZ,63.64,nclimgrid
2017,AZ,65,nclimgrid
2018,AZ,61.78,nclimgrid
2019,AZ,61.9,nclimgrid
2020,AZ,NA,nclimgrid
2021,AZ,NA,nclimgrid
2022,AZ,NA,nclimgrid
2023,AZ,NA,nclimgrid
2024,AZ,NA,nclimgrid
2025,AZ,NA,nclimgrid
2026,AZ,NA,nclimgrid
2027,AZ,NA,nclimgrid
2028,AZ,NA,nclimgrid
2029,AZ,NA,nclimgrid
2030,AZ,NA,nclimgrid
2031,AZ,NA,nclimgrid
2032,AZ,NA,nclimgrid
2033,AZ,NA,nclimgrid
2034,AZ,NA,nclimgrid
2035,AZ,NA,nclimgrid
2036,AZ,NA,nclimgrid
2037,AZ,NA,nclimgrid
2038,AZ,NA,nclimgrid
2039,AZ,NA,nclimgrid
2040,AZ,NA,nclimgrid
2041,AZ,NA,nclimgrid
2042,AZ,NA,nclimgrid
2043,AZ,NA,nclimgrid
2044,AZ,NA,nclimgrid
2045,AZ,NA,nclimgrid
2046,AZ,NA,nclimgrid
2047,AZ,NA,nclimgrid
2048,AZ,NA,nclimgrid
2049,AZ,NA,nclimgrid
2050,AZ,NA,nclimgrid
2051,AZ,NA,nclimgrid
2052,AZ,NA,nclimgrid
2053,AZ,NA,nclimgrid
2054,AZ,NA,nclimgrid
2055,AZ,NA,nclimgrid
2056,AZ,NA,nclimgrid
2057,AZ,NA,nclimgrid
2058,AZ,NA,nclimgrid
2059,AZ,NA,nclimgrid
2060,AZ,NA,nclimgrid
2061,AZ,NA,nclimgrid
2062,AZ,NA,nclimgrid
2063,AZ,NA,nclimgrid
2064,AZ,NA,nclimgrid
2065,AZ,NA,nclimgrid
2066,AZ,NA,nclimgrid
2067,AZ,NA,nclimgrid
2068,AZ,NA,nclimgrid
2069,AZ,NA,nclimgrid
2070,AZ,NA,nclimgrid
2071,AZ,NA,nclimgrid
2072,AZ,NA,nclimgrid
2073,AZ,NA,nclimgrid
2074,AZ,NA,nclimgrid
2075,AZ,NA,nclimgrid
2076,AZ,NA,nclimgrid
2077,AZ,NA,nclimgrid
2078,AZ,NA,nclimgrid
2079,AZ,NA,nclimgrid
2080,AZ,NA,nclimgrid
2081,AZ,NA,nclimgrid
2082,AZ,NA,nclimgrid
2083,AZ,NA,nclimgrid
2084,AZ,NA,nclimgrid
2085,AZ,NA,nclimgrid
2086,AZ,NA,nclimgrid
2087,AZ,NA,nclimgrid
2088,AZ,NA,nclimgrid
2089,AZ,NA,nclimgrid
2090,AZ,NA,nclimgrid
2091,AZ,NA,nclimgrid
2092,AZ,NA,nclimgrid
2093,AZ,NA,nclimgrid
2094,AZ,NA,nclimgrid
2095,AZ,NA,nclimgrid
2096,AZ,NA,nclimgrid
2097,AZ,NA,nclimgrid
2098,AZ,NA,nclimgrid
2099,AZ,NA,nclimgrid
2100,AZ,NA,nclimgrid
1950,DE,NA,nclimgrid
1951,DE,56.09,nclimgrid
1952,DE,55.09,nclimgrid
1953,DE,56.81,nclimgrid
1954,DE,57.6,nclimgrid
1955,DE,56.25,nclimgrid
1956,DE,56.41,nclimgrid
1957,DE,56.59,nclimgrid
1958,DE,56.35,nclimgrid
1959,DE,58.41,nclimgrid
1960,DE,56.72,nclimgrid
1961,DE,58.82,nclimgrid
1962,DE,54.59,nclimgrid
1963,DE,56.57,nclimgrid
1964,DE,55.88,nclimgrid
1965,DE,56.09,nclimgrid
1966,DE,55.56,nclimgrid
1967,DE,53.23,nclimgrid
1968,DE,57.72,nclimgrid
1969,DE,55.25,nclimgrid
1970,DE,59.07,nclimgrid
1971,DE,58.95,nclimgrid
1972,DE,54.6,nclimgrid
1973,DE,58.27,nclimgrid
1974,DE,55.37,nclimgrid
1975,DE,58.5,nclimgrid
1976,DE,52.64,nclimgrid
1977,DE,57.67,nclimgrid
1978,DE,56.62,nclimgrid
1979,DE,57.65,nclimgrid
1980,DE,56.33,nclimgrid
1981,DE,54.89,nclimgrid
1982,DE,56.98,nclimgrid
1983,DE,57.81,nclimgrid
1984,DE,57.34,nclimgrid
1985,DE,60.2,nclimgrid
1986,DE,57.16,nclimgrid
1987,DE,56.54,nclimgrid
1988,DE,54.74,nclimgrid
1989,DE,57.46,nclimgrid
1990,DE,58.58,nclimgrid
1991,DE,57.04,nclimgrid
1992,DE,55.88,nclimgrid
1993,DE,56.91,nclimgrid
1994,DE,57.27,nclimgrid
1995,DE,56.88,nclimgrid
1996,DE,55.46,nclimgrid
1997,DE,56.33,nclimgrid
1998,DE,58.58,nclimgrid
1999,DE,58.6,nclimgrid
2000,DE,56.15,nclimgrid
2001,DE,58.5,nclimgrid
2002,DE,57.93,nclimgrid
2003,DE,58.82,nclimgrid
2004,DE,58.07,nclimgrid
2005,DE,60.25,nclimgrid
2006,DE,57.79,nclimgrid
2007,DE,60.2,nclimgrid
2008,DE,57.08,nclimgrid
2009,DE,58.02,nclimgrid
2010,DE,59.16,nclimgrid
2011,DE,59.55,nclimgrid
2012,DE,57.13,nclimgrid
2013,DE,57.14,nclimgrid
2014,DE,57.72,nclimgrid
2015,DE,59.99,nclimgrid
2016,DE,60.43,nclimgrid
2017,DE,59.92,nclimgrid
2018,DE,59.93,nclimgrid
2019,DE,59.04,nclimgrid
2020,DE,NA,nclimgrid
2021,DE,NA,nclimgrid
2022,DE,NA,nclimgrid
2023,DE,NA,nclimgrid
2024,DE,NA,nclimgrid
2025,DE,NA,nclimgrid
2026,DE,NA,nclimgrid
2027,DE,NA,nclimgrid
2028,DE,NA,nclimgrid
2029,DE,NA,nclimgrid
2030,DE,NA,nclimgrid
2031,DE,NA,nclimgrid
2032,DE,NA,nclimgrid
2033,DE,NA,nclimgrid
2034,DE,NA,nclimgrid
2035,DE,NA,nclimgrid
2036,DE,NA,nclimgrid
2037,DE,NA,nclimgrid
2038,DE,NA,nclimgrid
2039,DE,NA,nclimgrid
2040,DE,NA,nclimgrid
2041,DE,NA,nclimgrid
2042,DE,NA,nclimgrid
2043,DE,NA,nclimgrid
2044,DE,NA,nclimgrid
2045,DE,NA,nclimgrid
2046,DE,NA,nclimgrid
2047,DE,NA,nclimgrid
2048,DE,NA,nclimgrid
2049,DE,NA,nclimgrid
2050,DE,NA,nclimgrid
2051,DE,NA,nclimgrid
2052,DE,NA,nclimgrid
2053,DE,NA,nclimgrid
2054,DE,NA,nclimgrid
2055,DE,NA,nclimgrid
2056,DE,NA,nclimgrid
2057,DE,NA,nclimgrid
2058,DE,NA,nclimgrid
2059,DE,NA,nclimgrid
2060,DE,NA,nclimgrid
2061,DE,NA,nclimgrid
2062,DE,NA,nclimgrid
2063,DE,NA,nclimgrid
2064,DE,NA,nclimgrid
2065,DE,NA,nclimgrid
2066,DE,NA,nclimgrid
2067,DE,NA,nclimgrid
2068,DE,NA,nclimgrid
2069,DE,NA,nclimgrid
2070,DE,NA,nclimgrid
2071,DE,NA,nclimgrid
2072,DE,NA,nclimgrid
2073,DE,NA,nclimgrid
2074,DE,NA,nclimgrid
2075,DE,NA,nclimgrid
2076,DE,NA,nclimgrid
2077,DE,NA,nclimgrid
2078,DE,NA,nclimgrid
2079,DE,NA,nclimgrid
2080,DE,NA,nclimgrid
2081,DE,NA,nclimgrid
2082,DE,NA,nclimgrid
2083,DE,NA,nclimgrid
2084,DE,NA,nclimgrid
2085,DE,NA,nclimgrid
2086,DE,NA,nclimgrid
2087,DE,NA,nclimgrid
2088,DE,NA,nclimgrid
2089,DE,NA,nclimgrid
2090,DE,NA,nclimgrid
2091,DE,NA,nclimgrid
2092,DE,NA,nclimgrid
2093,DE,NA,nclimgrid
2094,DE,NA,nclimgrid
2095,DE,NA,nclimgrid
2096,DE,NA,nclimgrid
2097,DE,NA,nclimgrid
2098,DE,NA,nclimgrid
2099,DE,NA,nclimgrid
2100,DE,NA,nclimgrid
1950,CT,NA,nclimgrid
1951,CT,50.24,nclimgrid
1952,CT,50.69,nclimgrid
1953,CT,52.67,nclimgrid
1954,CT,51.84,nclimgrid
1955,CT,50.68,nclimgrid
1956,CT,50.2,nclimgrid
1957,CT,51.84,nclimgrid
1958,CT,50.69,nclimgrid
1959,CT,52.88,nclimgrid
1960,CT,51.41,nclimgrid
1961,CT,54.41,nclimgrid
1962,CT,48.9,nclimgrid
1963,CT,52.64,nclimgrid
1964,CT,50.71,nclimgrid
1965,CT,50.18,nclimgrid
1966,CT,50.79,nclimgrid
1967,CT,49.39,nclimgrid
1968,CT,51.97,nclimgrid
1969,CT,51.07,nclimgrid
1970,CT,52.66,nclimgrid
1971,CT,53.24,nclimgrid
1972,CT,49.12,nclimgrid
1973,CT,51.84,nclimgrid
1974,CT,49.66,nclimgrid
1975,CT,52.51,nclimgrid
1976,CT,47.87,nclimgrid
1977,CT,51.6,nclimgrid
1978,CT,49.65,nclimgrid
1979,CT,52.17,nclimgrid
1980,CT,49.99,nclimgrid
1981,CT,49.77,nclimgrid
1982,CT,51.97,nclimgrid
1983,CT,52.49,nclimgrid
1984,CT,51.36,nclimgrid
1985,CT,52.42,nclimgrid
1986,CT,49.84,nclimgrid
1987,CT,50.11,nclimgrid
1988,CT,49.63,nclimgrid
1989,CT,51.42,nclimgrid
1990,CT,53.58,nclimgrid
1991,CT,51.97,nclimgrid
1992,CT,49.6,nclimgrid
1993,CT,50.39,nclimgrid
1994,CT,52.44,nclimgrid
1995,CT,50.99,nclimgrid
1996,CT,49.98,nclimgrid
1997,CT,50.04,nclimgrid
1998,CT,52.44,nclimgrid
1999,CT,53.29,nclimgrid
2000,CT,50.9,nclimgrid
2001,CT,53.48,nclimgrid
2002,CT,51.43,nclimgrid
2003,CT,52.11,nclimgrid
2004,CT,52.18,nclimgrid
2005,CT,53.86,nclimgrid
2006,CT,52.79,nclimgrid
2007,CT,54.14,nclimgrid
2008,CT,51.25,nclimgrid
2009,CT,52.14,nclimgrid
2010,CT,53.45,nclimgrid
2011,CT,55.2,nclimgrid
2012,CT,52.44,nclimgrid
2013,CT,51.53,nclimgrid
2014,CT,52.5,nclimgrid
2015,CT,55.02,nclimgrid
2016,CT,54.4,nclimgrid
2017,CT,55.32,nclimgrid
2018,CT,52.34,nclimgrid
2019,CT,51.72,nclimgrid
2020,CT,NA,nclimgrid
2021,CT,NA,nclimgrid
2022,CT,NA,nclimgrid
2023,CT,NA,nclimgrid
2024,CT,NA,nclimgrid
2025,CT,NA,nclimgrid
2026,CT,NA,nclimgrid
2027,CT,NA,nclimgrid
2028,CT,NA,nclimgrid
2029,CT,NA,nclimgrid
2030,CT,NA,nclimgrid
2031,CT,NA,nclimgrid
2032,CT,NA,nclimgrid
2033,CT,NA,nclimgrid
2034,CT,NA,nclimgrid
2035,CT,NA,nclimgrid
2036,CT,NA,nclimgrid
2037,CT,NA,nclimgrid
2038,CT,NA,nclimgrid
2039,CT,NA,nclimgrid
2040,CT,NA,nclimgrid
2041,CT,NA,nclimgrid
2042,CT,NA,nclimgrid
2043,CT,NA,nclimgrid
2044,CT,NA,nclimgrid
2045,CT,NA,nclimgrid
2046,CT,NA,nclimgrid
2047,CT,NA,nclimgrid
2048,CT,NA,nclimgrid
2049,CT,NA,nclimgrid
2050,CT,NA,nclimgrid
2051,CT,NA,nclimgrid
2052,CT,NA,nclimgrid
2053,CT,NA,nclimgrid
2054,CT,NA,nclimgrid
2055,CT,NA,nclimgrid
2056,CT,NA,nclimgrid
2057,CT,NA,nclimgrid
2058,CT,NA,nclimgrid
2059,CT,NA,nclimgrid
2060,CT,NA,nclimgrid
2061,CT,NA,nclimgrid
2062,CT,NA,nclimgrid
2063,CT,NA,nclimgrid
2064,CT,NA,nclimgrid
2065,CT,NA,nclimgrid
2066,CT,NA,nclimgrid
2067,CT,NA,nclimgrid
2068,CT,NA,nclimgrid
2069,CT,NA,nclimgrid
2070,CT,NA,nclimgrid
2071,CT,NA,nclimgrid
2072,CT,NA,nclimgrid
2073,CT,NA,nclimgrid
2074,CT,NA,nclimgrid
2075,CT,NA,nclimgrid
2076,CT,NA,nclimgrid
2077,CT,NA,nclimgrid
2078,CT,NA,nclimgrid
2079,CT,NA,nclimgrid
2080,CT,NA,nclimgrid
2081,CT,NA,nclimgrid
2082,CT,NA,nclimgrid
2083,CT,NA,nclimgrid
2084,CT,NA,nclimgrid
2085,CT,NA,nclimgrid
2086,CT,NA,nclimgrid
2087,CT,NA,nclimgrid
2088,CT,NA,nclimgrid
2089,CT,NA,nclimgrid
2090,CT,NA,nclimgrid
2091,CT,NA,nclimgrid
2092,CT,NA,nclimgrid
2093,CT,NA,nclimgrid
2094,CT,NA,nclimgrid
2095,CT,NA,nclimgrid
2096,CT,NA,nclimgrid
2097,CT,NA,nclimgrid
2098,CT,NA,nclimgrid
2099,CT,NA,nclimgrid
2100,CT,NA,nclimgrid
1950,NH,NA,nclimgrid
1951,NH,44.91,nclimgrid
1952,NH,45.64,nclimgrid
1953,NH,48.04,nclimgrid
1954,NH,46.52,nclimgrid
1955,NH,44.97,nclimgrid
1956,NH,44.74,nclimgrid
1957,NH,47.23,nclimgrid
1958,NH,45.21,nclimgrid
1959,NH,46.82,nclimgrid
1960,NH,46.1,nclimgrid
1961,NH,49.59,nclimgrid
1962,NH,43.87,nclimgrid
1963,NH,47.78,nclimgrid
1964,NH,44.11,nclimgrid
1965,NH,44.32,nclimgrid
1966,NH,45.35,nclimgrid
1967,NH,44.52,nclimgrid
1968,NH,46.54,nclimgrid
1969,NH,46.3,nclimgrid
1970,NH,47.64,nclimgrid
1971,NH,47.64,nclimgrid
1972,NH,43.28,nclimgrid
1973,NH,45.51,nclimgrid
1974,NH,43.69,nclimgrid
1975,NH,47.2,nclimgrid
1976,NH,42.8,nclimgrid
1977,NH,46.02,nclimgrid
1978,NH,43.65,nclimgrid
1979,NH,47.03,nclimgrid
1980,NH,43.63,nclimgrid
1981,NH,44.46,nclimgrid
1982,NH,47.02,nclimgrid
1983,NH,47.13,nclimgrid
1984,NH,45.76,nclimgrid
1985,NH,46.56,nclimgrid
1986,NH,43.68,nclimgrid
1987,NH,44.68,nclimgrid
1988,NH,44.36,nclimgrid
1989,NH,45.74,nclimgrid
1990,NH,47.67,nclimgrid
1991,NH,46.35,nclimgrid
1992,NH,44,nclimgrid
1993,NH,44.67,nclimgrid
1994,NH,46.95,nclimgrid
1995,NH,45.4,nclimgrid
1996,NH,44.85,nclimgrid
1997,NH,44.51,nclimgrid
1998,NH,47.32,nclimgrid
1999,NH,48.45,nclimgrid
2000,NH,46.15,nclimgrid
2001,NH,48.34,nclimgrid
2002,NH,46.01,nclimgrid
2003,NH,46.96,nclimgrid
2004,NH,46.75,nclimgrid
2005,NH,48.63,nclimgrid
2006,NH,47.8,nclimgrid
2007,NH,47.98,nclimgrid
2008,NH,46.28,nclimgrid
2009,NH,46.4,nclimgrid
2010,NH,47.49,nclimgrid
2011,NH,49.79,nclimgrid
2012,NH,47.21,nclimgrid
2013,NH,46.23,nclimgrid
2014,NH,47.14,nclimgrid
2015,NH,49.15,nclimgrid
2016,NH,48.82,nclimgrid
2017,NH,50.19,nclimgrid
2018,NH,45.76,nclimgrid
2019,NH,45.68,nclimgrid
2020,NH,NA,nclimgrid
2021,NH,NA,nclimgrid
2022,NH,NA,nclimgrid
2023,NH,NA,nclimgrid
2024,NH,NA,nclimgrid
2025,NH,NA,nclimgrid
2026,NH,NA,nclimgrid
2027,NH,NA,nclimgrid
2028,NH,NA,nclimgrid
2029,NH,NA,nclimgrid
2030,NH,NA,nclimgrid
2031,NH,NA,nclimgrid
2032,NH,NA,nclimgrid
2033,NH,NA,nclimgrid
2034,NH,NA,nclimgrid
2035,NH,NA,nclimgrid
2036,NH,NA,nclimgrid
2037,NH,NA,nclimgrid
2038,NH,NA,nclimgrid
2039,NH,NA,nclimgrid
2040,NH,NA,nclimgrid
2041,NH,NA,nclimgrid
2042,NH,NA,nclimgrid
2043,NH,NA,nclimgrid
2044,NH,NA,nclimgrid
2045,NH,NA,nclimgrid
2046,NH,NA,nclimgrid
2047,NH,NA,nclimgrid
2048,NH,NA,nclimgrid
2049,NH,NA,nclimgrid
2050,NH,NA,nclimgrid
2051,NH,NA,nclimgrid
2052,NH,NA,nclimgrid
2053,NH,NA,nclimgrid
2054,NH,NA,nclimgrid
2055,NH,NA,nclimgrid
2056,NH,NA,nclimgrid
2057,NH,NA,nclimgrid
2058,NH,NA,nclimgrid
2059,NH,NA,nclimgrid
2060,NH,NA,nclimgrid
2061,NH,NA,nclimgrid
2062,NH,NA,nclimgrid
2063,NH,NA,nclimgrid
2064,NH,NA,nclimgrid
2065,NH,NA,nclimgrid
2066,NH,NA,nclimgrid
2067,NH,NA,nclimgrid
2068,NH,NA,nclimgrid
2069,NH,NA,nclimgrid
2070,NH,NA,nclimgrid
2071,NH,NA,nclimgrid
2072,NH,NA,nclimgrid
2073,NH,NA,nclimgrid
2074,NH,NA,nclimgrid
2075,NH,NA,nclimgrid
2076,NH,NA,nclimgrid
2077,NH,NA,nclimgrid
2078,NH,NA,nclimgrid
2079,NH,NA,nclimgrid
2080,NH,NA,nclimgrid
2081,NH,NA,nclimgrid
2082,NH,NA,nclimgrid
2083,NH,NA,nclimgrid
2084,NH,NA,nclimgrid
2085,NH,NA,nclimgrid
2086,NH,NA,nclimgrid
2087,NH,NA,nclimgrid
2088,NH,NA,nclimgrid
2089,NH,NA,nclimgrid
2090,NH,NA,nclimgrid
2091,NH,NA,nclimgrid
2092,NH,NA,nclimgrid
2093,NH,NA,nclimgrid
2094,NH,NA,nclimgrid
2095,NH,NA,nclimgrid
2096,NH,NA,nclimgrid
2097,NH,NA,nclimgrid
2098,NH,NA,nclimgrid
2099,NH,NA,nclimgrid
2100,NH,NA,nclimgrid
1950,NE,NA,nclimgrid
1951,NE,46.55,nclimgrid
1952,NE,49.09,nclimgrid
1953,NE,52.99,nclimgrid
1954,NE,52.21,nclimgrid
1955,NE,48.94,nclimgrid
