,year,avg_son_temp_f,scenario,model
0,1950,51.60860473059256,ssp370,ipsl-cm6a-lr
1,1951,51.99117710846224,ssp370,ipsl-cm6a-lr
2,1952,49.78213177070825,ssp370,ipsl-cm6a-lr
3,1953,53.22202995669206,ssp370,ipsl-cm6a-lr
4,1954,52.136662555516885,ssp370,ipsl-cm6a-lr
5,1955,52.95725475947053,ssp370,ipsl-cm6a-lr
6,1956,52.53812700470902,ssp370,ipsl-cm6a-lr
7,1957,53.14856871942917,ssp370,ipsl-cm6a-lr
8,1958,53.40651058810462,ssp370,ipsl-cm6a-lr
9,1959,52.512779673406556,ssp370,ipsl-cm6a-lr
10,1960,51.313412503097254,ssp370,ipsl-cm6a-lr
11,1961,50.090857544751614,ssp370,ipsl-cm6a-lr
12,1962,52.59113923326811,ssp370,ipsl-cm6a-lr
13,1963,53.95676387646654,ssp370,ipsl-cm6a-lr
14,1964,52.72228159322718,ssp370,ipsl-cm6a-lr
15,1965,51.24274354571245,ssp370,ipsl-cm6a-lr
16,1966,51.2900982037184,ssp370,ipsl-cm6a-lr
17,1967,53.63304430047857,ssp370,ipsl-cm6a-lr
18,1968,50.35918206662466,ssp370,ipsl-cm6a-lr
19,1969,53.59127168250709,ssp370,ipsl-cm6a-lr
20,1970,52.00402009552916,ssp370,ipsl-cm6a-lr
21,1971,53.73734441437505,ssp370,ipsl-cm6a-lr
22,1972,52.712744420166814,ssp370,ipsl-cm6a-lr
23,1973,54.400220065902865,ssp370,ipsl-cm6a-lr
24,1974,52.515329927757165,ssp370,ipsl-cm6a-lr
25,1975,54.86166999567105,ssp370,ipsl-cm6a-lr
26,1976,52.91536027392522,ssp370,ipsl-cm6a-lr
27,1977,51.38156323698302,ssp370,ipsl-cm6a-lr
28,1978,49.96760633756047,ssp370,ipsl-cm6a-lr
29,1979,50.60484869694497,ssp370,ipsl-cm6a-lr
30,1980,49.94549199296038,ssp370,ipsl-cm6a-lr
31,1981,52.23272851875447,ssp370,ipsl-cm6a-lr
32,1982,52.56746319310556,ssp370,ipsl-cm6a-lr
33,1983,52.60289735420509,ssp370,ipsl-cm6a-lr
34,1984,52.32750985432071,ssp370,ipsl-cm6a-lr
35,1985,51.36221209802778,ssp370,ipsl-cm6a-lr
36,1986,54.58737159082894,ssp370,ipsl-cm6a-lr
37,1987,52.189001411085954,ssp370,ipsl-cm6a-lr
38,1988,52.16260233879689,ssp370,ipsl-cm6a-lr
39,1989,52.351229917356186,ssp370,ipsl-cm6a-lr
40,1990,54.59265413560857,ssp370,ipsl-cm6a-lr
41,1991,52.74993856620265,ssp370,ipsl-cm6a-lr
42,1992,50.45106640340691,ssp370,ipsl-cm6a-lr
43,1993,51.49884367674868,ssp370,ipsl-cm6a-lr
44,1994,52.419193499573275,ssp370,ipsl-cm6a-lr
45,1995,52.50793856703785,ssp370,ipsl-cm6a-lr
46,1996,53.85021125882265,ssp370,ipsl-cm6a-lr
47,1997,53.94611616112957,ssp370,ipsl-cm6a-lr
48,1998,53.16012745963623,ssp370,ipsl-cm6a-lr
49,1999,53.04475123960838,ssp370,ipsl-cm6a-lr
50,2000,52.68661218589855,ssp370,ipsl-cm6a-lr
51,2001,53.95200637268491,ssp370,ipsl-cm6a-lr
52,2002,53.97731012081361,ssp370,ipsl-cm6a-lr
53,2003,55.78013708915956,ssp370,ipsl-cm6a-lr
54,2004,56.60839759333165,ssp370,ipsl-cm6a-lr
55,2005,56.91095260524346,ssp370,ipsl-cm6a-lr
56,2006,53.54601618046974,ssp370,ipsl-cm6a-lr
57,2007,56.23573837145944,ssp370,ipsl-cm6a-lr
58,2008,52.134985798985824,ssp370,ipsl-cm6a-lr
59,2009,53.84103308274837,ssp370,ipsl-cm6a-lr
60,2010,56.776867951758646,ssp370,ipsl-cm6a-lr
61,2011,53.48357768490321,ssp370,ipsl-cm6a-lr
62,2012,52.531678214812956,ssp370,ipsl-cm6a-lr
63,2013,55.00640235910407,ssp370,ipsl-cm6a-lr
64,2014,55.58802302340473,ssp370,ipsl-cm6a-lr
65,2015,55.16557567245259,ssp370,ipsl-cm6a-lr
66,2016,56.21710688513409,ssp370,ipsl-cm6a-lr
67,2017,57.07363407707567,ssp370,ipsl-cm6a-lr
68,2018,56.10276282962515,ssp370,ipsl-cm6a-lr
69,2019,55.28203280857939,ssp370,ipsl-cm6a-lr
70,2020,54.02720846126841,ssp370,ipsl-cm6a-lr
71,2021,55.9768951547066,ssp370,ipsl-cm6a-lr
72,2022,56.126617636701795,ssp370,ipsl-cm6a-lr
73,2023,55.11617842644292,ssp370,ipsl-cm6a-lr
74,2024,54.56583060104436,ssp370,ipsl-cm6a-lr
75,2025,54.97825072223653,ssp370,ipsl-cm6a-lr
76,2026,57.801818818346185,ssp370,ipsl-cm6a-lr
77,2027,56.979909270125425,ssp370,ipsl-cm6a-lr
78,2028,58.29430377847801,ssp370,ipsl-cm6a-lr
79,2029,57.87067438364805,ssp370,ipsl-cm6a-lr
80,2030,55.26059570708764,ssp370,ipsl-cm6a-lr
81,2031,57.41454029911198,ssp370,ipsl-cm6a-lr
82,2032,56.44338407202778,ssp370,ipsl-cm6a-lr
83,2033,54.7020272946666,ssp370,ipsl-cm6a-lr
84,2034,56.25543002293569,ssp370,ipsl-cm6a-lr
85,2035,57.70058467770155,ssp370,ipsl-cm6a-lr
86,2036,55.96863478264823,ssp370,ipsl-cm6a-lr
87,2037,56.91929119291055,ssp370,ipsl-cm6a-lr
88,2038,55.2944854808227,ssp370,ipsl-cm6a-lr
89,2039,56.802422892754755,ssp370,ipsl-cm6a-lr
90,2040,56.90540275119293,ssp370,ipsl-cm6a-lr
91,2041,58.97587716587112,ssp370,ipsl-cm6a-lr
92,2042,57.70400841477155,ssp370,ipsl-cm6a-lr
93,2043,57.44307690361239,ssp370,ipsl-cm6a-lr
94,2044,59.57176139912629,ssp370,ipsl-cm6a-lr
95,2045,58.23499815533794,ssp370,ipsl-cm6a-lr
96,2046,56.166570671829305,ssp370,ipsl-cm6a-lr
97,2047,61.58065475807136,ssp370,ipsl-cm6a-lr
98,2048,59.696222634990406,ssp370,ipsl-cm6a-lr
99,2049,57.08520793079854,ssp370,ipsl-cm6a-lr
100,2050,59.013032420004485,ssp370,ipsl-cm6a-lr
