,year,avg_son_temp_f,scenario,model
126,2076,57.884532309633826,ssp585,mpi-esm1-2-hr
127,2077,58.88073600824833,ssp585,mpi-esm1-2-hr
128,2078,61.44804869154908,ssp585,mpi-esm1-2-hr
129,2079,62.156150748431834,ssp585,mpi-esm1-2-hr
130,2080,63.296234457638974,ssp585,mpi-esm1-2-hr
131,2081,59.651711649420875,ssp585,mpi-esm1-2-hr
132,2082,60.263053782333614,ssp585,mpi-esm1-2-hr
133,2083,61.92962114333407,ssp585,mpi-esm1-2-hr
134,2084,60.98185691767578,ssp585,mpi-esm1-2-hr
135,2085,60.685784477849516,ssp585,mpi-esm1-2-hr
136,2086,63.90101405758173,ssp585,mpi-esm1-2-hr
137,2087,63.86187371568078,ssp585,mpi-esm1-2-hr
138,2088,61.59033737298076,ssp585,mpi-esm1-2-hr
139,2089,65.05456148363302,ssp585,mpi-esm1-2-hr
140,2090,62.86762271031861,ssp585,mpi-esm1-2-hr
141,2091,63.639534796712084,ssp585,mpi-esm1-2-hr
142,2092,63.20855367832586,ssp585,mpi-esm1-2-hr
143,2093,63.91624048666681,ssp585,mpi-esm1-2-hr
144,2094,61.94395111957835,ssp585,mpi-esm1-2-hr
145,2095,63.0563310019675,ssp585,mpi-esm1-2-hr
146,2096,65.5775009636063,ssp585,mpi-esm1-2-hr
147,2097,64.56163312486898,ssp585,mpi-esm1-2-hr
148,2098,63.65608044853366,ssp585,mpi-esm1-2-hr
149,2099,66.13167595658106,ssp585,mpi-esm1-2-hr
150,2100,65.43391948043404,ssp585,mpi-esm1-2-hr
0,1950,51.80315899596552,ssp585,mri-esm2-0
1,1951,53.4524933163356,ssp585,mri-esm2-0
2,1952,50.71665860813365,ssp585,mri-esm2-0
3,1953,53.96224172802211,ssp585,mri-esm2-0
4,1954,50.279500616739455,ssp585,mri-esm2-0
5,1955,50.86023536899786,ssp585,mri-esm2-0
6,1956,53.67197802145268,ssp585,mri-esm2-0
7,1957,54.55919470614885,ssp585,mri-esm2-0
8,1958,52.5258129631985,ssp585,mri-esm2-0
9,1959,52.981342425814134,ssp585,mri-esm2-0
10,1960,53.786357649718134,ssp585,mri-esm2-0
11,1961,52.60134438544978,ssp585,mri-esm2-0
12,1962,53.040436959039766,ssp585,mri-esm2-0
13,1963,50.740016434899914,ssp585,mri-esm2-0
14,1964,52.07777535550246,ssp585,mri-esm2-0
15,1965,50.17217948128327,ssp585,mri-esm2-0
16,1966,52.90508720157499,ssp585,mri-esm2-0
17,1967,53.43290831950381,ssp585,mri-esm2-0
18,1968,52.70577174269371,ssp585,mri-esm2-0
19,1969,52.74242409716856,ssp585,mri-esm2-0
20,1970,52.586935603241606,ssp585,mri-esm2-0
21,1971,53.75092840427057,ssp585,mri-esm2-0
22,1972,52.50576281873628,ssp585,mri-esm2-0
23,1973,53.073785599017405,ssp585,mri-esm2-0
24,1974,50.48049837847836,ssp585,mri-esm2-0
25,1975,52.36474182580145,ssp585,mri-esm2-0
26,1976,50.91229512046682,ssp585,mri-esm2-0
27,1977,54.34531887491978,ssp585,mri-esm2-0
28,1978,52.3935640544179,ssp585,mri-esm2-0
29,1979,54.17587237594569,ssp585,mri-esm2-0
30,1980,50.74782055204292,ssp585,mri-esm2-0
31,1981,51.229700923833995,ssp585,mri-esm2-0
32,1982,52.21718141080654,ssp585,mri-esm2-0
33,1983,53.17605559389472,ssp585,mri-esm2-0
34,1984,52.19661729370906,ssp585,mri-esm2-0
35,1985,53.19092555987895,ssp585,mri-esm2-0
36,1986,51.95056532428534,ssp585,mri-esm2-0
37,1987,50.02685138878433,ssp585,mri-esm2-0
38,1988,51.92210802552877,ssp585,mri-esm2-0
39,1989,51.790455810357,ssp585,mri-esm2-0
40,1990,50.91997507421243,ssp585,mri-esm2-0
41,1991,52.123288779670816,ssp585,mri-esm2-0
42,1992,50.86390189757903,ssp585,mri-esm2-0
43,1993,51.48978366444492,ssp585,mri-esm2-0
44,1994,51.7696111877425,ssp585,mri-esm2-0
45,1995,52.74260039103534,ssp585,mri-esm2-0
46,1996,51.773784758842844,ssp585,mri-esm2-0
47,1997,51.286118620939405,ssp585,mri-esm2-0
48,1998,52.69595144540442,ssp585,mri-esm2-0
49,1999,55.88776905979208,ssp585,mri-esm2-0
50,2000,54.46078884398988,ssp585,mri-esm2-0
51,2001,54.30275386441774,ssp585,mri-esm2-0
52,2002,53.67812634954413,ssp585,mri-esm2-0
53,2003,50.112143435819824,ssp585,mri-esm2-0
54,2004,54.660329683042505,ssp585,mri-esm2-0
55,2005,53.768827777625894,ssp585,mri-esm2-0
56,2006,55.86948784475694,ssp585,mri-esm2-0
57,2007,53.79547391174485,ssp585,mri-esm2-0
58,2008,52.94409934682556,ssp585,mri-esm2-0
59,2009,52.05656384929831,ssp585,mri-esm2-0
60,2010,55.099313373176834,ssp585,mri-esm2-0
61,2011,54.67179439473527,ssp585,mri-esm2-0
62,2012,52.72762230049677,ssp585,mri-esm2-0
63,2013,54.052693428249775,ssp585,mri-esm2-0
64,2014,55.68780989330859,ssp585,mri-esm2-0
65,2015,52.33029542577888,ssp585,mri-esm2-0
66,2016,56.777365362022316,ssp585,mri-esm2-0
67,2017,54.645178163721795,ssp585,mri-esm2-0
68,2018,56.40175305900955,ssp585,mri-esm2-0
69,2019,56.797880852451435,ssp585,mri-esm2-0
70,2020,55.68464285804553,ssp585,mri-esm2-0
71,2021,55.47384568160632,ssp585,mri-esm2-0
72,2022,54.89901971673785,ssp585,mri-esm2-0
73,2023,55.24843763643124,ssp585,mri-esm2-0
74,2024,56.15854947374787,ssp585,mri-esm2-0
75,2025,56.756236312880986,ssp585,mri-esm2-0
76,2026,57.247899278129516,ssp585,mri-esm2-0
77,2027,56.038902173362054,ssp585,mri-esm2-0
78,2028,54.49127174842173,ssp585,mri-esm2-0
79,2029,55.61138346724263,ssp585,mri-esm2-0
80,2030,56.84396957648966,ssp585,mri-esm2-0
81,2031,56.15805197054233,ssp585,mri-esm2-0
82,2032,59.397370074940056,ssp585,mri-esm2-0
83,2033,57.47224093362749,ssp585,mri-esm2-0
84,2034,58.36283851983939,ssp585,mri-esm2-0
85,2035,56.6375340010488,ssp585,mri-esm2-0
86,2036,54.79352205563035,ssp585,mri-esm2-0
87,2037,57.27219588806546,ssp585,mri-esm2-0
88,2038,56.598075791410366,ssp585,mri-esm2-0
89,2039,57.83749102320597,ssp585,mri-esm2-0
90,2040,55.58204688228933,ssp585,mri-esm2-0
91,2041,59.43888065844397,ssp585,mri-esm2-0
92,2042,60.133317760039645,ssp585,mri-esm2-0
93,2043,56.93513418531541,ssp585,mri-esm2-0
94,2044,57.480930147161786,ssp585,mri-esm2-0
95,2045,57.698750723561965,ssp585,mri-esm2-0
96,2046,56.90804749140646,ssp585,mri-esm2-0
97,2047,58.9971447703874,ssp585,mri-esm2-0
98,2048,58.502962633558234,ssp585,mri-esm2-0
99,2049,59.80961355163137,ssp585,mri-esm2-0
100,2050,59.462302946503534,ssp585,mri-esm2-0
101,2051,59.42543543765651,ssp585,mri-esm2-0
102,2052,56.31242736308195,ssp585,mri-esm2-0
103,2053,58.80964907883766,ssp585,mri-esm2-0
104,2054,59.35780318438087,ssp585,mri-esm2-0
105,2055,60.536464195384326,ssp585,mri-esm2-0
106,2056,57.57301186356244,ssp585,mri-esm2-0
107,2057,60.12433860797284,ssp585,mri-esm2-0
108,2058,60.78561425537843,ssp585,mri-esm2-0
109,2059,59.869478422515975,ssp585,mri-esm2-0
110,2060,58.14886405005576,ssp585,mri-esm2-0
111,2061,58.96640772974966,ssp585,mri-esm2-0
112,2062,57.63569124748098,ssp585,mri-esm2-0
113,2063,60.02648956750033,ssp585,mri-esm2-0
114,2064,58.21385198295169,ssp585,mri-esm2-0
115,2065,59.01426626785649,ssp585,mri-esm2-0
116,2066,61.245488197504265,ssp585,mri-esm2-0
117,2067,60.16446364708933,ssp585,mri-esm2-0
118,2068,60.44981266350997,ssp585,mri-esm2-0
119,2069,60.695022073333575,ssp585,mri-esm2-0
120,2070,59.413388528254316,ssp585,mri-esm2-0
121,2071,60.63965545964934,ssp585,mri-esm2-0
122,2072,62.494306538340815,ssp585,mri-esm2-0
123,2073,61.859019682190215,ssp585,mri-esm2-0
124,2074,59.61980158078134,ssp585,mri-esm2-0
125,2075,59.93788461732843,ssp585,mri-esm2-0
126,2076,60.192775386844595,ssp585,mri-esm2-0
127,2077,60.62103045363195,ssp585,mri-esm2-0
128,2078,61.277037114863475,ssp585,mri-esm2-0
129,2079,59.68201887170682,ssp585,mri-esm2-0
130,2080,60.14967583582622,ssp585,mri-esm2-0
131,2081,61.89018379971857,ssp585,mri-esm2-0
132,2082,63.77040845018998,ssp585,mri-esm2-0
133,2083,63.94652563030309,ssp585,mri-esm2-0
134,2084,60.524702475886926,ssp585,mri-esm2-0
135,2085,63.06966399082455,ssp585,mri-esm2-0
136,2086,62.46334531718004,ssp585,mri-esm2-0
137,2087,63.725279295024016,ssp585,mri-esm2-0
138,2088,61.57371655740315,ssp585,mri-esm2-0
139,2089,63.409861779117115,ssp585,mri-esm2-0
140,2090,64.82141049520848,ssp585,mri-esm2-0
141,2091,64.94370805218522,ssp585,mri-esm2-0
142,2092,65.30979144587238,ssp585,mri-esm2-0
143,2093,61.5033866822725,ssp585,mri-esm2-0
144,2094,61.63678561566277,ssp585,mri-esm2-0
145,2095,62.98417072636854,ssp585,mri-esm2-0
146,2096,64.56194440247255,ssp585,mri-esm2-0
147,2097,62.76959093919671,ssp585,mri-esm2-0
148,2098,61.77285615098173,ssp585,mri-esm2-0
149,2099,63.519555928045094,ssp585,mri-esm2-0
150,2100,62.752084978493826,ssp585,mri-esm2-0
0,1950,52.55150521341063,ssp585,noresm2-lm
1,1951,53.09527423668826,ssp585,noresm2-lm
2,1952,52.51698335918954,ssp585,noresm2-lm
3,1953,52.16843289413109,ssp585,noresm2-lm
4,1954,52.215609739151674,ssp585,noresm2-lm
5,1955,52.70590228517504,ssp585,noresm2-lm
6,1956,53.319339391764856,ssp585,noresm2-lm
7,1957,52.118758928593294,ssp585,noresm2-lm
8,1958,53.46765725653919,ssp585,noresm2-lm
9,1959,53.328825901172536,ssp585,noresm2-lm
10,1960,51.22703133682168,ssp585,noresm2-lm
11,1961,51.08270770127477,ssp585,noresm2-lm
12,1962,51.86223068275033,ssp585,noresm2-lm
13,1963,50.53081926451177,ssp585,noresm2-lm
14,1964,49.92931183113418,ssp585,noresm2-lm
15,1965,51.48662476102787,ssp585,noresm2-lm
16,1966,53.8105639659206,ssp585,noresm2-lm
17,1967,51.83881687323956,ssp585,noresm2-lm
18,1968,51.600273187241996,ssp585,noresm2-lm
19,1969,52.08049423210914,ssp585,noresm2-lm
20,1970,52.59416020905135,ssp585,noresm2-lm
21,1971,49.66794201882715,ssp585,noresm2-lm
22,1972,50.7891870506079,ssp585,noresm2-lm
23,1973,51.83743989228176,ssp585,noresm2-lm
24,1974,53.82620335811653,ssp585,noresm2-lm
25,1975,51.871942299486335,ssp585,noresm2-lm
26,1976,51.67672134094362,ssp585,noresm2-lm
27,1977,52.68454914545849,ssp585,noresm2-lm
28,1978,53.04059762820611,ssp585,noresm2-lm
29,1979,50.35267056437416,ssp585,noresm2-lm
30,1980,53.94501016500832,ssp585,noresm2-lm
31,1981,49.38255115651351,ssp585,noresm2-lm
32,1982,51.89569133773266,ssp585,noresm2-lm
33,1983,52.77804983423404,ssp585,noresm2-lm
34,1984,52.16068092431958,ssp585,noresm2-lm
35,1985,51.225059178316826,ssp585,noresm2-lm
36,1986,50.70888637708849,ssp585,noresm2-lm
37,1987,54.80847816159846,ssp585,noresm2-lm
38,1988,52.290666145980815,ssp585,noresm2-lm
39,1989,52.23860618263486,ssp585,noresm2-lm
40,1990,53.027083700979034,ssp585,noresm2-lm
41,1991,52.84281120927774,ssp585,noresm2-lm
42,1992,54.889626801812454,ssp585,noresm2-lm
43,1993,53.76534850650459,ssp585,noresm2-lm
44,1994,53.83764286343125,ssp585,noresm2-lm
45,1995,52.460773634094814,ssp585,noresm2-lm
46,1996,55.59896180266562,ssp585,noresm2-lm
47,1997,53.44662926017486,ssp585,noresm2-lm
48,1998,54.206646612156575,ssp585,noresm2-lm
49,1999,52.78886602736009,ssp585,noresm2-lm
50,2000,54.927900227580764,ssp585,noresm2-lm
51,2001,54.20786608921153,ssp585,noresm2-lm
52,2002,56.03493583673296,ssp585,noresm2-lm
53,2003,52.60228140355077,ssp585,noresm2-lm
54,2004,54.85022832515159,ssp585,noresm2-lm
55,2005,54.863565494987455,ssp585,noresm2-lm
56,2006,53.85589726999359,ssp585,noresm2-lm
57,2007,54.52413965006769,ssp585,noresm2-lm
58,2008,53.47127940781798,ssp585,noresm2-lm
59,2009,55.94507090185945,ssp585,noresm2-lm
60,2010,53.923023633596834,ssp585,noresm2-lm
61,2011,56.80253547504021,ssp585,noresm2-lm
62,2012,53.61957189990039,ssp585,noresm2-lm
63,2013,51.550783567166185,ssp585,noresm2-lm
64,2014,54.80413935538926,ssp585,noresm2-lm
65,2015,54.51070606202138,ssp585,noresm2-lm
66,2016,56.10208343347067,ssp585,noresm2-lm
67,2017,57.183082972003525,ssp585,noresm2-lm
68,2018,55.098390865917054,ssp585,noresm2-lm
69,2019,55.74044763340608,ssp585,noresm2-lm
70,2020,58.46822506900133,ssp585,noresm2-lm
71,2021,56.51760578193398,ssp585,noresm2-lm
72,2022,55.61621445651557,ssp585,noresm2-lm
73,2023,55.23440232614539,ssp585,noresm2-lm
74,2024,54.77765230222653,ssp585,noresm2-lm
75,2025,57.19999560989802,ssp585,noresm2-lm
76,2026,56.45652472158052,ssp585,noresm2-lm
77,2027,54.736389450455114,ssp585,noresm2-lm
78,2028,55.87553971079414,ssp585,noresm2-lm
79,2029,56.308510096819724,ssp585,noresm2-lm
80,2030,55.701622584198795,ssp585,noresm2-lm
81,2031,56.918724955546764,ssp585,noresm2-lm
82,2032,56.57042563624437,ssp585,noresm2-lm
83,2033,55.76721277759196,ssp585,noresm2-lm
84,2034,57.28996633615936,ssp585,noresm2-lm
85,2035,58.53469804085678,ssp585,noresm2-lm
86,2036,58.016815405199594,ssp585,noresm2-lm
87,2037,56.2656807279045,ssp585,noresm2-lm
88,2038,55.66513591986594,ssp585,noresm2-lm
89,2039,57.73927830582732,ssp585,noresm2-lm
90,2040,57.90704506449859,ssp585,noresm2-lm
91,2041,56.187249061083456,ssp585,noresm2-lm
92,2042,56.37509094922117,ssp585,noresm2-lm
93,2043,55.70281890238986,ssp585,noresm2-lm
94,2044,56.88867730991314,ssp585,noresm2-lm
95,2045,56.784415333032534,ssp585,noresm2-lm
96,2046,56.743796786660475,ssp585,noresm2-lm
97,2047,58.90504863576269,ssp585,noresm2-lm
98,2048,58.55113969963709,ssp585,noresm2-lm
99,2049,56.18914919490131,ssp585,noresm2-lm
100,2050,57.62660017416513,ssp585,noresm2-lm
101,2051,60.39769826936129,ssp585,noresm2-lm
102,2052,56.492551280545264,ssp585,noresm2-lm
103,2053,60.72299061222174,ssp585,noresm2-lm
104,2054,58.28520536320819,ssp585,noresm2-lm
105,2055,58.275690627553914,ssp585,noresm2-lm
106,2056,56.63394144430938,ssp585,noresm2-lm
107,2057,57.41160492619094,ssp585,noresm2-lm
108,2058,59.85792705566507,ssp585,noresm2-lm
109,2059,58.593059412672275,ssp585,noresm2-lm
110,2060,60.59400300269837,ssp585,noresm2-lm
111,2061,59.47406092860283,ssp585,noresm2-lm
112,2062,61.29938609935706,ssp585,noresm2-lm
113,2063,59.150930442371404,ssp585,noresm2-lm
114,2064,58.29298624198114,ssp585,noresm2-lm
115,2065,57.84827103783748,ssp585,noresm2-lm
116,2066,59.59177872323222,ssp585,noresm2-lm
117,2067,60.823183565430035,ssp585,noresm2-lm
118,2068,60.521313207920414,ssp585,noresm2-lm
119,2069,62.79478519614193,ssp585,noresm2-lm
120,2070,61.281790986225296,ssp585,noresm2-lm
121,2071,62.50198505882157,ssp585,noresm2-lm
122,2072,62.646538376179016,ssp585,noresm2-lm
123,2073,59.80561719057854,ssp585,noresm2-lm
124,2074,59.6541012081917,ssp585,noresm2-lm
125,2075,61.07031204307646,ssp585,noresm2-lm
126,2076,61.32476627445828,ssp585,noresm2-lm
127,2077,61.29067144057492,ssp585,noresm2-lm
128,2078,60.187033493737644,ssp585,noresm2-lm
129,2079,61.41975805748983,ssp585,noresm2-lm
130,2080,62.78845195908166,ssp585,noresm2-lm
131,2081,61.61579707855915,ssp585,noresm2-lm
132,2082,63.75667055268582,ssp585,noresm2-lm
133,2083,61.36596945476069,ssp585,noresm2-lm
134,2084,61.49484419238992,ssp585,noresm2-lm
135,2085,62.372374550638305,ssp585,noresm2-lm
136,2086,60.69306445495307,ssp585,noresm2-lm
137,2087,61.66049980424036,ssp585,noresm2-lm
138,2088,64.18748784260568,ssp585,noresm2-lm
139,2089,62.56958863333922,ssp585,noresm2-lm
140,2090,64.00288907422893,ssp585,noresm2-lm
141,2091,65.49474121864937,ssp585,noresm2-lm
142,2092,64.70367054399108,ssp585,noresm2-lm
143,2093,63.97092465050827,ssp585,noresm2-lm
144,2094,64.86865912532917,ssp585,noresm2-lm
145,2095,63.98095608977433,ssp585,noresm2-lm
146,2096,65.06178803740241,ssp585,noresm2-lm
147,2097,64.34079745531803,ssp585,noresm2-lm
148,2098,65.46187002801332,ssp585,noresm2-lm
149,2099,66.764041512298,ssp585,noresm2-lm
150,2100,64.29108061994052,ssp585,noresm2-lm
0,1950,52.061518846947706,ssp585,access-cm2
1,1951,51.95934317289791,ssp585,access-cm2
2,1952,51.33179284470851,ssp585,access-cm2
3,1953,52.48521369190517,ssp585,access-cm2
4,1954,51.16211272742895,ssp585,access-cm2
5,1955,52.497924599590746,ssp585,access-cm2
6,1956,52.0595088516545,ssp585,access-cm2
7,1957,52.91114568594879,ssp585,access-cm2
8,1958,51.0562057906986,ssp585,access-cm2
9,1959,53.16433150538553,ssp585,access-cm2
10,1960,51.33304642356911,ssp585,access-cm2
11,1961,52.98167811562395,ssp585,access-cm2
12,1962,53.618044458104784,ssp585,access-cm2
13,1963,54.32879709754804,ssp585,access-cm2
14,1964,50.932018048925585,ssp585,access-cm2
15,1965,50.97525776256166,ssp585,access-cm2
16,1966,52.130345724775616,ssp585,access-cm2
17,1967,51.18799693553602,ssp585,access-cm2
18,1968,52.80461087037525,ssp585,access-cm2
19,1969,51.18807815125965,ssp585,access-cm2
20,1970,51.73295259524843,ssp585,access-cm2
21,1971,52.05714796482786,ssp585,access-cm2
22,1972,51.352352250160294,ssp585,access-cm2
23,1973,51.010745547725826,ssp585,access-cm2
24,1974,52.07014058444733,ssp585,access-cm2
25,1975,53.678342748376814,ssp585,access-cm2
26,1976,52.35133955065174,ssp585,access-cm2
27,1977,53.983854010919394,ssp585,access-cm2
28,1978,54.739233175120944,ssp585,access-cm2
29,1979,54.0527583746855,ssp585,access-cm2
30,1980,51.23486576131333,ssp585,access-cm2
31,1981,51.806795700834726,ssp585,access-cm2
32,1982,53.55166724975165,ssp585,access-cm2
33,1983,51.67890491197743,ssp585,access-cm2
34,1984,53.717818787567694,ssp585,access-cm2
35,1985,52.684840117525404,ssp585,access-cm2
36,1986,54.068028646717366,ssp585,access-cm2
37,1987,52.684960540937496,ssp585,access-cm2
38,1988,53.23802329327734,ssp585,access-cm2
39,1989,53.7129667002953,ssp585,access-cm2
40,1990,51.86994704413397,ssp585,access-cm2
41,1991,52.22911711817236,ssp585,access-cm2
42,1992,51.010347720519675,ssp585,access-cm2
43,1993,52.63780925637921,ssp585,access-cm2
44,1994,51.45713744680855,ssp585,access-cm2
45,1995,51.38020638329908,ssp585,access-cm2
46,1996,51.47041175341959,ssp585,access-cm2
47,1997,52.9477117667884,ssp585,access-cm2
48,1998,53.78565125075785,ssp585,access-cm2
49,1999,51.82528008186951,ssp585,access-cm2
50,2000,54.72918472242252,ssp585,access-cm2
51,2001,54.838840548999826,ssp585,access-cm2
52,2002,55.726217084609814,ssp585,access-cm2
