year,state,av_temp,scenario
1954,MS,48.18,nclimgrid
1955,MS,46.38,nclimgrid
1956,MS,47.56,nclimgrid
1957,MS,52.35,nclimgrid
1958,MS,43.25,nclimgrid
1959,MS,44.68,nclimgrid
1960,MS,44.74,nclimgrid
1961,MS,44.3,nclimgrid
1962,MS,47.69,nclimgrid
1963,MS,41.43,nclimgrid
1964,MS,40.95,nclimgrid
1965,MS,47.07,nclimgrid
1966,MS,44.61,nclimgrid
1967,MS,45.07,nclimgrid
1968,MS,44.23,nclimgrid
1969,MS,45.02,nclimgrid
1970,MS,42.74,nclimgrid
1971,MS,47.42,nclimgrid
1972,MS,50.35,nclimgrid
1973,MS,44.82,nclimgrid
1974,MS,48.54,nclimgrid
1975,MS,48.9,nclimgrid
1976,MS,46.96,nclimgrid
1977,MS,40.78,nclimgrid
1978,MS,39.74,nclimgrid
1979,MS,42.2,nclimgrid
1980,MS,45.02,nclimgrid
1981,MS,44.42,nclimgrid
1982,MS,44.68,nclimgrid
1983,MS,47.4,nclimgrid
1984,MS,42.73,nclimgrid
1985,MS,45.82,nclimgrid
1986,MS,45.9,nclimgrid
1987,MS,45.83,nclimgrid
1988,MS,45.25,nclimgrid
1989,MS,48.12,nclimgrid
1990,MS,47.35,nclimgrid
1991,MS,48.33,nclimgrid
1992,MS,48.88,nclimgrid
1993,MS,47.56,nclimgrid
1994,MS,45.42,nclimgrid
1995,MS,48.01,nclimgrid
1996,MS,46.05,nclimgrid
1997,MS,48.6,nclimgrid
1998,MS,47.76,nclimgrid
1999,MS,50.98,nclimgrid
2000,MS,49.22,nclimgrid
2001,MS,43.67,nclimgrid
2002,MS,48.2,nclimgrid
2003,MS,44.53,nclimgrid
2004,MS,45.11,nclimgrid
2005,MS,48.97,nclimgrid
2006,MS,47.27,nclimgrid
2007,MS,47.09,nclimgrid
2008,MS,48.49,nclimgrid
2009,MS,47.93,nclimgrid
2010,MS,41.89,nclimgrid
2011,MS,44.6,nclimgrid
2012,MS,50.13,nclimgrid
2013,MS,49.94,nclimgrid
2014,MS,43.72,nclimgrid
2015,MS,45.44,nclimgrid
2016,MS,50.36,nclimgrid
2017,MS,53.02,nclimgrid
2018,MS,47.89,nclimgrid
2019,MS,49.94,nclimgrid
2020,MS,50.68,nclimgrid
2021,MS,NA,nclimgrid
2022,MS,NA,nclimgrid
2023,MS,NA,nclimgrid
2024,MS,NA,nclimgrid
2025,MS,NA,nclimgrid
2026,MS,NA,nclimgrid
2027,MS,NA,nclimgrid
2028,MS,NA,nclimgrid
2029,MS,NA,nclimgrid
2030,MS,NA,nclimgrid
2031,MS,NA,nclimgrid
2032,MS,NA,nclimgrid
2033,MS,NA,nclimgrid
2034,MS,NA,nclimgrid
2035,MS,NA,nclimgrid
2036,MS,NA,nclimgrid
2037,MS,NA,nclimgrid
2038,MS,NA,nclimgrid
2039,MS,NA,nclimgrid
2040,MS,NA,nclimgrid
2041,MS,NA,nclimgrid
2042,MS,NA,nclimgrid
2043,MS,NA,nclimgrid
2044,MS,NA,nclimgrid
2045,MS,NA,nclimgrid
2046,MS,NA,nclimgrid
2047,MS,NA,nclimgrid
2048,MS,NA,nclimgrid
2049,MS,NA,nclimgrid
2050,MS,NA,nclimgrid
2051,MS,NA,nclimgrid
2052,MS,NA,nclimgrid
2053,MS,NA,nclimgrid
2054,MS,NA,nclimgrid
2055,MS,NA,nclimgrid
2056,MS,NA,nclimgrid
2057,MS,NA,nclimgrid
2058,MS,NA,nclimgrid
2059,MS,NA,nclimgrid
2060,MS,NA,nclimgrid
2061,MS,NA,nclimgrid
2062,MS,NA,nclimgrid
2063,MS,NA,nclimgrid
2064,MS,NA,nclimgrid
2065,MS,NA,nclimgrid
2066,MS,NA,nclimgrid
2067,MS,NA,nclimgrid
2068,MS,NA,nclimgrid
2069,MS,NA,nclimgrid
2070,MS,NA,nclimgrid
2071,MS,NA,nclimgrid
2072,MS,NA,nclimgrid
2073,MS,NA,nclimgrid
2074,MS,NA,nclimgrid
2075,MS,NA,nclimgrid
2076,MS,NA,nclimgrid
2077,MS,NA,nclimgrid
2078,MS,NA,nclimgrid
2079,MS,NA,nclimgrid
2080,MS,NA,nclimgrid
2081,MS,NA,nclimgrid
2082,MS,NA,nclimgrid
2083,MS,NA,nclimgrid
2084,MS,NA,nclimgrid
2085,MS,NA,nclimgrid
2086,MS,NA,nclimgrid
2087,MS,NA,nclimgrid
2088,MS,NA,nclimgrid
2089,MS,NA,nclimgrid
2090,MS,NA,nclimgrid
2091,MS,NA,nclimgrid
2092,MS,NA,nclimgrid
2093,MS,NA,nclimgrid
2094,MS,NA,nclimgrid
2095,MS,NA,nclimgrid
2096,MS,NA,nclimgrid
2097,MS,NA,nclimgrid
2098,MS,NA,nclimgrid
2099,MS,NA,nclimgrid
2100,MS,NA,nclimgrid
1950,NC,NA,nclimgrid
1951,NC,NA,nclimgrid
1952,NC,44.34,nclimgrid
1953,NC,43.44,nclimgrid
1954,NC,42.99,nclimgrid
1955,NC,39.69,nclimgrid
1956,NC,40.01,nclimgrid
1957,NC,46.08,nclimgrid
1958,NC,37.68,nclimgrid
1959,NC,39.57,nclimgrid
1960,NC,41.09,nclimgrid
1961,NC,38.39,nclimgrid
1962,NC,41.26,nclimgrid
1963,NC,36.43,nclimgrid
1964,NC,37.25,nclimgrid
1965,NC,41.77,nclimgrid
1966,NC,39.17,nclimgrid
1967,NC,40.42,nclimgrid
1968,NC,38.58,nclimgrid
1969,NC,38.05,nclimgrid
1970,NC,37.29,nclimgrid
1971,NC,41,nclimgrid
1972,NC,44.9,nclimgrid
1973,NC,41.69,nclimgrid
1974,NC,45.23,nclimgrid
1975,NC,43.86,nclimgrid
1976,NC,42.22,nclimgrid
1977,NC,35.35,nclimgrid
1978,NC,35.76,nclimgrid
1979,NC,38.84,nclimgrid
1980,NC,39.7,nclimgrid
1981,NC,38.74,nclimgrid
1982,NC,38.82,nclimgrid
1983,NC,42.01,nclimgrid
1984,NC,40.33,nclimgrid
1985,NC,41.67,nclimgrid
1986,NC,40.46,nclimgrid
1987,NC,40.17,nclimgrid
1988,NC,39.71,nclimgrid
1989,NC,42.7,nclimgrid
1990,NC,42.85,nclimgrid
1991,NC,44.77,nclimgrid
1992,NC,44.3,nclimgrid
1993,NC,41.87,nclimgrid
1994,NC,39.66,nclimgrid
1995,NC,42.68,nclimgrid
1996,NC,39.25,nclimgrid
1997,NC,43.53,nclimgrid
1998,NC,43.75,nclimgrid
1999,NC,45.65,nclimgrid
2000,NC,42.49,nclimgrid
2001,NC,40.07,nclimgrid
2002,NC,45.05,nclimgrid
2003,NC,39.36,nclimgrid
2004,NC,39.48,nclimgrid
2005,NC,42.84,nclimgrid
2006,NC,42.94,nclimgrid
2007,NC,43.58,nclimgrid
2008,NC,44.66,nclimgrid
2009,NC,42.51,nclimgrid
2010,NC,38.11,nclimgrid
2011,NC,38.25,nclimgrid
2012,NC,45.43,nclimgrid
2013,NC,44.55,nclimgrid
2014,NC,41.17,nclimgrid
2015,NC,39.95,nclimgrid
2016,NC,45.42,nclimgrid
2017,NC,46.59,nclimgrid
2018,NC,43.15,nclimgrid
2019,NC,44.9,nclimgrid
2020,NC,46.33,nclimgrid
2021,NC,NA,nclimgrid
2022,NC,NA,nclimgrid
2023,NC,NA,nclimgrid
2024,NC,NA,nclimgrid
2025,NC,NA,nclimgrid
2026,NC,NA,nclimgrid
2027,NC,NA,nclimgrid
2028,NC,NA,nclimgrid
2029,NC,NA,nclimgrid
2030,NC,NA,nclimgrid
2031,NC,NA,nclimgrid
2032,NC,NA,nclimgrid
2033,NC,NA,nclimgrid
2034,NC,NA,nclimgrid
2035,NC,NA,nclimgrid
2036,NC,NA,nclimgrid
2037,NC,NA,nclimgrid
2038,NC,NA,nclimgrid
2039,NC,NA,nclimgrid
2040,NC,NA,nclimgrid
2041,NC,NA,nclimgrid
2042,NC,NA,nclimgrid
2043,NC,NA,nclimgrid
2044,NC,NA,nclimgrid
2045,NC,NA,nclimgrid
2046,NC,NA,nclimgrid
2047,NC,NA,nclimgrid
2048,NC,NA,nclimgrid
2049,NC,NA,nclimgrid
2050,NC,NA,nclimgrid
2051,NC,NA,nclimgrid
2052,NC,NA,nclimgrid
2053,NC,NA,nclimgrid
2054,NC,NA,nclimgrid
2055,NC,NA,nclimgrid
2056,NC,NA,nclimgrid
2057,NC,NA,nclimgrid
2058,NC,NA,nclimgrid
2059,NC,NA,nclimgrid
2060,NC,NA,nclimgrid
2061,NC,NA,nclimgrid
2062,NC,NA,nclimgrid
2063,NC,NA,nclimgrid
2064,NC,NA,nclimgrid
2065,NC,NA,nclimgrid
2066,NC,NA,nclimgrid
2067,NC,NA,nclimgrid
2068,NC,NA,nclimgrid
2069,NC,NA,nclimgrid
2070,NC,NA,nclimgrid
2071,NC,NA,nclimgrid
2072,NC,NA,nclimgrid
2073,NC,NA,nclimgrid
2074,NC,NA,nclimgrid
2075,NC,NA,nclimgrid
2076,NC,NA,nclimgrid
2077,NC,NA,nclimgrid
2078,NC,NA,nclimgrid
2079,NC,NA,nclimgrid
2080,NC,NA,nclimgrid
2081,NC,NA,nclimgrid
2082,NC,NA,nclimgrid
2083,NC,NA,nclimgrid
2084,NC,NA,nclimgrid
2085,NC,NA,nclimgrid
2086,NC,NA,nclimgrid
2087,NC,NA,nclimgrid
2088,NC,NA,nclimgrid
2089,NC,NA,nclimgrid
2090,NC,NA,nclimgrid
2091,NC,NA,nclimgrid
2092,NC,NA,nclimgrid
2093,NC,NA,nclimgrid
2094,NC,NA,nclimgrid
2095,NC,NA,nclimgrid
2096,NC,NA,nclimgrid
2097,NC,NA,nclimgrid
2098,NC,NA,nclimgrid
2099,NC,NA,nclimgrid
2100,NC,NA,nclimgrid
1950,VA,NA,nclimgrid
1951,VA,NA,nclimgrid
1952,VA,39.3,nclimgrid
1953,VA,39.17,nclimgrid
1954,VA,38.57,nclimgrid
1955,VA,35.01,nclimgrid
1956,VA,35.08,nclimgrid
1957,VA,40.21,nclimgrid
1958,VA,33.49,nclimgrid
1959,VA,34.29,nclimgrid
1960,VA,36.93,nclimgrid
1961,VA,32.87,nclimgrid
1962,VA,35.37,nclimgrid
1963,VA,30.87,nclimgrid
1964,VA,32.33,nclimgrid
1965,VA,36.54,nclimgrid
1966,VA,34.45,nclimgrid
1967,VA,35.5,nclimgrid
1968,VA,33.24,nclimgrid
1969,VA,33.32,nclimgrid
1970,VA,32.17,nclimgrid
1971,VA,35.33,nclimgrid
1972,VA,39.08,nclimgrid
1973,VA,37.43,nclimgrid
1974,VA,39.53,nclimgrid
1975,VA,38.49,nclimgrid
1976,VA,37.51,nclimgrid
1977,VA,30.31,nclimgrid
1978,VA,30.32,nclimgrid
1979,VA,33.09,nclimgrid
1980,VA,35.25,nclimgrid
1981,VA,34.47,nclimgrid
1982,VA,33.06,nclimgrid
1983,VA,37.62,nclimgrid
1984,VA,35.3,nclimgrid
1985,VA,36.99,nclimgrid
1986,VA,34.98,nclimgrid
1987,VA,35.24,nclimgrid
1988,VA,35.19,nclimgrid
1989,VA,37.81,nclimgrid
1990,VA,37.55,nclimgrid
1991,VA,40.18,nclimgrid
1992,VA,39.5,nclimgrid
1993,VA,37.05,nclimgrid
1994,VA,33.97,nclimgrid
1995,VA,38.22,nclimgrid
1996,VA,34.06,nclimgrid
1997,VA,38.91,nclimgrid
1998,VA,39.95,nclimgrid
1999,VA,40.52,nclimgrid
2000,VA,38.24,nclimgrid
2001,VA,34.98,nclimgrid
2002,VA,41.02,nclimgrid
2003,VA,33.9,nclimgrid
2004,VA,34.93,nclimgrid
2005,VA,38.38,nclimgrid
2006,VA,38.3,nclimgrid
2007,VA,38.46,nclimgrid
2008,VA,39.31,nclimgrid
2009,VA,37.11,nclimgrid
2010,VA,33.45,nclimgrid
2011,VA,34.16,nclimgrid
2012,VA,40.96,nclimgrid
2013,VA,39.44,nclimgrid
2014,VA,35.5,nclimgrid
2015,VA,34.66,nclimgrid
2016,VA,40.26,nclimgrid
2017,VA,41.54,nclimgrid
2018,VA,37.87,nclimgrid
2019,VA,39.13,nclimgrid
2020,VA,41.43,nclimgrid
2021,VA,NA,nclimgrid
2022,VA,NA,nclimgrid
2023,VA,NA,nclimgrid
2024,VA,NA,nclimgrid
2025,VA,NA,nclimgrid
2026,VA,NA,nclimgrid
2027,VA,NA,nclimgrid
2028,VA,NA,nclimgrid
2029,VA,NA,nclimgrid
2030,VA,NA,nclimgrid
2031,VA,NA,nclimgrid
2032,VA,NA,nclimgrid
2033,VA,NA,nclimgrid
2034,VA,NA,nclimgrid
2035,VA,NA,nclimgrid
2036,VA,NA,nclimgrid
2037,VA,NA,nclimgrid
2038,VA,NA,nclimgrid
2039,VA,NA,nclimgrid
2040,VA,NA,nclimgrid
2041,VA,NA,nclimgrid
2042,VA,NA,nclimgrid
2043,VA,NA,nclimgrid
2044,VA,NA,nclimgrid
2045,VA,NA,nclimgrid
2046,VA,NA,nclimgrid
2047,VA,NA,nclimgrid
2048,VA,NA,nclimgrid
2049,VA,NA,nclimgrid
2050,VA,NA,nclimgrid
2051,VA,NA,nclimgrid
2052,VA,NA,nclimgrid
2053,VA,NA,nclimgrid
2054,VA,NA,nclimgrid
2055,VA,NA,nclimgrid
2056,VA,NA,nclimgrid
2057,VA,NA,nclimgrid
2058,VA,NA,nclimgrid
2059,VA,NA,nclimgrid
2060,VA,NA,nclimgrid
2061,VA,NA,nclimgrid
2062,VA,NA,nclimgrid
2063,VA,NA,nclimgrid
2064,VA,NA,nclimgrid
2065,VA,NA,nclimgrid
2066,VA,NA,nclimgrid
2067,VA,NA,nclimgrid
2068,VA,NA,nclimgrid
2069,VA,NA,nclimgrid
2070,VA,NA,nclimgrid
2071,VA,NA,nclimgrid
2072,VA,NA,nclimgrid
2073,VA,NA,nclimgrid
2074,VA,NA,nclimgrid
2075,VA,NA,nclimgrid
2076,VA,NA,nclimgrid
2077,VA,NA,nclimgrid
2078,VA,NA,nclimgrid
2079,VA,NA,nclimgrid
2080,VA,NA,nclimgrid
2081,VA,NA,nclimgrid
2082,VA,NA,nclimgrid
2083,VA,NA,nclimgrid
2084,VA,NA,nclimgrid
2085,VA,NA,nclimgrid
2086,VA,NA,nclimgrid
2087,VA,NA,nclimgrid
2088,VA,NA,nclimgrid
2089,VA,NA,nclimgrid
2090,VA,NA,nclimgrid
2091,VA,NA,nclimgrid
2092,VA,NA,nclimgrid
2093,VA,NA,nclimgrid
2094,VA,NA,nclimgrid
2095,VA,NA,nclimgrid
2096,VA,NA,nclimgrid
2097,VA,NA,nclimgrid
2098,VA,NA,nclimgrid
2099,VA,NA,nclimgrid
2100,VA,NA,nclimgrid
1950,WV,NA,nclimgrid
1951,WV,NA,nclimgrid
1952,WV,35.8,nclimgrid
1953,WV,35.68,nclimgrid
1954,WV,34.68,nclimgrid
1955,WV,31.01,nclimgrid
1956,WV,31.11,nclimgrid
1957,WV,36.18,nclimgrid
1958,WV,29.11,nclimgrid
1959,WV,29.73,nclimgrid
1960,WV,33.08,nclimgrid
1961,WV,28.51,nclimgrid
1962,WV,32.26,nclimgrid
1963,WV,25.75,nclimgrid
1964,WV,27.46,nclimgrid
1965,WV,32.41,nclimgrid
1966,WV,30.49,nclimgrid
1967,WV,31.59,nclimgrid
1968,WV,28.48,nclimgrid
1969,WV,29.68,nclimgrid
1970,WV,27.25,nclimgrid
1971,WV,31.29,nclimgrid
1972,WV,34.83,nclimgrid
1973,WV,33.85,nclimgrid
1974,WV,35.74,nclimgrid
1975,WV,34.14,nclimgrid
1976,WV,33.61,nclimgrid
1977,WV,24.31,nclimgrid
1978,WV,24.83,nclimgrid
1979,WV,28.07,nclimgrid
1980,WV,30.85,nclimgrid
1981,WV,29.78,nclimgrid
1982,WV,29.26,nclimgrid
1983,WV,34.64,nclimgrid
1984,WV,30.75,nclimgrid
1985,WV,31.85,nclimgrid
1986,WV,30.56,nclimgrid
1987,WV,32.1,nclimgrid
1988,WV,31.56,nclimgrid
1989,WV,34.09,nclimgrid
1990,WV,33.21,nclimgrid
1991,WV,35.83,nclimgrid
1992,WV,35.39,nclimgrid
1993,WV,33.67,nclimgrid
1994,WV,30.05,nclimgrid
1995,WV,33.79,nclimgrid
1996,WV,30.24,nclimgrid
1997,WV,35.43,nclimgrid
1998,WV,37.1,nclimgrid
1999,WV,36.42,nclimgrid
2000,WV,34.47,nclimgrid
2001,WV,30.77,nclimgrid
2002,WV,37.25,nclimgrid
2003,WV,29.53,nclimgrid
2004,WV,30.9,nclimgrid
2005,WV,34.97,nclimgrid
2006,WV,34.17,nclimgrid
2007,WV,33.32,nclimgrid
2008,WV,34.36,nclimgrid
2009,WV,32.06,nclimgrid
2010,WV,29.14,nclimgrid
2011,WV,29.51,nclimgrid
2012,WV,36.92,nclimgrid
2013,WV,35.21,nclimgrid
2014,WV,30.13,nclimgrid
2015,WV,30.11,nclimgrid
2016,WV,36.16,nclimgrid
2017,WV,38.33,nclimgrid
2018,WV,33.63,nclimgrid
2019,WV,35.65,nclimgrid
2020,WV,38.46,nclimgrid
2021,WV,NA,nclimgrid
2022,WV,NA,nclimgrid
2023,WV,NA,nclimgrid
2024,WV,NA,nclimgrid
2025,WV,NA,nclimgrid
2026,WV,NA,nclimgrid
2027,WV,NA,nclimgrid
2028,WV,NA,nclimgrid
2029,WV,NA,nclimgrid
2030,WV,NA,nclimgrid
2031,WV,NA,nclimgrid
2032,WV,NA,nclimgrid
2033,WV,NA,nclimgrid
2034,WV,NA,nclimgrid
2035,WV,NA,nclimgrid
2036,WV,NA,nclimgrid
2037,WV,NA,nclimgrid
2038,WV,NA,nclimgrid
2039,WV,NA,nclimgrid
2040,WV,NA,nclimgrid
2041,WV,NA,nclimgrid
2042,WV,NA,nclimgrid
2043,WV,NA,nclimgrid
2044,WV,NA,nclimgrid
2045,WV,NA,nclimgrid
2046,WV,NA,nclimgrid
2047,WV,NA,nclimgrid
2048,WV,NA,nclimgrid
2049,WV,NA,nclimgrid
2050,WV,NA,nclimgrid
2051,WV,NA,nclimgrid
2052,WV,NA,nclimgrid
2053,WV,NA,nclimgrid
2054,WV,NA,nclimgrid
2055,WV,NA,nclimgrid
2056,WV,NA,nclimgrid
2057,WV,NA,nclimgrid
2058,WV,NA,nclimgrid
2059,WV,NA,nclimgrid
2060,WV,NA,nclimgrid
2061,WV,NA,nclimgrid
2062,WV,NA,nclimgrid
2063,WV,NA,nclimgrid
2064,WV,NA,nclimgrid
2065,WV,NA,nclimgrid
2066,WV,NA,nclimgrid
2067,WV,NA,nclimgrid
2068,WV,NA,nclimgrid
2069,WV,NA,nclimgrid
2070,WV,NA,nclimgrid
2071,WV,NA,nclimgrid
2072,WV,NA,nclimgrid
2073,WV,NA,nclimgrid
2074,WV,NA,nclimgrid
2075,WV,NA,nclimgrid
2076,WV,NA,nclimgrid
2077,WV,NA,nclimgrid
2078,WV,NA,nclimgrid
2079,WV,NA,nclimgrid
2080,WV,NA,nclimgrid
2081,WV,NA,nclimgrid
2082,WV,NA,nclimgrid
2083,WV,NA,nclimgrid
2084,WV,NA,nclimgrid
2085,WV,NA,nclimgrid
2086,WV,NA,nclimgrid
2087,WV,NA,nclimgrid
2088,WV,NA,nclimgrid
2089,WV,NA,nclimgrid
2090,WV,NA,nclimgrid
2091,WV,NA,nclimgrid
2092,WV,NA,nclimgrid
2093,WV,NA,nclimgrid
2094,WV,NA,nclimgrid
2095,WV,NA,nclimgrid
2096,WV,NA,nclimgrid
2097,WV,NA,nclimgrid
2098,WV,NA,nclimgrid
2099,WV,NA,nclimgrid
2100,WV,NA,nclimgrid
1950,LA,NA,nclimgrid
1951,LA,NA,nclimgrid
1952,LA,56.23,nclimgrid
1953,LA,51.85,nclimgrid
1954,LA,52.39,nclimgrid
1955,LA,51.2,nclimgrid
1956,LA,52.12,nclimgrid
1957,LA,56.41,nclimgrid
1958,LA,47.8,nclimgrid
1959,LA,48.87,nclimgrid
1960,LA,48.36,nclimgrid
1961,LA,48.33,nclimgrid
1962,LA,51.8,nclimgrid
1963,LA,46.32,nclimgrid
1964,LA,45.38,nclimgrid
1965,LA,51.48,nclimgrid
1966,LA,48.41,nclimgrid
1967,LA,49.12,nclimgrid
1968,LA,48.21,nclimgrid
1969,LA,49.92,nclimgrid
1970,LA,47.89,nclimgrid
1971,LA,52.63,nclimgrid
1972,LA,54.58,nclimgrid
1973,LA,48.23,nclimgrid
1974,LA,52.39,nclimgrid
1975,LA,52.71,nclimgrid
1976,LA,51.06,nclimgrid
1977,LA,45.68,nclimgrid
1978,LA,44.06,nclimgrid
1979,LA,46.51,nclimgrid
1980,LA,49.29,nclimgrid
1981,LA,48.32,nclimgrid
1982,LA,49.3,nclimgrid
1983,LA,50.92,nclimgrid
1984,LA,46.57,nclimgrid
1985,LA,50.4,nclimgrid
1986,LA,50.67,nclimgrid
1987,LA,49.56,nclimgrid
1988,LA,49.51,nclimgrid
1989,LA,52.24,nclimgrid
1990,LA,51.02,nclimgrid
1991,LA,51.55,nclimgrid
1992,LA,52.82,nclimgrid
1993,LA,51.81,nclimgrid
1994,LA,50.08,nclimgrid
1995,LA,52.29,nclimgrid
1996,LA,50.78,nclimgrid
1997,LA,52.28,nclimgrid
1998,LA,51.76,nclimgrid
1999,LA,55.04,nclimgrid
2000,LA,53.58,nclimgrid
2001,LA,48.36,nclimgrid
2002,LA,51.78,nclimgrid
2003,LA,48.95,nclimgrid
2004,LA,49.53,nclimgrid
2005,LA,52.88,nclimgrid
2006,LA,51.87,nclimgrid
2007,LA,50.76,nclimgrid
2008,LA,52.93,nclimgrid
2009,LA,52.76,nclimgrid
2010,LA,46.22,nclimgrid
2011,LA,49.03,nclimgrid
2012,LA,53.99,nclimgrid
2013,LA,53.86,nclimgrid
2014,LA,47.64,nclimgrid
2015,LA,49.51,nclimgrid
2016,LA,54.26,nclimgrid
2017,LA,57.62,nclimgrid
2018,LA,51.61,nclimgrid
2019,LA,53.24,nclimgrid
2020,LA,54.23,nclimgrid
2021,LA,NA,nclimgrid
2022,LA,NA,nclimgrid
2023,LA,NA,nclimgrid
2024,LA,NA,nclimgrid
2025,LA,NA,nclimgrid
2026,LA,NA,nclimgrid
2027,LA,NA,nclimgrid
2028,LA,NA,nclimgrid
2029,LA,NA,nclimgrid
2030,LA,NA,nclimgrid
2031,LA,NA,nclimgrid
2032,LA,NA,nclimgrid
2033,LA,NA,nclimgrid
2034,LA,NA,nclimgrid
2035,LA,NA,nclimgrid
2036,LA,NA,nclimgrid
2037,LA,NA,nclimgrid
2038,LA,NA,nclimgrid
2039,LA,NA,nclimgrid
2040,LA,NA,nclimgrid
2041,LA,NA,nclimgrid
2042,LA,NA,nclimgrid
2043,LA,NA,nclimgrid
2044,LA,NA,nclimgrid
2045,LA,NA,nclimgrid
2046,LA,NA,nclimgrid
2047,LA,NA,nclimgrid
2048,LA,NA,nclimgrid
2049,LA,NA,nclimgrid
2050,LA,NA,nclimgrid
2051,LA,NA,nclimgrid
2052,LA,NA,nclimgrid
2053,LA,NA,nclimgrid
2054,LA,NA,nclimgrid
2055,LA,NA,nclimgrid
2056,LA,NA,nclimgrid
2057,LA,NA,nclimgrid
2058,LA,NA,nclimgrid
2059,LA,NA,nclimgrid
2060,LA,NA,nclimgrid
2061,LA,NA,nclimgrid
2062,LA,NA,nclimgrid
2063,LA,NA,nclimgrid
2064,LA,NA,nclimgrid
2065,LA,NA,nclimgrid
2066,LA,NA,nclimgrid
2067,LA,NA,nclimgrid
2068,LA,NA,nclimgrid
2069,LA,NA,nclimgrid
2070,LA,NA,nclimgrid
2071,LA,NA,nclimgrid
2072,LA,NA,nclimgrid
2073,LA,NA,nclimgrid
2074,LA,NA,nclimgrid
2075,LA,NA,nclimgrid
2076,LA,NA,nclimgrid
2077,LA,NA,nclimgrid
2078,LA,NA,nclimgrid
2079,LA,NA,nclimgrid
2080,LA,NA,nclimgrid
2081,LA,NA,nclimgrid
2082,LA,NA,nclimgrid
2083,LA,NA,nclimgrid
2084,LA,NA,nclimgrid
2085,LA,NA,nclimgrid
2086,LA,NA,nclimgrid
2087,LA,NA,nclimgrid
2088,LA,NA,nclimgrid
2089,LA,NA,nclimgrid
2090,LA,NA,nclimgrid
2091,LA,NA,nclimgrid
2092,LA,NA,nclimgrid
2093,LA,NA,nclimgrid
2094,LA,NA,nclimgrid
2095,LA,NA,nclimgrid
2096,LA,NA,nclimgrid
2097,LA,NA,nclimgrid
2098,LA,NA,nclimgrid
2099,LA,NA,nclimgrid
2100,LA,NA,nclimgrid
1950,MI,NA,nclimgrid
1951,MI,NA,nclimgrid
1952,MI,22.16,nclimgrid
1953,MI,25.01,nclimgrid
1954,MI,24.29,nclimgrid
1955,MI,21.01,nclimgrid
1956,MI,20.25,nclimgrid
1957,MI,20.91,nclimgrid
1958,MI,21.13,nclimgrid
1959,MI,14.87,nclimgrid
1960,MI,23.65,nclimgrid
1961,MI,19.68,nclimgrid
1962,MI,17.75,nclimgrid
1963,MI,14.2,nclimgrid
1964,MI,20.95,nclimgrid
1965,MI,19.11,nclimgrid
1966,MI,21.88,nclimgrid
1967,MI,20.21,nclimgrid
1968,MI,19.88,nclimgrid
1969,MI,20.94,nclimgrid
1970,MI,18.05,nclimgrid
1971,MI,19.19,nclimgrid
1972,MI,20.21,nclimgrid
1973,MI,21.64,nclimgrid
1974,MI,19.96,nclimgrid
1975,MI,23.74,nclimgrid
1976,MI,21.38,nclimgrid
1977,MI,14.07,nclimgrid
1978,MI,16.64,nclimgrid
1979,MI,15.14,nclimgrid
1980,MI,21.79,nclimgrid
1981,MI,19.81,nclimgrid
1982,MI,17.71,nclimgrid
1983,MI,26.8,nclimgrid
1984,MI,19.17,nclimgrid
1985,MI,20.47,nclimgrid
1986,MI,18.76,nclimgrid
1987,MI,25.04,nclimgrid
1988,MI,21.2,nclimgrid
1989,MI,22.02,nclimgrid
1990,MI,21.5,nclimgrid
1991,MI,22.78,nclimgrid
1992,MI,24.65,nclimgrid
1993,MI,22.11,nclimgrid
1994,MI,16.35,nclimgrid
1995,MI,24.25,nclimgrid
1996,MI,18.69,nclimgrid
1997,MI,22.2,nclimgrid
1998,MI,28.52,nclimgrid
1999,MI,24.85,nclimgrid
2000,MI,24.01,nclimgrid
2001,MI,20.41,nclimgrid
2002,MI,28.97,nclimgrid
2003,MI,19.77,nclimgrid
2004,MI,21.69,nclimgrid
2005,MI,22.15,nclimgrid
2006,MI,25.26,nclimgrid
2007,MI,23.89,nclimgrid
2008,MI,21.87,nclimgrid
2009,MI,18.59,nclimgrid
2010,MI,22.64,nclimgrid
2011,MI,20.32,nclimgrid
2012,MI,27.76,nclimgrid
2013,MI,24.89,nclimgrid
2014,MI,14.83,nclimgrid
2015,MI,17.89,nclimgrid
2016,MI,27.69,nclimgrid
2017,MI,26.62,nclimgrid
2018,MI,21.25,nclimgrid
2019,MI,21.87,nclimgrid
2020,MI,28.32,nclimgrid
2021,MI,NA,nclimgrid
2022,MI,NA,nclimgrid
2023,MI,NA,nclimgrid
2024,MI,NA,nclimgrid
2025,MI,NA,nclimgrid
2026,MI,NA,nclimgrid
2027,MI,NA,nclimgrid
2028,MI,NA,nclimgrid
2029,MI,NA,nclimgrid
2030,MI,NA,nclimgrid
2031,MI,NA,nclimgrid
2032,MI,NA,nclimgrid
2033,MI,NA,nclimgrid
2034,MI,NA,nclimgrid
2035,MI,NA,nclimgrid
2036,MI,NA,nclimgrid
2037,MI,NA,nclimgrid
2038,MI,NA,nclimgrid
2039,MI,NA,nclimgrid
2040,MI,NA,nclimgrid
2041,MI,NA,nclimgrid
2042,MI,NA,nclimgrid
2043,MI,NA,nclimgrid
2044,MI,NA,nclimgrid
2045,MI,NA,nclimgrid
2046,MI,NA,nclimgrid
