,year,avg_djf_temp_f,scenario,model
73,2023,34.340831569097176,ssp370,mri-esm2-0
74,2024,30.270884295155113,ssp370,mri-esm2-0
75,2025,37.525174769321374,ssp370,mri-esm2-0
76,2026,35.85754724357982,ssp370,mri-esm2-0
77,2027,32.99742314770349,ssp370,mri-esm2-0
78,2028,33.30536577633395,ssp370,mri-esm2-0
79,2029,32.6229080928743,ssp370,mri-esm2-0
80,2030,32.67506210324315,ssp370,mri-esm2-0
81,2031,38.08411144278781,ssp370,mri-esm2-0
82,2032,32.275286095743255,ssp370,mri-esm2-0
83,2033,31.157010599369375,ssp370,mri-esm2-0
84,2034,34.22506633045878,ssp370,mri-esm2-0
85,2035,27.956547244827462,ssp370,mri-esm2-0
86,2036,35.31077287854053,ssp370,mri-esm2-0
87,2037,29.0938885353146,ssp370,mri-esm2-0
88,2038,35.030347353905206,ssp370,mri-esm2-0
89,2039,31.041550439159327,ssp370,mri-esm2-0
90,2040,33.860052796956666,ssp370,mri-esm2-0
91,2041,33.59018241255434,ssp370,mri-esm2-0
92,2042,35.68123420404963,ssp370,mri-esm2-0
93,2043,37.91849784443181,ssp370,mri-esm2-0
94,2044,36.41941063497696,ssp370,mri-esm2-0
95,2045,33.49828215720415,ssp370,mri-esm2-0
96,2046,37.27666453069263,ssp370,mri-esm2-0
97,2047,35.86142429379589,ssp370,mri-esm2-0
98,2048,34.3561239074314,ssp370,mri-esm2-0
99,2049,38.01568025192284,ssp370,mri-esm2-0
100,2050,36.48048869987571,ssp370,mri-esm2-0
101,2051,37.15929622881656,ssp370,mri-esm2-0
102,2052,35.72376363149924,ssp370,mri-esm2-0
103,2053,36.10042567588365,ssp370,mri-esm2-0
104,2054,35.88407417654386,ssp370,mri-esm2-0
105,2055,37.04174798896712,ssp370,mri-esm2-0
106,2056,31.309049424082865,ssp370,mri-esm2-0
107,2057,35.70829503618705,ssp370,mri-esm2-0
108,2058,37.9728785052498,ssp370,mri-esm2-0
109,2059,36.96636743263442,ssp370,mri-esm2-0
110,2060,35.1793262570528,ssp370,mri-esm2-0
111,2061,38.08327566537427,ssp370,mri-esm2-0
112,2062,35.29963185787788,ssp370,mri-esm2-0
113,2063,33.64825419997528,ssp370,mri-esm2-0
114,2064,34.9469637160314,ssp370,mri-esm2-0
115,2065,35.40169552293083,ssp370,mri-esm2-0
116,2066,38.03209500737405,ssp370,mri-esm2-0
117,2067,34.30688993730523,ssp370,mri-esm2-0
118,2068,36.266394053040955,ssp370,mri-esm2-0
119,2069,37.51081269734912,ssp370,mri-esm2-0
120,2070,33.202951494989605,ssp370,mri-esm2-0
121,2071,37.075684722171296,ssp370,mri-esm2-0
122,2072,39.35865885183228,ssp370,mri-esm2-0
123,2073,34.27526429529399,ssp370,mri-esm2-0
124,2074,37.065218674547,ssp370,mri-esm2-0
125,2075,38.29210450421864,ssp370,mri-esm2-0
126,2076,35.84984783654977,ssp370,mri-esm2-0
127,2077,36.14987545899766,ssp370,mri-esm2-0
128,2078,36.9850453502632,ssp370,mri-esm2-0
129,2079,40.19449292042563,ssp370,mri-esm2-0
130,2080,37.76840782275016,ssp370,mri-esm2-0
131,2081,37.14395797980898,ssp370,mri-esm2-0
132,2082,39.53981192577513,ssp370,mri-esm2-0
133,2083,36.10150923669386,ssp370,mri-esm2-0
134,2084,37.82240109554546,ssp370,mri-esm2-0
135,2085,35.67835236713979,ssp370,mri-esm2-0
136,2086,40.731624970104036,ssp370,mri-esm2-0
137,2087,38.77879796490147,ssp370,mri-esm2-0
138,2088,36.49135811516977,ssp370,mri-esm2-0
139,2089,39.91576891671283,ssp370,mri-esm2-0
140,2090,34.137187023205,ssp370,mri-esm2-0
141,2091,39.80068871842267,ssp370,mri-esm2-0
142,2092,38.2713357547381,ssp370,mri-esm2-0
143,2093,35.6634434622773,ssp370,mri-esm2-0
144,2094,40.758182762053245,ssp370,mri-esm2-0
145,2095,37.97536918488738,ssp370,mri-esm2-0
146,2096,38.61853121901615,ssp370,mri-esm2-0
147,2097,39.15218989744627,ssp370,mri-esm2-0
148,2098,37.47890715612053,ssp370,mri-esm2-0
149,2099,40.590009610584865,ssp370,mri-esm2-0
150,2100,34.65075703949391,ssp370,mri-esm2-0
0,1950,,ssp370,inm-cm4-8
1,1951,31.36309103761708,ssp370,inm-cm4-8
2,1952,35.37684916538476,ssp370,inm-cm4-8
3,1953,30.451091209918573,ssp370,inm-cm4-8
4,1954,27.539550544948753,ssp370,inm-cm4-8
5,1955,35.84090704070202,ssp370,inm-cm4-8
6,1956,27.33690519400858,ssp370,inm-cm4-8
7,1957,30.88202468143743,ssp370,inm-cm4-8
8,1958,29.008964871267438,ssp370,inm-cm4-8
9,1959,32.58754496607993,ssp370,inm-cm4-8
10,1960,30.173263128021205,ssp370,inm-cm4-8
11,1961,34.73912513201251,ssp370,inm-cm4-8
12,1962,34.01155623574628,ssp370,inm-cm4-8
13,1963,33.18867745923286,ssp370,inm-cm4-8
14,1964,29.360070104766415,ssp370,inm-cm4-8
15,1965,29.066616151670733,ssp370,inm-cm4-8
16,1966,29.46627975153639,ssp370,inm-cm4-8
17,1967,26.24744355574765,ssp370,inm-cm4-8
18,1968,29.017555266067674,ssp370,inm-cm4-8
19,1969,32.179522485251695,ssp370,inm-cm4-8
20,1970,31.659052417648695,ssp370,inm-cm4-8
21,1971,33.30233328789046,ssp370,inm-cm4-8
22,1972,35.208823554418686,ssp370,inm-cm4-8
23,1973,26.35781239094259,ssp370,inm-cm4-8
24,1974,29.698966283301743,ssp370,inm-cm4-8
25,1975,31.593749891743172,ssp370,inm-cm4-8
26,1976,30.525878995108023,ssp370,inm-cm4-8
27,1977,32.309855864968355,ssp370,inm-cm4-8
28,1978,30.967989007193346,ssp370,inm-cm4-8
29,1979,26.6987799460176,ssp370,inm-cm4-8
30,1980,31.218936036182388,ssp370,inm-cm4-8
31,1981,30.48854931260059,ssp370,inm-cm4-8
32,1982,32.80431126063063,ssp370,inm-cm4-8
33,1983,30.67174678942607,ssp370,inm-cm4-8
34,1984,29.024928730384886,ssp370,inm-cm4-8
35,1985,26.33552521016181,ssp370,inm-cm4-8
36,1986,31.222070047614707,ssp370,inm-cm4-8
37,1987,33.747399649087214,ssp370,inm-cm4-8
38,1988,28.825655232972206,ssp370,inm-cm4-8
39,1989,32.61366748817144,ssp370,inm-cm4-8
40,1990,31.665434570655083,ssp370,inm-cm4-8
41,1991,32.24337244278473,ssp370,inm-cm4-8
42,1992,34.928214663277345,ssp370,inm-cm4-8
43,1993,28.552412437414628,ssp370,inm-cm4-8
44,1994,30.465807139626797,ssp370,inm-cm4-8
45,1995,33.73466219215913,ssp370,inm-cm4-8
46,1996,29.453839319689813,ssp370,inm-cm4-8
47,1997,28.51231847880514,ssp370,inm-cm4-8
48,1998,31.962079409514065,ssp370,inm-cm4-8
49,1999,30.95277269592946,ssp370,inm-cm4-8
50,2000,33.51715725579155,ssp370,inm-cm4-8
51,2001,33.741052117541834,ssp370,inm-cm4-8
52,2002,34.14201137556101,ssp370,inm-cm4-8
53,2003,33.2880252166022,ssp370,inm-cm4-8
54,2004,30.538633798373763,ssp370,inm-cm4-8
55,2005,29.62536869946099,ssp370,inm-cm4-8
56,2006,32.5460063042267,ssp370,inm-cm4-8
57,2007,27.64212714575959,ssp370,inm-cm4-8
58,2008,30.93965595030013,ssp370,inm-cm4-8
59,2009,33.875589122324016,ssp370,inm-cm4-8
60,2010,37.60793318753853,ssp370,inm-cm4-8
61,2011,31.0213894736712,ssp370,inm-cm4-8
62,2012,31.62885776038058,ssp370,inm-cm4-8
63,2013,35.76832505081224,ssp370,inm-cm4-8
64,2014,32.00523136877545,ssp370,inm-cm4-8
65,2015,30.894486019655705,ssp370,inm-cm4-8
66,2016,31.726166028705947,ssp370,inm-cm4-8
67,2017,31.68350357013606,ssp370,inm-cm4-8
68,2018,32.59706542957077,ssp370,inm-cm4-8
69,2019,30.304452929193747,ssp370,inm-cm4-8
70,2020,34.08113285237561,ssp370,inm-cm4-8
71,2021,28.09313612326994,ssp370,inm-cm4-8
72,2022,36.22204760598446,ssp370,inm-cm4-8
73,2023,28.90969348441699,ssp370,inm-cm4-8
74,2024,34.94799478575197,ssp370,inm-cm4-8
75,2025,34.03721210722356,ssp370,inm-cm4-8
76,2026,37.183306712742855,ssp370,inm-cm4-8
77,2027,31.5162538558941,ssp370,inm-cm4-8
78,2028,29.855769877098975,ssp370,inm-cm4-8
79,2029,33.89317858965494,ssp370,inm-cm4-8
80,2030,34.66864887424939,ssp370,inm-cm4-8
81,2031,32.702283984969206,ssp370,inm-cm4-8
82,2032,34.3697605298576,ssp370,inm-cm4-8
83,2033,37.13483985022874,ssp370,inm-cm4-8
84,2034,33.57812009797632,ssp370,inm-cm4-8
85,2035,34.53831154970258,ssp370,inm-cm4-8
86,2036,35.47049104701215,ssp370,inm-cm4-8
87,2037,32.89044793226317,ssp370,inm-cm4-8
88,2038,29.744105568402563,ssp370,inm-cm4-8
89,2039,30.983444053787995,ssp370,inm-cm4-8
90,2040,33.33272654876705,ssp370,inm-cm4-8
91,2041,33.50374782945074,ssp370,inm-cm4-8
92,2042,37.15855162924549,ssp370,inm-cm4-8
93,2043,33.6835617480609,ssp370,inm-cm4-8
94,2044,35.51273551487096,ssp370,inm-cm4-8
95,2045,32.78906354953171,ssp370,inm-cm4-8
96,2046,38.059320393846846,ssp370,inm-cm4-8
97,2047,33.67763168818587,ssp370,inm-cm4-8
98,2048,35.29914401643465,ssp370,inm-cm4-8
99,2049,34.26250182530446,ssp370,inm-cm4-8
100,2050,27.773514056629505,ssp370,inm-cm4-8
101,2051,34.54279445600031,ssp370,inm-cm4-8
102,2052,33.86320827376715,ssp370,inm-cm4-8
103,2053,33.48960510739639,ssp370,inm-cm4-8
104,2054,32.74947576676188,ssp370,inm-cm4-8
105,2055,33.364247949412096,ssp370,inm-cm4-8
106,2056,35.83098628552196,ssp370,inm-cm4-8
107,2057,34.65902094335459,ssp370,inm-cm4-8
108,2058,37.10078208105426,ssp370,inm-cm4-8
109,2059,35.13098765965309,ssp370,inm-cm4-8
110,2060,37.129037972290924,ssp370,inm-cm4-8
111,2061,38.91425497788857,ssp370,inm-cm4-8
112,2062,33.018183116135866,ssp370,inm-cm4-8
113,2063,37.14008190950365,ssp370,inm-cm4-8
114,2064,34.92383200392114,ssp370,inm-cm4-8
115,2065,34.735205820729476,ssp370,inm-cm4-8
116,2066,32.35516043729687,ssp370,inm-cm4-8
117,2067,41.69411535812741,ssp370,inm-cm4-8
118,2068,39.316010918331926,ssp370,inm-cm4-8
119,2069,35.17953226774531,ssp370,inm-cm4-8
120,2070,40.0845293474453,ssp370,inm-cm4-8
121,2071,37.853091951607524,ssp370,inm-cm4-8
122,2072,39.587285687339154,ssp370,inm-cm4-8
123,2073,38.11097197405726,ssp370,inm-cm4-8
124,2074,38.9624626730584,ssp370,inm-cm4-8
125,2075,35.762192170623685,ssp370,inm-cm4-8
126,2076,37.23860924932501,ssp370,inm-cm4-8
127,2077,39.66115194005727,ssp370,inm-cm4-8
128,2078,39.22787930910818,ssp370,inm-cm4-8
129,2079,38.19628543412001,ssp370,inm-cm4-8
130,2080,38.093904089826864,ssp370,inm-cm4-8
131,2081,37.63193683678613,ssp370,inm-cm4-8
132,2082,34.03131134386622,ssp370,inm-cm4-8
133,2083,39.655309057525905,ssp370,inm-cm4-8
134,2084,38.64380944606756,ssp370,inm-cm4-8
135,2085,38.32601294892391,ssp370,inm-cm4-8
136,2086,39.13743906482805,ssp370,inm-cm4-8
137,2087,35.159837191769874,ssp370,inm-cm4-8
138,2088,38.335788397460064,ssp370,inm-cm4-8
139,2089,38.78354806138222,ssp370,inm-cm4-8
140,2090,39.689603816132866,ssp370,inm-cm4-8
141,2091,40.13039407751117,ssp370,inm-cm4-8
142,2092,36.22581045317036,ssp370,inm-cm4-8
143,2093,36.61098441647046,ssp370,inm-cm4-8
144,2094,35.16830582800246,ssp370,inm-cm4-8
145,2095,41.805371316220686,ssp370,inm-cm4-8
146,2096,38.863695846965726,ssp370,inm-cm4-8
147,2097,40.00804050722373,ssp370,inm-cm4-8
148,2098,38.72307580291382,ssp370,inm-cm4-8
149,2099,39.3462278841391,ssp370,inm-cm4-8
150,2100,41.413166190205764,ssp370,inm-cm4-8
0,1950,,ssp370,bcc-csm2-mr
1,1951,33.440675752977924,ssp370,bcc-csm2-mr
2,1952,32.68772565500026,ssp370,bcc-csm2-mr
3,1953,31.505586318721956,ssp370,bcc-csm2-mr
4,1954,31.767161735952357,ssp370,bcc-csm2-mr
5,1955,32.211836428159934,ssp370,bcc-csm2-mr
6,1956,28.61089506944309,ssp370,bcc-csm2-mr
7,1957,32.25034332879497,ssp370,bcc-csm2-mr
8,1958,31.847059455310212,ssp370,bcc-csm2-mr
9,1959,33.05112994430037,ssp370,bcc-csm2-mr
10,1960,33.28269545342502,ssp370,bcc-csm2-mr
11,1961,28.644059150649035,ssp370,bcc-csm2-mr
12,1962,29.092597128669667,ssp370,bcc-csm2-mr
13,1963,32.04362841761638,ssp370,bcc-csm2-mr
14,1964,31.48846623810577,ssp370,bcc-csm2-mr
15,1965,28.184596515834713,ssp370,bcc-csm2-mr
16,1966,30.89734563635262,ssp370,bcc-csm2-mr
17,1967,29.542045035822643,ssp370,bcc-csm2-mr
18,1968,32.34833046836262,ssp370,bcc-csm2-mr
19,1969,29.2005965693475,ssp370,bcc-csm2-mr
20,1970,32.11405001356256,ssp370,bcc-csm2-mr
21,1971,31.724264852900408,ssp370,bcc-csm2-mr
22,1972,35.36385564460612,ssp370,bcc-csm2-mr
23,1973,30.46939192098827,ssp370,bcc-csm2-mr
24,1974,24.718513678367497,ssp370,bcc-csm2-mr
25,1975,28.1752693108184,ssp370,bcc-csm2-mr
26,1976,30.064676893476125,ssp370,bcc-csm2-mr
27,1977,31.109031159468916,ssp370,bcc-csm2-mr
28,1978,32.16386029071993,ssp370,bcc-csm2-mr
29,1979,33.91946662154857,ssp370,bcc-csm2-mr
30,1980,35.74706007015205,ssp370,bcc-csm2-mr
31,1981,30.22726646780646,ssp370,bcc-csm2-mr
32,1982,32.45497782801477,ssp370,bcc-csm2-mr
33,1983,26.19835357814081,ssp370,bcc-csm2-mr
34,1984,31.22595291459125,ssp370,bcc-csm2-mr
35,1985,34.74933589604519,ssp370,bcc-csm2-mr
36,1986,26.710091991600063,ssp370,bcc-csm2-mr
37,1987,35.480021665197874,ssp370,bcc-csm2-mr
38,1988,35.683144736032396,ssp370,bcc-csm2-mr
39,1989,30.920956561509144,ssp370,bcc-csm2-mr
40,1990,26.731996144902677,ssp370,bcc-csm2-mr
41,1991,33.68908353045335,ssp370,bcc-csm2-mr
42,1992,27.602116548831592,ssp370,bcc-csm2-mr
43,1993,28.040392624773055,ssp370,bcc-csm2-mr
44,1994,33.19494269589058,ssp370,bcc-csm2-mr
45,1995,27.82355853324906,ssp370,bcc-csm2-mr
46,1996,27.211101212509938,ssp370,bcc-csm2-mr
47,1997,32.32094999233459,ssp370,bcc-csm2-mr
48,1998,29.925318526709596,ssp370,bcc-csm2-mr
49,1999,31.88683320323906,ssp370,bcc-csm2-mr
50,2000,29.738749674576752,ssp370,bcc-csm2-mr
51,2001,30.825366297544043,ssp370,bcc-csm2-mr
52,2002,31.653040210190795,ssp370,bcc-csm2-mr
53,2003,31.318655432932122,ssp370,bcc-csm2-mr
54,2004,30.120941159109915,ssp370,bcc-csm2-mr
55,2005,34.199866102821765,ssp370,bcc-csm2-mr
56,2006,28.153029115258622,ssp370,bcc-csm2-mr
57,2007,29.751132332886495,ssp370,bcc-csm2-mr
58,2008,34.4643399416643,ssp370,bcc-csm2-mr
59,2009,35.55511737605804,ssp370,bcc-csm2-mr
60,2010,33.98925325622841,ssp370,bcc-csm2-mr
61,2011,29.314852059341938,ssp370,bcc-csm2-mr
62,2012,32.64412958507388,ssp370,bcc-csm2-mr
63,2013,31.68831697741565,ssp370,bcc-csm2-mr
64,2014,32.52949930310076,ssp370,bcc-csm2-mr
65,2015,35.62762433004133,ssp370,bcc-csm2-mr
66,2016,33.90584634606588,ssp370,bcc-csm2-mr
67,2017,28.722886993070926,ssp370,bcc-csm2-mr
68,2018,33.54259764237003,ssp370,bcc-csm2-mr
69,2019,35.7689743129822,ssp370,bcc-csm2-mr
70,2020,34.713459217515975,ssp370,bcc-csm2-mr
71,2021,32.07943780272788,ssp370,bcc-csm2-mr
72,2022,34.07721821488515,ssp370,bcc-csm2-mr
73,2023,34.59265419003359,ssp370,bcc-csm2-mr
74,2024,32.561100164395555,ssp370,bcc-csm2-mr
75,2025,31.561827539332565,ssp370,bcc-csm2-mr
76,2026,31.952692011233477,ssp370,bcc-csm2-mr
77,2027,32.20445118769763,ssp370,bcc-csm2-mr
78,2028,34.33497328760262,ssp370,bcc-csm2-mr
79,2029,34.05672545815648,ssp370,bcc-csm2-mr
80,2030,34.378619921939425,ssp370,bcc-csm2-mr
81,2031,34.35105544283235,ssp370,bcc-csm2-mr
82,2032,34.56697098481426,ssp370,bcc-csm2-mr
83,2033,29.940366167429005,ssp370,bcc-csm2-mr
84,2034,32.59720962051771,ssp370,bcc-csm2-mr
85,2035,40.48816542180309,ssp370,bcc-csm2-mr
86,2036,34.38083795326808,ssp370,bcc-csm2-mr
87,2037,33.620120963281636,ssp370,bcc-csm2-mr
88,2038,30.97376459488166,ssp370,bcc-csm2-mr
89,2039,35.959814257933594,ssp370,bcc-csm2-mr
90,2040,33.99650850416061,ssp370,bcc-csm2-mr
91,2041,35.4415024766436,ssp370,bcc-csm2-mr
92,2042,35.442837048587435,ssp370,bcc-csm2-mr
93,2043,32.95834316210573,ssp370,bcc-csm2-mr
94,2044,31.761516388462553,ssp370,bcc-csm2-mr
95,2045,36.69854067876455,ssp370,bcc-csm2-mr
96,2046,32.46163741455962,ssp370,bcc-csm2-mr
97,2047,35.5660154246298,ssp370,bcc-csm2-mr
98,2048,36.69876372627,ssp370,bcc-csm2-mr
99,2049,34.73047608015001,ssp370,bcc-csm2-mr
100,2050,36.3640073182311,ssp370,bcc-csm2-mr
101,2051,34.76697238766245,ssp370,bcc-csm2-mr
102,2052,37.23217241277352,ssp370,bcc-csm2-mr
103,2053,32.85707417696381,ssp370,bcc-csm2-mr
104,2054,38.623438397640356,ssp370,bcc-csm2-mr
105,2055,36.48919262832394,ssp370,bcc-csm2-mr
106,2056,39.30963546138741,ssp370,bcc-csm2-mr
107,2057,34.28679234834744,ssp370,bcc-csm2-mr
108,2058,35.45191040742511,ssp370,bcc-csm2-mr
109,2059,37.39807150569131,ssp370,bcc-csm2-mr
110,2060,38.145127767609885,ssp370,bcc-csm2-mr
111,2061,38.3609194900553,ssp370,bcc-csm2-mr
112,2062,34.6425525107356,ssp370,bcc-csm2-mr
113,2063,39.63231428140402,ssp370,bcc-csm2-mr
114,2064,36.283589430820506,ssp370,bcc-csm2-mr
115,2065,38.88385753998945,ssp370,bcc-csm2-mr
116,2066,36.62959973285163,ssp370,bcc-csm2-mr
117,2067,35.25617616791551,ssp370,bcc-csm2-mr
118,2068,34.353659840512115,ssp370,bcc-csm2-mr
119,2069,39.62026953403141,ssp370,bcc-csm2-mr
120,2070,34.21249616172858,ssp370,bcc-csm2-mr
121,2071,40.67202788827911,ssp370,bcc-csm2-mr
122,2072,35.94244462674657,ssp370,bcc-csm2-mr
123,2073,40.60797548687784,ssp370,bcc-csm2-mr
124,2074,37.617690456244446,ssp370,bcc-csm2-mr
125,2075,37.403491420901325,ssp370,bcc-csm2-mr
126,2076,31.558946773928277,ssp370,bcc-csm2-mr
127,2077,35.035203422472506,ssp370,bcc-csm2-mr
128,2078,36.089433575469435,ssp370,bcc-csm2-mr
129,2079,39.590146238934096,ssp370,bcc-csm2-mr
130,2080,40.12142764031689,ssp370,bcc-csm2-mr
131,2081,40.65498697653636,ssp370,bcc-csm2-mr
132,2082,41.15093055379845,ssp370,bcc-csm2-mr
133,2083,39.12127757054762,ssp370,bcc-csm2-mr
134,2084,42.60552301849541,ssp370,bcc-csm2-mr
135,2085,42.18358968707403,ssp370,bcc-csm2-mr
136,2086,40.79458986871831,ssp370,bcc-csm2-mr
137,2087,38.4807305307413,ssp370,bcc-csm2-mr
138,2088,39.92007019871883,ssp370,bcc-csm2-mr
139,2089,41.274557233601534,ssp370,bcc-csm2-mr
140,2090,37.655612621024595,ssp370,bcc-csm2-mr
141,2091,38.107458861573235,ssp370,bcc-csm2-mr
142,2092,36.048563831905085,ssp370,bcc-csm2-mr
143,2093,40.72747995442667,ssp370,bcc-csm2-mr
144,2094,39.71647848851841,ssp370,bcc-csm2-mr
145,2095,40.26673205386155,ssp370,bcc-csm2-mr
146,2096,41.06148222820416,ssp370,bcc-csm2-mr
147,2097,39.267016802166026,ssp370,bcc-csm2-mr
148,2098,34.36390370445828,ssp370,bcc-csm2-mr
149,2099,42.871289382389975,ssp370,bcc-csm2-mr
150,2100,41.53158136914467,ssp370,bcc-csm2-mr
0,1950,,ssp370,gfdl-esm4
1,1951,36.14222259347582,ssp370,gfdl-esm4
2,1952,30.64187444581294,ssp370,gfdl-esm4
3,1953,30.552712176903412,ssp370,gfdl-esm4
4,1954,34.16559828782064,ssp370,gfdl-esm4
5,1955,33.68327024527188,ssp370,gfdl-esm4
6,1956,33.82079467913032,ssp370,gfdl-esm4
7,1957,31.008757014076743,ssp370,gfdl-esm4
8,1958,29.992789581520658,ssp370,gfdl-esm4
9,1959,28.302260489803228,ssp370,gfdl-esm4
10,1960,27.83287313333517,ssp370,gfdl-esm4
11,1961,29.991215354370414,ssp370,gfdl-esm4
12,1962,29.93253008531326,ssp370,gfdl-esm4
13,1963,32.61567599330154,ssp370,gfdl-esm4
14,1964,30.756556393259082,ssp370,gfdl-esm4
15,1965,31.853558801006294,ssp370,gfdl-esm4
16,1966,30.530166176474083,ssp370,gfdl-esm4
17,1967,28.40135600326632,ssp370,gfdl-esm4
18,1968,33.43604039345867,ssp370,gfdl-esm4
19,1969,31.8029545331317,ssp370,gfdl-esm4
20,1970,30.768015404100495,ssp370,gfdl-esm4
21,1971,32.628214388895145,ssp370,gfdl-esm4
22,1972,31.0604112463549,ssp370,gfdl-esm4
23,1973,32.892634289921304,ssp370,gfdl-esm4
24,1974,29.877469775564684,ssp370,gfdl-esm4
25,1975,30.253474244423114,ssp370,gfdl-esm4
26,1976,30.102026325590387,ssp370,gfdl-esm4
27,1977,27.64755345668463,ssp370,gfdl-esm4
28,1978,29.822666359629338,ssp370,gfdl-esm4
29,1979,32.34403442998633,ssp370,gfdl-esm4
30,1980,33.23178105576091,ssp370,gfdl-esm4
31,1981,30.78309763966616,ssp370,gfdl-esm4
32,1982,30.820624380469294,ssp370,gfdl-esm4
33,1983,31.428404196408128,ssp370,gfdl-esm4
34,1984,31.821062678714387,ssp370,gfdl-esm4
35,1985,28.163050132385663,ssp370,gfdl-esm4
36,1986,31.95958590149378,ssp370,gfdl-esm4
37,1987,29.00204664883894,ssp370,gfdl-esm4
38,1988,28.019018104282065,ssp370,gfdl-esm4
39,1989,33.92259239142121,ssp370,gfdl-esm4
40,1990,33.48076081371236,ssp370,gfdl-esm4
41,1991,33.89125438461888,ssp370,gfdl-esm4
42,1992,32.522540839905616,ssp370,gfdl-esm4
43,1993,32.10857639940576,ssp370,gfdl-esm4
44,1994,29.369034687781227,ssp370,gfdl-esm4
45,1995,29.03611527807864,ssp370,gfdl-esm4
46,1996,32.61860173287659,ssp370,gfdl-esm4
47,1997,30.167042545999358,ssp370,gfdl-esm4
48,1998,30.37639848495504,ssp370,gfdl-esm4
49,1999,33.15807569447128,ssp370,gfdl-esm4
50,2000,26.726623829231592,ssp370,gfdl-esm4
51,2001,29.33637570983588,ssp370,gfdl-esm4
52,2002,32.026877495090076,ssp370,gfdl-esm4
