,year,avg_son_temp_f,scenario,model
69,2019,54.925734799585186,ssp126,inm-cm5-0
70,2020,52.446285141798946,ssp126,inm-cm5-0
71,2021,55.53678518662137,ssp126,inm-cm5-0
72,2022,54.500241872397154,ssp126,inm-cm5-0
73,2023,53.639441492253596,ssp126,inm-cm5-0
74,2024,55.25713614619138,ssp126,inm-cm5-0
75,2025,55.04419386721273,ssp126,inm-cm5-0
76,2026,54.08721558612793,ssp126,inm-cm5-0
77,2027,55.035491931661035,ssp126,inm-cm5-0
78,2028,54.24317222629319,ssp126,inm-cm5-0
79,2029,55.97331078179785,ssp126,inm-cm5-0
80,2030,53.93977532846321,ssp126,inm-cm5-0
81,2031,53.71619021404089,ssp126,inm-cm5-0
82,2032,55.701421601427754,ssp126,inm-cm5-0
83,2033,56.496818209047085,ssp126,inm-cm5-0
84,2034,55.20865465165764,ssp126,inm-cm5-0
85,2035,56.61332361525035,ssp126,inm-cm5-0
86,2036,55.408401784499965,ssp126,inm-cm5-0
87,2037,57.22467003936028,ssp126,inm-cm5-0
88,2038,56.98611053974914,ssp126,inm-cm5-0
89,2039,55.24046278496003,ssp126,inm-cm5-0
90,2040,56.181775144781845,ssp126,inm-cm5-0
91,2041,56.43004527824477,ssp126,inm-cm5-0
92,2042,55.50244129868162,ssp126,inm-cm5-0
93,2043,52.17609224853387,ssp126,inm-cm5-0
94,2044,56.64175550241698,ssp126,inm-cm5-0
95,2045,53.61329271961617,ssp126,inm-cm5-0
96,2046,55.43453353547379,ssp126,inm-cm5-0
97,2047,54.6284136922863,ssp126,inm-cm5-0
98,2048,57.30311723223885,ssp126,inm-cm5-0
99,2049,53.94567930827971,ssp126,inm-cm5-0
100,2050,57.93619415960315,ssp126,inm-cm5-0
101,2051,56.0029744198761,ssp126,inm-cm5-0
102,2052,55.68614258578664,ssp126,inm-cm5-0
103,2053,57.94201855898699,ssp126,inm-cm5-0
104,2054,55.27936886419686,ssp126,inm-cm5-0
105,2055,55.21820994513834,ssp126,inm-cm5-0
106,2056,55.81294642211969,ssp126,inm-cm5-0
107,2057,56.7935204468344,ssp126,inm-cm5-0
108,2058,55.66964705111913,ssp126,inm-cm5-0
109,2059,55.251498201167365,ssp126,inm-cm5-0
110,2060,56.858310621724264,ssp126,inm-cm5-0
111,2061,55.29944666440648,ssp126,inm-cm5-0
112,2062,55.64400763213085,ssp126,inm-cm5-0
113,2063,56.77094629357111,ssp126,inm-cm5-0
114,2064,56.40322307156295,ssp126,inm-cm5-0
115,2065,57.402590325920414,ssp126,inm-cm5-0
116,2066,55.45390181509274,ssp126,inm-cm5-0
117,2067,54.97757156926497,ssp126,inm-cm5-0
118,2068,54.8524858025084,ssp126,inm-cm5-0
119,2069,53.185307506533036,ssp126,inm-cm5-0
120,2070,54.36098351968313,ssp126,inm-cm5-0
121,2071,56.3233296649318,ssp126,inm-cm5-0
122,2072,58.241141566434194,ssp126,inm-cm5-0
123,2073,56.88964255155122,ssp126,inm-cm5-0
124,2074,56.142308239607196,ssp126,inm-cm5-0
125,2075,55.341856832128755,ssp126,inm-cm5-0
126,2076,54.30824365741573,ssp126,inm-cm5-0
127,2077,54.14557750917862,ssp126,inm-cm5-0
128,2078,56.65472051323018,ssp126,inm-cm5-0
129,2079,53.56216482844643,ssp126,inm-cm5-0
130,2080,56.013839828365356,ssp126,inm-cm5-0
131,2081,55.51265209539801,ssp126,inm-cm5-0
132,2082,55.44846545202127,ssp126,inm-cm5-0
133,2083,55.903117510960506,ssp126,inm-cm5-0
134,2084,54.016686752722556,ssp126,inm-cm5-0
135,2085,54.58371624214565,ssp126,inm-cm5-0
136,2086,53.5298489670287,ssp126,inm-cm5-0
137,2087,54.10382273278383,ssp126,inm-cm5-0
138,2088,55.74265926327502,ssp126,inm-cm5-0
139,2089,55.65086459265413,ssp126,inm-cm5-0
140,2090,55.69229908057882,ssp126,inm-cm5-0
141,2091,54.739364246715766,ssp126,inm-cm5-0
142,2092,57.34582517993443,ssp126,inm-cm5-0
143,2093,53.65710266206519,ssp126,inm-cm5-0
144,2094,56.66933489720204,ssp126,inm-cm5-0
145,2095,53.993318985825354,ssp126,inm-cm5-0
146,2096,53.41290646124068,ssp126,inm-cm5-0
147,2097,54.67088009843448,ssp126,inm-cm5-0
148,2098,54.80117040656935,ssp126,inm-cm5-0
149,2099,53.48145912913467,ssp126,inm-cm5-0
150,2100,53.12107682313638,ssp126,inm-cm5-0
0,1950,52.05421195294609,ssp126,access-cm2
1,1951,51.95473592193948,ssp126,access-cm2
2,1952,51.32862996305901,ssp126,access-cm2
3,1953,52.483993890391524,ssp126,access-cm2
4,1954,51.16176467956345,ssp126,access-cm2
5,1955,52.49927140357713,ssp126,access-cm2
6,1956,52.06207653761634,ssp126,access-cm2
7,1957,52.91462126078279,ssp126,access-cm2
8,1958,51.061891922117944,ssp126,access-cm2
9,1959,53.1691173549799,ssp126,access-cm2
10,1960,51.33221044016609,ssp126,access-cm2
11,1961,52.98134001284432,ssp126,access-cm2
12,1962,53.617908120187195,ssp126,access-cm2
13,1963,54.328826693205535,ssp126,access-cm2
14,1964,50.933144259405836,ssp126,access-cm2
15,1965,50.976457091746575,ssp126,access-cm2
16,1966,52.13113483487053,ssp126,access-cm2
17,1967,51.189599266835245,ssp126,access-cm2
18,1968,52.805639538118335,ssp126,access-cm2
19,1969,51.18894085530431,ssp126,access-cm2
20,1970,51.73171027972051,ssp126,access-cm2
21,1971,52.05597136420861,ssp126,access-cm2
22,1972,51.35080698066433,ssp126,access-cm2
23,1973,51.009674845653215,ssp126,access-cm2
24,1974,52.06895376179093,ssp126,access-cm2
25,1975,53.676538359958585,ssp126,access-cm2
26,1976,52.34966142579832,ssp126,access-cm2
27,1977,53.981853062938356,ssp126,access-cm2
28,1978,54.73761224219156,ssp126,access-cm2
29,1979,54.05038392195359,ssp126,access-cm2
30,1980,51.234757877161925,ssp126,access-cm2
31,1981,51.80678412676749,ssp126,access-cm2
32,1982,53.55115917511432,ssp126,access-cm2
33,1983,51.67853413156725,ssp126,access-cm2
34,1984,53.71713031477023,ssp126,access-cm2
35,1985,52.68400302655165,ssp126,access-cm2
36,1986,54.067137996343995,ssp126,access-cm2
37,1987,52.68401254389392,ssp126,access-cm2
38,1988,53.23693347747425,ssp126,access-cm2
39,1989,53.711681623186415,ssp126,access-cm2
40,1990,51.870585220788904,ssp126,access-cm2
41,1991,52.229718729883366,ssp126,access-cm2
42,1992,51.0107745319063,ssp126,access-cm2
43,1993,52.63813745570297,ssp126,access-cm2
44,1994,51.45683706021774,ssp126,access-cm2
45,1995,51.3802723340959,ssp126,access-cm2
46,1996,51.470066038891154,ssp126,access-cm2
47,1997,52.946916426118946,ssp126,access-cm2
48,1998,53.7851855355246,ssp126,access-cm2
49,1999,51.82422634932425,ssp126,access-cm2
50,2000,54.72378510270224,ssp126,access-cm2
51,2001,54.834715733747146,ssp126,access-cm2
52,2002,55.72292839020104,ssp126,access-cm2
53,2003,54.401081496248146,ssp126,access-cm2
54,2004,53.09062993942355,ssp126,access-cm2
55,2005,53.35081134136434,ssp126,access-cm2
56,2006,55.77364056933761,ssp126,access-cm2
57,2007,53.109755103178664,ssp126,access-cm2
58,2008,54.377647068926265,ssp126,access-cm2
59,2009,53.027183444041455,ssp126,access-cm2
60,2010,55.563246710863666,ssp126,access-cm2
61,2011,55.29029245723121,ssp126,access-cm2
62,2012,55.780225920897415,ssp126,access-cm2
63,2013,54.73545178960638,ssp126,access-cm2
64,2014,55.001008996778644,ssp126,access-cm2
65,2015,55.64603117773642,ssp126,access-cm2
66,2016,55.91762810062628,ssp126,access-cm2
67,2017,54.922207424111484,ssp126,access-cm2
68,2018,57.25732193684544,ssp126,access-cm2
69,2019,56.641900635806174,ssp126,access-cm2
70,2020,55.69526736688037,ssp126,access-cm2
71,2021,55.72405043601879,ssp126,access-cm2
72,2022,56.772044670908485,ssp126,access-cm2
73,2023,58.32512022553903,ssp126,access-cm2
74,2024,55.454493713349784,ssp126,access-cm2
75,2025,58.12807779987927,ssp126,access-cm2
76,2026,56.8885028934652,ssp126,access-cm2
77,2027,56.367112087220555,ssp126,access-cm2
78,2028,56.39267801398224,ssp126,access-cm2
79,2029,59.0820298538357,ssp126,access-cm2
80,2030,55.43714272787617,ssp126,access-cm2
81,2031,55.190072037983796,ssp126,access-cm2
82,2032,57.898755455458975,ssp126,access-cm2
83,2033,58.350109980229284,ssp126,access-cm2
84,2034,55.55352701003698,ssp126,access-cm2
85,2035,58.50755881978647,ssp126,access-cm2
86,2036,58.292052991885136,ssp126,access-cm2
87,2037,57.50926362141636,ssp126,access-cm2
88,2038,57.01872038434925,ssp126,access-cm2
89,2039,57.686446667062796,ssp126,access-cm2
90,2040,57.255828555597645,ssp126,access-cm2
91,2041,55.74777887965814,ssp126,access-cm2
92,2042,58.816538880996674,ssp126,access-cm2
93,2043,57.39557430389732,ssp126,access-cm2
94,2044,58.6109832331446,ssp126,access-cm2
95,2045,57.88550083256827,ssp126,access-cm2
96,2046,61.60838822501862,ssp126,access-cm2
97,2047,58.15751211458961,ssp126,access-cm2
98,2048,60.02234969844344,ssp126,access-cm2
99,2049,59.362755105618824,ssp126,access-cm2
100,2050,58.7349555155693,ssp126,access-cm2
101,2051,59.92958734565619,ssp126,access-cm2
102,2052,58.64003559851974,ssp126,access-cm2
103,2053,60.47989630481147,ssp126,access-cm2
104,2054,58.44776566817884,ssp126,access-cm2
105,2055,57.33053309133496,ssp126,access-cm2
106,2056,58.162560475435335,ssp126,access-cm2
107,2057,58.52726868276263,ssp126,access-cm2
108,2058,59.1954385947757,ssp126,access-cm2
109,2059,57.84471287349535,ssp126,access-cm2
110,2060,57.64284603382263,ssp126,access-cm2
111,2061,59.94531652123288,ssp126,access-cm2
112,2062,58.348312033488256,ssp126,access-cm2
113,2063,59.30712467706828,ssp126,access-cm2
114,2064,57.8240175187604,ssp126,access-cm2
115,2065,60.897611243874216,ssp126,access-cm2
116,2066,58.65326456617865,ssp126,access-cm2
117,2067,60.0992053906243,ssp126,access-cm2
118,2068,59.65696653342615,ssp126,access-cm2
119,2069,62.28178643796248,ssp126,access-cm2
120,2070,57.13814286322992,ssp126,access-cm2
121,2071,59.57796937615404,ssp126,access-cm2
122,2072,58.47973480407852,ssp126,access-cm2
123,2073,61.1774113774145,ssp126,access-cm2
124,2074,59.17695615254226,ssp126,access-cm2
125,2075,58.588746779984874,ssp126,access-cm2
126,2076,59.142174413634734,ssp126,access-cm2
127,2077,60.860203583185836,ssp126,access-cm2
128,2078,58.30986456952534,ssp126,access-cm2
129,2079,60.36454416337566,ssp126,access-cm2
130,2080,60.32790225530328,ssp126,access-cm2
131,2081,60.19118572587674,ssp126,access-cm2
132,2082,59.29761647785922,ssp126,access-cm2
133,2083,59.066966691822294,ssp126,access-cm2
134,2084,57.60799075644106,ssp126,access-cm2
135,2085,60.01913545751474,ssp126,access-cm2
136,2086,58.881150144714994,ssp126,access-cm2
137,2087,58.40304587424334,ssp126,access-cm2
138,2088,58.76884863537386,ssp126,access-cm2
139,2089,58.349804389683875,ssp126,access-cm2
140,2090,60.31302746043178,ssp126,access-cm2
141,2091,59.07772276821295,ssp126,access-cm2
142,2092,60.15068923954391,ssp126,access-cm2
143,2093,60.17359395977821,ssp126,access-cm2
144,2094,60.42398140721236,ssp126,access-cm2
145,2095,59.147800091309634,ssp126,access-cm2
146,2096,60.213794540279224,ssp126,access-cm2
147,2097,59.33044853597642,ssp126,access-cm2
148,2098,59.65302023653549,ssp126,access-cm2
149,2099,59.955132284511656,ssp126,access-cm2
150,2100,59.7800467269841,ssp126,access-cm2
0,1950,51.80110783198884,ssp126,mri-esm2-0
1,1951,53.45365118804821,ssp126,mri-esm2-0
2,1952,50.719654363961865,ssp126,mri-esm2-0
3,1953,53.96568056037688,ssp126,mri-esm2-0
4,1954,50.28231249964942,ssp126,mri-esm2-0
5,1955,50.8655945514866,ssp126,mri-esm2-0
6,1956,53.67759343257513,ssp126,mri-esm2-0
7,1957,54.565693876591965,ssp126,mri-esm2-0
8,1958,52.532891095607944,ssp126,mri-esm2-0
9,1959,52.98830626308817,ssp126,mri-esm2-0
10,1960,53.78622446503285,ssp126,mri-esm2-0
11,1961,52.601505966388565,ssp126,mri-esm2-0
12,1962,53.04099744334969,ssp126,mri-esm2-0
13,1963,50.741365229958824,ssp126,mri-esm2-0
14,1964,52.07872608655137,ssp126,mri-esm2-0
15,1965,50.17371407571669,ssp126,mri-esm2-0
16,1966,52.90687492755856,ssp126,mri-esm2-0
17,1967,53.43449565467162,ssp126,mri-esm2-0
18,1968,52.70653842765592,ssp126,mri-esm2-0
19,1969,52.743749172590746,ssp126,mri-esm2-0
20,1970,52.58482128211658,ssp126,mri-esm2-0
21,1971,53.74899548398229,ssp126,mri-esm2-0
22,1972,52.50372731106123,ssp126,mri-esm2-0
23,1973,53.071963814324995,ssp126,mri-esm2-0
24,1974,50.478357010528676,ssp126,mri-esm2-0
25,1975,52.362896991266396,ssp126,mri-esm2-0
26,1976,50.91017812081836,ssp126,mri-esm2-0
27,1977,54.343291362049676,ssp126,mri-esm2-0
28,1978,52.391442609933364,ssp126,mri-esm2-0
29,1979,54.173948331838396,ssp126,mri-esm2-0
30,1980,50.74646583520089,ssp126,mri-esm2-0
31,1981,51.228552815470195,ssp126,mri-esm2-0
32,1982,52.21577189578389,ssp126,mri-esm2-0
33,1983,53.17467304549387,ssp126,mri-esm2-0
34,1984,52.19526835248797,ssp126,mri-esm2-0
35,1985,53.189109297200545,ssp126,mri-esm2-0
36,1986,51.94887240366835,ssp126,mri-esm2-0
37,1987,50.0256496869938,ssp126,mri-esm2-0
38,1988,51.920869909091486,ssp126,mri-esm2-0
39,1989,51.78944884385418,ssp126,mri-esm2-0
40,1990,50.919586852506704,ssp126,mri-esm2-0
41,1991,52.12336029693156,ssp126,mri-esm2-0
42,1992,50.86469610297973,ssp126,mri-esm2-0
43,1993,51.49067466183674,ssp126,mri-esm2-0
44,1994,51.77015303893258,ssp126,mri-esm2-0
45,1995,52.74418202884086,ssp126,mri-esm2-0
46,1996,51.77711091835848,ssp126,mri-esm2-0
47,1997,51.29015067965303,ssp126,mri-esm2-0
48,1998,52.701752151167184,ssp126,mri-esm2-0
49,1999,55.89611810587213,ssp126,mri-esm2-0
50,2000,54.46923163030771,ssp126,mri-esm2-0
51,2001,54.315491999194705,ssp126,mri-esm2-0
52,2002,53.68867869139512,ssp126,mri-esm2-0
53,2003,50.127848068492774,ssp126,mri-esm2-0
54,2004,54.68094618861672,ssp126,mri-esm2-0
55,2005,53.790528689512385,ssp126,mri-esm2-0
56,2006,55.89842323022901,ssp126,mri-esm2-0
57,2007,53.82663481199375,ssp126,mri-esm2-0
58,2008,52.982661677960614,ssp126,mri-esm2-0
59,2009,52.091653818971615,ssp126,mri-esm2-0
60,2010,55.15403451883381,ssp126,mri-esm2-0
61,2011,54.725768842615864,ssp126,mri-esm2-0
62,2012,52.77091903143307,ssp126,mri-esm2-0
63,2013,54.09163622434242,ssp126,mri-esm2-0
64,2014,55.75142352733399,ssp126,mri-esm2-0
65,2015,52.07644865373261,ssp126,mri-esm2-0
66,2016,55.888246604891954,ssp126,mri-esm2-0
67,2017,54.62850801035772,ssp126,mri-esm2-0
68,2018,55.678396064796374,ssp126,mri-esm2-0
69,2019,55.79707823916458,ssp126,mri-esm2-0
70,2020,56.79235545589325,ssp126,mri-esm2-0
71,2021,56.20755386022549,ssp126,mri-esm2-0
72,2022,57.913889189990066,ssp126,mri-esm2-0
73,2023,53.30644664167405,ssp126,mri-esm2-0
74,2024,55.09719539011302,ssp126,mri-esm2-0
75,2025,55.885498700279825,ssp126,mri-esm2-0
76,2026,55.16970406933964,ssp126,mri-esm2-0
77,2027,59.73584618352411,ssp126,mri-esm2-0
78,2028,57.82591215747993,ssp126,mri-esm2-0
79,2029,55.53233964257003,ssp126,mri-esm2-0
80,2030,57.72111131968188,ssp126,mri-esm2-0
81,2031,56.765961533081295,ssp126,mri-esm2-0
82,2032,53.19392234944532,ssp126,mri-esm2-0
83,2033,57.19225138251477,ssp126,mri-esm2-0
84,2034,56.65265745717214,ssp126,mri-esm2-0
85,2035,58.19614621759306,ssp126,mri-esm2-0
86,2036,55.73381091666432,ssp126,mri-esm2-0
87,2037,59.21062670313863,ssp126,mri-esm2-0
88,2038,57.72333558237359,ssp126,mri-esm2-0
89,2039,53.90917401661696,ssp126,mri-esm2-0
90,2040,57.299699456012576,ssp126,mri-esm2-0
91,2041,56.99067752036948,ssp126,mri-esm2-0
92,2042,56.953126784610646,ssp126,mri-esm2-0
93,2043,57.8903841797325,ssp126,mri-esm2-0
94,2044,56.55873885239916,ssp126,mri-esm2-0
95,2045,55.4623341271333,ssp126,mri-esm2-0
96,2046,58.64462483527764,ssp126,mri-esm2-0
97,2047,58.08627689684694,ssp126,mri-esm2-0
98,2048,58.13261336416695,ssp126,mri-esm2-0
99,2049,57.423880754412465,ssp126,mri-esm2-0
100,2050,55.32392056104233,ssp126,mri-esm2-0
101,2051,57.15070984685415,ssp126,mri-esm2-0
102,2052,56.04929014059657,ssp126,mri-esm2-0
103,2053,57.86808123546224,ssp126,mri-esm2-0
104,2054,56.23177246488732,ssp126,mri-esm2-0
105,2055,58.48147023932566,ssp126,mri-esm2-0
106,2056,58.01064197281089,ssp126,mri-esm2-0
107,2057,58.87224420894961,ssp126,mri-esm2-0
108,2058,55.545968744273914,ssp126,mri-esm2-0
109,2059,56.68122645351751,ssp126,mri-esm2-0
110,2060,56.38904268517857,ssp126,mri-esm2-0
111,2061,58.0639237475562,ssp126,mri-esm2-0
112,2062,57.64763660960788,ssp126,mri-esm2-0
113,2063,56.71588747246679,ssp126,mri-esm2-0
114,2064,57.22159006114513,ssp126,mri-esm2-0
115,2065,58.61694962479906,ssp126,mri-esm2-0
116,2066,56.70177820887628,ssp126,mri-esm2-0
117,2067,57.29434735863431,ssp126,mri-esm2-0
118,2068,59.13248256339059,ssp126,mri-esm2-0
119,2069,57.94645103834955,ssp126,mri-esm2-0
120,2070,57.43042853430324,ssp126,mri-esm2-0
121,2071,58.03742029458755,ssp126,mri-esm2-0
122,2072,55.87516813958856,ssp126,mri-esm2-0
123,2073,57.409889411085416,ssp126,mri-esm2-0
124,2074,55.74645301041333,ssp126,mri-esm2-0
125,2075,56.30510104851226,ssp126,mri-esm2-0
126,2076,57.50702429279195,ssp126,mri-esm2-0
127,2077,59.38293252647945,ssp126,mri-esm2-0
128,2078,55.297743026946236,ssp126,mri-esm2-0
129,2079,57.47695636597281,ssp126,mri-esm2-0
130,2080,56.40678677488104,ssp126,mri-esm2-0
131,2081,56.79037417040929,ssp126,mri-esm2-0
132,2082,57.24241322323937,ssp126,mri-esm2-0
133,2083,57.679457324939065,ssp126,mri-esm2-0
134,2084,59.43955859182874,ssp126,mri-esm2-0
135,2085,57.108086428225796,ssp126,mri-esm2-0
136,2086,56.594449449594556,ssp126,mri-esm2-0
137,2087,54.207568275275015,ssp126,mri-esm2-0
138,2088,57.12110440825174,ssp126,mri-esm2-0
139,2089,56.72170302678055,ssp126,mri-esm2-0
140,2090,55.452491699900854,ssp126,mri-esm2-0
141,2091,56.92137440474119,ssp126,mri-esm2-0
142,2092,57.420501810566336,ssp126,mri-esm2-0
143,2093,56.1879842814624,ssp126,mri-esm2-0
144,2094,56.755399875606386,ssp126,mri-esm2-0
145,2095,56.21683121182179,ssp126,mri-esm2-0
146,2096,54.78237899367364,ssp126,mri-esm2-0
147,2097,55.657631592945734,ssp126,mri-esm2-0
148,2098,54.119942361899206,ssp126,mri-esm2-0
149,2099,55.695517412222344,ssp126,mri-esm2-0
150,2100,52.254754626376716,ssp126,mri-esm2-0
0,1950,54.38165939601899,ssp126,gfdl-esm4
1,1951,52.932616549375865,ssp126,gfdl-esm4
2,1952,53.50658683076224,ssp126,gfdl-esm4
3,1953,51.25950034780191,ssp126,gfdl-esm4
4,1954,52.17115817802696,ssp126,gfdl-esm4
5,1955,54.25302669460303,ssp126,gfdl-esm4
6,1956,53.56192859355791,ssp126,gfdl-esm4
7,1957,54.57837467147443,ssp126,gfdl-esm4
8,1958,52.51158352965563,ssp126,gfdl-esm4
9,1959,52.27376223113267,ssp126,gfdl-esm4
10,1960,53.68290147511457,ssp126,gfdl-esm4
11,1961,52.26131291153885,ssp126,gfdl-esm4
12,1962,51.203797412860986,ssp126,gfdl-esm4
13,1963,51.5244351674338,ssp126,gfdl-esm4
14,1964,51.50437855349569,ssp126,gfdl-esm4
15,1965,53.10693066209952,ssp126,gfdl-esm4
16,1966,51.39413048779146,ssp126,gfdl-esm4
17,1967,51.999371531549876,ssp126,gfdl-esm4
18,1968,50.43495521863296,ssp126,gfdl-esm4
19,1969,50.29260755696041,ssp126,gfdl-esm4
20,1970,51.9975052272842,ssp126,gfdl-esm4
21,1971,50.962744113630606,ssp126,gfdl-esm4
22,1972,51.59283564442171,ssp126,gfdl-esm4
23,1973,52.083237523762996,ssp126,gfdl-esm4
24,1974,53.92341262533864,ssp126,gfdl-esm4
25,1975,51.355927267150925,ssp126,gfdl-esm4
26,1976,51.82396139919488,ssp126,gfdl-esm4
27,1977,51.036817340254025,ssp126,gfdl-esm4
28,1978,51.5504941818183,ssp126,gfdl-esm4
29,1979,55.46973990571314,ssp126,gfdl-esm4
30,1980,53.096719500145554,ssp126,gfdl-esm4
31,1981,51.41847597695563,ssp126,gfdl-esm4
32,1982,53.37801873600409,ssp126,gfdl-esm4
33,1983,51.282793183282216,ssp126,gfdl-esm4
34,1984,52.02448955776255,ssp126,gfdl-esm4
35,1985,53.52608246246428,ssp126,gfdl-esm4
36,1986,51.579630737298196,ssp126,gfdl-esm4
37,1987,52.70006507589733,ssp126,gfdl-esm4
38,1988,52.25623670192143,ssp126,gfdl-esm4
39,1989,53.08819320960978,ssp126,gfdl-esm4
40,1990,53.13697837074846,ssp126,gfdl-esm4
41,1991,52.24568917559973,ssp126,gfdl-esm4
42,1992,51.48835694520169,ssp126,gfdl-esm4
43,1993,51.90340232692744,ssp126,gfdl-esm4
44,1994,52.97650670298825,ssp126,gfdl-esm4
45,1995,52.28984306869915,ssp126,gfdl-esm4
46,1996,53.10454379515756,ssp126,gfdl-esm4
47,1997,53.149209198381975,ssp126,gfdl-esm4
48,1998,54.35740873333479,ssp126,gfdl-esm4
49,1999,51.80707250689124,ssp126,gfdl-esm4
50,2000,52.245418063642816,ssp126,gfdl-esm4
51,2001,54.116543072490586,ssp126,gfdl-esm4
52,2002,52.819727549832024,ssp126,gfdl-esm4
53,2003,52.916679376778795,ssp126,gfdl-esm4
54,2004,54.89115588713966,ssp126,gfdl-esm4
55,2005,52.352463940165954,ssp126,gfdl-esm4
56,2006,54.637096819457355,ssp126,gfdl-esm4
57,2007,53.87963353064665,ssp126,gfdl-esm4
58,2008,52.52431067452686,ssp126,gfdl-esm4
59,2009,53.7216493958476,ssp126,gfdl-esm4
60,2010,51.654651082175214,ssp126,gfdl-esm4
61,2011,54.21210937918103,ssp126,gfdl-esm4
62,2012,53.001474284694325,ssp126,gfdl-esm4
63,2013,56.34803850046241,ssp126,gfdl-esm4
64,2014,54.79948054051393,ssp126,gfdl-esm4
65,2015,53.857601298363434,ssp126,gfdl-esm4
66,2016,53.54912097173683,ssp126,gfdl-esm4
67,2017,54.00661310872199,ssp126,gfdl-esm4
68,2018,55.597675410423605,ssp126,gfdl-esm4
69,2019,53.57190012252681,ssp126,gfdl-esm4
70,2020,51.91436449049189,ssp126,gfdl-esm4
71,2021,55.80312271784349,ssp126,gfdl-esm4
72,2022,54.27168834129486,ssp126,gfdl-esm4
73,2023,55.57063383497314,ssp126,gfdl-esm4
74,2024,57.33079304250259,ssp126,gfdl-esm4
75,2025,55.241365817690344,ssp126,gfdl-esm4
76,2026,54.495644243232576,ssp126,gfdl-esm4
77,2027,55.09588179678827,ssp126,gfdl-esm4
78,2028,53.454409295677735,ssp126,gfdl-esm4
79,2029,56.17415927554338,ssp126,gfdl-esm4
80,2030,54.5700887760236,ssp126,gfdl-esm4
81,2031,54.785714694266744,ssp126,gfdl-esm4
82,2032,55.77804354865155,ssp126,gfdl-esm4
83,2033,55.513894365675796,ssp126,gfdl-esm4
84,2034,54.511765621534856,ssp126,gfdl-esm4
85,2035,55.15190094829728,ssp126,gfdl-esm4
86,2036,56.11843922845244,ssp126,gfdl-esm4
87,2037,54.23032724705208,ssp126,gfdl-esm4
88,2038,56.07322592651626,ssp126,gfdl-esm4
89,2039,55.697405572345026,ssp126,gfdl-esm4
90,2040,56.63658732423308,ssp126,gfdl-esm4
91,2041,56.19905928047611,ssp126,gfdl-esm4
92,2042,55.95254827075837,ssp126,gfdl-esm4
93,2043,55.07473473337428,ssp126,gfdl-esm4
94,2044,55.008176070407316,ssp126,gfdl-esm4
95,2045,53.90974129948484,ssp126,gfdl-esm4
96,2046,56.489057419391635,ssp126,gfdl-esm4
97,2047,55.50490169418438,ssp126,gfdl-esm4
98,2048,57.85752306703674,ssp126,gfdl-esm4
99,2049,54.88464827881603,ssp126,gfdl-esm4
100,2050,56.19525551981893,ssp126,gfdl-esm4
101,2051,56.09353933726569,ssp126,gfdl-esm4
102,2052,57.30080737840567,ssp126,gfdl-esm4
103,2053,54.4179470207302,ssp126,gfdl-esm4
104,2054,53.662529199441025,ssp126,gfdl-esm4
105,2055,57.26321088133467,ssp126,gfdl-esm4
106,2056,56.695130568440256,ssp126,gfdl-esm4
107,2057,56.55491151041707,ssp126,gfdl-esm4
108,2058,57.90623992467003,ssp126,gfdl-esm4
109,2059,57.86451195955868,ssp126,gfdl-esm4
110,2060,56.90968992928163,ssp126,gfdl-esm4
111,2061,56.5422810760442,ssp126,gfdl-esm4
112,2062,56.43783937762335,ssp126,gfdl-esm4
113,2063,57.50666108268561,ssp126,gfdl-esm4
114,2064,54.497964197653786,ssp126,gfdl-esm4
115,2065,54.89515636254709,ssp126,gfdl-esm4
116,2066,56.99915262578963,ssp126,gfdl-esm4
117,2067,54.28597560884364,ssp126,gfdl-esm4
118,2068,55.75379128087367,ssp126,gfdl-esm4
119,2069,55.74615189759439,ssp126,gfdl-esm4
120,2070,58.817728420372035,ssp126,gfdl-esm4
121,2071,55.432887581096,ssp126,gfdl-esm4
122,2072,55.05995376742811,ssp126,gfdl-esm4
123,2073,55.94913079244152,ssp126,gfdl-esm4
124,2074,56.69759780584708,ssp126,gfdl-esm4
125,2075,55.37484270656944,ssp126,gfdl-esm4
126,2076,56.392445222675796,ssp126,gfdl-esm4
127,2077,55.857171166780326,ssp126,gfdl-esm4
128,2078,55.17530145180655,ssp126,gfdl-esm4
129,2079,56.488965326216224,ssp126,gfdl-esm4
130,2080,56.623512584725475,ssp126,gfdl-esm4
131,2081,55.19381193640696,ssp126,gfdl-esm4
132,2082,54.23106085379918,ssp126,gfdl-esm4
133,2083,58.85765828934521,ssp126,gfdl-esm4
134,2084,56.08462916097743,ssp126,gfdl-esm4
135,2085,57.430407442988475,ssp126,gfdl-esm4
136,2086,56.53096208349182,ssp126,gfdl-esm4
137,2087,55.865026540446955,ssp126,gfdl-esm4
138,2088,55.428640032712046,ssp126,gfdl-esm4
139,2089,55.74959494809632,ssp126,gfdl-esm4
140,2090,56.05325978119948,ssp126,gfdl-esm4
141,2091,57.04695424350952,ssp126,gfdl-esm4
142,2092,55.7228988801155,ssp126,gfdl-esm4
143,2093,55.79211906851106,ssp126,gfdl-esm4
144,2094,57.10211927561333,ssp126,gfdl-esm4
145,2095,55.777063106750816,ssp126,gfdl-esm4
146,2096,56.877678123319086,ssp126,gfdl-esm4
147,2097,55.09751080973014,ssp126,gfdl-esm4
148,2098,55.56835535508078,ssp126,gfdl-esm4
149,2099,54.89684114587786,ssp126,gfdl-esm4
