,year,avg_ann_temp_f,scenario,model
0,1950,51.03747959421471,ssp245,mpi-esm1-2-lr
1,1951,51.33448552527974,ssp245,mpi-esm1-2-lr
2,1952,50.94311346666974,ssp245,mpi-esm1-2-lr
3,1953,49.70585573664189,ssp245,mpi-esm1-2-lr
4,1954,49.90899262551426,ssp245,mpi-esm1-2-lr
5,1955,50.36018991786704,ssp245,mpi-esm1-2-lr
6,1956,52.27699708926678,ssp245,mpi-esm1-2-lr
7,1957,51.28048517471729,ssp245,mpi-esm1-2-lr
8,1958,53.12029269150584,ssp245,mpi-esm1-2-lr
9,1959,51.2577529857789,ssp245,mpi-esm1-2-lr
10,1960,51.14448711121673,ssp245,mpi-esm1-2-lr
11,1961,50.58324055266287,ssp245,mpi-esm1-2-lr
12,1962,49.81782468570261,ssp245,mpi-esm1-2-lr
13,1963,51.27201014387598,ssp245,mpi-esm1-2-lr
14,1964,49.9197709013121,ssp245,mpi-esm1-2-lr
15,1965,50.45320885389214,ssp245,mpi-esm1-2-lr
16,1966,49.830663908020334,ssp245,mpi-esm1-2-lr
17,1967,50.23744994092697,ssp245,mpi-esm1-2-lr
18,1968,52.190201482406955,ssp245,mpi-esm1-2-lr
19,1969,49.88960533004246,ssp245,mpi-esm1-2-lr
20,1970,48.14390011333684,ssp245,mpi-esm1-2-lr
21,1971,50.75573224702393,ssp245,mpi-esm1-2-lr
22,1972,49.43787258652864,ssp245,mpi-esm1-2-lr
23,1973,50.23872350944204,ssp245,mpi-esm1-2-lr
24,1974,50.25745551280654,ssp245,mpi-esm1-2-lr
25,1975,50.84609898927417,ssp245,mpi-esm1-2-lr
26,1976,51.10430773967838,ssp245,mpi-esm1-2-lr
27,1977,50.93378970151048,ssp245,mpi-esm1-2-lr
28,1978,52.59091401784426,ssp245,mpi-esm1-2-lr
29,1979,50.56623878217582,ssp245,mpi-esm1-2-lr
30,1980,51.65225538234191,ssp245,mpi-esm1-2-lr
31,1981,51.313966109106794,ssp245,mpi-esm1-2-lr
32,1982,53.13294805643132,ssp245,mpi-esm1-2-lr
33,1983,50.3872480154593,ssp245,mpi-esm1-2-lr
34,1984,50.83949116983037,ssp245,mpi-esm1-2-lr
35,1985,52.838174399554575,ssp245,mpi-esm1-2-lr
36,1986,51.078322988977845,ssp245,mpi-esm1-2-lr
37,1987,51.471038941961204,ssp245,mpi-esm1-2-lr
38,1988,51.14014550844172,ssp245,mpi-esm1-2-lr
39,1989,52.55088489077372,ssp245,mpi-esm1-2-lr
40,1990,50.994429238949536,ssp245,mpi-esm1-2-lr
41,1991,51.13451257792934,ssp245,mpi-esm1-2-lr
42,1992,50.75274249255036,ssp245,mpi-esm1-2-lr
43,1993,50.37424918688115,ssp245,mpi-esm1-2-lr
44,1994,53.28912875746222,ssp245,mpi-esm1-2-lr
45,1995,51.80812750650243,ssp245,mpi-esm1-2-lr
46,1996,52.33675758609449,ssp245,mpi-esm1-2-lr
47,1997,50.78124743341705,ssp245,mpi-esm1-2-lr
48,1998,49.97931035347331,ssp245,mpi-esm1-2-lr
49,1999,52.220355434428974,ssp245,mpi-esm1-2-lr
50,2000,50.980065420057045,ssp245,mpi-esm1-2-lr
51,2001,52.376915154333965,ssp245,mpi-esm1-2-lr
52,2002,52.478133023917536,ssp245,mpi-esm1-2-lr
53,2003,50.862222671743716,ssp245,mpi-esm1-2-lr
54,2004,53.02653643328573,ssp245,mpi-esm1-2-lr
55,2005,53.529580957091966,ssp245,mpi-esm1-2-lr
56,2006,54.738838954584565,ssp245,mpi-esm1-2-lr
57,2007,52.35606645015213,ssp245,mpi-esm1-2-lr
58,2008,52.60846145836035,ssp245,mpi-esm1-2-lr
59,2009,52.210305395350126,ssp245,mpi-esm1-2-lr
60,2010,53.31052235834014,ssp245,mpi-esm1-2-lr
61,2011,53.216787065337826,ssp245,mpi-esm1-2-lr
62,2012,51.494110160983325,ssp245,mpi-esm1-2-lr
63,2013,51.53904245195218,ssp245,mpi-esm1-2-lr
64,2014,52.678448542829756,ssp245,mpi-esm1-2-lr
65,2015,54.23236567180976,ssp245,mpi-esm1-2-lr
66,2016,53.35645622128938,ssp245,mpi-esm1-2-lr
67,2017,51.536015031478534,ssp245,mpi-esm1-2-lr
68,2018,52.91356255073355,ssp245,mpi-esm1-2-lr
69,2019,52.74490227228558,ssp245,mpi-esm1-2-lr
70,2020,52.30623689832978,ssp245,mpi-esm1-2-lr
71,2021,51.52136443696785,ssp245,mpi-esm1-2-lr
72,2022,54.410450502502584,ssp245,mpi-esm1-2-lr
73,2023,51.74685120756709,ssp245,mpi-esm1-2-lr
74,2024,52.987568210323964,ssp245,mpi-esm1-2-lr
75,2025,53.29851765315938,ssp245,mpi-esm1-2-lr
76,2026,52.65496443993436,ssp245,mpi-esm1-2-lr
77,2027,54.00922817580086,ssp245,mpi-esm1-2-lr
78,2028,53.94349991838767,ssp245,mpi-esm1-2-lr
79,2029,52.12824324112254,ssp245,mpi-esm1-2-lr
80,2030,54.149438890121466,ssp245,mpi-esm1-2-lr
81,2031,55.322202592684825,ssp245,mpi-esm1-2-lr
82,2032,52.98293788723503,ssp245,mpi-esm1-2-lr
83,2033,53.176906181618534,ssp245,mpi-esm1-2-lr
84,2034,54.251853267120765,ssp245,mpi-esm1-2-lr
85,2035,54.41937636563208,ssp245,mpi-esm1-2-lr
86,2036,55.198199742186056,ssp245,mpi-esm1-2-lr
87,2037,53.52093527424848,ssp245,mpi-esm1-2-lr
88,2038,55.18178908897375,ssp245,mpi-esm1-2-lr
89,2039,55.030628210531994,ssp245,mpi-esm1-2-lr
90,2040,54.5107880403702,ssp245,mpi-esm1-2-lr
91,2041,54.614145187565505,ssp245,mpi-esm1-2-lr
92,2042,52.91313944420926,ssp245,mpi-esm1-2-lr
93,2043,54.90539386658611,ssp245,mpi-esm1-2-lr
94,2044,54.906825912036105,ssp245,mpi-esm1-2-lr
95,2045,54.85884777851424,ssp245,mpi-esm1-2-lr
96,2046,53.94071243338308,ssp245,mpi-esm1-2-lr
97,2047,54.52087452185041,ssp245,mpi-esm1-2-lr
98,2048,53.742627333934635,ssp245,mpi-esm1-2-lr
99,2049,54.367115719965525,ssp245,mpi-esm1-2-lr
100,2050,55.03737199761037,ssp245,mpi-esm1-2-lr
101,2051,56.653757404576545,ssp245,mpi-esm1-2-lr
102,2052,55.29510430503572,ssp245,mpi-esm1-2-lr
103,2053,53.597232277885084,ssp245,mpi-esm1-2-lr
104,2054,55.67160919463761,ssp245,mpi-esm1-2-lr
105,2055,55.53373746460779,ssp245,mpi-esm1-2-lr
106,2056,55.91123294902506,ssp245,mpi-esm1-2-lr
107,2057,54.4629381641828,ssp245,mpi-esm1-2-lr
108,2058,54.320565006587834,ssp245,mpi-esm1-2-lr
109,2059,54.79494081593572,ssp245,mpi-esm1-2-lr
110,2060,55.94090385959313,ssp245,mpi-esm1-2-lr
111,2061,56.63304330022493,ssp245,mpi-esm1-2-lr
112,2062,56.03715035650564,ssp245,mpi-esm1-2-lr
113,2063,54.82228814394748,ssp245,mpi-esm1-2-lr
114,2064,56.080463836465434,ssp245,mpi-esm1-2-lr
115,2065,55.67007619890932,ssp245,mpi-esm1-2-lr
116,2066,54.899463578121484,ssp245,mpi-esm1-2-lr
117,2067,55.17407516674053,ssp245,mpi-esm1-2-lr
118,2068,53.91173678988917,ssp245,mpi-esm1-2-lr
119,2069,54.02307525959458,ssp245,mpi-esm1-2-lr
120,2070,55.73755864809157,ssp245,mpi-esm1-2-lr
121,2071,54.665549604039676,ssp245,mpi-esm1-2-lr
122,2072,55.686872353953966,ssp245,mpi-esm1-2-lr
123,2073,56.21731321747643,ssp245,mpi-esm1-2-lr
124,2074,56.277365321181605,ssp245,mpi-esm1-2-lr
125,2075,54.394455195997296,ssp245,mpi-esm1-2-lr
126,2076,57.431002501831635,ssp245,mpi-esm1-2-lr
127,2077,56.925410546278776,ssp245,mpi-esm1-2-lr
128,2078,55.97178133120869,ssp245,mpi-esm1-2-lr
129,2079,57.41893317290412,ssp245,mpi-esm1-2-lr
130,2080,55.85511901857638,ssp245,mpi-esm1-2-lr
131,2081,54.97498664093073,ssp245,mpi-esm1-2-lr
132,2082,54.69516193614458,ssp245,mpi-esm1-2-lr
133,2083,54.62966897781893,ssp245,mpi-esm1-2-lr
134,2084,55.68665633651078,ssp245,mpi-esm1-2-lr
135,2085,56.14353977687914,ssp245,mpi-esm1-2-lr
136,2086,57.59447508367723,ssp245,mpi-esm1-2-lr
137,2087,55.557040362962184,ssp245,mpi-esm1-2-lr
138,2088,55.12055673683898,ssp245,mpi-esm1-2-lr
139,2089,54.27751569875538,ssp245,mpi-esm1-2-lr
140,2090,58.15394462723295,ssp245,mpi-esm1-2-lr
141,2091,55.66504838241006,ssp245,mpi-esm1-2-lr
142,2092,55.600275796258046,ssp245,mpi-esm1-2-lr
143,2093,56.590292568650185,ssp245,mpi-esm1-2-lr
144,2094,56.97845673701593,ssp245,mpi-esm1-2-lr
145,2095,57.22925732537361,ssp245,mpi-esm1-2-lr
146,2096,56.4838272473764,ssp245,mpi-esm1-2-lr
147,2097,55.16776196582171,ssp245,mpi-esm1-2-lr
148,2098,57.90663100676897,ssp245,mpi-esm1-2-lr
149,2099,56.750743930967204,ssp245,mpi-esm1-2-lr
150,2100,57.0639160668811,ssp245,mpi-esm1-2-lr
0,1950,50.86703541189351,ssp245,access-esm1-5
1,1951,50.48525425252458,ssp245,access-esm1-5
2,1952,51.42853107246063,ssp245,access-esm1-5
3,1953,52.84291849115903,ssp245,access-esm1-5
4,1954,50.265859378681846,ssp245,access-esm1-5
5,1955,50.73599264439521,ssp245,access-esm1-5
6,1956,51.82510984049641,ssp245,access-esm1-5
7,1957,50.20043473540247,ssp245,access-esm1-5
8,1958,52.03679393258436,ssp245,access-esm1-5
9,1959,49.489354374551034,ssp245,access-esm1-5
10,1960,51.58443312956648,ssp245,access-esm1-5
11,1961,50.187611952769906,ssp245,access-esm1-5
12,1962,49.78844072748062,ssp245,access-esm1-5
13,1963,49.600302209351476,ssp245,access-esm1-5
14,1964,50.536415326535234,ssp245,access-esm1-5
15,1965,49.7589623220153,ssp245,access-esm1-5
16,1966,50.95175984166832,ssp245,access-esm1-5
17,1967,50.96937310812079,ssp245,access-esm1-5
18,1968,49.67639637476935,ssp245,access-esm1-5
19,1969,49.844082242834105,ssp245,access-esm1-5
20,1970,51.26237191309265,ssp245,access-esm1-5
21,1971,52.33114079398751,ssp245,access-esm1-5
