station,year,month,ph,scenario
bats1,2071,11,8.01,ssp126
bats1,2071,12,8.03,ssp126
bats1,2072,1,8.04,ssp126
bats1,2072,2,8.03,ssp126
bats1,2072,3,8.04,ssp126
bats1,2072,4,8.04,ssp126
bats1,2072,5,8.03,ssp126
bats1,2072,6,8,ssp126
bats1,2072,7,7.95,ssp126
bats1,2072,8,7.95,ssp126
bats1,2072,9,7.95,ssp126
bats1,2072,10,7.98,ssp126
bats1,2072,11,8.01,ssp126
bats1,2072,12,8.03,ssp126
bats1,2073,1,8.04,ssp126
bats1,2073,2,8.04,ssp126
bats1,2073,3,8.04,ssp126
bats1,2073,4,8.04,ssp126
bats1,2073,5,8.03,ssp126
bats1,2073,6,7.99,ssp126
bats1,2073,7,7.96,ssp126
bats1,2073,8,7.95,ssp126
bats1,2073,9,7.96,ssp126
bats1,2073,10,7.98,ssp126
bats1,2073,11,8.02,ssp126
bats1,2073,12,8.03,ssp126
bats1,2074,1,8.04,ssp126
bats1,2074,2,8.04,ssp126
bats1,2074,3,8.04,ssp126
bats1,2074,4,8.04,ssp126
bats1,2074,5,8.03,ssp126
bats1,2074,6,7.99,ssp126
bats1,2074,7,7.96,ssp126
bats1,2074,8,7.95,ssp126
bats1,2074,9,7.96,ssp126
bats1,2074,10,7.99,ssp126
bats1,2074,11,8.02,ssp126
bats1,2074,12,8.03,ssp126
bats1,2075,1,8.04,ssp126
bats1,2075,2,8.04,ssp126
bats1,2075,3,8.04,ssp126
bats1,2075,4,8.04,ssp126
bats1,2075,5,8.03,ssp126
bats1,2075,6,8,ssp126
bats1,2075,7,7.96,ssp126
bats1,2075,8,7.95,ssp126
bats1,2075,9,7.96,ssp126
bats1,2075,10,7.99,ssp126
bats1,2075,11,8.01,ssp126
bats1,2075,12,8.03,ssp126
bats1,2076,1,8.04,ssp126
bats1,2076,2,8.04,ssp126
bats1,2076,3,8.04,ssp126
bats1,2076,4,8.04,ssp126
bats1,2076,5,8.02,ssp126
bats1,2076,6,7.98,ssp126
bats1,2076,7,7.95,ssp126
bats1,2076,8,7.95,ssp126
bats1,2076,9,7.96,ssp126
bats1,2076,10,7.99,ssp126
bats1,2076,11,8.01,ssp126
bats1,2076,12,8.03,ssp126
bats1,2077,1,8.04,ssp126
bats1,2077,2,8.04,ssp126
bats1,2077,3,8.04,ssp126
bats1,2077,4,8.05,ssp126
bats1,2077,5,8.03,ssp126
bats1,2077,6,7.98,ssp126
bats1,2077,7,7.96,ssp126
bats1,2077,8,7.95,ssp126
bats1,2077,9,7.96,ssp126
bats1,2077,10,7.98,ssp126
bats1,2077,11,8.01,ssp126
bats1,2077,12,8.03,ssp126
bats1,2078,1,8.04,ssp126
bats1,2078,2,8.04,ssp126
bats1,2078,3,8.04,ssp126
bats1,2078,4,8.04,ssp126
bats1,2078,5,8.03,ssp126
bats1,2078,6,8,ssp126
bats1,2078,7,7.97,ssp126
bats1,2078,8,7.95,ssp126
bats1,2078,9,7.96,ssp126
bats1,2078,10,7.99,ssp126
bats1,2078,11,8.01,ssp126
bats1,2078,12,8.03,ssp126
bats1,2079,1,8.04,ssp126
bats1,2079,2,8.04,ssp126
bats1,2079,3,8.04,ssp126
bats1,2079,4,8.05,ssp126
bats1,2079,5,8.03,ssp126
bats1,2079,6,8,ssp126
bats1,2079,7,7.96,ssp126
bats1,2079,8,7.95,ssp126
bats1,2079,9,7.95,ssp126
bats1,2079,10,7.99,ssp126
bats1,2079,11,8.02,ssp126
bats1,2079,12,8.03,ssp126
bats1,2080,1,8.04,ssp126
bats1,2080,2,8.04,ssp126
bats1,2080,3,8.04,ssp126
bats1,2080,4,8.04,ssp126
bats1,2080,5,8.03,ssp126
bats1,2080,6,7.99,ssp126
bats1,2080,7,7.96,ssp126
bats1,2080,8,7.95,ssp126
bats1,2080,9,7.96,ssp126
bats1,2080,10,7.99,ssp126
bats1,2080,11,8.01,ssp126
bats1,2080,12,8.03,ssp126
bats1,2081,1,8.04,ssp126
bats1,2081,2,8.04,ssp126
bats1,2081,3,8.04,ssp126
bats1,2081,4,8.05,ssp126
bats1,2081,5,8.03,ssp126
bats1,2081,6,7.99,ssp126
bats1,2081,7,7.96,ssp126
bats1,2081,8,7.95,ssp126
bats1,2081,9,7.96,ssp126
bats1,2081,10,7.99,ssp126
bats1,2081,11,8.02,ssp126
bats1,2081,12,8.04,ssp126
bats1,2082,1,8.04,ssp126
bats1,2082,2,8.04,ssp126
bats1,2082,3,8.04,ssp126
bats1,2082,4,8.04,ssp126
bats1,2082,5,8.02,ssp126
bats1,2082,6,7.99,ssp126
bats1,2082,7,7.96,ssp126
bats1,2082,8,7.95,ssp126
bats1,2082,9,7.96,ssp126
bats1,2082,10,7.99,ssp126
bats1,2082,11,8.02,ssp126
bats1,2082,12,8.03,ssp126
bats1,2083,1,8.04,ssp126
bats1,2083,2,8.04,ssp126
bats1,2083,3,8.04,ssp126
bats1,2083,4,8.05,ssp126
bats1,2083,5,8.03,ssp126
bats1,2083,6,8,ssp126
bats1,2083,7,7.97,ssp126
bats1,2083,8,7.95,ssp126
bats1,2083,9,7.97,ssp126
bats1,2083,10,7.99,ssp126
bats1,2083,11,8.02,ssp126
bats1,2083,12,8.04,ssp126
bats1,2084,1,8.05,ssp126
bats1,2084,2,8.04,ssp126
bats1,2084,3,8.04,ssp126
bats1,2084,4,8.05,ssp126
bats1,2084,5,8.03,ssp126
bats1,2084,6,8,ssp126
bats1,2084,7,7.97,ssp126
bats1,2084,8,7.95,ssp126
bats1,2084,9,7.97,ssp126
bats1,2084,10,7.99,ssp126
bats1,2084,11,8.02,ssp126
bats1,2084,12,8.04,ssp126
bats1,2085,1,8.04,ssp126
bats1,2085,2,8.04,ssp126
bats1,2085,3,8.04,ssp126
bats1,2085,4,8.05,ssp126
bats1,2085,5,8.04,ssp126
bats1,2085,6,8,ssp126
bats1,2085,7,7.97,ssp126
bats1,2085,8,7.96,ssp126
bats1,2085,9,7.96,ssp126
bats1,2085,10,7.99,ssp126
bats1,2085,11,8.02,ssp126
bats1,2085,12,8.04,ssp126
bats1,2086,1,8.04,ssp126
bats1,2086,2,8.04,ssp126
bats1,2086,3,8.04,ssp126
bats1,2086,4,8.05,ssp126
bats1,2086,5,8.04,ssp126
bats1,2086,6,8,ssp126
bats1,2086,7,7.97,ssp126
bats1,2086,8,7.95,ssp126
bats1,2086,9,7.97,ssp126
bats1,2086,10,7.99,ssp126
bats1,2086,11,8.02,ssp126
bats1,2086,12,8.04,ssp126
bats1,2087,1,8.04,ssp126
bats1,2087,2,8.04,ssp126
bats1,2087,3,8.04,ssp126
bats1,2087,4,8.05,ssp126
bats1,2087,5,8.04,ssp126
bats1,2087,6,8.01,ssp126
bats1,2087,7,7.98,ssp126
bats1,2087,8,7.96,ssp126
bats1,2087,9,7.97,ssp126
bats1,2087,10,7.99,ssp126
bats1,2087,11,8.02,ssp126
bats1,2087,12,8.04,ssp126
bats1,2088,1,8.05,ssp126
bats1,2088,2,8.05,ssp126
bats1,2088,3,8.05,ssp126
bats1,2088,4,8.05,ssp126
bats1,2088,5,8.04,ssp126
bats1,2088,6,8.01,ssp126
bats1,2088,7,7.98,ssp126
bats1,2088,8,7.96,ssp126
bats1,2088,9,7.97,ssp126
bats1,2088,10,7.99,ssp126
bats1,2088,11,8.02,ssp126
bats1,2088,12,8.04,ssp126
bats1,2089,1,8.04,ssp126
bats1,2089,2,8.04,ssp126
bats1,2089,3,8.05,ssp126
bats1,2089,4,8.05,ssp126
bats1,2089,5,8.03,ssp126
bats1,2089,6,7.99,ssp126
bats1,2089,7,7.97,ssp126
bats1,2089,8,7.96,ssp126
bats1,2089,9,7.97,ssp126
bats1,2089,10,7.99,ssp126
bats1,2089,11,8.02,ssp126
bats1,2089,12,8.04,ssp126
bats1,2090,1,8.05,ssp126
bats1,2090,2,8.05,ssp126
bats1,2090,3,8.05,ssp126
bats1,2090,4,8.05,ssp126
bats1,2090,5,8.03,ssp126
bats1,2090,6,8,ssp126
bats1,2090,7,7.97,ssp126
bats1,2090,8,7.96,ssp126
bats1,2090,9,7.97,ssp126
bats1,2090,10,7.99,ssp126
bats1,2090,11,8.02,ssp126
bats1,2090,12,8.04,ssp126
bats1,2091,1,8.05,ssp126
bats1,2091,2,8.05,ssp126
bats1,2091,3,8.04,ssp126
bats1,2091,4,8.05,ssp126
bats1,2091,5,8.04,ssp126
bats1,2091,6,8.01,ssp126
bats1,2091,7,7.97,ssp126
bats1,2091,8,7.96,ssp126
bats1,2091,9,7.97,ssp126
bats1,2091,10,7.99,ssp126
bats1,2091,11,8.02,ssp126
bats1,2091,12,8.04,ssp126
bats1,2092,1,8.05,ssp126
bats1,2092,2,8.05,ssp126
bats1,2092,3,8.05,ssp126
bats1,2092,4,8.05,ssp126
bats1,2092,5,8.04,ssp126
bats1,2092,6,8,ssp126
bats1,2092,7,7.97,ssp126
bats1,2092,8,7.96,ssp126
bats1,2092,9,7.97,ssp126
bats1,2092,10,8,ssp126
bats1,2092,11,8.02,ssp126
bats1,2092,12,8.04,ssp126
bats1,2093,1,8.05,ssp126
bats1,2093,2,8.05,ssp126
bats1,2093,3,8.05,ssp126
bats1,2093,4,8.05,ssp126
bats1,2093,5,8.03,ssp126
bats1,2093,6,8,ssp126
bats1,2093,7,7.97,ssp126
bats1,2093,8,7.96,ssp126
bats1,2093,9,7.97,ssp126
bats1,2093,10,8,ssp126
bats1,2093,11,8.02,ssp126
bats1,2093,12,8.04,ssp126
bats1,2094,1,8.05,ssp126
bats1,2094,2,8.05,ssp126
bats1,2094,3,8.05,ssp126
bats1,2094,4,8.05,ssp126
bats1,2094,5,8.04,ssp126
bats1,2094,6,8.01,ssp126
bats1,2094,7,7.97,ssp126
bats1,2094,8,7.96,ssp126
bats1,2094,9,7.97,ssp126
bats1,2094,10,8,ssp126
bats1,2094,11,8.02,ssp126
bats1,2094,12,8.04,ssp126
bats1,2095,1,8.05,ssp126
bats1,2095,2,8.06,ssp126
bats1,2095,3,8.05,ssp126
bats1,2095,4,8.05,ssp126
bats1,2095,5,8.04,ssp126
bats1,2095,6,8.01,ssp126
bats1,2095,7,7.98,ssp126
bats1,2095,8,7.96,ssp126
bats1,2095,9,7.97,ssp126
bats1,2095,10,8,ssp126
bats1,2095,11,8.03,ssp126
bats1,2095,12,8.05,ssp126
bats1,2096,1,8.05,ssp126
bats1,2096,2,8.06,ssp126
bats1,2096,3,8.06,ssp126
bats1,2096,4,8.06,ssp126
bats1,2096,5,8.04,ssp126
bats1,2096,6,8,ssp126
bats1,2096,7,7.98,ssp126
bats1,2096,8,7.96,ssp126
bats1,2096,9,7.97,ssp126
bats1,2096,10,7.99,ssp126
bats1,2096,11,8.02,ssp126
bats1,2096,12,8.04,ssp126
bats1,2097,1,8.05,ssp126
bats1,2097,2,8.05,ssp126
bats1,2097,3,8.05,ssp126
bats1,2097,4,8.06,ssp126
bats1,2097,5,8.03,ssp126
bats1,2097,6,8,ssp126
bats1,2097,7,7.98,ssp126
bats1,2097,8,7.96,ssp126
bats1,2097,9,7.98,ssp126
bats1,2097,10,8,ssp126
bats1,2097,11,8.03,ssp126
bats1,2097,12,8.05,ssp126
bats1,2098,1,8.05,ssp126
bats1,2098,2,8.05,ssp126
bats1,2098,3,8.05,ssp126
bats1,2098,4,8.06,ssp126
bats1,2098,5,8.04,ssp126
bats1,2098,6,8,ssp126
bats1,2098,7,7.97,ssp126
bats1,2098,8,7.96,ssp126
bats1,2098,9,7.98,ssp126
bats1,2098,10,7.99,ssp126
bats1,2098,11,8.02,ssp126
bats1,2098,12,8.05,ssp126
bats1,2099,1,8.06,ssp126
bats1,2099,2,8.06,ssp126
bats1,2099,3,8.06,ssp126
bats1,2099,4,8.06,ssp126
bats1,2099,5,8.05,ssp126
bats1,2099,6,8.01,ssp126
bats1,2099,7,7.98,ssp126
bats1,2099,8,7.97,ssp126
bats1,2099,9,7.97,ssp126
bats1,2099,10,8,ssp126
bats1,2099,11,8.03,ssp126
bats1,2099,12,8.05,ssp126
bats1,2100,1,8.05,ssp126
bats1,2100,2,8.05,ssp126
bats1,2100,3,8.05,ssp126
bats1,2100,4,8.06,ssp126
bats1,2100,5,8.04,ssp126
bats1,2100,6,8,ssp126
bats1,2100,7,7.97,ssp126
bats1,2100,8,7.97,ssp126
bats1,2100,9,7.98,ssp126
bats1,2100,10,8.01,ssp126
bats1,2100,11,8.03,ssp126
bats1,2100,12,8.05,ssp126
bats1,2015,1,8.1,ssp245
bats1,2015,2,8.1,ssp245
bats1,2015,3,8.11,ssp245
bats1,2015,4,8.11,ssp245
bats1,2015,5,8.1,ssp245
bats1,2015,6,8.07,ssp245
bats1,2015,7,8.03,ssp245
bats1,2015,8,8.01,ssp245
bats1,2015,9,8.02,ssp245
bats1,2015,10,8.05,ssp245
bats1,2015,11,8.08,ssp245
bats1,2015,12,8.1,ssp245
bats1,2016,1,8.1,ssp245
bats1,2016,2,8.1,ssp245
bats1,2016,3,8.1,ssp245
bats1,2016,4,8.11,ssp245
bats1,2016,5,8.09,ssp245
bats1,2016,6,8.06,ssp245
bats1,2016,7,8.03,ssp245
bats1,2016,8,8.01,ssp245
bats1,2016,9,8.02,ssp245
bats1,2016,10,8.05,ssp245
bats1,2016,11,8.08,ssp245
bats1,2016,12,8.1,ssp245
bats1,2017,1,8.1,ssp245
bats1,2017,2,8.1,ssp245
bats1,2017,3,8.1,ssp245
bats1,2017,4,8.1,ssp245
bats1,2017,5,8.09,ssp245
bats1,2017,6,8.06,ssp245
bats1,2017,7,8.03,ssp245
bats1,2017,8,8,ssp245
bats1,2017,9,8.01,ssp245
bats1,2017,10,8.04,ssp245
bats1,2017,11,8.07,ssp245
bats1,2017,12,8.09,ssp245
bats1,2018,1,8.1,ssp245
bats1,2018,2,8.1,ssp245
bats1,2018,3,8.1,ssp245
bats1,2018,4,8.1,ssp245
bats1,2018,5,8.09,ssp245
bats1,2018,6,8.06,ssp245
bats1,2018,7,8.02,ssp245
bats1,2018,8,8,ssp245
bats1,2018,9,8.01,ssp245
bats1,2018,10,8.04,ssp245
bats1,2018,11,8.07,ssp245
bats1,2018,12,8.08,ssp245
bats1,2019,1,8.09,ssp245
bats1,2019,2,8.09,ssp245
bats1,2019,3,8.1,ssp245
bats1,2019,4,8.1,ssp245
bats1,2019,5,8.09,ssp245
bats1,2019,6,8.06,ssp245
bats1,2019,7,8.03,ssp245
bats1,2019,8,8.01,ssp245
bats1,2019,9,8.02,ssp245
bats1,2019,10,8.05,ssp245
bats1,2019,11,8.07,ssp245
bats1,2019,12,8.09,ssp245
bats1,2020,1,8.09,ssp245
bats1,2020,2,8.09,ssp245
bats1,2020,3,8.09,ssp245
bats1,2020,4,8.1,ssp245
bats1,2020,5,8.09,ssp245
bats1,2020,6,8.05,ssp245
bats1,2020,7,8.02,ssp245
bats1,2020,8,8,ssp245
bats1,2020,9,8.01,ssp245
bats1,2020,10,8.04,ssp245
bats1,2020,11,8.07,ssp245
bats1,2020,12,8.08,ssp245
bats1,2021,1,8.09,ssp245
bats1,2021,2,8.09,ssp245
bats1,2021,3,8.09,ssp245
bats1,2021,4,8.1,ssp245
bats1,2021,5,8.08,ssp245
bats1,2021,6,8.05,ssp245
bats1,2021,7,8.01,ssp245
bats1,2021,8,8,ssp245
bats1,2021,9,8,ssp245
bats1,2021,10,8.03,ssp245
bats1,2021,11,8.06,ssp245
bats1,2021,12,8.08,ssp245
bats1,2022,1,8.09,ssp245
bats1,2022,2,8.09,ssp245
bats1,2022,3,8.09,ssp245
bats1,2022,4,8.09,ssp245
bats1,2022,5,8.08,ssp245
bats1,2022,6,8.05,ssp245
bats1,2022,7,8.01,ssp245
bats1,2022,8,8,ssp245
bats1,2022,9,8.01,ssp245
bats1,2022,10,8.03,ssp245
bats1,2022,11,8.05,ssp245
bats1,2022,12,8.08,ssp245
bats1,2023,1,8.08,ssp245
bats1,2023,2,8.09,ssp245
bats1,2023,3,8.09,ssp245
bats1,2023,4,8.09,ssp245
bats1,2023,5,8.08,ssp245
bats1,2023,6,8.05,ssp245
bats1,2023,7,8.01,ssp245
bats1,2023,8,7.99,ssp245
bats1,2023,9,8,ssp245
bats1,2023,10,8.03,ssp245
bats1,2023,11,8.06,ssp245
bats1,2023,12,8.08,ssp245
bats1,2024,1,8.08,ssp245
bats1,2024,2,8.08,ssp245
bats1,2024,3,8.09,ssp245
bats1,2024,4,8.09,ssp245
bats1,2024,5,8.08,ssp245
bats1,2024,6,8.04,ssp245
bats1,2024,7,8.01,ssp245
bats1,2024,8,8,ssp245
bats1,2024,9,8,ssp245
bats1,2024,10,8.03,ssp245
bats1,2024,11,8.05,ssp245
bats1,2024,12,8.07,ssp245
bats1,2025,1,8.08,ssp245
bats1,2025,2,8.08,ssp245
bats1,2025,3,8.08,ssp245
bats1,2025,4,8.09,ssp245
bats1,2025,5,8.07,ssp245
bats1,2025,6,8.04,ssp245
bats1,2025,7,8.01,ssp245
bats1,2025,8,7.99,ssp245
bats1,2025,9,8,ssp245
bats1,2025,10,8.02,ssp245
bats1,2025,11,8.06,ssp245
bats1,2025,12,8.07,ssp245
bats1,2026,1,8.08,ssp245
bats1,2026,2,8.08,ssp245
bats1,2026,3,8.08,ssp245
bats1,2026,4,8.08,ssp245
bats1,2026,5,8.07,ssp245
bats1,2026,6,8.04,ssp245
bats1,2026,7,8,ssp245
bats1,2026,8,7.98,ssp245
bats1,2026,9,7.99,ssp245
bats1,2026,10,8.02,ssp245
bats1,2026,11,8.05,ssp245
bats1,2026,12,8.06,ssp245
bats1,2027,1,8.08,ssp245
bats1,2027,2,8.08,ssp245
bats1,2027,3,8.08,ssp245
bats1,2027,4,8.08,ssp245
bats1,2027,5,8.07,ssp245
bats1,2027,6,8.04,ssp245
bats1,2027,7,8,ssp245
bats1,2027,8,7.98,ssp245
bats1,2027,9,7.99,ssp245
bats1,2027,10,8.01,ssp245
bats1,2027,11,8.05,ssp245
bats1,2027,12,8.07,ssp245
bats1,2028,1,8.07,ssp245
bats1,2028,2,8.07,ssp245
bats1,2028,3,8.08,ssp245
bats1,2028,4,8.08,ssp245
bats1,2028,5,8.06,ssp245
bats1,2028,6,8.04,ssp245
bats1,2028,7,8,ssp245
bats1,2028,8,7.99,ssp245
bats1,2028,9,7.99,ssp245
bats1,2028,10,8.01,ssp245
bats1,2028,11,8.04,ssp245
bats1,2028,12,8.06,ssp245
bats1,2029,1,8.07,ssp245
bats1,2029,2,8.07,ssp245
bats1,2029,3,8.07,ssp245
bats1,2029,4,8.08,ssp245
bats1,2029,5,8.07,ssp245
bats1,2029,6,8.03,ssp245
bats1,2029,7,7.99,ssp245
bats1,2029,8,7.98,ssp245
bats1,2029,9,7.99,ssp245
bats1,2029,10,8.02,ssp245
bats1,2029,11,8.05,ssp245
bats1,2029,12,8.07,ssp245
bats1,2030,1,8.07,ssp245
bats1,2030,2,8.07,ssp245
bats1,2030,3,8.07,ssp245
bats1,2030,4,8.08,ssp245
bats1,2030,5,8.06,ssp245
bats1,2030,6,8.02,ssp245
bats1,2030,7,7.99,ssp245
bats1,2030,8,7.98,ssp245
bats1,2030,9,7.99,ssp245
bats1,2030,10,8.01,ssp245
bats1,2030,11,8.04,ssp245
bats1,2030,12,8.06,ssp245
bats1,2031,1,8.07,ssp245
bats1,2031,2,8.07,ssp245
bats1,2031,3,8.07,ssp245
bats1,2031,4,8.07,ssp245
bats1,2031,5,8.06,ssp245
bats1,2031,6,8.03,ssp245
bats1,2031,7,7.99,ssp245
bats1,2031,8,7.98,ssp245
bats1,2031,9,7.98,ssp245
bats1,2031,10,8.01,ssp245
bats1,2031,11,8.04,ssp245
bats1,2031,12,8.05,ssp245
bats1,2032,1,8.06,ssp245
bats1,2032,2,8.07,ssp245
bats1,2032,3,8.07,ssp245
bats1,2032,4,8.07,ssp245
bats1,2032,5,8.06,ssp245
bats1,2032,6,8.01,ssp245
bats1,2032,7,7.98,ssp245
bats1,2032,8,7.97,ssp245
bats1,2032,9,7.98,ssp245
bats1,2032,10,8,ssp245
bats1,2032,11,8.04,ssp245
bats1,2032,12,8.06,ssp245
bats1,2033,1,8.06,ssp245
bats1,2033,2,8.06,ssp245
bats1,2033,3,8.06,ssp245
bats1,2033,4,8.07,ssp245
bats1,2033,5,8.05,ssp245
bats1,2033,6,8.02,ssp245
bats1,2033,7,7.98,ssp245
bats1,2033,8,7.96,ssp245
bats1,2033,9,7.97,ssp245
bats1,2033,10,8,ssp245
bats1,2033,11,8.03,ssp245
bats1,2033,12,8.05,ssp245
bats1,2034,1,8.06,ssp245
bats1,2034,2,8.06,ssp245
bats1,2034,3,8.06,ssp245
bats1,2034,4,8.06,ssp245
bats1,2034,5,8.05,ssp245
bats1,2034,6,8.02,ssp245
bats1,2034,7,7.98,ssp245
bats1,2034,8,7.97,ssp245
bats1,2034,9,7.98,ssp245
bats1,2034,10,8,ssp245
bats1,2034,11,8.03,ssp245
bats1,2034,12,8.05,ssp245
bats1,2035,1,8.06,ssp245
bats1,2035,2,8.06,ssp245
bats1,2035,3,8.06,ssp245
bats1,2035,4,8.06,ssp245
bats1,2035,5,8.05,ssp245
bats1,2035,6,8.02,ssp245
bats1,2035,7,7.98,ssp245
bats1,2035,8,7.97,ssp245
bats1,2035,9,7.97,ssp245
bats1,2035,10,8,ssp245
bats1,2035,11,8.03,ssp245
bats1,2035,12,8.04,ssp245
bats1,2036,1,8.05,ssp245
bats1,2036,2,8.06,ssp245
bats1,2036,3,8.06,ssp245
bats1,2036,4,8.06,ssp245
bats1,2036,5,8.04,ssp245
bats1,2036,6,8.01,ssp245
bats1,2036,7,7.97,ssp245
bats1,2036,8,7.96,ssp245
bats1,2036,9,7.96,ssp245
bats1,2036,10,7.99,ssp245
bats1,2036,11,8.02,ssp245
bats1,2036,12,8.04,ssp245
bats1,2037,1,8.05,ssp245
bats1,2037,2,8.05,ssp245
bats1,2037,3,8.05,ssp245
bats1,2037,4,8.06,ssp245
bats1,2037,5,8.05,ssp245
bats1,2037,6,8.01,ssp245
bats1,2037,7,7.97,ssp245
bats1,2037,8,7.95,ssp245
bats1,2037,9,7.96,ssp245
bats1,2037,10,7.99,ssp245
bats1,2037,11,8.02,ssp245
bats1,2037,12,8.04,ssp245
bats1,2038,1,8.05,ssp245
bats1,2038,2,8.05,ssp245
bats1,2038,3,8.05,ssp245
bats1,2038,4,8.05,ssp245
bats1,2038,5,8.04,ssp245
bats1,2038,6,8,ssp245
bats1,2038,7,7.96,ssp245
bats1,2038,8,7.95,ssp245
bats1,2038,9,7.96,ssp245
bats1,2038,10,7.99,ssp245
bats1,2038,11,8.02,ssp245
bats1,2038,12,8.04,ssp245
bats1,2039,1,8.05,ssp245
bats1,2039,2,8.05,ssp245
bats1,2039,3,8.06,ssp245
bats1,2039,4,8.05,ssp245
bats1,2039,5,8.04,ssp245
bats1,2039,6,8,ssp245
bats1,2039,7,7.97,ssp245
bats1,2039,8,7.95,ssp245
bats1,2039,9,7.96,ssp245
bats1,2039,10,7.99,ssp245
bats1,2039,11,8.01,ssp245
bats1,2039,12,8.04,ssp245
bats1,2040,1,8.04,ssp245
bats1,2040,2,8.04,ssp245
bats1,2040,3,8.04,ssp245
bats1,2040,4,8.05,ssp245
bats1,2040,5,8.03,ssp245
bats1,2040,6,8,ssp245
bats1,2040,7,7.96,ssp245
bats1,2040,8,7.95,ssp245
bats1,2040,9,7.96,ssp245
bats1,2040,10,7.99,ssp245
bats1,2040,11,8.02,ssp245
bats1,2040,12,8.04,ssp245
bats1,2041,1,8.04,ssp245
bats1,2041,2,8.05,ssp245
bats1,2041,3,8.05,ssp245
bats1,2041,4,8.05,ssp245
bats1,2041,5,8.03,ssp245
bats1,2041,6,7.99,ssp245
bats1,2041,7,7.96,ssp245
bats1,2041,8,7.95,ssp245
bats1,2041,9,7.96,ssp245
bats1,2041,10,7.99,ssp245
bats1,2041,11,8.01,ssp245
bats1,2041,12,8.03,ssp245
bats1,2042,1,8.04,ssp245
bats1,2042,2,8.04,ssp245
bats1,2042,3,8.04,ssp245
bats1,2042,4,8.04,ssp245
bats1,2042,5,8.02,ssp245
bats1,2042,6,7.99,ssp245
bats1,2042,7,7.96,ssp245
bats1,2042,8,7.94,ssp245
bats1,2042,9,7.95,ssp245
bats1,2042,10,7.98,ssp245
bats1,2042,11,8.01,ssp245
bats1,2042,12,8.02,ssp245
bats1,2043,1,8.04,ssp245
bats1,2043,2,8.04,ssp245
bats1,2043,3,8.04,ssp245
bats1,2043,4,8.04,ssp245
bats1,2043,5,8.02,ssp245
bats1,2043,6,7.99,ssp245
bats1,2043,7,7.95,ssp245
bats1,2043,8,7.95,ssp245
bats1,2043,9,7.96,ssp245
bats1,2043,10,7.98,ssp245
bats1,2043,11,8.01,ssp245
bats1,2043,12,8.03,ssp245
bats1,2044,1,8.04,ssp245
bats1,2044,2,8.04,ssp245
bats1,2044,3,8.04,ssp245
bats1,2044,4,8.04,ssp245
bats1,2044,5,8.02,ssp245
bats1,2044,6,7.98,ssp245
bats1,2044,7,7.95,ssp245
bats1,2044,8,7.95,ssp245
bats1,2044,9,7.95,ssp245
bats1,2044,10,7.98,ssp245
bats1,2044,11,8.01,ssp245
bats1,2044,12,8.02,ssp245
bats1,2045,1,8.03,ssp245
bats1,2045,2,8.04,ssp245
bats1,2045,3,8.04,ssp245
bats1,2045,4,8.03,ssp245
bats1,2045,5,8.02,ssp245
bats1,2045,6,7.98,ssp245
bats1,2045,7,7.95,ssp245
bats1,2045,8,7.94,ssp245
bats1,2045,9,7.95,ssp245
bats1,2045,10,7.98,ssp245
bats1,2045,11,8.01,ssp245
bats1,2045,12,8.03,ssp245
bats1,2046,1,8.03,ssp245
bats1,2046,2,8.03,ssp245
bats1,2046,3,8.03,ssp245
bats1,2046,4,8.04,ssp245
bats1,2046,5,8.02,ssp245
bats1,2046,6,7.99,ssp245
bats1,2046,7,7.95,ssp245
bats1,2046,8,7.94,ssp245
bats1,2046,9,7.95,ssp245
bats1,2046,10,7.97,ssp245
bats1,2046,11,8,ssp245
bats1,2046,12,8.02,ssp245
bats1,2047,1,8.03,ssp245
bats1,2047,2,8.03,ssp245
bats1,2047,3,8.03,ssp245
bats1,2047,4,8.04,ssp245
bats1,2047,5,8.02,ssp245
bats1,2047,6,7.98,ssp245
bats1,2047,7,7.95,ssp245
bats1,2047,8,7.94,ssp245
bats1,2047,9,7.94,ssp245
bats1,2047,10,7.97,ssp245
bats1,2047,11,8,ssp245
bats1,2047,12,8.02,ssp245
bats1,2048,1,8.02,ssp245
bats1,2048,2,8.03,ssp245
bats1,2048,3,8.03,ssp245
bats1,2048,4,8.03,ssp245
bats1,2048,5,8.02,ssp245
bats1,2048,6,7.97,ssp245
bats1,2048,7,7.94,ssp245
bats1,2048,8,7.93,ssp245
bats1,2048,9,7.94,ssp245
bats1,2048,10,7.97,ssp245
bats1,2048,11,7.99,ssp245
bats1,2048,12,8.01,ssp245
bats1,2049,1,8.02,ssp245
bats1,2049,2,8.02,ssp245
bats1,2049,3,8.03,ssp245
bats1,2049,4,8.03,ssp245
bats1,2049,5,8.01,ssp245
bats1,2049,6,7.97,ssp245
bats1,2049,7,7.94,ssp245
bats1,2049,8,7.93,ssp245
bats1,2049,9,7.94,ssp245
bats1,2049,10,7.96,ssp245
bats1,2049,11,7.99,ssp245
bats1,2049,12,8.01,ssp245
bats1,2050,1,8.02,ssp245
bats1,2050,2,8.02,ssp245
bats1,2050,3,8.02,ssp245
bats1,2050,4,8.02,ssp245
bats1,2050,5,8.01,ssp245
bats1,2050,6,7.97,ssp245
bats1,2050,7,7.94,ssp245
bats1,2050,8,7.92,ssp245
bats1,2050,9,7.93,ssp245
bats1,2050,10,7.96,ssp245
bats1,2050,11,7.98,ssp245
