station,year,month,ph,scenario
estoc,2088,7,7.99,ssp126
estoc,2088,8,7.98,ssp126
estoc,2088,9,7.98,ssp126
estoc,2088,10,7.98,ssp126
estoc,2088,11,7.99,ssp126
estoc,2088,12,8,ssp126
estoc,2089,1,8.01,ssp126
estoc,2089,2,8.01,ssp126
estoc,2089,3,8.01,ssp126
estoc,2089,4,8.01,ssp126
estoc,2089,5,8,ssp126
estoc,2089,6,7.99,ssp126
estoc,2089,7,7.98,ssp126
estoc,2089,8,7.98,ssp126
estoc,2089,9,7.98,ssp126
estoc,2089,10,7.98,ssp126
estoc,2089,11,7.99,ssp126
estoc,2089,12,8.01,ssp126
estoc,2090,1,8.01,ssp126
estoc,2090,2,8.01,ssp126
estoc,2090,3,8.02,ssp126
estoc,2090,4,8.01,ssp126
estoc,2090,5,8.01,ssp126
estoc,2090,6,8,ssp126
estoc,2090,7,7.98,ssp126
estoc,2090,8,7.97,ssp126
estoc,2090,9,7.96,ssp126
estoc,2090,10,7.97,ssp126
estoc,2090,11,7.99,ssp126
estoc,2090,12,8,ssp126
estoc,2091,1,8.01,ssp126
estoc,2091,2,8.01,ssp126
estoc,2091,3,8.01,ssp126
estoc,2091,4,8,ssp126
estoc,2091,5,8,ssp126
estoc,2091,6,7.99,ssp126
estoc,2091,7,7.99,ssp126
estoc,2091,8,7.98,ssp126
estoc,2091,9,7.97,ssp126
estoc,2091,10,7.98,ssp126
estoc,2091,11,7.99,ssp126
estoc,2091,12,8,ssp126
estoc,2092,1,8,ssp126
estoc,2092,2,8.01,ssp126
estoc,2092,3,8.01,ssp126
estoc,2092,4,8,ssp126
estoc,2092,5,8,ssp126
estoc,2092,6,7.99,ssp126
estoc,2092,7,7.99,ssp126
estoc,2092,8,7.98,ssp126
estoc,2092,9,7.97,ssp126
estoc,2092,10,7.97,ssp126
estoc,2092,11,7.99,ssp126
estoc,2092,12,8,ssp126
estoc,2093,1,8.01,ssp126
estoc,2093,2,8.01,ssp126
estoc,2093,3,8.01,ssp126
estoc,2093,4,8.01,ssp126
estoc,2093,5,8,ssp126
estoc,2093,6,7.99,ssp126
estoc,2093,7,7.98,ssp126
estoc,2093,8,7.98,ssp126
estoc,2093,9,7.97,ssp126
estoc,2093,10,7.98,ssp126
estoc,2093,11,8,ssp126
estoc,2093,12,8.01,ssp126
estoc,2094,1,8.01,ssp126
estoc,2094,2,8.01,ssp126
estoc,2094,3,8.02,ssp126
estoc,2094,4,8.01,ssp126
estoc,2094,5,8.01,ssp126
estoc,2094,6,8,ssp126
estoc,2094,7,8,ssp126
estoc,2094,8,7.99,ssp126
estoc,2094,9,7.98,ssp126
estoc,2094,10,7.98,ssp126
estoc,2094,11,8,ssp126
estoc,2094,12,8.01,ssp126
estoc,2095,1,8.01,ssp126
estoc,2095,2,8.01,ssp126
estoc,2095,3,8.02,ssp126
estoc,2095,4,8.01,ssp126
estoc,2095,5,8.01,ssp126
estoc,2095,6,8,ssp126
estoc,2095,7,7.99,ssp126
estoc,2095,8,7.98,ssp126
estoc,2095,9,7.97,ssp126
estoc,2095,10,7.98,ssp126
estoc,2095,11,7.99,ssp126
estoc,2095,12,8.01,ssp126
estoc,2096,1,8.02,ssp126
estoc,2096,2,8.01,ssp126
estoc,2096,3,8.02,ssp126
estoc,2096,4,8.02,ssp126
estoc,2096,5,8.01,ssp126
estoc,2096,6,8.01,ssp126
estoc,2096,7,8,ssp126
estoc,2096,8,7.98,ssp126
estoc,2096,9,7.98,ssp126
estoc,2096,10,7.98,ssp126
estoc,2096,11,7.99,ssp126
estoc,2096,12,8.01,ssp126
estoc,2097,1,8.01,ssp126
estoc,2097,2,8.01,ssp126
estoc,2097,3,8.01,ssp126
estoc,2097,4,8.02,ssp126
estoc,2097,5,8.01,ssp126
estoc,2097,6,8,ssp126
estoc,2097,7,7.99,ssp126
estoc,2097,8,7.99,ssp126
estoc,2097,9,7.98,ssp126
estoc,2097,10,7.98,ssp126
estoc,2097,11,7.99,ssp126
estoc,2097,12,8.01,ssp126
estoc,2098,1,8.02,ssp126
estoc,2098,2,8.02,ssp126
estoc,2098,3,8.02,ssp126
estoc,2098,4,8.02,ssp126
estoc,2098,5,8.01,ssp126
estoc,2098,6,8.01,ssp126
estoc,2098,7,7.99,ssp126
estoc,2098,8,7.99,ssp126
estoc,2098,9,7.99,ssp126
estoc,2098,10,7.99,ssp126
estoc,2098,11,8,ssp126
estoc,2098,12,8.01,ssp126
estoc,2099,1,8.02,ssp126
estoc,2099,2,8.02,ssp126
estoc,2099,3,8.01,ssp126
estoc,2099,4,8.01,ssp126
estoc,2099,5,8.01,ssp126
estoc,2099,6,8,ssp126
estoc,2099,7,8,ssp126
estoc,2099,8,7.99,ssp126
estoc,2099,9,7.99,ssp126
estoc,2099,10,7.99,ssp126
estoc,2099,11,8,ssp126
estoc,2099,12,8.01,ssp126
estoc,2100,1,8.01,ssp126
estoc,2100,2,8.01,ssp126
estoc,2100,3,8.02,ssp126
estoc,2100,4,8.01,ssp126
estoc,2100,5,8.01,ssp126
estoc,2100,6,8.01,ssp126
estoc,2100,7,8,ssp126
estoc,2100,8,7.99,ssp126
estoc,2100,9,7.99,ssp126
estoc,2100,10,7.99,ssp126
estoc,2100,11,8,ssp126
estoc,2100,12,8.01,ssp126
estoc,2015,1,8.06,ssp245
estoc,2015,2,8.06,ssp245
estoc,2015,3,8.07,ssp245
estoc,2015,4,8.07,ssp245
estoc,2015,5,8.06,ssp245
estoc,2015,6,8.05,ssp245
estoc,2015,7,8.04,ssp245
estoc,2015,8,8.03,ssp245
estoc,2015,9,8.02,ssp245
estoc,2015,10,8.03,ssp245
estoc,2015,11,8.04,ssp245
estoc,2015,12,8.05,ssp245
estoc,2016,1,8.06,ssp245
estoc,2016,2,8.06,ssp245
estoc,2016,3,8.06,ssp245
estoc,2016,4,8.06,ssp245
estoc,2016,5,8.05,ssp245
estoc,2016,6,8.04,ssp245
estoc,2016,7,8.03,ssp245
estoc,2016,8,8.02,ssp245
estoc,2016,9,8.02,ssp245
estoc,2016,10,8.02,ssp245
estoc,2016,11,8.03,ssp245
estoc,2016,12,8.05,ssp245
estoc,2017,1,8.06,ssp245
estoc,2017,2,8.06,ssp245
estoc,2017,3,8.06,ssp245
estoc,2017,4,8.05,ssp245
estoc,2017,5,8.05,ssp245
estoc,2017,6,8.04,ssp245
estoc,2017,7,8.03,ssp245
estoc,2017,8,8.02,ssp245
estoc,2017,9,8.02,ssp245
estoc,2017,10,8.03,ssp245
estoc,2017,11,8.04,ssp245
estoc,2017,12,8.05,ssp245
estoc,2018,1,8.06,ssp245
estoc,2018,2,8.06,ssp245
estoc,2018,3,8.06,ssp245
estoc,2018,4,8.06,ssp245
estoc,2018,5,8.06,ssp245
estoc,2018,6,8.05,ssp245
estoc,2018,7,8.03,ssp245
estoc,2018,8,8.02,ssp245
estoc,2018,9,8.02,ssp245
estoc,2018,10,8.02,ssp245
estoc,2018,11,8.04,ssp245
estoc,2018,12,8.05,ssp245
estoc,2019,1,8.06,ssp245
estoc,2019,2,8.06,ssp245
estoc,2019,3,8.06,ssp245
estoc,2019,4,8.05,ssp245
estoc,2019,5,8.05,ssp245
estoc,2019,6,8.04,ssp245
estoc,2019,7,8.02,ssp245
estoc,2019,8,8.02,ssp245
estoc,2019,9,8.02,ssp245
estoc,2019,10,8.02,ssp245
estoc,2019,11,8.03,ssp245
estoc,2019,12,8.05,ssp245
estoc,2020,1,8.06,ssp245
estoc,2020,2,8.06,ssp245
estoc,2020,3,8.06,ssp245
estoc,2020,4,8.05,ssp245
estoc,2020,5,8.05,ssp245
estoc,2020,6,8.04,ssp245
estoc,2020,7,8.03,ssp245
estoc,2020,8,8.02,ssp245
estoc,2020,9,8.01,ssp245
estoc,2020,10,8.02,ssp245
estoc,2020,11,8.03,ssp245
estoc,2020,12,8.04,ssp245
estoc,2021,1,8.05,ssp245
estoc,2021,2,8.05,ssp245
estoc,2021,3,8.05,ssp245
estoc,2021,4,8.05,ssp245
estoc,2021,5,8.04,ssp245
estoc,2021,6,8.03,ssp245
estoc,2021,7,8.02,ssp245
estoc,2021,8,8.01,ssp245
estoc,2021,9,8.01,ssp245
estoc,2021,10,8.01,ssp245
estoc,2021,11,8.02,ssp245
estoc,2021,12,8.04,ssp245
estoc,2022,1,8.04,ssp245
estoc,2022,2,8.05,ssp245
estoc,2022,3,8.05,ssp245
estoc,2022,4,8.05,ssp245
estoc,2022,5,8.05,ssp245
estoc,2022,6,8.03,ssp245
estoc,2022,7,8.02,ssp245
estoc,2022,8,8.01,ssp245
estoc,2022,9,8.01,ssp245
estoc,2022,10,8.01,ssp245
estoc,2022,11,8.03,ssp245
estoc,2022,12,8.04,ssp245
estoc,2023,1,8.05,ssp245
estoc,2023,2,8.05,ssp245
estoc,2023,3,8.05,ssp245
estoc,2023,4,8.05,ssp245
estoc,2023,5,8.04,ssp245
estoc,2023,6,8.03,ssp245
estoc,2023,7,8.03,ssp245
estoc,2023,8,8.02,ssp245
estoc,2023,9,8.01,ssp245
estoc,2023,10,8.01,ssp245
estoc,2023,11,8.02,ssp245
estoc,2023,12,8.04,ssp245
estoc,2024,1,8.04,ssp245
estoc,2024,2,8.05,ssp245
estoc,2024,3,8.05,ssp245
estoc,2024,4,8.04,ssp245
estoc,2024,5,8.04,ssp245
estoc,2024,6,8.03,ssp245
estoc,2024,7,8.02,ssp245
estoc,2024,8,8.01,ssp245
estoc,2024,9,8,ssp245
estoc,2024,10,8.01,ssp245
estoc,2024,11,8.02,ssp245
estoc,2024,12,8.03,ssp245
estoc,2025,1,8.04,ssp245
estoc,2025,2,8.05,ssp245
estoc,2025,3,8.04,ssp245
estoc,2025,4,8.04,ssp245
estoc,2025,5,8.03,ssp245
estoc,2025,6,8.02,ssp245
estoc,2025,7,8.01,ssp245
estoc,2025,8,8,ssp245
estoc,2025,9,8,ssp245
estoc,2025,10,8.01,ssp245
estoc,2025,11,8.02,ssp245
estoc,2025,12,8.04,ssp245
estoc,2026,1,8.04,ssp245
estoc,2026,2,8.04,ssp245
estoc,2026,3,8.04,ssp245
estoc,2026,4,8.04,ssp245
estoc,2026,5,8.03,ssp245
estoc,2026,6,8.02,ssp245
estoc,2026,7,8.01,ssp245
estoc,2026,8,8,ssp245
estoc,2026,9,8,ssp245
estoc,2026,10,8,ssp245
estoc,2026,11,8.01,ssp245
estoc,2026,12,8.03,ssp245
estoc,2027,1,8.04,ssp245
estoc,2027,2,8.05,ssp245
estoc,2027,3,8.04,ssp245
estoc,2027,4,8.04,ssp245
estoc,2027,5,8.03,ssp245
estoc,2027,6,8.02,ssp245
estoc,2027,7,8.01,ssp245
estoc,2027,8,8,ssp245
estoc,2027,9,7.99,ssp245
estoc,2027,10,8,ssp245
estoc,2027,11,8.01,ssp245
estoc,2027,12,8.03,ssp245
estoc,2028,1,8.04,ssp245
estoc,2028,2,8.04,ssp245
estoc,2028,3,8.04,ssp245
estoc,2028,4,8.04,ssp245
estoc,2028,5,8.03,ssp245
estoc,2028,6,8.01,ssp245
estoc,2028,7,8.01,ssp245
estoc,2028,8,8,ssp245
estoc,2028,9,8,ssp245
estoc,2028,10,8,ssp245
estoc,2028,11,8.01,ssp245
estoc,2028,12,8.03,ssp245
estoc,2029,1,8.03,ssp245
estoc,2029,2,8.03,ssp245
estoc,2029,3,8.04,ssp245
estoc,2029,4,8.03,ssp245
estoc,2029,5,8.02,ssp245
estoc,2029,6,8.01,ssp245
estoc,2029,7,8.01,ssp245
estoc,2029,8,8,ssp245
estoc,2029,9,7.99,ssp245
estoc,2029,10,8,ssp245
estoc,2029,11,8.01,ssp245
estoc,2029,12,8.02,ssp245
estoc,2030,1,8.03,ssp245
estoc,2030,2,8.03,ssp245
estoc,2030,3,8.03,ssp245
estoc,2030,4,8.03,ssp245
estoc,2030,5,8.02,ssp245
estoc,2030,6,8.02,ssp245
estoc,2030,7,8.01,ssp245
estoc,2030,8,8,ssp245
estoc,2030,9,8,ssp245
estoc,2030,10,8,ssp245
estoc,2030,11,8.01,ssp245
estoc,2030,12,8.02,ssp245
estoc,2031,1,8.03,ssp245
estoc,2031,2,8.03,ssp245
estoc,2031,3,8.03,ssp245
estoc,2031,4,8.03,ssp245
estoc,2031,5,8.02,ssp245
estoc,2031,6,8.02,ssp245
estoc,2031,7,8,ssp245
estoc,2031,8,7.99,ssp245
estoc,2031,9,7.99,ssp245
estoc,2031,10,7.99,ssp245
estoc,2031,11,8,ssp245
estoc,2031,12,8.01,ssp245
estoc,2032,1,8.02,ssp245
estoc,2032,2,8.03,ssp245
estoc,2032,3,8.03,ssp245
estoc,2032,4,8.02,ssp245
estoc,2032,5,8.02,ssp245
estoc,2032,6,8.01,ssp245
estoc,2032,7,8,ssp245
estoc,2032,8,7.99,ssp245
estoc,2032,9,7.98,ssp245
estoc,2032,10,7.99,ssp245
estoc,2032,11,8,ssp245
estoc,2032,12,8.02,ssp245
estoc,2033,1,8.02,ssp245
estoc,2033,2,8.03,ssp245
estoc,2033,3,8.02,ssp245
estoc,2033,4,8.02,ssp245
estoc,2033,5,8.02,ssp245
estoc,2033,6,8.01,ssp245
estoc,2033,7,7.99,ssp245
estoc,2033,8,7.99,ssp245
estoc,2033,9,7.98,ssp245
estoc,2033,10,7.99,ssp245
estoc,2033,11,8,ssp245
estoc,2033,12,8.01,ssp245
estoc,2034,1,8.02,ssp245
estoc,2034,2,8.02,ssp245
estoc,2034,3,8.02,ssp245
estoc,2034,4,8.02,ssp245
estoc,2034,5,8.01,ssp245
estoc,2034,6,8.01,ssp245
estoc,2034,7,7.99,ssp245
estoc,2034,8,7.98,ssp245
estoc,2034,9,7.98,ssp245
estoc,2034,10,7.98,ssp245
estoc,2034,11,8,ssp245
estoc,2034,12,8.01,ssp245
estoc,2035,1,8.02,ssp245
estoc,2035,2,8.02,ssp245
estoc,2035,3,8.02,ssp245
estoc,2035,4,8.02,ssp245
estoc,2035,5,8.01,ssp245
estoc,2035,6,8,ssp245
estoc,2035,7,7.99,ssp245
estoc,2035,8,7.99,ssp245
estoc,2035,9,7.98,ssp245
estoc,2035,10,7.98,ssp245
estoc,2035,11,8,ssp245
estoc,2035,12,8.01,ssp245
estoc,2036,1,8.01,ssp245
estoc,2036,2,8.01,ssp245
estoc,2036,3,8.01,ssp245
estoc,2036,4,8.02,ssp245
estoc,2036,5,8.01,ssp245
estoc,2036,6,8,ssp245
estoc,2036,7,7.99,ssp245
estoc,2036,8,7.98,ssp245
estoc,2036,9,7.98,ssp245
estoc,2036,10,7.98,ssp245
estoc,2036,11,7.99,ssp245
estoc,2036,12,8.01,ssp245
estoc,2037,1,8.01,ssp245
estoc,2037,2,8.01,ssp245
estoc,2037,3,8.01,ssp245
estoc,2037,4,8.01,ssp245
estoc,2037,5,8.01,ssp245
estoc,2037,6,8,ssp245
estoc,2037,7,7.99,ssp245
estoc,2037,8,7.97,ssp245
estoc,2037,9,7.97,ssp245
estoc,2037,10,7.98,ssp245
estoc,2037,11,7.99,ssp245
estoc,2037,12,8,ssp245
estoc,2038,1,8,ssp245
estoc,2038,2,8,ssp245
estoc,2038,3,8,ssp245
estoc,2038,4,8,ssp245
estoc,2038,5,8,ssp245
estoc,2038,6,7.99,ssp245
estoc,2038,7,7.98,ssp245
estoc,2038,8,7.97,ssp245
estoc,2038,9,7.96,ssp245
estoc,2038,10,7.97,ssp245
estoc,2038,11,7.98,ssp245
estoc,2038,12,7.99,ssp245
estoc,2039,1,8,ssp245
estoc,2039,2,8.01,ssp245
estoc,2039,3,8.01,ssp245
estoc,2039,4,8,ssp245
estoc,2039,5,8,ssp245
estoc,2039,6,7.99,ssp245
estoc,2039,7,7.98,ssp245
estoc,2039,8,7.97,ssp245
estoc,2039,9,7.97,ssp245
estoc,2039,10,7.97,ssp245
estoc,2039,11,7.99,ssp245
estoc,2039,12,8,ssp245
estoc,2040,1,8,ssp245
estoc,2040,2,8,ssp245
estoc,2040,3,8.01,ssp245
estoc,2040,4,8,ssp245
estoc,2040,5,8,ssp245
estoc,2040,6,7.99,ssp245
estoc,2040,7,7.98,ssp245
estoc,2040,8,7.97,ssp245
estoc,2040,9,7.97,ssp245
estoc,2040,10,7.97,ssp245
estoc,2040,11,7.98,ssp245
estoc,2040,12,7.99,ssp245
estoc,2041,1,8,ssp245
estoc,2041,2,8,ssp245
estoc,2041,3,8,ssp245
estoc,2041,4,8,ssp245
estoc,2041,5,7.99,ssp245
estoc,2041,6,7.99,ssp245
estoc,2041,7,7.98,ssp245
estoc,2041,8,7.98,ssp245
estoc,2041,9,7.97,ssp245
estoc,2041,10,7.98,ssp245
estoc,2041,11,7.98,ssp245
estoc,2041,12,7.99,ssp245
estoc,2042,1,7.99,ssp245
estoc,2042,2,8,ssp245
estoc,2042,3,8,ssp245
estoc,2042,4,8,ssp245
estoc,2042,5,7.99,ssp245
estoc,2042,6,7.99,ssp245
estoc,2042,7,7.97,ssp245
estoc,2042,8,7.96,ssp245
estoc,2042,9,7.96,ssp245
estoc,2042,10,7.96,ssp245
estoc,2042,11,7.98,ssp245
estoc,2042,12,7.99,ssp245
estoc,2043,1,8,ssp245
estoc,2043,2,8,ssp245
estoc,2043,3,8,ssp245
estoc,2043,4,7.99,ssp245
estoc,2043,5,7.99,ssp245
estoc,2043,6,7.98,ssp245
estoc,2043,7,7.97,ssp245
estoc,2043,8,7.97,ssp245
estoc,2043,9,7.97,ssp245
estoc,2043,10,7.97,ssp245
estoc,2043,11,7.98,ssp245
estoc,2043,12,7.99,ssp245
estoc,2044,1,8,ssp245
estoc,2044,2,8,ssp245
estoc,2044,3,8,ssp245
estoc,2044,4,7.99,ssp245
estoc,2044,5,7.99,ssp245
estoc,2044,6,7.98,ssp245
estoc,2044,7,7.97,ssp245
estoc,2044,8,7.96,ssp245
estoc,2044,9,7.96,ssp245
estoc,2044,10,7.96,ssp245
estoc,2044,11,7.97,ssp245
estoc,2044,12,7.99,ssp245
estoc,2045,1,7.99,ssp245
estoc,2045,2,7.99,ssp245
estoc,2045,3,8,ssp245
estoc,2045,4,8,ssp245
estoc,2045,5,7.99,ssp245
estoc,2045,6,7.98,ssp245
estoc,2045,7,7.97,ssp245
estoc,2045,8,7.96,ssp245
estoc,2045,9,7.95,ssp245
estoc,2045,10,7.96,ssp245
estoc,2045,11,7.97,ssp245
estoc,2045,12,7.98,ssp245
estoc,2046,1,7.99,ssp245
estoc,2046,2,7.99,ssp245
estoc,2046,3,8,ssp245
estoc,2046,4,7.99,ssp245
estoc,2046,5,7.98,ssp245
estoc,2046,6,7.97,ssp245
estoc,2046,7,7.97,ssp245
estoc,2046,8,7.96,ssp245
estoc,2046,9,7.95,ssp245
estoc,2046,10,7.95,ssp245
estoc,2046,11,7.96,ssp245
estoc,2046,12,7.98,ssp245
estoc,2047,1,7.98,ssp245
estoc,2047,2,7.98,ssp245
estoc,2047,3,7.99,ssp245
estoc,2047,4,7.98,ssp245
estoc,2047,5,7.98,ssp245
estoc,2047,6,7.97,ssp245
estoc,2047,7,7.96,ssp245
estoc,2047,8,7.95,ssp245
estoc,2047,9,7.95,ssp245
estoc,2047,10,7.95,ssp245
estoc,2047,11,7.97,ssp245
estoc,2047,12,7.98,ssp245
estoc,2048,1,7.98,ssp245
estoc,2048,2,7.98,ssp245
estoc,2048,3,7.98,ssp245
estoc,2048,4,7.98,ssp245
estoc,2048,5,7.97,ssp245
estoc,2048,6,7.97,ssp245
estoc,2048,7,7.96,ssp245
estoc,2048,8,7.95,ssp245
estoc,2048,9,7.94,ssp245
estoc,2048,10,7.95,ssp245
estoc,2048,11,7.96,ssp245
estoc,2048,12,7.97,ssp245
estoc,2049,1,7.98,ssp245
estoc,2049,2,7.98,ssp245
estoc,2049,3,7.98,ssp245
estoc,2049,4,7.98,ssp245
estoc,2049,5,7.98,ssp245
estoc,2049,6,7.97,ssp245
estoc,2049,7,7.95,ssp245
estoc,2049,8,7.95,ssp245
estoc,2049,9,7.94,ssp245
estoc,2049,10,7.95,ssp245
estoc,2049,11,7.96,ssp245
estoc,2049,12,7.97,ssp245
estoc,2050,1,7.98,ssp245
estoc,2050,2,7.98,ssp245
estoc,2050,3,7.98,ssp245
estoc,2050,4,7.98,ssp245
estoc,2050,5,7.97,ssp245
estoc,2050,6,7.96,ssp245
estoc,2050,7,7.95,ssp245
estoc,2050,8,7.94,ssp245
estoc,2050,9,7.94,ssp245
estoc,2050,10,7.95,ssp245
estoc,2050,11,7.96,ssp245
estoc,2050,12,7.97,ssp245
estoc,2051,1,7.97,ssp245
estoc,2051,2,7.98,ssp245
estoc,2051,3,7.97,ssp245
estoc,2051,4,7.97,ssp245
estoc,2051,5,7.97,ssp245
estoc,2051,6,7.96,ssp245
estoc,2051,7,7.95,ssp245
estoc,2051,8,7.94,ssp245
estoc,2051,9,7.94,ssp245
estoc,2051,10,7.95,ssp245
estoc,2051,11,7.96,ssp245
estoc,2051,12,7.97,ssp245
estoc,2052,1,7.98,ssp245
estoc,2052,2,7.98,ssp245
estoc,2052,3,7.98,ssp245
estoc,2052,4,7.97,ssp245
estoc,2052,5,7.97,ssp245
estoc,2052,6,7.96,ssp245
estoc,2052,7,7.95,ssp245
estoc,2052,8,7.94,ssp245
estoc,2052,9,7.94,ssp245
estoc,2052,10,7.95,ssp245
estoc,2052,11,7.95,ssp245
estoc,2052,12,7.96,ssp245
estoc,2053,1,7.97,ssp245
estoc,2053,2,7.97,ssp245
estoc,2053,3,7.97,ssp245
estoc,2053,4,7.97,ssp245
estoc,2053,5,7.96,ssp245
estoc,2053,6,7.96,ssp245
estoc,2053,7,7.95,ssp245
estoc,2053,8,7.94,ssp245
estoc,2053,9,7.94,ssp245
estoc,2053,10,7.94,ssp245
estoc,2053,11,7.95,ssp245
estoc,2053,12,7.96,ssp245
estoc,2054,1,7.96,ssp245
estoc,2054,2,7.97,ssp245
estoc,2054,3,7.96,ssp245
estoc,2054,4,7.96,ssp245
estoc,2054,5,7.96,ssp245
estoc,2054,6,7.95,ssp245
estoc,2054,7,7.94,ssp245
estoc,2054,8,7.94,ssp245
estoc,2054,9,7.93,ssp245
estoc,2054,10,7.94,ssp245
estoc,2054,11,7.95,ssp245
estoc,2054,12,7.96,ssp245
estoc,2055,1,7.97,ssp245
estoc,2055,2,7.97,ssp245
estoc,2055,3,7.97,ssp245
estoc,2055,4,7.96,ssp245
estoc,2055,5,7.96,ssp245
estoc,2055,6,7.95,ssp245
estoc,2055,7,7.94,ssp245
estoc,2055,8,7.94,ssp245
estoc,2055,9,7.94,ssp245
estoc,2055,10,7.94,ssp245
estoc,2055,11,7.95,ssp245
estoc,2055,12,7.96,ssp245
estoc,2056,1,7.96,ssp245
estoc,2056,2,7.97,ssp245
estoc,2056,3,7.96,ssp245
estoc,2056,4,7.97,ssp245
estoc,2056,5,7.96,ssp245
estoc,2056,6,7.95,ssp245
estoc,2056,7,7.94,ssp245
estoc,2056,8,7.94,ssp245
estoc,2056,9,7.93,ssp245
estoc,2056,10,7.94,ssp245
estoc,2056,11,7.95,ssp245
estoc,2056,12,7.96,ssp245
estoc,2057,1,7.97,ssp245
estoc,2057,2,7.97,ssp245
estoc,2057,3,7.97,ssp245
estoc,2057,4,7.96,ssp245
estoc,2057,5,7.96,ssp245
estoc,2057,6,7.95,ssp245
estoc,2057,7,7.94,ssp245
estoc,2057,8,7.93,ssp245
estoc,2057,9,7.93,ssp245
estoc,2057,10,7.94,ssp245
estoc,2057,11,7.95,ssp245
estoc,2057,12,7.96,ssp245
estoc,2058,1,7.96,ssp245
estoc,2058,2,7.97,ssp245
estoc,2058,3,7.97,ssp245
estoc,2058,4,7.96,ssp245
estoc,2058,5,7.96,ssp245
estoc,2058,6,7.95,ssp245
estoc,2058,7,7.94,ssp245
estoc,2058,8,7.93,ssp245
estoc,2058,9,7.93,ssp245
estoc,2058,10,7.93,ssp245
estoc,2058,11,7.94,ssp245
estoc,2058,12,7.95,ssp245
estoc,2059,1,7.96,ssp245
estoc,2059,2,7.95,ssp245
estoc,2059,3,7.95,ssp245
estoc,2059,4,7.95,ssp245
estoc,2059,5,7.95,ssp245
estoc,2059,6,7.94,ssp245
estoc,2059,7,7.93,ssp245
estoc,2059,8,7.92,ssp245
estoc,2059,9,7.92,ssp245
estoc,2059,10,7.92,ssp245
estoc,2059,11,7.93,ssp245
estoc,2059,12,7.95,ssp245
estoc,2060,1,7.95,ssp245
estoc,2060,2,7.95,ssp245
estoc,2060,3,7.96,ssp245
estoc,2060,4,7.95,ssp245
estoc,2060,5,7.95,ssp245
estoc,2060,6,7.94,ssp245
estoc,2060,7,7.93,ssp245
estoc,2060,8,7.92,ssp245
estoc,2060,9,7.92,ssp245
estoc,2060,10,7.93,ssp245
estoc,2060,11,7.94,ssp245
estoc,2060,12,7.95,ssp245
estoc,2061,1,7.95,ssp245
estoc,2061,2,7.96,ssp245
estoc,2061,3,7.95,ssp245
estoc,2061,4,7.95,ssp245
estoc,2061,5,7.95,ssp245
estoc,2061,6,7.94,ssp245
estoc,2061,7,7.93,ssp245
estoc,2061,8,7.93,ssp245
estoc,2061,9,7.92,ssp245
estoc,2061,10,7.93,ssp245
estoc,2061,11,7.94,ssp245
estoc,2061,12,7.95,ssp245
estoc,2062,1,7.95,ssp245
estoc,2062,2,7.96,ssp245
estoc,2062,3,7.96,ssp245
estoc,2062,4,7.95,ssp245
estoc,2062,5,7.95,ssp245
estoc,2062,6,7.94,ssp245
estoc,2062,7,7.93,ssp245
estoc,2062,8,7.92,ssp245
estoc,2062,9,7.92,ssp245
estoc,2062,10,7.92,ssp245
estoc,2062,11,7.93,ssp245
estoc,2062,12,7.95,ssp245
estoc,2063,1,7.95,ssp245
estoc,2063,2,7.95,ssp245
estoc,2063,3,7.95,ssp245
estoc,2063,4,7.95,ssp245
estoc,2063,5,7.94,ssp245
estoc,2063,6,7.94,ssp245
estoc,2063,7,7.93,ssp245
estoc,2063,8,7.92,ssp245
estoc,2063,9,7.92,ssp245
estoc,2063,10,7.92,ssp245
estoc,2063,11,7.93,ssp245
estoc,2063,12,7.94,ssp245
estoc,2064,1,7.95,ssp245
estoc,2064,2,7.95,ssp245
estoc,2064,3,7.95,ssp245
estoc,2064,4,7.94,ssp245
estoc,2064,5,7.94,ssp245
estoc,2064,6,7.93,ssp245
estoc,2064,7,7.93,ssp245
estoc,2064,8,7.92,ssp245
estoc,2064,9,7.92,ssp245
estoc,2064,10,7.92,ssp245
estoc,2064,11,7.93,ssp245
estoc,2064,12,7.94,ssp245
estoc,2065,1,7.94,ssp245
estoc,2065,2,7.95,ssp245
estoc,2065,3,7.95,ssp245
estoc,2065,4,7.95,ssp245
estoc,2065,5,7.94,ssp245
estoc,2065,6,7.93,ssp245
estoc,2065,7,7.92,ssp245
estoc,2065,8,7.92,ssp245
estoc,2065,9,7.92,ssp245
estoc,2065,10,7.92,ssp245
estoc,2065,11,7.93,ssp245
estoc,2065,12,7.94,ssp245
estoc,2066,1,7.95,ssp245
estoc,2066,2,7.94,ssp245
estoc,2066,3,7.95,ssp245
estoc,2066,4,7.94,ssp245
estoc,2066,5,7.94,ssp245
estoc,2066,6,7.93,ssp245
estoc,2066,7,7.92,ssp245
estoc,2066,8,7.92,ssp245
estoc,2066,9,7.91,ssp245
estoc,2066,10,7.92,ssp245
estoc,2066,11,7.93,ssp245
estoc,2066,12,7.94,ssp245
estoc,2067,1,7.94,ssp245
estoc,2067,2,7.94,ssp245
estoc,2067,3,7.94,ssp245
estoc,2067,4,7.94,ssp245
estoc,2067,5,7.94,ssp245
estoc,2067,6,7.93,ssp245
estoc,2067,7,7.92,ssp245
estoc,2067,8,7.92,ssp245
estoc,2067,9,7.91,ssp245
estoc,2067,10,7.92,ssp245
estoc,2067,11,7.92,ssp245
estoc,2067,12,7.93,ssp245
